POSTID,KEYFIELD,PRODUCT,GROUP,COV_CD,RES_BASE_C,COV_SEQ_NR,BEN_TERM,COV_ST_YR,COV_ST_MTH,ANN_BEF,ANN_1,ANN_2,ANN_INC_PC,ANN_INC_AM,ISS_YR_ANN,ISS_YR_MTH
100011700,100011700,TRAD,DIL,700,92,1,9999,1986,6,3252.00,,,,,1986,6
100021320,100021320,TRAD,DIL,700,92,1,9999,1986,7,917.00,,,0.00,,1986,7
100027390,100027390,TRAD,DIL,700,92,1,9999,1986,5,22787.00,,,,,1986,5
100028760,100028760,TRAD,DIL,700,92,1,9999,1986,8,1357.00,,,0.00,,1986,8
100035980,100035980,TRAD,DIL,700,92,1,9999,1986,9,54454.00,,,,,1986,9
100046660,100046660,TRAD,DIL,700,92,1,9999,1986,8,4722.00,3306.00,3306.00,0.00,,1986,8
100048000,100048000,TRAD,DIL,700,92,1,9999,1986,9,569.00,,,0.00,,1986,9
100052280,100052280,TRAD,DIL,900,61,1,9999,1986,10,1.00,,296.00,0.00,,1986,10
100065500,100065500,TRAD,DIL,700,92,1,9999,1986,12,1335.00,,,,,1986,12
100070230,100070230,TRAD,DIL,700,92,1,9999,1986,10,6672.00,,,0.00,,1986,10
100071880,100071880,TRAD,DIL,700,92,1,9999,1986,8,55.00,,,0.00,,1986,8
100079100,100079100,TRAD,DIL,700,92,1,9999,1986,11,6033.00,,,0.00,,1986,11
100082460,100082460,TRAD,DIL,700,92,1,9999,1986,7,86.00,86.00,56.00,0.00,,1986,7
100084480,100084480,TRAD,DIL,700,92,1,9999,1986,12,524.00,,,,,1986,12
100094180,100094180,TRAD,DIL,700,92,1,9999,1986,12,1330.00,,,,,1986,12
100110320,100110320,TRAD,DIL,700,92,1,9999,1986,12,3358.00,3358.00,3358.00,0.00,,1986,12
100115310,100115310,TRAD,DIL,700,92,1,9999,1986,12,3113.00,,,0.00,,1986,12
100120970,100120970,TRAD,DIL,700,92,1,9999,1986,12,79.00,,,,,1986,12
100125650,100125650,TRAD,DIL,700,92,1,9999,1986,11,573.00,,,0.00,,1986,11
100132200,100132200,TRAD,DIL,700,92,1,9999,1987,1,6378.00,,,,,1987,1
100135360,100135360,TRAD,DIL,700,92,1,9999,1987,2,5358.00,,,,,1987,2
100135640,100135640,TRAD,DIL,700,92,1,9999,1987,1,3744.00,,,,,1987,1
100143780,100143780,TRAD,DIL,700,92,1,9999,1987,1,2351.00,,,,,1987,1
100146820,100146820,TRAD,DIL,700,92,1,9999,1987,2,9418.00,6592.00,6592.00,0.00,,1987,2
100148230,100148230,TRAD,DIL,700,92,1,9999,1987,1,3521.00,,,0.00,,1987,1
100174120,100174120,TRAD,DIL,700,92,1,9999,1987,3,1528.00,,,0.00,,1987,3
100177500,100177500,TRAD,DIL,700,92,1,9999,1987,2,724.00,,,,,1987,2
100178630,100178630,TRAD,DIL,700,92,1,9999,1987,4,1109.00,,,,,1987,4
100185840,100185840,TRAD,DIL,700,92,1,9999,1987,4,6125.00,,,,,1987,4
100190340,100190340,TRAD,DIL,900,61,1,9999,1986,12,1.00,1975.00,,0.00,,1986,12
100193970,100193970,TRAD,DIL,700,92,1,9999,1987,4,9919.00,,,,,1987,4
100200010,100200010,TRAD,DIL,700,92,1,9999,1987,5,5426.00,5426.00,3799.00,0.00,,1987,5
100200970,100200970,TRAD,DIL,700,92,1,9999,1987,5,2798.00,,,,,1987,5
100202540,100202540,TRAD,DIL,700,92,1,9999,1987,5,1997.00,,,0.00,,1987,5
100203510,100203510,TRAD,DIL,700,92,1,9999,1987,5,4481.00,,,,,1987,5
100206920,100206920,TRAD,DIL,700,92,1,9999,1987,6,19504.00,,,,,1987,6
100207130,100207130,TRAD,DIL,700,92,1,9999,1987,5,257.00,,,,,1987,5
100207730,100207730,TRAD,DIL,900,61,1,9999,1986,12,1.00,2683.00,,0.00,,1986,12
100207960,100207960,TRAD,DIL,700,92,1,9999,1986,12,9206.00,9206.00,9206.00,0.00,,1986,12
100212440,100212440,TRAD,DIL,700,92,1,9999,1987,3,1703.00,,,,,1987,3
100212720,100212720,TRAD,DIL,700,92,1,9999,1987,7,6064.00,,,0.00,,1987,7
100217210,100217210,TRAD,DIL,700,92,1,9999,1987,12,542.00,,,,,1987,12
100233030,100233030,TRAD,DIL,700,92,1,9999,1987,5,434.00,,,0.00,,1987,5
100242670,100242670,TRAD,DIL,700,92,1,9999,1987,7,4176.00,,,,,1987,7
100245010,100245010,TRAD,DIL,700,92,1,9999,1987,8,342.00,342.00,239.00,0.00,,1987,8
100247010,100247010,TRAD,DIL,700,92,1,9999,1987,8,1023.00,,,,,1987,8
100251730,100251730,TRAD,DIL,700,92,1,9999,1987,9,7728.00,,,,,1987,9
100256260,100256260,TRAD,DIL,700,92,1,9999,1987,8,2098.00,,,0.00,,1987,8
100256490,100256490,TRAD,DIL,700,92,1,9999,1987,8,2635.00,,,,,1987,8
100257480,100257480,TRAD,DIL,700,92,1,9999,1987,9,1359.00,,,0.00,,1987,9
100260620,100260620,TRAD,DIL,700,92,1,9999,1987,6,24973.00,,,0.00,,1987,6
100265410,100265410,TRAD,DIL,700,92,1,9999,1986,11,914.00,,,0.00,,1986,11
100271200,100271200,TRAD,DIL,700,92,1,9999,1987,8,1615.00,,,,,1987,8
100279220,100279220,TRAD,DIL,700,92,1,9999,1987,11,48858.00,,,0.00,,1987,11
100286690,100286690,TRAD,DIL,700,92,1,9999,1987,12,2045.00,,,,,1987,12
100287300,100287300,TRAD,DIL,700,92,1,9999,1986,11,905.00,,,0.00,,1986,11
100292710,100292710,TRAD,DIL,700,92,1,9999,1986,11,959.00,,,0.00,,1986,11
100294970,100294970,TRAD,DIL,700,92,1,9999,1987,12,3208.00,,,0.00,,1987,12
100296490,100296490,TRAD,DIL,700,92,1,9999,1987,11,1454.00,,,0.00,,1987,11
100300910,100300910,TRAD,DIL,700,92,1,9999,1987,11,5203.00,,,,,1987,11
100301740,100301740,TRAD,DIL,700,92,1,9999,1987,12,2896.00,,,0.00,,1987,12
100308150,100308150,TRAD,DIL,700,92,1,9999,1987,12,1404.00,,,,,1987,12
100317250,100317250,TRAD,DIL,700,92,1,9999,1987,12,712.00,,,,,1987,12
100318390,100318390,TRAD,DIL,700,92,1,9999,1987,12,319.00,,,,,1987,12
100321290,100321290,TRAD,DIL,700,92,1,9999,1987,10,1564.00,,,0.00,,1987,10
100321880,100321880,TRAD,DIL,700,92,1,9999,1987,12,8931.00,,,,,1987,12
100322210,100322210,TRAD,DIL,700,92,1,9999,1987,11,296.00,,,0.00,,1987,11
100352440,100352440,TRAD,DIL,700,92,1,9999,1987,12,5102.00,,,,,1987,12
100366840,100366840,TRAD,DIL,700,92,1,9999,1987,12,2523.00,,,,,1987,12
100372910,100372910,TRAD,DIL,700,92,1,9999,1987,11,4899.00,,,,,1987,11
100373210,100373210,TRAD,DIL,700,92,1,9999,1988,9,2242.00,2242.00,1569.00,0.00,,1988,9
100379310,100379310,TRAD,DIL,700,92,1,9999,1988,1,3326.00,,,,,1988,1
100379490,100379490,TRAD,DIL,700,92,1,9999,1988,2,10024.00,10024.00,10024.00,0.00,,1988,2
100380400,100380400,TRAD,DIL,700,92,1,9999,1988,2,19197.00,19197.00,19197.00,0.00,,1988,2
100392000,100392000,TRAD,DIL,700,92,1,9999,1988,4,595.00,,,,,1988,4
100394080,100394080,TRAD,DIL,700,92,1,9999,1988,1,2747.00,,,0.00,,1988,1
100394490,100394490,TRAD,DIL,700,92,1,9999,1988,3,3798.00,,,,,1988,3
100395490,100395490,TRAD,DIL,700,92,1,9999,1988,4,27227.00,27227.00,19059.00,0.00,,1988,4
100395930,100395930,TRAD,DIL,700,92,1,9999,1987,10,1836.00,,,0.00,,1987,10
100397850,100397850,TRAD,DIL,700,92,1,9999,1988,4,1135.00,,,0.00,,1988,4
100399280,100399280,TRAD,DIL,700,92,1,9999,1988,2,1675.00,,,,,1988,2
100403400,100403400,TRAD,DIL,700,92,1,9999,1988,5,1326.00,,,,,1988,5
100403820,100403820,TRAD,DIL,700,92,1,9999,1988,4,5739.00,,,0.00,,1988,4
100417300,100417300,TRAD,DIL,700,92,1,9999,1988,5,4658.00,,,0.00,,1988,5
100417560,100417560,TRAD,DIL,700,92,1,9999,1988,3,1466.00,1026.00,1026.00,0.00,,1988,3
100418550,100418550,TRAD,DIL,700,92,1,9999,1988,4,10587.00,,,,,1988,4
100421860,100421860,TRAD,DIL,700,92,1,9999,1988,6,2615.00,,,,,1988,6
100423390,100423390,TRAD,DIL,700,92,1,9999,1988,6,2621.00,,,,,1988,6
100423890,100423890,TRAD,DIL,700,92,1,9999,1988,6,4230.00,,,,,1988,6
100429640,100429640,TRAD,DIL,700,92,1,9999,1988,7,4272.00,,,0.00,,1988,7
100438570,100438570,TRAD,DIL,700,92,1,9999,1988,4,11435.00,,,0.00,,1988,4
100443070,100443070,TRAD,DIL,700,92,1,9999,1988,6,13621.00,13621.00,13621.00,0.00,,1988,6
100456390,100456390,TRAD,DIL,700,92,1,9999,1988,8,3300.00,,,,,1988,8
100457710,100457710,TRAD,DIL,700,92,1,9999,1988,8,17788.00,,,,,1988,8
100458410,100458410,TRAD,DIL,700,92,1,9999,1988,8,5990.00,,,,,1988,8
100458510,100458510,TRAD,DIL,700,92,1,9999,1988,8,6954.00,,,,,1988,8
100459330,100459330,TRAD,DIL,700,92,1,9999,1988,8,3704.00,2593.00,2593.00,0.00,,1988,8
100461390,100461390,TRAD,DIL,700,92,1,9999,1987,12,398.00,,,0.00,,1987,12
100462960,100462960,TRAD,DIL,700,92,1,9999,1988,10,7229.00,,,0.00,,1988,10
100469550,100469550,TRAD,DIL,700,92,1,9999,1988,9,6833.00,,,0.00,,1988,9
100470020,100470020,TRAD,DIL,700,92,1,9999,1988,8,1962.00,,,,,1988,8
100470690,100470690,TRAD,DIL,700,92,1,9999,1988,9,1992.00,,,,,1988,9
100472010,100472010,TRAD,DIL,700,92,1,9999,1988,9,9529.00,,,0.00,,1988,9
100477680,100477680,TRAD,DIL,700,92,1,9999,1988,7,485.00,,,,,1988,7
100478270,100478270,TRAD,DIL,700,92,1,9999,1989,1,2143.00,,,,,1989,1
100479160,100479160,TRAD,DIL,700,92,1,9999,1988,9,4305.00,,,0.00,,1988,9
100479240,100479240,TRAD,DIL,700,92,1,9999,1988,11,19011.00,,,,,1988,11
100481820,100481820,TRAD,DIL,700,92,1,9999,1987,11,1481.00,,,0.00,,1987,11
100482670,100482670,TRAD,DIL,700,92,1,9999,1988,10,4223.00,,,0.00,,1988,10
100483760,100483760,TRAD,DIL,700,92,1,9999,1988,9,2361.00,,,,,1988,9
100487830,100487830,TRAD,DIL,700,92,1,9999,1988,10,7492.00,,,0.00,,1988,10
100488520,100488520,TRAD,DIL,700,92,1,9999,1988,8,835.00,,,0.00,,1988,8
100489140,100489140,TRAD,DIL,700,92,1,9999,1988,12,309.00,,,,,1988,12
100489150,100489150,TRAD,DIL,700,92,1,9999,1988,9,3494.00,,,0.00,,1988,9
100490310,100490310,TRAD,DIL,700,92,1,9999,1988,9,5981.00,,,,,1988,9
100495270,100495270,TRAD,DIL,700,92,1,9999,1988,10,10739.00,,,0.00,,1988,10
100496260,100496260,TRAD,DIL,700,92,1,9999,1988,10,11588.00,,,,,1988,10
100500250,100500250,TRAD,DIL,700,92,1,9999,1988,11,2169.00,,,,,1988,11
100502810,100502810,TRAD,DIL,700,92,1,9999,1988,11,1990.00,,,0.00,,1988,11
100504560,100504560,TRAD,DIL,700,92,1,9999,1988,12,495.00,,,0.00,,1988,12
100507720,100507720,TRAD,DIL,700,92,1,9999,1988,10,1743.00,,,,,1988,10
100510350,100510350,TRAD,DIL,700,92,1,9999,1988,12,9397.00,9397.00,9397.00,0.00,,1988,12
100511120,100511120,TRAD,DIL,700,92,1,9999,1988,12,3397.00,2378.00,2378.00,0.00,,1988,12
100512280,100512280,TRAD,DIL,700,92,1,9999,1988,12,569.00,,,,,1988,12
100512890,100512890,TRAD,DIL,700,92,1,9999,1988,12,998.00,,,0.00,,1988,12
100513420,100513420,TRAD,DIL,700,92,1,9999,1988,10,314.00,,,,,1988,10
100527420,100527420,TRAD,DIL,700,92,1,9999,1989,1,2837.00,,,,,1989,1
100546690,100546690,TRAD,DIL,700,92,1,9999,1988,10,10526.00,,,0.00,,1988,10
100558770,100558770,TRAD,DIL,700,92,1,9999,1988,11,486.00,,,,,1988,11
100569510,100569510,TRAD,DIL,700,92,1,9999,1989,1,3481.00,,,,,1989,1
100583880,100583880,TRAD,DIL,700,92,1,9999,1989,1,3275.00,,,0.00,,1989,1
100587210,100587210,TRAD,DIL,700,92,1,9999,1989,1,1438.00,,,0.00,,1989,1
100588220,100588220,TRAD,DIL,700,92,1,9999,1989,1,15448.00,,,,,1989,1
100593390,100593390,TRAD,DIL,700,92,1,9999,1989,1,32568.00,,,,,1989,1
100593550,100593550,TRAD,DIL,700,92,1,9999,1988,12,5185.00,,,0.00,,1988,12
100606560,100606560,TRAD,DIL,700,92,1,9999,1989,2,10755.00,,,0.00,,1989,2
100606590,100606590,TRAD,DIL,700,92,1,9999,1989,2,817.00,,,,,1989,2
100607650,100607650,TRAD,DIL,700,92,1,9999,1988,12,12150.00,8505.00,8505.00,,,1988,12
100607680,100607680,TRAD,DIL,700,92,1,9999,1988,12,11810.00,8267.00,8267.00,,,1988,12
100608610,100608610,TRAD,DIL,700,92,1,9999,1989,2,4702.00,4702.00,3291.00,0.00,,1989,2
100611980,100611980,TRAD,DIL,700,92,1,9999,1988,12,3971.00,,,,,1988,12
100614610,100614610,TRAD,DIL,700,92,1,9999,1989,2,610.00,,,,,1989,2
100614620,100614620,TRAD,DIL,700,92,1,9999,1989,3,6194.00,,,,,1989,3
100614640,100614640,TRAD,DIL,700,92,1,9999,1989,1,3759.00,3759.00,3759.00,0.00,,1989,1
100616720,100616720,TRAD,DIL,700,92,1,9999,1987,10,3044.00,,,0.00,,1987,10
100621630,100621630,TRAD,DIL,700,92,1,9999,1989,3,8568.00,,,,,1989,3
100622240,100622240,TRAD,DIL,700,92,1,9999,1989,4,1022.00,,,0.00,,1989,4
100624300,100624300,TRAD,DIL,700,92,1,9999,1989,6,1553.00,,,0.00,,1989,6
100625210,100625210,TRAD,DIL,700,92,1,9999,1989,4,3096.00,,,0.00,,1989,4
100631730,100631730,TRAD,DIL,700,92,1,9999,1989,3,13101.00,,,0.00,,1989,3
100632430,100632430,TRAD,DIL,700,92,1,9999,1989,5,3525.00,,,,,1989,5
100632730,100632730,TRAD,DIL,700,92,1,9999,1989,3,1698.00,,,0.00,,1989,3
100635170,100635170,TRAD,DIL,700,92,1,9999,1989,5,15024.00,,,0.00,,1989,5
100635570,100635570,TRAD,DIL,700,92,1,9999,1989,6,13666.00,,,0.00,,1989,6
100637060,100637060,TRAD,DIL,700,92,1,9999,1989,6,2159.00,,,,,1989,6
100639080,100639080,TRAD,DIL,700,92,1,9999,1989,4,11571.00,,,0.00,,1989,4
100640940,100640940,TRAD,DIL,700,92,1,9999,1989,5,5984.00,,,0.00,,1989,5
100642910,100642910,TRAD,DIL,700,92,1,9999,1989,1,1160.00,,,,,1989,1
100648310,100648310,TRAD,DIL,700,92,1,9999,1989,3,529.00,,,0.00,,1989,3
100649950,100649950,TRAD,DIL,700,92,1,9999,1989,4,3415.00,,,,,1989,4
100655390,100655390,TRAD,DIL,700,92,1,9999,1989,7,10023.00,,,0.00,,1989,7
100658820,100658820,TRAD,DIL,700,92,1,9999,1989,6,1166.00,,,0.00,,1989,6
100658840,100658840,TRAD,DIL,700,92,1,9999,1989,6,1616.00,,,,,1989,6
100659130,100659130,TRAD,DIL,700,92,1,9999,1989,6,8341.00,,,0.00,,1989,6
100661780,100661780,TRAD,DIL,700,92,1,9999,1989,6,23597.00,,,,,1989,6
100663350,100663350,TRAD,DIL,700,92,1,9999,1989,7,11725.00,,,0.00,,1989,7
100663560,100663560,TRAD,DIL,700,92,1,9999,1989,7,8107.00,8107.00,5675.00,0.00,,1989,7
100664260,100664260,TRAD,DIL,700,92,1,9999,1989,7,2544.00,,,0.00,,1989,7
100664610,100664610,TRAD,DIL,700,92,1,9999,1989,6,3624.00,,,,,1989,6
100665940,100665940,TRAD,DIL,700,92,1,9999,1989,6,3277.00,,,,,1989,6
100667010,100667010,TRAD,DIL,700,92,1,9999,1989,7,6631.00,,,,,1989,7
100673000,100673000,TRAD,DIL,700,92,1,9999,1989,7,1588.00,,,,,1989,7
100676960,100676960,TRAD,DIL,700,92,1,9999,1989,8,193.00,,,,,1989,8
100679540,100679540,TRAD,DIL,700,92,1,9999,1989,7,585.00,,,0.00,,1989,7
100679560,100679560,TRAD,DIL,700,92,1,9999,1989,7,591.00,,,0.00,,1989,7
100682350,100682350,TRAD,DIL,700,92,1,9999,1989,8,4648.00,4648.00,3254.00,0.00,,1989,8
100682400,100682400,TRAD,DIL,700,92,1,9999,1989,8,2414.00,,,0.00,,1989,8
100685590,100685590,TRAD,DIL,700,92,1,9999,1989,10,1037.00,,,0.00,,1989,10
100687610,100687610,TRAD,DIL,700,92,1,9999,1989,11,661.00,,,,,1989,11
100688300,100688300,TRAD,DIL,700,92,1,9999,1989,7,409.00,,,0.00,,1989,7
100691880,100691880,TRAD,DIL,700,92,1,9999,1989,9,2994.00,,,0.00,,1989,9
100692070,100692070,TRAD,DIL,700,92,1,9999,1989,9,5051.00,,,,,1989,9
100694680,100694680,TRAD,DIL,700,92,1,9999,1989,9,5919.00,,,0.00,,1989,9
100695810,100695810,TRAD,DIL,700,92,1,9999,1989,10,7720.00,7720.00,5404.00,0.00,,1989,10
100695820,100695820,TRAD,DIL,700,92,1,9999,1989,10,12067.00,12067.00,8447.00,0.00,,1989,10
100699390,100699390,TRAD,DIL,700,92,1,9999,1989,9,4587.00,4587.00,4587.00,0.00,,1989,9
100699820,100699820,TRAD,DIL,700,92,1,9999,1989,9,1994.00,,,0.00,,1989,9
100700070,100700070,TRAD,DIL,700,92,1,9999,1989,10,8398.00,8398.00,8398.00,0.00,,1989,10
100704420,100704420,TRAD,DIL,800,65,1,9999,1989,7,395.00,395.00,,0.00,,2024,6
100704420,100704420,TRAD,DIL,900,61,2,9999,1989,7,1.00,,237.00,0.00,,1989,7
100704790,100704790,TRAD,DIL,700,92,1,9999,1989,10,7408.00,7408.00,7408.00,0.00,,1989,10
100707920,100707920,TRAD,DIL,700,92,1,9999,1990,1,4120.00,4120.00,2884.00,0.00,,1990,1
100710240,100710240,TRAD,DIL,700,92,1,9999,1989,10,1927.00,,,,,1989,10
100712410,100712410,TRAD,DIL,700,92,1,9999,1989,11,7151.00,,,,,1989,11
100713330,100713330,TRAD,DIL,700,92,1,9999,1989,10,2659.00,,,0.00,,1989,10
100713580,100713580,TRAD,DIL,700,92,1,9999,1989,10,78.00,,,0.00,,1989,10
100717700,100717700,TRAD,DIL,700,92,1,9999,1989,12,929.00,,,,,1989,12
100717800,100717800,TRAD,DIL,700,92,1,9999,1989,11,15717.00,,,0.00,,1989,11
100717810,100717810,TRAD,DIL,700,92,1,9999,1989,11,5588.00,,,0.00,,1989,11
100717870,100717870,TRAD,DIL,700,92,1,9999,1989,9,4237.00,,,0.00,,1989,9
100719000,100719000,TRAD,DIL,700,92,1,9999,1989,11,787.00,,,,,1989,11
100723900,100723900,TRAD,DIL,700,92,1,9999,1989,9,7903.00,,,,,1989,9
100728560,100728560,TRAD,DIL,700,92,1,9999,1989,12,558.00,,,,,1989,12
100729310,100729310,TRAD,DIL,700,92,1,9999,1989,11,2360.00,,,0.00,,1989,11
100733350,100733350,TRAD,DIL,700,92,1,9999,1989,12,18771.00,,,,,1989,12
100733690,100733690,TRAD,DIL,700,92,1,9999,1989,12,337.00,,,,,1989,12
100737420,100737420,TRAD,DIL,700,92,1,9999,1989,12,13867.00,,,0.00,,1989,12
100737990,100737990,TRAD,DIL,700,92,1,9999,1989,12,9804.00,,,,,1989,12
100740260,100740260,TRAD,DIL,700,92,1,9999,1989,9,291.00,,,0.00,,1989,9
100740670,100740670,TRAD,DIL,700,92,1,9999,1989,12,266.00,,,,,1989,12
100743030,100743030,TRAD,DIL,700,92,1,9999,1989,12,2713.00,,,,,1989,12
100747750,100747750,TRAD,DIL,700,92,1,9999,1989,12,6102.00,6102.00,6102.00,,,1989,12
100748690,100748690,TRAD,DIL,700,92,1,9999,1989,12,2178.00,,,,,1989,12
100749090,100749090,TRAD,DIL,700,92,1,9999,1989,11,5359.00,,,,,1989,11
100749510,100749510,TRAD,DIL,700,92,1,9999,1990,1,1752.00,,,,,1990,1
100749530,100749530,TRAD,DIL,700,92,1,9999,1989,12,10216.00,,,,,1989,12
100751230,100751230,TRAD,DIL,700,92,1,9999,1989,12,4683.00,,,,,1989,12
100753140,100753140,TRAD,DIL,700,92,1,9999,1989,12,14881.00,14881.00,10417.00,0.00,,1989,12
100754040,100754040,TRAD,DIL,700,92,1,9999,1989,12,12463.00,,,,,1989,12
100764060,100764060,TRAD,DIL,700,92,1,9999,1990,1,2249.00,,,0.00,,1990,1
100766730,100766730,TRAD,DIL,700,92,1,9999,1989,10,2132.00,,,0.00,,1989,10
100767830,100767830,TRAD,DIL,700,92,1,9999,1990,1,17716.00,17716.00,12401.00,0.00,,1990,1
100774980,100774980,TRAD,DIL,700,92,1,9999,1989,12,5082.00,,,,,1989,12
100776120,100776120,TRAD,DIL,700,92,1,9999,1989,12,7363.00,,,,,1989,12
100784210,100784210,TRAD,DIL,700,92,1,9999,1990,3,7684.00,7684.00,7684.00,0.00,,1990,3
100784220,100784220,TRAD,DIL,700,92,1,9999,1990,3,7684.00,7684.00,7684.00,0.00,,1990,3
100787820,100787820,TRAD,DIL,700,92,1,9999,1989,12,5076.00,5076.00,5076.00,0.00,,1989,12
100794790,100794790,TRAD,DIL,700,92,1,9999,1989,12,5970.00,,,,,1989,12
100797760,100797760,TRAD,DIL,706,92,1,9999,1990,1,54195.00,,,1.00,,1990,1
100799950,100799950,TRAD,DIL,700,92,1,9999,1990,1,1962.00,,,0.00,,1990,1
100801620,100801620,TRAD,DIL,700,92,1,9999,1990,1,4089.00,,,0.00,,1990,1
100802250,100802250,TRAD,DIL,700,92,1,9999,1990,2,10891.00,10891.00,7624.00,0.00,,1990,2
100805020,100805020,TRAD,DIL,700,92,1,9999,1990,1,3903.00,2732.00,2732.00,0.00,,1990,1
100808430,100808430,TRAD,DIL,700,92,1,9999,1990,1,8585.00,8585.00,8585.00,0.00,,1990,1
100808680,100808680,TRAD,DIL,700,92,1,9999,1990,1,10085.00,,,,,1990,1
100808930,100808930,TRAD,DIL,700,92,1,9999,1989,12,7839.00,,,,,1989,12
100808940,100808940,TRAD,DIL,700,92,1,9999,1989,12,4867.00,,,,,1989,12
100811670,100811670,TRAD,DIL,700,92,1,9999,1990,2,7781.00,,,0.00,,1990,2
100818550,100818550,TRAD,DIL,700,92,1,9999,1990,2,5033.00,,,,,1990,2
100818740,100818740,TRAD,DIL,700,92,1,9999,1990,3,705.00,,,,,1990,3
100820670,100820670,TRAD,DIL,700,92,1,9999,1990,2,9733.00,,,,,1990,2
100823360,100823360,TRAD,DIL,700,92,1,9999,1990,3,2438.00,,,,,1990,3
100824980,100824980,TRAD,DIL,700,92,1,9999,1989,12,3942.00,,,0.00,,1989,12
100827110,100827110,TRAD,DIL,707,92,1,9999,1990,1,12146.00,,,,,1990,1
100827160,100827160,TRAD,DIL,707,92,1,9999,1990,1,21765.00,,,,,1990,1
100828450,100828450,TRAD,DIL,700,92,1,9999,1990,1,4871.00,,,,,1990,1
100829300,100829300,TRAD,DIL,700,92,1,9999,1990,1,4155.00,,,,,1990,1
100830880,100830880,TRAD,DIL,700,92,1,9999,1990,4,56430.00,,,0.00,,1990,4
100838740,100838740,TRAD,DIL,700,92,1,9999,1990,3,4574.00,,,,,1990,3
100838910,100838910,TRAD,DIL,700,92,1,9999,1990,4,668.00,,,0.00,,1990,4
100839800,100839800,TRAD,DIL,700,92,1,9999,1990,3,720.00,504.00,504.00,0.00,,1990,3
100839800,100839800,TRAD,DIL,770,92,2,414,1990,3,9076.00,6353.00,6353.00,,,1990,3
100840200,100840200,TRAD,DIL,700,92,1,9999,1990,4,17017.00,,,0.00,,1990,4
100840790,100840790,TRAD,DIL,700,92,1,9999,1990,4,6122.00,,,,,1990,4
100842240,100842240,TRAD,DIL,700,92,1,9999,1990,4,2689.00,,,,,1990,4
100843930,100843930,TRAD,DIL,700,92,1,9999,1990,2,4706.00,3294.00,3294.00,0.00,,1990,2
100844400,100844400,TRAD,DIL,700,92,1,9999,1990,4,3076.00,,,,,1990,4
100850600,100850600,TRAD,DIL,700,92,1,9999,1990,5,14997.00,14997.00,14997.00,0.00,,1990,5
100850810,100850810,TRAD,DIL,700,92,1,9999,1990,6,135.00,,,0.00,,1990,6
100850980,100850980,TRAD,DIL,900,61,1,9999,1990,5,1.00,,27227.00,0.00,,1990,5
100854180,100854180,TRAD,DIL,700,92,1,9999,1990,6,4452.00,,,0.00,,1990,6
100854210,100854210,TRAD,DIL,700,92,1,9999,1990,4,7998.00,,,,,1990,4
100856960,100856960,TRAD,DIL,700,92,1,9999,1990,6,868.00,,,,,1990,6
100858180,100858180,TRAD,DIL,700,92,1,9999,1990,5,1719.00,,,0.00,,1990,5
100858380,100858380,TRAD,DIL,700,92,1,9999,1990,6,17194.00,,,,,1990,6
100859050,100859050,TRAD,DIL,700,92,1,9999,1990,7,9305.00,,,,,1990,7
100859260,100859260,TRAD,DIL,700,92,1,9999,1990,7,240.00,,,0.00,,1990,7
100860040,100860040,TRAD,DIL,700,92,1,9999,1990,6,11054.00,11054.00,11054.00,0.00,,1990,6
100860880,100860880,TRAD,DIL,700,92,1,9999,1990,5,4734.00,,,,,1990,5
100861620,100861620,TRAD,DIL,700,92,1,9999,1990,6,5843.00,,,,,1990,6
100863210,100863210,TRAD,DIL,700,92,1,9999,1990,6,3755.00,,,,,1990,6
100865890,100865890,TRAD,DIL,700,92,1,9999,1990,7,15688.00,10981.00,10981.00,0.00,,1990,7
100866000,100866000,TRAD,DIL,700,92,1,9999,1990,6,50239.00,50239.00,25120.00,0.00,,1990,6
100866030,100866030,TRAD,DIL,700,92,1,9999,1990,7,1809.00,,,,,1990,7
100866080,100866080,TRAD,DIL,700,92,1,9999,1990,8,2980.00,,,0.00,,1990,8
100866300,100866300,TRAD,DIL,700,92,1,9999,1990,6,1668.00,,,,,1990,6
100868460,100868460,TRAD,DIL,700,92,1,9999,1990,6,4860.00,,,,,1990,6
100870860,100870860,TRAD,DIL,700,92,1,9999,1990,6,481.00,,,0.00,,1990,6
100872070,100872070,TRAD,DIL,700,92,1,9999,1990,8,7251.00,,,,,1990,8
100873880,100873880,TRAD,DIL,700,92,1,9999,1990,7,1032.00,,,0.00,,1990,7
100875330,100875330,TRAD,DIL,700,92,1,9999,1990,8,6691.00,,,0.00,,1990,8
100879860,100879860,TRAD,DIL,700,92,1,9999,1990,6,465.00,,,0.00,,1990,6
100880830,100880830,TRAD,DIL,700,92,1,9999,1990,6,911.00,,,,,1990,6
100881660,100881660,TRAD,DIL,700,92,1,9999,1990,10,6372.00,,,,,1990,10
100885580,100885580,TRAD,DIL,700,92,1,9999,1990,9,1117.00,,,,,1990,9
100887840,100887840,TRAD,DIL,700,92,1,9999,1990,8,7544.00,,,0.00,,1990,8
100888920,100888920,TRAD,DIL,700,92,1,9999,1990,9,9529.00,,,,,1990,9
100890710,100890710,TRAD,DIL,700,92,1,9999,1990,12,6483.00,6483.00,6483.00,0.00,,1990,12
100891450,100891450,TRAD,DIL,700,92,1,9999,1990,9,938.00,,,,,1990,9
100894670,100894670,TRAD,DIL,700,92,1,9999,1990,9,5290.00,,,,,1990,9
