POSTID,KEYFIELD,PRODUCT,GROUP,COV_CD,RES_BASE_C,COV_SEQ_NR,BEN_TERM,COV_ST_YR,COV_ST_MTH,ANN_BEF,ANN_1,ANN_2,ANN_INC_PC,ANN_INC_AM,ISS_YR_ANN,ISS_YR_MTH
107498260,107498260,TRAD,DIL,770,95,1,268,2011,7,924.00,,,0.00,,2011,7
107498590,107498590,TRAD,DIL,770,95,1,136,2011,7,2262.00,,,0.00,,2011,7
107498650,107498650,TRAD,DIL,770,95,1,240,2011,7,129048.00,,,0.00,,2011,7
107498720,107498720,TRAD,DIL,770,95,1,180,2011,7,10636.00,10636.00,10636.00,0.00,,2011,7
107498790,107498790,TRAD,DIL,770,95,1,151,2011,10,3575.00,,,0.00,,2011,10
107499030,107499030,TRAD,DIL,700,95,1,9999,2011,7,203.00,,,0.00,,2011,7
107499950,107499950,TRAD,DIL,770,95,1,180,2011,8,7784.00,7784.00,7784.00,0.00,,2011,8
107500070,107500070,TRAD,DIL,770,95,1,156,2011,7,7693.00,,,0.00,,2011,7
107500280,107500280,TRAD,DIL,770,95,1,144,2011,7,8438.00,8438.00,8438.00,0.00,,2011,7
107500300,107500300,TRAD,DIL,770,95,1,204,2011,6,19110.00,19110.00,19110.00,0.00,,2011,6
107500340,107500340,TRAD,DIL,770,95,1,150,2011,7,1084.00,1084.00,1084.00,0.00,,2011,7
107500370,107500370,TRAD,DIL,770,95,1,144,2011,10,13706.00,,,0.00,,2011,10
107500440,107500440,TRAD,DIL,770,95,1,240,2011,9,4406.00,4406.00,4406.00,0.00,,2011,9
107500480,107500480,TRAD,DIL,700,95,1,9999,2011,8,5829.00,5829.00,5829.00,0.00,,2011,8
107500570,107500570,TRAD,DIL,700,95,1,9999,2010,2,1522.00,,,0.00,,2010,2
107500630,107500630,TRAD,DIL,700,95,1,9999,2011,7,3043.00,3043.00,2130.00,0.00,,2011,7
107500650,107500650,TRAD,DIL,770,92,1,240,2011,7,12512.00,,,,,2011,7
107500680,107500680,TRAD,DIL,770,95,1,144,2011,8,11505.00,8053.00,8053.00,0.00,,2011,8
107500740,107500740,TRAD,DIL,700,95,1,9999,2011,7,11364.00,,,0.00,,2011,7
107500780,107500780,TRAD,DIL,700,95,1,9999,2011,6,4436.00,,,0.00,,2011,6
107500880,107500880,TRAD,DIL,770,92,1,180,2011,7,4948.00,,,,,2011,7
107500930,107500930,TRAD,DIL,770,92,1,240,2011,7,3980.00,,,,,2011,7
107501190,107501190,TRAD,DIL,770,95,1,277,2011,7,1951.00,1366.00,1366.00,0.00,,2011,7
107501320,107501320,TRAD,DIL,700,95,1,9999,2011,3,368.00,,,0.00,,2011,3
107501340,107501340,TRAD,DIL,770,95,1,143,2011,7,3868.00,,,0.00,,2011,7
107501420,107501420,TRAD,DIL,770,95,1,154,2011,7,11193.00,11193.00,7835.00,0.00,,2011,7
107501600,107501600,TRAD,DIL,700,95,1,9999,2011,8,18716.00,,,0.00,,2011,8
107501670,107501670,TRAD,DIL,770,95,1,164,2011,7,4755.00,4755.00,3328.00,0.00,,2011,7
107501740,107501740,TRAD,DIL,700,95,1,9999,2011,6,5603.00,,,0.00,,2011,6
107501790,107501790,TRAD,DIL,700,95,1,9999,2011,6,695.00,695.00,695.00,0.00,,2011,6
107501830,107501830,TRAD,DIL,700,95,1,9999,2011,3,370.00,,,0.00,,2011,3
107501840,107501840,TRAD,DIL,700,95,1,9999,2011,3,396.00,,,0.00,,2011,3
107501890,107501890,TRAD,DIL,770,95,1,338,2011,1,4129.00,,,0.00,,2011,1
107501940,107501940,TRAD,DIL,770,95,1,180,2011,7,4727.00,4727.00,3309.00,0.00,,2011,7
107501960,107501960,TRAD,DIL,700,92,1,9999,2011,7,3225.00,,,,,2011,7
107502120,107502120,TRAD,DIL,770,95,1,176,2011,7,21760.00,21760.00,15232.00,0.00,,2011,7
107502460,107502460,TRAD,DIL,700,95,1,9999,2011,7,705.00,705.00,705.00,0.00,,2011,7
107502700,107502700,TRAD,DIL,770,95,1,144,2011,8,8830.00,8830.00,8830.00,0.00,,2011,8
107503010,107503010,TRAD,DIL,770,95,1,180,2011,7,19086.00,19086.00,19086.00,0.00,,2011,7
107503490,107503490,TRAD,DIL,700,92,1,9999,2011,8,1437.00,1437.00,1437.00,,,2011,8
107503500,107503500,TRAD,DIL,700,95,1,9999,2011,8,2374.00,,,0.00,,2011,8
107503570,107503570,TRAD,DIL,700,95,1,9999,2011,5,1501.00,,,0.00,,2011,5
107503580,107503580,TRAD,DIL,770,95,1,186,2011,8,5873.00,5873.00,5873.00,0.00,,2011,8
107503770,107503770,TRAD,DIL,770,95,1,144,2011,7,5499.00,,,0.00,,2011,7
107504280,107504280,TRAD,DIL,770,95,1,161,2011,8,1349.00,,,0.00,,2011,8
107504730,107504730,TRAD,DIL,700,95,1,9999,2011,8,7800.00,,,0.00,,2011,8
107504820,107504820,TRAD,DIL,700,92,1,9999,2011,4,1256.00,,,,,2011,4
107504870,107504870,TRAD,DIL,770,95,1,184,2011,7,1782.00,1782.00,1782.00,0.00,,2011,7
107504890,107504890,TRAD,DIL,770,95,1,180,2011,8,3845.00,,,0.00,,2011,8
107504950,107504950,TRAD,DIL,770,92,1,180,2011,9,2470.00,2470.00,2470.00,,,2011,9
107505020,107505020,TRAD,DIL,770,95,1,180,2011,7,1210.00,1210.00,1210.00,0.00,,2011,7
107505060,107505060,TRAD,DIL,770,95,1,160,2011,7,13315.00,13315.00,,0.00,,2011,7
107505060,107505060,TRAD,DIL,970,67,2,160,2011,7,1.00,,9321.00,0.00,,2011,7
107505080,107505080,TRAD,DIL,700,95,1,9999,2011,9,2031.00,,,0.00,,2011,9
107505110,107505110,TRAD,DIL,770,95,1,130,2011,9,4728.00,,,0.00,,2011,9
107505120,107505120,TRAD,DIL,770,95,1,180,2011,6,6882.00,6882.00,4818.00,0.00,,2011,6
107505150,107505150,TRAD,DIL,770,95,1,147,2010,11,360.00,,,0.00,,2010,11
107505240,107505240,TRAD,DIL,770,92,1,160,2011,6,6376.00,,,,,2011,6
107505290,107505290,TRAD,DIL,770,95,1,236,2011,5,1094.00,1094.00,1094.00,0.00,,2011,5
107505380,107505380,TRAD,DIL,770,95,1,192,2011,7,5119.00,5119.00,,0.00,,2011,7
107505380,107505380,TRAD,DIL,970,67,2,192,2011,7,1.00,,3584.00,0.00,,2011,7
107505620,107505620,TRAD,DIL,770,95,1,143,2011,8,785.00,,,0.00,,2011,8
107505710,107505710,TRAD,DIL,770,95,1,158,2011,8,4645.00,,,0.00,,2011,8
107505770,107505770,TRAD,DIL,700,95,1,9999,2011,7,3248.00,,,0.00,,2011,7
107505880,107505880,TRAD,DIL,770,95,1,158,2011,8,8935.00,,,0.00,,2011,8
107505970,107505970,TRAD,DIL,770,95,1,192,2011,8,20071.00,20071.00,20071.00,0.00,,2011,8
107506050,107506050,TRAD,DIL,770,95,1,180,2011,9,3797.00,3797.00,2658.00,0.00,,2011,9
107506150,107506150,TRAD,DIL,770,95,1,180,2011,7,4502.00,4502.00,4502.00,0.00,,2011,7
107506280,107506280,TRAD,DIL,770,95,1,177,2011,6,1043.00,1043.00,1043.00,0.00,,2011,6
107506300,107506300,TRAD,DIL,700,95,1,9999,2011,8,2554.00,2554.00,1788.00,0.00,,2011,8
107506480,107506480,TRAD,DIL,770,95,1,228,2011,7,27854.00,,,0.00,,2011,7
107506660,107506660,TRAD,DIL,700,95,1,9999,2011,8,8403.00,8403.00,8403.00,0.00,,2011,8
107506970,107506970,TRAD,DIL,700,95,1,9999,2010,11,431.00,,,0.00,,2010,11
107506980,107506980,TRAD,DIL,700,95,1,9999,2010,11,432.00,,,0.00,,2010,11
107507040,107507040,TRAD,DIL,700,95,1,9999,2011,7,3697.00,3697.00,2588.00,0.00,,2011,7
107507110,107507110,TRAD,DIL,770,95,1,180,2011,8,13149.00,13149.00,9205.00,0.00,,2011,8
107507170,107507170,TRAD,DIL,770,95,1,156,2011,4,601.00,,,0.00,,2011,4
107507190,107507190,TRAD,DIL,770,95,1,228,2011,8,9643.00,9643.00,9643.00,0.00,,2011,8
107507250,107507250,TRAD,DIL,770,95,1,180,2011,7,3213.00,,,0.00,,2011,7
107507290,107507290,TRAD,DIL,770,95,1,240,2011,5,10770.00,7539.00,7539.00,0.00,,2011,5
107507460,107507460,TRAD,DIL,770,95,1,180,2011,8,11827.00,,,0.00,,2011,8
107507570,107507570,TRAD,DIL,700,92,1,9999,2011,8,1147.00,,,,,2011,8
107507640,107507640,TRAD,DIL,770,95,1,165,2011,8,2900.00,2900.00,2900.00,0.00,,2011,8
107507900,107507900,TRAD,DIL,700,92,1,9999,2011,8,5354.00,,,,,2011,8
107508010,107508010,TRAD,DIL,700,95,1,9999,2011,3,278.00,,,0.00,,2011,3
107508090,107508090,TRAD,DIL,770,95,1,179,2011,8,3806.00,,,0.00,,2011,8
107508280,107508280,TRAD,DIL,700,95,1,9999,2011,8,2838.00,2838.00,1987.00,0.00,,2011,8
107508310,107508310,TRAD,DIL,770,95,1,144,2011,8,18691.00,,,0.00,,2011,8
107508330,107508330,TRAD,DIL,700,95,1,9999,2011,6,3671.00,,,0.00,,2011,6
107508350,107508350,TRAD,DIL,770,95,1,259,2011,11,3015.00,3015.00,3015.00,0.00,,2011,11
107508540,107508540,TRAD,DIL,700,95,1,9999,2011,6,3332.00,,,0.00,,2011,6
107508820,107508820,TRAD,DIL,770,95,1,180,2011,9,15877.00,,,0.00,,2011,9
107508860,107508860,TRAD,DIL,770,95,1,180,2011,8,13579.00,,,0.00,,2011,8
107509380,107509380,TRAD,DIL,770,95,1,180,2011,6,1139.00,1139.00,1139.00,0.00,,2011,6
107509430,107509430,TRAD,DIL,770,95,1,240,2011,8,7506.00,7506.00,5254.00,0.00,,2011,8
107509550,107509550,TRAD,DIL,770,95,1,215,2011,8,20543.00,20543.00,20543.00,0.00,,2011,8
107509590,107509590,TRAD,DIL,770,95,1,144,2011,6,6482.00,,,0.00,,2011,6
107509640,107509640,TRAD,DIL,770,95,1,180,2011,8,8792.00,8792.00,6154.00,0.00,,2011,8
107509650,107509650,TRAD,DIL,770,95,1,180,2011,8,19790.00,19790.00,13853.00,0.00,,2011,8
107509840,107509840,TRAD,DIL,770,95,1,180,2011,8,5899.00,5899.00,4129.00,0.00,,2011,8
107509980,107509980,TRAD,DIL,700,95,1,9999,2010,11,179.00,,,0.00,,2010,11
107510060,107510060,TRAD,DIL,700,95,1,9999,2011,7,654.00,654.00,654.00,0.00,,2011,7
107510070,107510070,TRAD,DIL,700,92,1,9999,2011,8,1781.00,,,,,2011,8
107510080,107510080,TRAD,DIL,770,95,1,144,2011,8,1535.00,1535.00,1535.00,0.00,,2011,8
107510110,107510110,TRAD,DIL,700,95,1,9999,2011,8,1568.00,1568.00,1568.00,0.00,,2011,8
107510180,107510180,TRAD,DIL,770,95,1,144,2011,9,45914.00,45914.00,45914.00,0.00,,2011,9
107510220,107510220,TRAD,DIL,770,95,1,144,2011,8,1275.00,1275.00,1275.00,0.00,,2011,8
107510340,107510340,TRAD,DIL,770,95,1,191,2011,9,3607.00,3607.00,3607.00,0.00,,2011,9
107510740,107510740,TRAD,DIL,770,95,1,151,2011,9,10159.00,10159.00,10159.00,0.00,,2011,9
107510810,107510810,TRAD,DIL,700,95,1,9999,2011,8,3024.00,,,0.00,,2011,8
107510840,107510840,TRAD,DIL,770,95,1,132,2011,9,5647.00,5647.00,,0.00,,2011,9
107510840,107510840,TRAD,DIL,970,67,2,132,2011,9,1.00,,5647.00,0.00,,2011,9
107510940,107510940,TRAD,DIL,770,95,1,189,2010,10,2156.00,,,0.00,,2010,10
107511460,107511460,TRAD,DIL,700,95,1,9999,2011,9,428.00,,,0.00,,2011,9
107511470,107511470,TRAD,DIL,700,95,1,9999,2011,9,1259.00,,,0.00,,2011,9
107511480,107511480,TRAD,DIL,700,95,1,9999,2011,9,963.00,,,0.00,,2011,9
107511500,107511500,TRAD,DIL,700,95,1,9999,2011,9,448.00,,,0.00,,2011,9
107511510,107511510,TRAD,DIL,700,95,1,9999,2011,9,1199.00,1199.00,252.00,0.00,,2011,9
107511790,107511790,TRAD,DIL,770,95,1,180,2011,8,4447.00,3113.00,3113.00,0.00,,2011,8
107511850,107511850,TRAD,DIL,770,92,1,156,2011,9,37984.00,37984.00,37984.00,,,2011,9
107511880,107511880,TRAD,DIL,700,95,1,9999,2011,9,12230.00,,,0.00,,2011,9
107511950,107511950,TRAD,DIL,770,95,1,146,2011,6,1015.00,,,0.00,,2011,6
107511980,107511980,TRAD,DIL,770,95,1,144,2011,9,18888.00,18888.00,18888.00,0.00,,2011,9
107512020,107512020,TRAD,DIL,770,95,1,155,2011,9,3959.00,3959.00,2772.00,0.00,,2011,9
107512110,107512110,TRAD,DIL,770,95,1,158,2011,10,2004.00,,,0.00,,2011,10
107512920,107512920,TRAD,DIL,770,95,1,180,2010,11,1902.00,,,0.00,,2010,11
107513210,107513210,TRAD,DIL,770,92,1,180,2011,8,22197.00,22197.00,15538.00,,,2011,8
107513390,107513390,TRAD,DIL,700,95,1,9999,2011,8,3493.00,,,0.00,,2011,8
107513500,107513500,TRAD,DIL,770,95,1,132,2011,8,3227.00,3227.00,3227.00,0.00,,2011,8
107513850,107513850,TRAD,DIL,770,95,1,180,2011,9,6995.00,,,0.00,,2011,9
107513990,107513990,TRAD,DIL,770,95,1,205,2011,9,2024.00,,,0.00,,2011,9
107514000,107514000,TRAD,DIL,700,95,1,9999,2011,3,287.00,,,0.00,,2011,3
107514080,107514080,TRAD,DIL,770,95,1,135,2011,9,477.00,,,0.00,,2011,9
107514170,107514170,TRAD,DIL,770,95,1,180,2011,9,11939.00,,,0.00,,2011,9
107514260,107514260,TRAD,DIL,770,95,1,170,2011,9,3338.00,,,0.00,,2011,9
107514280,107514280,TRAD,DIL,700,95,1,9999,2009,10,318.00,,,0.00,,2009,10
107514450,107514450,TRAD,DIL,700,95,1,9999,2011,9,1335.00,1335.00,1335.00,0.00,,2011,9
107514480,107514480,TRAD,DIL,770,95,1,180,2011,10,6077.00,6077.00,6077.00,0.00,,2011,10
107514490,107514490,TRAD,DIL,700,95,1,9999,2011,9,579.00,579.00,579.00,0.00,,2011,9
107514580,107514580,TRAD,DIL,770,92,1,180,2011,11,581.00,,,,,2011,11
107514660,107514660,TRAD,DIL,700,95,1,9999,2011,9,432.00,,,0.00,,2011,9
107514680,107514680,TRAD,DIL,770,95,1,157,2011,8,20577.00,20577.00,20577.00,0.00,,2011,8
107514800,107514800,TRAD,DIL,700,95,1,9999,2011,8,1700.00,,,0.00,,2011,8
107514960,107514960,TRAD,DIL,770,95,1,156,2011,9,2179.00,,,0.00,,2011,9
107515000,107515000,TRAD,DIL,770,95,1,146,2011,9,6529.00,6529.00,6529.00,0.00,,2011,9
107515030,107515030,TRAD,DIL,700,95,1,9999,2011,8,9796.00,9796.00,9796.00,0.00,,2011,8
107515090,107515090,TRAD,DIL,770,92,1,180,2011,9,25994.00,,,,,2011,9
107515180,107515180,TRAD,DIL,770,95,1,213,2011,7,873.00,,,0.00,,2011,7
107515350,107515350,TRAD,DIL,770,95,1,180,2011,10,2864.00,2864.00,2005.00,0.00,,2011,10
107515560,107515560,TRAD,DIL,770,95,1,133,2011,8,5667.00,5667.00,3967.00,0.00,,2011,8
107515600,107515600,TRAD,DIL,700,95,1,9999,2011,9,12000.00,12000.00,8400.00,0.00,,2011,9
107515600,107515600,TRAD,DIL,800,84,2,9999,2011,9,2914.00,874.00,2040.00,0.00,,2028,9
107515830,107515830,TRAD,DIL,770,95,1,144,2011,9,2472.00,,,0.00,,2011,9
107516130,107516130,TRAD,DIL,700,95,1,9999,2011,9,9253.00,,,0.00,,2011,9
107516360,107516360,TRAD,DIL,770,95,1,208,2011,8,436.00,436.00,436.00,0.00,,2011,8
107516770,107516770,TRAD,DIL,770,95,1,184,2011,9,4858.00,,,0.00,,2011,9
107517070,107517070,TRAD,DIL,770,95,1,134,2011,10,10479.00,,,0.00,,2011,10
107517160,107517160,TRAD,DIL,700,95,1,9999,2011,9,5015.00,,,0.00,,2011,9
107517250,107517250,TRAD,DIL,700,92,1,9999,2011,12,3405.00,,,,,2011,12
107517330,107517330,TRAD,DIL,770,95,1,180,2011,10,10749.00,7524.00,7524.00,0.00,,2011,10
107517450,107517450,TRAD,DIL,700,95,1,9999,2011,1,997.00,,,0.00,,2011,1
107517460,107517460,TRAD,DIL,700,95,1,9999,2011,1,1009.00,,,0.00,,2011,1
107517550,107517550,TRAD,DIL,700,95,1,9999,2011,7,280.00,280.00,196.00,0.00,,2011,7
107517600,107517600,TRAD,DIL,770,95,1,136,2011,6,4889.00,,,0.00,,2011,6
107517800,107517800,TRAD,DIL,770,95,1,228,2011,10,6352.00,,,0.00,,2011,10
107517970,107517970,TRAD,DIL,770,95,1,192,2011,12,3400.00,3400.00,3400.00,0.00,,2011,12
107518160,107518160,TRAD,DIL,700,95,1,9999,2011,8,41094.00,28766.00,28766.00,0.00,,2011,8
107518210,107518210,TRAD,DIL,700,95,1,9999,2010,12,1060.00,,,0.00,,2010,12
107518220,107518220,TRAD,DIL,700,95,1,9999,2010,12,1045.00,,,0.00,,2010,12
107518230,107518230,TRAD,DIL,770,95,1,137,2011,10,7012.00,,,0.00,,2011,10
107518300,107518300,TRAD,DIL,770,95,1,144,2012,9,16278.00,,,0.00,,2012,9
107518310,107518310,TRAD,DIL,770,92,1,180,2011,9,7152.00,,,,,2011,9
107518610,107518610,TRAD,DIL,700,95,1,9999,2011,6,3705.00,,,0.00,,2011,6
107518850,107518850,TRAD,DIL,700,95,1,9999,2011,9,1416.00,1416.00,991.00,0.00,,2011,9
107518860,107518860,TRAD,DIL,770,95,1,180,2011,10,20326.00,20326.00,20326.00,0.00,,2011,10
107518900,107518900,TRAD,DIL,770,95,1,148,2012,1,11984.00,11984.00,11984.00,0.00,,2012,1
107518970,107518970,TRAD,DIL,770,95,1,180,2011,10,5789.00,5789.00,5789.00,0.00,,2011,10
107519110,107519110,TRAD,DIL,770,95,1,180,2011,11,9522.00,9522.00,9522.00,0.00,,2011,11
107519270,107519270,TRAD,DIL,770,95,1,135,2011,10,8586.00,8586.00,8586.00,0.00,,2011,10
107519360,107519360,TRAD,DIL,770,95,1,144,2011,8,3403.00,3403.00,2382.00,0.00,,2011,8
107519380,107519380,TRAD,DIL,770,95,1,180,2011,9,3165.00,3165.00,3165.00,0.00,,2011,9
107519390,107519390,TRAD,DIL,770,95,1,180,2011,9,2788.00,2788.00,2788.00,0.00,,2011,9
107519820,107519820,TRAD,DIL,700,95,1,9999,2011,11,7139.00,7139.00,4997.00,0.00,,2011,11
107519910,107519910,TRAD,DIL,700,95,1,9999,2011,5,382.00,,,0.00,,2011,5
107519990,107519990,TRAD,DIL,700,95,1,9999,2010,7,930.00,,,0.00,,2010,7
107520150,107520150,TRAD,DIL,700,95,1,9999,2011,9,6476.00,6476.00,4533.00,0.00,,2011,9
107520500,107520500,TRAD,DIL,700,95,1,9999,2011,12,531.00,,,0.00,,2011,12
107520550,107520550,TRAD,DIL,770,95,1,144,2011,10,10760.00,10760.00,10760.00,0.00,,2011,10
107520640,107520640,TRAD,DIL,770,95,1,180,2011,10,9582.00,9582.00,6707.00,0.00,,2011,10
107520910,107520910,TRAD,DIL,770,95,1,180,2011,10,8183.00,5728.00,5728.00,0.00,,2011,10
107521060,107521060,TRAD,DIL,770,95,1,143,2011,10,4289.00,4289.00,4289.00,0.00,,2011,10
107521100,107521100,TRAD,DIL,700,95,1,9999,2011,9,2391.00,,,0.00,,2011,9
107521200,107521200,TRAD,DIL,700,95,1,9999,2011,10,2129.00,2129.00,1491.00,0.00,,2011,10
107521370,107521370,TRAD,DIL,770,95,1,144,2011,11,14032.00,14032.00,9822.00,0.00,,2011,11
107521660,107521660,TRAD,DIL,770,95,1,180,2011,9,4299.00,4299.00,3009.00,0.00,,2011,9
107521910,107521910,TRAD,DIL,770,95,1,240,2011,10,9778.00,9778.00,9778.00,0.00,,2011,10
107521970,107521970,TRAD,DIL,770,95,1,142,2011,11,5402.00,5402.00,5402.00,0.00,,2011,11
107522210,107522210,TRAD,DIL,770,95,1,156,2011,7,2272.00,,,0.00,,2011,7
107522250,107522250,TRAD,DIL,700,95,1,9999,2011,7,1088.00,,,0.00,,2011,7
107522340,107522340,TRAD,DIL,770,95,1,156,2011,11,1227.00,,,0.00,,2011,11
107522620,107522620,TRAD,DIL,770,92,1,180,2011,10,8657.00,,,,,2011,10
107522660,107522660,TRAD,DIL,770,95,1,180,2011,10,22823.00,22823.00,22823.00,0.00,,2011,10
107523480,107523480,TRAD,DIL,770,95,1,135,2011,10,2773.00,,,0.00,,2011,10
107523650,107523650,TRAD,DIL,770,95,1,132,2011,10,2058.00,2058.00,2058.00,0.00,,2011,10
107524000,107524000,TRAD,DIL,770,95,1,128,2011,11,6349.00,,,0.00,,2011,11
107524190,107524190,TRAD,DIL,700,95,1,9999,2011,11,855.00,,,0.00,,2011,11
107524260,107524260,TRAD,DIL,700,95,1,9999,2011,5,600.00,,,0.00,,2011,5
107524540,107524540,TRAD,DIL,700,95,1,9999,2011,10,721.00,721.00,505.00,0.00,,2011,10
107524630,107524630,TRAD,DIL,770,95,1,151,2011,11,5555.00,5555.00,5555.00,0.00,,2011,11
107524910,107524910,TRAD,DIL,700,95,1,9999,2011,10,1744.00,1744.00,1221.00,0.00,,2011,10
107525160,107525160,TRAD,DIL,770,95,1,148,2011,10,3124.00,3124.00,2187.00,0.00,,2011,10
107525480,107525480,TRAD,DIL,700,95,1,9999,2011,10,1556.00,1556.00,1556.00,0.00,,2011,10
107525490,107525490,TRAD,DIL,770,95,1,181,2011,10,2048.00,2048.00,2048.00,0.00,,2011,10
107525510,107525510,TRAD,DIL,700,95,1,9999,2011,10,595.00,,,0.00,,2011,10
107526040,107526040,TRAD,DIL,700,95,1,9999,2011,10,1938.00,1938.00,1357.00,0.00,,2011,10
107526050,107526050,TRAD,DIL,700,95,1,9999,2011,10,4976.00,,,0.00,,2011,10
107526620,107526620,TRAD,DIL,770,95,1,144,2011,9,3550.00,,,0.00,,2011,9
107526720,107526720,TRAD,DIL,700,95,1,9999,2011,11,734.00,,,0.00,,2011,11
107526740,107526740,TRAD,DIL,770,95,1,228,2011,11,3997.00,,,0.00,,2011,11
107526760,107526760,TRAD,DIL,770,95,1,240,2011,10,10350.00,10350.00,10350.00,0.00,,2011,10
107526980,107526980,TRAD,DIL,700,95,1,9999,2011,11,3586.00,3586.00,3586.00,0.00,,2011,11
107527130,107527130,TRAD,DIL,770,95,1,180,2011,9,1565.00,1565.00,1096.00,0.00,,2011,9
107527160,107527160,TRAD,DIL,770,95,1,168,2011,12,8733.00,6113.00,6113.00,0.00,,2011,12
107527190,107527190,TRAD,DIL,770,95,1,180,2011,12,4324.00,,,0.00,,2011,12
107527320,107527320,TRAD,DIL,770,95,1,156,2011,10,590.00,,,0.00,,2011,10
107527430,107527430,TRAD,DIL,770,95,1,180,2011,12,9005.00,9005.00,6303.00,0.00,,2011,12
107528080,107528080,TRAD,DIL,700,95,1,9999,2010,11,624.00,,,0.00,,2010,11
107528090,107528090,TRAD,DIL,700,95,1,9999,2011,8,3310.00,,,0.00,,2011,8
107528100,107528100,TRAD,DIL,700,95,1,9999,2012,1,3431.00,,,0.00,,2012,1
107528330,107528330,TRAD,DIL,770,95,1,180,2011,11,4730.00,3311.00,3311.00,0.00,,2011,11
107528860,107528860,TRAD,DIL,770,95,1,144,2011,11,2030.00,1421.00,1421.00,0.00,,2011,11
107529090,107529090,TRAD,DIL,770,95,1,144,2011,11,41783.00,41783.00,41783.00,0.00,,2011,11
107529120,107529120,TRAD,DIL,700,95,1,9999,2011,10,6145.00,4301.00,4301.00,0.00,,2011,10
107529260,107529260,TRAD,DIL,770,95,1,154,2011,11,6052.00,6052.00,6052.00,0.00,,2011,11
107529540,107529540,TRAD,DIL,700,95,1,9999,2011,11,11661.00,11661.00,11661.00,0.00,,2011,11
107529550,107529550,TRAD,DIL,770,95,1,132,2011,11,34113.00,34113.00,34113.00,0.00,,2011,11
107529790,107529790,TRAD,DIL,770,95,1,220,2011,9,293.00,,,0.00,,2011,9
107530040,107530040,TRAD,DIL,770,95,1,166,2011,12,5419.00,5419.00,5419.00,0.00,,2011,12
107530330,107530330,TRAD,DIL,700,92,1,9999,2011,11,388.00,,,,,2011,11
107530420,107530420,TRAD,DIL,700,95,1,9999,2011,11,5629.00,,,0.00,,2011,11
107530480,107530480,TRAD,DIL,770,95,1,165,2012,1,4333.00,4333.00,4333.00,0.00,,2012,1
107530660,107530660,TRAD,DIL,770,95,1,185,2012,1,4466.00,4466.00,,0.00,,2012,1
107530660,107530660,TRAD,DIL,970,67,2,185,2012,1,1.00,,4466.00,0.00,,2012,1
107530680,107530680,TRAD,DIL,770,95,1,185,2012,1,4324.00,4324.00,,0.00,,2012,1
107530680,107530680,TRAD,DIL,970,67,2,185,2012,1,1.00,,4324.00,0.00,,2012,1
107530700,107530700,TRAD,DIL,770,95,1,153,2012,1,4743.00,4743.00,4743.00,0.00,,2012,1
107530820,107530820,TRAD,DIL,770,95,1,153,2012,1,4592.00,4592.00,4592.00,0.00,,2012,1
107530850,107530850,TRAD,DIL,770,95,1,165,2012,1,4475.00,4475.00,4475.00,0.00,,2012,1
107531040,107531040,TRAD,DIL,700,95,1,9999,2011,11,1730.00,1730.00,1211.00,0.00,,2011,11
107531150,107531150,TRAD,DIL,770,95,1,178,2011,11,35778.00,35778.00,25044.00,0.00,,2011,11
107531160,107531160,TRAD,DIL,770,95,1,180,2011,11,5545.00,5545.00,3882.00,0.00,,2011,11
107531440,107531440,TRAD,DIL,770,95,1,152,2011,12,4087.00,,,0.00,,2011,12
107531550,107531550,TRAD,DIL,770,95,1,144,2011,12,4521.00,4521.00,4521.00,0.00,,2011,12
107531640,107531640,TRAD,DIL,770,95,1,216,2011,11,4884.00,,,0.00,,2011,11
107531790,107531790,TRAD,DIL,770,95,1,174,2011,9,2356.00,2356.00,2356.00,0.00,,2011,9
107531880,107531880,TRAD,DIL,700,95,1,9999,2011,11,1443.00,1443.00,1010.00,0.00,,2011,11
107532000,107532000,TRAD,DIL,770,95,1,175,2011,11,856.00,,,0.00,,2011,11
107532110,107532110,TRAD,DIL,700,95,1,9999,2011,11,554.00,554.00,554.00,0.00,,2011,11
107532140,107532140,TRAD,DIL,700,95,1,9999,2011,11,498.00,,,0.00,,2011,11
107532320,107532320,TRAD,DIL,700,95,1,9999,2011,12,613.00,,,0.00,,2011,12
107532400,107532400,TRAD,DIL,770,95,1,240,2011,12,11843.00,8290.00,8290.00,0.00,,2011,12
107532630,107532630,TRAD,DIL,700,95,1,9999,2011,5,2771.00,,,0.00,,2011,5
107532720,107532720,TRAD,DIL,700,95,1,9999,2011,10,1051.00,1051.00,1051.00,0.00,,2011,10
107532750,107532750,TRAD,DIL,700,95,1,9999,2011,11,2987.00,2987.00,2987.00,0.00,,2011,11
107532870,107532870,TRAD,DIL,770,95,1,138,2011,10,929.00,,,0.00,,2011,10
107532920,107532920,TRAD,DIL,770,95,1,171,2011,10,10410.00,10410.00,10410.00,0.00,,2011,10
107533070,107533070,TRAD,DIL,700,95,1,9999,2011,11,814.00,814.00,570.00,0.00,,2011,11
107533090,107533090,TRAD,DIL,770,95,1,142,2011,11,10875.00,,,0.00,,2011,11
107533120,107533120,TRAD,DIL,700,95,1,9999,2011,12,6091.00,6091.00,6091.00,0.00,,2011,12
107533250,107533250,TRAD,DIL,770,95,1,168,2012,4,1605.00,1605.00,1605.00,0.00,,2012,4
107533270,107533270,TRAD,DIL,770,95,1,180,2011,12,3213.00,3213.00,1607.00,0.00,,2011,12
