POSTID,PRODUCT,PRODBOOMCD,GROUP,NB_IF,RECORDNO,PAID_UP,NO_POL,NO_INS,SALES_CHAN,INTERMED,LEG_ENTITY,ISS_YR,ISS_MTH,SEX_1,AGE_ISS_1,DOB_YR_1,DOB_MTH_1,AGE_ADJ_1,SEX_2,AGE_ISS_2,DOB_YR_2,DOB_MTH_2,AGE_ADJ_2,PERSTPCD,PROFIT_GRP,TARCD,BEN_TERM,SINGLE_PR,PREMPAY_CD,PREM_FREQ,PREM_SUM_V,RC_RATE_PC,BASISCOM_P,SCORECOM_P,BASISCOM_U,SCORECOM_U,RESTEARNTR,CURRENCY,STATU_RES,STATU_ADM,ANN_FREQ,RSK_INIT,RSK_OUTSTA,RID_RES,RID_IBNR,RID_AGERES,UNEARNPREM,PROD_KD
106615110,TRAD,DIL,28,IF,1756,Y,1,2,ASB,355677,A,2004,1,M,65.58,1938,6,0,F,60.75,1943,3,0,Y,Z,DIL,9999,6534.00,C,Q,6534.00,1.50,98.01,,0.00,,0.00,EUR,4769.00,48.00,Q,,,,,,457.00,99
106666530,TRAD,DIL,28,IF,1852,Y,1,1,MVI,753244,A,2004,5,F,35.25,1969,1,0,O,,,,,N,Z,DIL,9999,11910.25,C,Q,11910.25,1.50,178.65,,0.00,,0.00,EUR,10526.00,105.00,Q,,,,,,322.67,99
106708360,TRAD,DIL,28,IF,1948,Y,1,1,MVI,863811,A,2005,7,M,65.00,1940,6,0,O,,,,,N,Z,DIL,9999,10373.72,C,Q,10373.72,1.50,155.61,,0.00,,0.00,EUR,5585.00,56.00,H,,,,,,783.00,99
106743080,TRAD,DIL,28,IF,2044,Y,1,2,MVI,626515,A,2005,10,M,52.50,1953,3,0,F,51.75,1953,12,0,N,Z,DIL,264,61650.00,C,Q,61650.00,1.50,924.75,,0.00,,0.00,EUR,20161.00,202.00,M,,,,,,,99
106770610,TRAD,DIL,28,IF,2140,Y,1,1,MVI,730002,A,2005,12,M,55.33,1950,7,0,O,,,,,N,Z,DIL,240,86455.00,C,Q,86455.00,1.50,1296.83,,0.00,,0.00,EUR,23090.00,231.00,Q,,,,,,2166.00,99
106801120,TRAD,DIL,28,IF,2236,Y,1,2,ASB,118000,A,2006,4,M,37.50,1968,9,0,F,37.67,1968,7,,N,Z,DIL,233,50000.00,C,Q,50000.00,1.50,750.00,,0.00,,0.00,EUR,12874.00,510.00,M,,,,,,,99
106821950,TRAD,DIL,28,IF,2332,Y,1,2,MVI,626515,A,2006,6,F,46.83,1959,7,0,M,54.42,1952,1,0,N,Z,DIL,216,21723.00,C,Q,21723.00,1.50,325.85,,0.00,,0.00,EUR,3767.00,38.00,Q,,,,,,0.00,99
106850180,TRAD,DIL,28,IF,2428,Y,1,1,ASB,118000,A,2006,9,M,62.00,1944,8,0,O,,,,,N,Z,DIL,9999,12244.00,C,Q,12244.00,1.50,183.66,,0.00,,0.00,EUR,8240.00,82.00,Y,,,,,,778.33,99
106890660,TRAD,DIL,28,IF,2524,Y,1,2,MVI,871178,A,2006,12,M,60.25,1946,8,0,F,58.00,1948,11,0,N,Z,DIL,9999,145182.00,C,Q,145182.00,1.50,2177.73,,0.00,,0.00,EUR,116114.00,1162.00,Q,,,,,,2843.67,99
106921290,TRAD,DIL,28,IF,2620,Y,1,1,MVI,310730,A,2007,5,F,59.58,1947,10,0,O,,,,,N,Z,DIL,9999,200000.00,C,Q,200000.00,1.50,3000.00,,0.00,,0.00,EUR,178687.00,1787.00,M,,,,,,,99
106941080,TRAD,DIL,28,IF,2716,Y,1,2,MVI,154443,A,2007,8,M,65.00,1942,8,0,F,63.92,1943,9,0,N,Z,DIL,9999,170585.00,C,Q,170585.00,1.50,2558.78,,0.00,,0.00,EUR,148400.00,1484.00,M,,,,,,,99
106957860,TRAD,DIL,28,IF,2812,Y,1,1,MVI,794263,A,2007,10,F,65.00,1942,9,0,O,,,,,N,Z,DIL,9999,21327.05,C,Q,21327.05,1.50,319.91,,0.00,,0.00,EUR,19108.00,191.00,Y,,,,,,1153.33,99
106971530,TRAD,DIL,28,IF,2908,Y,1,1,MVI,722181,A,2007,12,M,41.17,1966,9,0,O,,,,,N,Z,DIL,9999,23135.27,C,Q,23135.27,1.50,347.03,,0.00,,0.00,EUR,21334.00,213.00,Q,,,,,,386.67,99
106986650,TRAD,DIL,28,IF,3004,Y,1,2,MVI,626515,A,2007,11,F,59.92,1947,11,0,M,60.67,1947,2,0,N,Z,DIL,9999,16329.00,C,Q,16329.00,1.50,244.94,,0.00,,0.00,EUR,13186.00,131.00,M,,,,,,,99
107006280,TRAD,DIL,28,IF,3100,Y,1,1,MVI,649731,A,2008,1,F,65.17,1942,10,0,O,,,,,N,Z,DIL,180,66952.72,C,Q,66952.72,1.50,1004.29,,0.00,,0.00,EUR,6537.00,65.00,M,,,,,,,99
107033870,TRAD,DIL,28,IF,3196,Y,1,1,MVI,784546,A,2007,2,M,42.50,1964,8,0,O,,,,,N,Z,DIL,9999,6054.00,C,Q,6054.00,1.50,90.81,,0.00,,0.00,EUR,4637.00,46.00,Q,,,,,,176.00,99
107052190,TRAD,DIL,28,IF,3292,Y,1,1,MVI,724955,A,2008,3,F,65.00,1943,2,0,O,,,,,N,Z,DIL,9999,30856.00,C,Q,30856.00,1.50,462.84,,0.00,,0.00,EUR,26462.00,265.00,Q,,,,,,785.33,99
107068710,TRAD,DIL,28,IF,3388,Y,1,1,MVI,794263,A,2008,5,F,64.92,1943,5,0,O,,,,,N,Z,DIL,9999,26208.52,C,Q,26208.52,1.50,393.13,,0.00,,0.00,EUR,22280.00,223.00,M,,,,,,,99
107085020,TRAD,DIL,28,IF,3484,Y,1,1,MVI,851675,A,2008,5,F,64.00,1944,4,0,O,,,,,N,Z,DIL,9999,466357.00,C,Q,466357.00,1.50,6995.36,,0.00,,0.00,EUR,547790.00,5478.00,M,,,,,,,99
107104270,TRAD,DIL,28,IF,3580,Y,1,1,MVI,229757,A,2008,6,F,66.92,1941,6,0,O,,,,,N,Z,DIL,9999,420750.00,C,Q,420750.00,1.50,6311.25,,0.00,,0.00,EUR,356027.00,3560.00,M,,,,,,,99
107129710,TRAD,DIL,28,IF,3676,Y,1,2,MVI,845388,A,2008,9,M,65.00,1943,8,0,F,59.33,1949,4,0,N,Z,DIL,9999,85390.00,C,Q,85390.00,1.50,1280.85,,0.00,,0.00,EUR,74171.00,742.00,M,,,,,,,99
107152260,TRAD,DIL,28,IF,3772,Y,1,2,MVI,125088,A,2009,1,F,65.58,1943,6,0,M,70.75,1938,4,0,N,Z,DIL,180,50552.27,C,Q,50552.27,1.50,758.28,,0.00,,0.00,EUR,8837.00,88.00,Q,,,,,,4550.00,99
107169570,TRAD,DIL,28,IF,3868,Y,1,2,MVI,179051,A,2009,1,M,59.92,1949,2,0,F,53.75,1955,4,0,N,Z,DIL,180,46108.86,C,Q,46108.86,1.50,691.63,,0.00,,0.00,EUR,7741.00,77.00,M,,,,,,,99
107198030,TRAD,DIL,28,IF,3964,Y,1,1,MVI,351205,A,2008,11,M,23.33,1985,7,0,O,,,,,N,Z,DIL,9999,5093.90,C,Q,5093.90,1.50,76.41,,0.00,,0.00,EUR,4583.00,46.00,Y,,,,,,109.08,99
107218180,TRAD,DIL,28,IF,4060,Y,1,1,MVI,793174,A,2009,7,F,41.17,1968,5,0,O,,,,,N,Z,DIL,226,44000.00,C,Q,44000.00,1.50,660.00,,0.00,,0.00,EUR,18692.00,187.00,Q,,,,,,2170.67,99
107236260,TRAD,DIL,28,IF,4156,Y,1,1,ASB,118000,A,2009,8,F,65.08,1944,6,0,O,,,,,N,Z,DIL,9999,41561.99,C,Q,41561.99,1.50,623.43,,0.00,,0.00,EUR,36915.00,369.00,Q,,,,,,2080.00,99
107254890,TRAD,DIL,28,IF,4252,Y,1,1,MVI,625590,A,2009,10,M,67.42,1942,5,0,O,,,,,N,Z,DIL,9999,8032.03,C,Q,8032.03,1.50,120.48,,0.00,,0.00,EUR,5058.00,51.00,Q,,,,,,427.33,99
107272950,TRAD,DIL,28,IF,4348,Y,1,1,MVI,249516,A,2009,12,F,65.33,1944,8,0,O,,,,,N,Z,DIL,9999,167277.45,C,Q,167277.45,1.50,2509.16,,0.00,,0.00,EUR,152624.00,1526.00,Q,,,,,,0.00,99
107292440,TRAD,DIL,28,IF,4444,Y,1,1,MVI,792226,A,2009,5,F,58.00,1951,4,0,O,,,,,N,Z,DIL,9999,185464.00,C,Q,185464.00,1.50,2781.96,,0.00,,0.00,EUR,176740.00,1767.00,M,,,,,,,99
107313540,TRAD,DIL,28,IF,4540,Y,1,1,ASB,118000,A,2009,12,M,66.00,1943,12,0,O,,,,,N,Z,DIL,9999,6323.00,C,Q,6323.00,1.50,94.85,,0.00,,0.00,EUR,3998.00,40.00,M,,,,,,,99
107356550,TRAD,DIL,28,IF,4636,Y,1,1,MVI,853697,A,2010,3,F,60.00,1950,3,0,O,,,,,N,Z,DIL,9999,32358.00,C,Q,32358.00,1.50,485.37,,0.00,,0.00,EUR,30505.00,305.00,M,,,,,,,99
107373870,TRAD,DIL,28,IF,4732,Y,1,1,MVI,851600,A,2010,5,F,65.08,1945,4,0,O,,,,,N,Z,DIL,9999,40606.00,C,Q,40606.00,1.50,609.09,,0.00,,0.00,EUR,36272.00,363.00,M,,,,,,,99
107391120,TRAD,DIL,28,IF,4828,Y,1,1,MVI,727453,A,2010,8,F,65.00,1945,7,0,O,,,,,N,Z,DIL,9999,33207.26,C,Q,33207.26,1.50,498.11,,0.00,,0.00,EUR,27675.00,277.00,Q,,,,,,1497.33,99
107412860,TRAD,DIL,28,IF,4924,Y,1,1,ASB,118000,A,2009,10,F,51.42,1958,5,0,O,,,,,N,Z,DIL,9999,9754.00,C,Q,9754.00,1.50,146.31,,0.00,,0.00,EUR,9629.00,96.00,Q,,,,,,360.00,99
107433260,TRAD,DIL,28,IF,5020,Y,1,1,ASB,118000,A,2010,12,F,50.67,1960,3,0,O,,,,,N,Z,DIL,171,40000.00,C,Q,40000.00,1.50,600.00,,0.00,,0.00,EUR,10151.00,102.00,Q,,,,,,1126.00,99
107454630,TRAD,DIL,28,IF,5116,Y,1,1,ASB,118000,A,2010,9,F,47.92,1962,9,0,O,,,,,N,Z,DIL,9999,17547.00,C,Q,17547.00,1.50,263.21,,0.00,,0.00,EUR,15609.00,156.00,Y,,,,,,665.83,99
107472740,TRAD,DIL,28,IF,5212,Y,1,2,MVI,852426,A,2011,5,M,65.00,1946,4,0,F,60.00,1951,4,0,N,Z,DIL,240,175086.04,C,Q,175086.04,1.50,2626.29,,0.00,,0.00,EUR,102583.00,1027.00,Q,,,,,,8467.33,99
107485680,TRAD,DIL,28,IF,5308,Y,1,1,ASB,118000,A,2011,1,F,55.17,1955,10,0,O,,,,,N,Z,DIL,180,15361.32,C,Q,15361.32,1.50,230.42,,0.00,,0.00,EUR,4792.00,48.00,Q,,,,,,1285.00,99
107495550,TRAD,DIL,28,IF,5404,Y,1,1,MVI,235705,A,2011,6,F,65.25,1946,3,0,O,,,,,N,Z,DIL,156,76036.40,C,Q,76036.40,1.50,1140.55,,0.00,,0.00,EUR,17148.00,171.00,M,,,,,,,99
107506480,TRAD,DIL,28,IF,5500,Y,1,1,MVI,172908,A,2011,7,F,46.00,1965,7,0,O,,,,,N,Z,DIL,228,366000.00,C,Q,366000.00,1.50,5490.00,,0.00,,0.00,EUR,207019.00,2070.00,M,,,,,,,99
107518220,TRAD,DIL,28,IF,5596,Y,1,1,ASB,118000,A,2010,12,F,33.92,1976,12,0,O,,,,,N,Z,DIL,9999,23577.00,C,Q,23577.00,1.50,353.66,,0.00,,0.00,EUR,25199.00,252.00,Q,,,,,,0.00,99
107533070,TRAD,DIL,28,IF,5692,Y,1,2,MVI,851816,A,2011,11,M,60.83,1951,1,0,F,56.83,1954,12,0,N,Z,DIL,9999,16877.83,C,Q,16877.83,1.50,253.17,,0.00,,0.00,EUR,13092.00,131.00,Y,,,,,,474.83,99
107551180,TRAD,DIL,28,IF,5788,Y,1,2,MVI,713214,A,2012,1,M,53.50,1958,6,0,F,53.83,1958,2,0,N,Z,DIL,180,42516.57,C,Q,42516.57,1.50,637.75,,0.00,,0.00,EUR,15868.00,159.00,M,,,,,,,99
107574140,TRAD,DIL,28,IF,5884,Y,1,1,MVI,846907,A,2012,4,M,64.92,1947,4,0,O,,,,,N,Z,DIL,204,58544.51,C,Q,58544.51,1.50,878.17,,0.00,,0.00,EUR,26784.00,268.00,Q,,,,,,4578.00,99
107590330,TRAD,DIL,28,IF,5980,Y,1,1,ASB,118000,A,2012,1,M,58.67,1953,4,0,O,,,,,N,Z,DIL,9999,9648.20,C,Q,9648.20,1.50,144.72,,0.00,,0.00,EUR,5546.00,55.00,Q,,,,,,438.00,99
107599900,TRAD,DIL,28,IF,6076,Y,1,2,MVI,724955,A,2012,11,M,60.00,1952,10,0,F,61.58,1951,3,0,N,Z,DIL,120,17969.00,C,Q,17969.00,1.50,269.54,,0.00,,0.00,EUR,1509.00,15.00,Q,,,,,,1225.33,99
107611030,TRAD,DIL,28,IF,6172,Y,1,2,MVI,428383,A,2013,2,M,64.00,1949,2,0,F,61.83,1951,3,0,N,Z,DIL,120,22428.11,C,Q,22428.11,1.50,336.42,,0.00,,0.00,EUR,2487.00,26.00,Q,,,,,,1555.33,99
107625420,TRAD,DIL,28,IF,6268,Y,1,1,MVI,282079,A,2012,4,F,30.58,1981,8,0,O,,,,,N,Z,DIL,154,30933.79,C,Q,30933.79,1.50,464.01,,0.00,,0.00,EUR,7497.00,75.00,M,,,,,,,99
107637300,TRAD,DIL,28,IF,6364,Y,1,2,MVI,847467,A,2013,5,F,54.83,1958,6,0,M,58.25,1955,2,0,N,Z,DIL,120,35021.00,C,Q,35021.00,1.50,525.32,,0.00,,0.00,EUR,4798.00,48.00,Q,,,,,,1228.00,99
107645780,TRAD,DIL,28,IF,6460,Y,1,2,MVI,143453,A,2013,9,M,59.92,1953,9,0,F,59.33,1954,4,0,N,Z,DIL,142,343390.00,C,Q,343390.00,1.50,5150.85,,0.00,,0.00,EUR,108345.00,1083.00,M,,,,,,,99
107654700,TRAD,DIL,28,IF,6556,Y,1,1,MVI,793687,A,2013,8,F,60.00,1953,8,0,O,,,,,N,Z,DIL,9999,10693.00,C,Q,10693.00,1.50,160.40,,0.00,,0.00,EUR,7441.00,74.00,M,,,,,,,99
107664650,TRAD,DIL,28,IF,6652,Y,1,2,ASB,118000,A,2013,10,M,39.08,1974,9,0,F,36.67,1977,2,0,N,Z,DIL,119,29654.00,C,Q,29654.00,1.50,444.81,,0.00,,0.00,EUR,5190.00,52.00,M,,,,,,,99
107677670,TRAD,DIL,28,IF,6748,Y,1,2,MVI,226530,A,2013,12,F,55.25,1958,9,0,M,58.58,1955,5,0,N,Z,DIL,109,85477.00,C,Q,85477.00,1.50,1282.16,,0.00,,0.00,EUR,9934.00,99.00,Q,,,,,,0.00,99
107691800,TRAD,DIL,28,IF,6844,Y,1,2,MVI,917252,A,2014,2,M,65.25,1948,11,0,F,58.08,1956,1,0,N,Z,DIL,105,28819.69,C,Q,28819.69,1.50,432.30,,0.00,,0.00,EUR,2815.00,28.00,M,,,,,,,99
107702710,TRAD,DIL,28,IF,6940,Y,1,2,MVI,860957,A,2014,4,M,75.50,1938,9,0,F,74.42,1939,11,0,N,Z,DIL,180,300402.74,C,Q,300402.74,1.50,4506.04,,0.00,,0.00,EUR,146944.00,1469.00,M,,,,,,,99
107713250,TRAD,DIL,28,IF,7036,Y,1,2,MVI,146506,A,2014,8,M,70.08,1944,6,0,F,67.92,1946,9,0,N,Z,DIL,96,96000.00,C,Q,96000.00,1.50,1440.00,,0.00,,0.00,EUR,7156.00,71.00,M,,,,,,,99
107725410,TRAD,DIL,28,IF,7132,Y,1,2,MVI,146506,A,2014,10,M,58.83,1955,11,0,F,55.33,1959,6,0,N,Z,DIL,96,50000.00,C,Q,50000.00,1.50,750.00,,0.00,,0.00,EUR,4710.00,47.00,M,,,,,,,99
107736390,TRAD,DIL,28,IF,7228,Y,1,1,ASB,118000,A,2014,12,M,66.67,1948,4,0,O,,,,,N,Z,DIL,9999,90463.63,C,Q,90463.63,1.50,1356.95,,0.00,,0.00,EUR,44665.00,447.00,M,,,,,,,99
107748730,TRAD,DIL,28,IF,7324,Y,1,2,ASB,118000,A,2015,3,F,60.17,1954,12,0,M,61.42,1953,9,0,N,Z,DIL,96,30897.00,C,Q,30897.00,1.50,463.46,,0.00,,0.00,EUR,4418.00,44.00,Q,,,,,,1286.00,99
107757900,TRAD,DIL,28,IF,7420,Y,1,2,MVI,654970,A,2015,5,F,53.25,1962,1,0,M,57.92,1957,5,0,N,Z,DIL,164,4947.00,C,Q,4947.00,1.50,74.21,,0.00,,0.00,EUR,1930.00,19.00,Y,,,,,,51.00,99
107765600,TRAD,DIL,28,IF,7516,Y,1,1,MVI,640060,A,2015,7,M,62.75,1952,10,0,O,,,,,N,Z,DIL,90,22511.00,C,Q,22511.00,1.50,337.67,,0.00,,0.00,EUR,2966.00,30.00,M,,,,,,,99
107773060,TRAD,DIL,28,IF,7612,Y,1,1,MVI,178780,A,2015,5,F,55.33,1960,1,0,O,,,,,N,Z,DIL,120,452485.69,C,Q,452485.69,1.50,6787.29,,0.00,,0.00,EUR,147527.00,1475.00,M,,,,,,,99
107781390,TRAD,DIL,28,IF,7708,Y,1,2,ASB,863340,A,2015,11,M,61.25,1954,7,0,F,67.75,1948,1,0,N,Z,DIL,84,45261.60,C,Q,45261.60,1.50,678.92,,0.00,,0.00,EUR,5339.00,53.00,M,,,,,,,99
107790240,TRAD,DIL,28,IF,7804,Y,1,2,MVI,570721,A,2015,8,M,55.00,1960,7,0,F,43.92,1971,8,0,N,Z,DIL,9999,87757.96,C,Q,87757.96,1.50,1316.37,,0.00,,0.00,EUR,58588.00,585.00,Q,,,,,,1682.00,99
107797150,TRAD,DIL,28,IF,7900,Y,1,2,ASB,913954,A,2016,4,F,62.08,1954,2,0,M,68.00,1948,3,0,N,Z,DIL,180,64316.00,C,Q,64316.00,1.50,964.74,,0.00,,0.00,EUR,36130.00,361.00,M,,,,,,,99
107803720,TRAD,DIL,28,IF,7996,Y,1,1,MVI,626515,A,2016,4,F,58.00,1958,3,0,O,,,,,N,Z,DIL,84,11959.00,C,Q,11959.00,1.50,179.39,,0.00,,0.00,EUR,2028.00,20.00,M,,,,,,,99
107811180,TRAD,DIL,28,IF,8092,Y,1,1,MVI,501015,A,2016,6,M,57.08,1959,4,0,O,,,,,N,Z,DIL,95,18220.58,C,Q,18220.58,1.50,273.31,,0.00,,0.00,EUR,5054.00,51.00,Q,,,,,,755.33,99
107818100,TRAD,DIL,28,IF,8188,Y,1,1,MVI,626515,A,2016,8,F,59.42,1957,2,0,O,,,,,N,Z,DIL,84,93142.41,C,Q,93142.41,1.50,1397.14,,0.00,,0.00,EUR,20842.00,208.00,H,,,,,,11296.67,99
107823750,TRAD,DIL,28,IF,8284,Y,1,2,ASB,355677,A,2016,12,M,67.33,1949,7,0,F,63.67,1953,3,0,Y,Z,DIL,144,142574.00,C,Q,142574.00,1.50,2138.61,,0.00,,0.00,EUR,75041.00,750.00,M,,,,,,,99
107830030,TRAD,DIL,28,IF,8380,Y,1,1,MVI,860957,A,2016,12,M,61.92,1954,12,0,O,,,,,N,Z,DIL,84,110703.00,C,Q,110703.00,1.50,1660.55,,0.00,,0.00,EUR,29472.00,295.00,M,,,,,,,99
107836430,TRAD,DIL,28,IF,8476,Y,1,2,ASB,913954,A,2017,1,M,65.00,1951,12,0,F,65.08,1951,11,0,N,Z,DIL,9999,28167.00,C,Q,28167.00,1.50,422.51,,0.00,,0.00,EUR,16860.00,169.00,M,,,,,,,99
107843750,TRAD,DIL,28,IF,8572,Y,1,1,ASB,913954,A,2016,12,M,60.42,1956,7,0,O,,,,,N,Z,DIL,120,73641.63,C,Q,73641.63,1.50,1104.62,,0.00,,0.00,EUR,33348.00,333.00,M,,,,,,,99
107849820,TRAD,DIL,28,IF,8668,Y,1,1,MVI,858373,A,2017,5,M,59.08,1958,3,0,O,,,,,N,Z,DIL,71,16684.00,C,Q,16684.00,1.50,250.26,,0.00,,0.00,EUR,3355.00,34.00,M,,,,,,,99
107853920,TRAD,DIL,28,IF,8764,Y,1,1,MVI,758102,A,2017,7,M,61.17,1956,5,0,O,,,,,N,Z,DIL,72,13414.45,C,Q,13414.45,1.50,201.22,,0.00,,0.00,EUR,3153.00,32.00,M,,,,,,,99
107857650,TRAD,DIL,28,IF,8860,Y,1,2,MVI,796144,A,2017,8,M,70.83,1946,9,0,F,70.58,1946,12,0,N,Z,DIL,84,140899.00,C,Q,140899.00,1.50,2113.49,,0.00,,0.00,EUR,50071.00,501.00,M,,,,,,,99
107861570,TRAD,DIL,28,IF,8956,Y,1,1,MVI,181156,A,2017,11,F,50.75,1967,2,0,O,,,,,N,Z,DIL,60,49567.90,C,Q,49567.90,1.50,743.52,,0.00,,0.00,EUR,8072.00,81.00,M,,,,,,,99
107865150,TRAD,DIL,28,IF,9052,Y,1,2,ASB,913954,A,2018,1,M,59.08,1958,11,0,F,56.67,1961,4,0,N,Z,DIL,71,10714.79,C,Q,10714.79,1.50,160.72,,0.00,,0.00,EUR,3232.00,32.00,M,,,,,,,99
107868380,TRAD,DIL,28,IF,9148,Y,1,2,MVI,654970,A,2017,12,F,60.67,1957,3,0,M,63.67,1954,3,0,N,Z,DIL,60,21604.30,C,Q,21604.30,1.50,324.06,,0.00,,0.00,EUR,3836.00,38.00,M,,,,,,,99
107872010,TRAD,DIL,28,IF,9244,Y,1,2,MVI,191395,A,2017,12,M,61.33,1956,8,0,F,60.50,1957,5,0,N,Z,DIL,60,145115.71,C,Q,145115.71,1.50,2176.74,,0.00,,0.00,EUR,26220.00,263.00,M,,,,,,,99
107875470,TRAD,DIL,28,IF,9340,Y,1,2,MVI,872432,A,2017,12,F,59.67,1958,4,0,M,63.08,1954,11,0,N,Z,DIL,72,8730.54,C,Q,8730.54,1.50,130.96,,0.00,,0.00,EUR,2551.00,25.00,M,,,,,,,99
107878820,TRAD,DIL,28,IF,9436,Y,1,2,ASB,913954,A,2017,12,M,60.25,1957,9,0,F,49.92,1968,1,0,N,Z,DIL,60,9097.00,C,Q,9097.00,1.50,136.46,,0.00,,0.00,EUR,1566.00,16.00,M,,,,,,,99
107882490,TRAD,DIL,28,IF,9532,Y,1,2,ASB,913954,A,2018,4,M,51.58,1966,8,0,F,45.83,1972,5,0,N,Z,DIL,84,43649.00,C,Q,43649.00,1.50,654.74,,0.00,,0.00,EUR,19113.00,191.00,Q,,,,,,6170.00,99
107885580,TRAD,DIL,28,IF,9628,Y,1,2,ASB,913954,A,2018,4,M,65.00,1953,3,0,F,65.67,1952,7,0,N,Z,DIL,60,11341.87,C,Q,11341.87,1.50,170.13,,0.00,,0.00,EUR,2681.00,28.00,M,,,,,,,99
107888850,TRAD,DIL,28,IF,9724,Y,1,1,MVI,274308,A,2018,5,M,55.17,1963,3,0,O,,,,,N,Z,DIL,120,6624.85,C,Q,6624.85,1.50,99.37,,0.00,,0.00,EUR,3422.00,34.00,Q,,,,,,201.33,99
107892490,TRAD,DIL,28,IF,9820,Y,1,2,ASB,913954,A,2018,9,F,70.00,1948,8,0,M,75.83,1942,10,0,N,Z,DIL,120,45210.00,C,Q,45210.00,1.50,678.15,,0.00,,0.00,EUR,27415.00,274.00,M,,,,,,,99
107895850,TRAD,DIL,28,IF,9916,Y,1,1,MVI,719807,A,2018,6,M,60.00,1958,5,0,O,,,,,N,Z,DIL,60,15525.00,C,Q,15525.00,1.50,232.88,,0.00,,0.00,EUR,4184.00,42.00,M,,,,,,,99
107899140,TRAD,DIL,28,IF,10012,Y,1,2,MVI,130039,A,2018,9,F,61.17,1957,7,0,M,62.33,1956,4,,N,Z,DIL,47,13342.49,C,Q,13342.49,1.50,200.14,,0.00,,0.00,EUR,2095.00,84.00,Y,,,,,,6038.33,99
107902490,TRAD,DIL,28,IF,10108,Y,1,2,MVI,626515,A,2018,11,M,59.50,1959,4,0,F,55.75,1963,1,0,N,Z,DIL,65,25471.03,C,Q,25471.03,1.50,382.07,,0.00,,0.00,EUR,10107.00,101.00,M,,,,,,,99
107905380,TRAD,DIL,28,IF,10204,Y,1,2,MVI,863811,A,2019,1,F,58.83,1960,2,0,M,59.33,1959,8,0,N,Z,DIL,60,127959.01,C,Q,127959.01,1.50,1919.39,,0.00,,0.00,EUR,49825.00,499.00,Y,,,,,,12838.50,99
107908410,TRAD,DIL,28,IF,10300,Y,1,1,ASB,913954,A,2018,12,F,65.33,1953,8,0,O,,,,,N,Z,DIL,71,10479.84,C,Q,10479.84,1.50,157.20,,0.00,,0.00,EUR,5545.00,111.00,M,,,,,,,99
107911530,TRAD,DIL,28,IF,10396,Y,1,2,MVI,621672,A,2018,12,M,70.83,1948,2,0,F,68.75,1950,3,0,N,Z,DIL,120,43464.00,C,Q,43464.00,1.50,651.96,,0.00,,0.00,EUR,27232.00,272.00,Q,,,,,,0.00,99
107915100,TRAD,DIL,28,IF,10492,Y,1,2,MVI,860189,A,2019,1,M,61.42,1957,7,0,F,61.67,1957,4,0,N,Z,DIL,70,27277.09,C,Q,27277.09,1.50,409.16,,0.00,,0.00,EUR,12527.00,125.00,M,,,,,,,99
107918550,TRAD,DIL,28,IF,10588,Y,1,2,ASB,913954,A,2019,1,M,56.92,1962,1,0,F,49.92,1969,2,0,N,Z,DIL,129,193805.52,C,Q,193805.52,1.50,2907.08,,0.00,,0.00,EUR,126429.00,1264.00,M,,,,,,,99
107922010,TRAD,DIL,28,IF,10684,Y,1,2,ASB,913954,A,2019,3,F,58.25,1960,11,0,M,57.83,1961,4,0,N,Z,DIL,78,19318.34,C,Q,19318.34,1.50,289.78,,0.00,,0.00,EUR,10035.00,101.00,Q,,,,,,962.00,99
107925790,TRAD,DIL,28,IF,10780,Y,1,2,MVI,176321,A,2019,3,M,58.08,1961,1,0,F,55.33,1963,10,0,N,Z,DIL,82,10398.90,C,Q,10398.90,1.50,155.98,,0.00,,0.00,EUR,5423.00,55.00,M,,,,,,,99
107929110,TRAD,DIL,28,IF,10876,Y,1,2,MVI,620229,A,2019,2,M,59.92,1959,2,0,F,54.42,1964,8,0,N,Z,DIL,61,6522.55,C,Q,6522.55,1.50,97.84,,0.00,,0.00,EUR,2471.00,25.00,M,,,,,,,99
107932470,TRAD,DIL,28,IF,10972,Y,1,2,ASB,913954,A,2019,6,M,65.08,1954,5,0,F,64.00,1955,6,0,N,Z,DIL,60,24711.77,C,Q,24711.77,1.50,370.68,,0.00,,0.00,EUR,11189.00,112.00,M,,,,,,,99
107935970,TRAD,DIL,28,IF,11068,Y,1,1,ASB,913954,A,2019,7,F,63.58,1955,11,0,O,,,,,N,Z,DIL,42,9812.00,C,Q,9812.00,1.50,147.18,,0.00,,0.00,EUR,2630.00,26.00,M,,,,,,,99
107938880,TRAD,DIL,28,IF,11164,Y,1,1,ASB,913954,A,2019,6,M,60.92,1958,6,0,O,,,,,N,Z,DIL,75,5642.26,C,Q,5642.26,1.50,84.63,,0.00,,0.00,EUR,2774.00,28.00,M,,,,,,,99
107941980,TRAD,DIL,28,IF,11260,Y,1,1,MVI,851600,A,2019,11,M,60.33,1959,6,0,O,,,,,N,Z,DIL,60,11200.49,C,Q,11200.49,1.50,168.01,,0.00,,0.00,EUR,5706.00,57.00,M,,,,,,,99
107944410,TRAD,DIL,28,IF,11356,Y,1,2,MVI,860189,A,2020,1,M,66.50,1953,6,0,F,60.75,1959,3,0,N,Z,DIL,79,78660.00,C,Q,78660.00,1.50,1179.90,,0.00,,0.00,EUR,49554.00,495.00,M,,,,,,,99
