POSTID,PRODUCT,PRODBOOMCD,GROUP,NB_IF,RECORDNO,PAID_UP,NO_POL,NO_INS,SALES_CHAN,INTERMED,LEG_ENTITY,ISS_YR,ISS_MTH,SEX_1,AGE_ISS_1,DOB_YR_1,DOB_MTH_1,AGE_ADJ_1,SEX_2,AGE_ISS_2,DOB_YR_2,DOB_MTH_2,AGE_ADJ_2,PERSTPCD,PROFIT_GRP,TARCD,BEN_TERM,SINGLE_PR,PREMPAY_CD,PREM_FREQ,PREM_SUM_V,RC_RATE_PC,BASISCOM_P,SCORECOM_P,BASISCOM_U,SCORECOM_U,RESTEARNTR,CURRENCY,STATU_RES,STATU_ADM,ANN_FREQ,RSK_INIT,RSK_OUTSTA,RID_RES,RID_IBNR,RID_AGERES,UNEARNPREM,PROD_KD
100011700,TRAD,DIL,1,IF,1,Y,1,1,MVI,628420,A,1986,6,F,57.00,1929,6,0,O,,,,,N,Z,DIL,9999,0.45,C,Q,0.45,1.50,0.01,,0.00,,0.00,EUR,17709.00,177.00,Q,,,,,,0.00,99
100459330,TRAD,DIL,1,IF,97,Y,1,2,MVI,830000,A,1988,8,M,47.17,1941,6,0,F,43.08,1945,6,0,N,Z,DIL,9999,51904.69,C,Q,51904.69,1.50,778.57,,0.00,,0.00,EUR,38569.00,386.00,Q,,,,,,2469.33,99
100712410,TRAD,DIL,1,IF,193,Y,1,1,MVI,632703,A,1989,11,F,50.00,1939,10,0,O,,,,,N,Z,DIL,9999,0.00,P,Q,0.00,1.50,0.00,,0.00,,0.00,EUR,65256.00,653.00,Q,,,,,,4767.33,99
100895420,TRAD,DIL,1,IF,289,Y,1,2,MVI,270314,A,1990,1,M,46.58,1943,5,0,F,49.17,1940,10,,N,Z,DIL,9999,8490.23,C,Q,8490.23,1.50,127.35,,0.00,,0.00,EUR,7417.00,369.00,Q,,,,,,2475.00,99
101175060,TRAD,DIL,1,IF,385,Y,1,1,MVI,857763,A,1991,9,F,56.50,1935,2,0,O,,,,,N,Z,DIL,9999,73132.13,C,Q,73132.13,1.50,1096.98,,0.00,,0.00,EUR,48644.00,486.00,H,,,,,,4396.00,99
101460650,TRAD,DIL,1,IF,481,Y,1,1,MVI,854802,A,1992,1,F,56.50,1935,6,0,O,,,,,N,Z,DIL,9999,298634.58,C,Q,298634.58,1.50,4479.52,,0.00,,0.00,EUR,195699.00,1957.00,Q,,,,,,26100.00,99
101654890,TRAD,DIL,1,IF,577,Y,1,1,MVI,172114,A,1993,2,F,58.83,1934,3,0,O,,,,,N,Z,DIL,9999,0.00,P,Q,0.00,1.50,0.00,,0.00,,0.00,EUR,63040.00,630.00,Q,,,,,,5964.67,99
102001740,TRAD,DIL,1,IF,673,Y,1,1,MVI,860957,A,1994,2,F,63.00,1931,1,0,O,,,,,N,Z,DIL,9999,59331.76,C,Q,59331.76,1.50,889.98,,0.00,,0.00,EUR,25166.00,252.00,Q,,,,,,2817.33,99
102520440,TRAD,DIL,1,IF,769,Y,1,1,MVI,854810,A,1995,7,F,35.25,1960,3,0,O,,,,,N,Z,DIL,356,50233.92,C,Q,50233.92,1.50,753.51,,0.00,,0.00,EUR,10706.00,107.00,M,,,,,,,99
104515810,TRAD,DIL,1,IF,865,Y,1,1,MVI,761072,A,1997,6,F,57.92,1939,7,0,O,,,,,N,Z,DIL,9999,39374.51,C,M,39374.51,1.50,590.62,,0.00,,0.00,EUR,26033.00,260.00,M,,,,,,,99
104812250,TRAD,DIL,1,IF,961,Y,1,2,MVI,860957,A,1997,12,F,69.33,1928,7,0,M,72.17,1925,9,0,N,Z,DIL,9999,12622.80,C,Q,12622.80,1.50,189.34,,0.00,,0.00,EUR,5923.00,59.00,Q,,,,,,345.33,99
105297360,TRAD,DIL,1,IF,1057,Y,1,1,MVI,740092,A,1998,12,F,43.58,1955,4,0,O,,,,,N,Z,DIL,9999,11201.96,C,Q,11201.96,1.50,168.03,,0.00,,0.00,EUR,8371.00,84.00,Q,,,,,,0.00,99
105794230,TRAD,DIL,1,IF,1153,Y,1,2,MVI,146506,A,1999,12,M,60.42,1939,6,0,F,60.00,1939,11,0,N,Z,DIL,9999,191507.96,C,M,191507.96,1.50,2872.62,,0.00,,0.00,EUR,143116.00,1431.00,M,,,,,,,99
106036690,TRAD,DIL,1,IF,1249,Y,1,2,MVI,740092,A,2000,4,F,68.83,1931,6,0,M,72.58,1927,9,0,N,Z,DIL,9999,6808.52,C,Q,6808.52,1.50,102.13,,0.00,,0.00,EUR,3769.00,37.00,Y,,,,,,91.17,99
106263890,TRAD,DIL,1,IF,1345,Y,1,1,ASB,118000,A,2000,11,M,62.67,1938,2,0,O,,,,,N,Z,DIL,9999,2376.45,C,Y,2376.45,1.50,35.65,,0.00,,0.00,EUR,1240.00,12.00,Y,,,,,,132.00,99
106395940,TRAD,DIL,1,IF,1441,Y,1,1,MVI,772848,A,2001,9,M,39.75,1961,11,0,O,,,,,N,Z,DIL,9999,5285.75,C,Q,5285.75,1.50,79.29,,0.00,,0.00,EUR,4814.00,48.00,Q,,,,,,97.67,99
106481850,TRAD,DIL,1,IF,1537,Y,1,1,ASB,118000,A,2002,1,F,64.42,1937,8,0,O,,,,,N,Z,DIL,9999,9493.68,C,Q,9493.68,1.50,142.41,,0.00,,0.00,EUR,6352.00,64.00,Q,,,,,,480.00,99
106545610,TRAD,DIL,1,IF,1633,Y,1,1,ASB,118000,A,2002,10,M,3.33,1999,5,0,O,,,,,N,Z,DIL,319,2250.18,C,Q,2250.18,1.50,33.75,,0.00,,0.00,EUR,783.00,8.00,Q,,,,,,79.33,99
106604740,TRAD,DIL,1,IF,1729,Y,1,1,ASB,118000,A,2003,6,M,4.75,1998,8,0,O,,,,,N,Z,DIL,302,3014.00,C,Q,3014.00,1.50,45.21,,0.00,,0.00,EUR,973.00,10.00,Q,,,,,,54.33,99
106655900,TRAD,DIL,1,IF,1825,Y,1,2,MVI,860940,A,2004,5,F,60.00,1944,5,0,M,76.25,1928,2,0,N,Z,DIL,9999,35897.00,C,Q,35897.00,1.50,538.46,,0.00,,0.00,EUR,24658.00,246.00,Q,,,,,,679.67,99
106694250,TRAD,DIL,1,IF,1921,Y,1,1,ASB,118000,A,2004,12,F,65.00,1939,11,0,O,,,,,N,Z,DIL,240,5921.00,C,Q,5921.00,1.50,88.82,,0.00,,0.00,EUR,1143.00,11.00,Y,,,,,,249.67,99
106733820,TRAD,DIL,1,IF,2017,Y,1,2,ASB,118000,A,2005,8,M,61.50,1944,2,0,F,56.67,1948,11,0,N,Z,DIL,9999,41000.00,C,Q,41000.00,1.50,615.00,,0.00,,0.00,EUR,35349.00,707.00,Q,,,,,,908.00,99
106759540,TRAD,DIL,1,IF,2113,Y,1,1,ASB,355677,A,2005,12,F,67.67,1938,3,0,O,,,,,Y,Z,DIL,9999,0.00,P,Q,0.00,1.50,0.00,,0.00,,0.00,EUR,6158.00,62.00,Q,,,,,,226.33,99
106791430,TRAD,DIL,1,IF,2209,Y,1,1,MVI,461038,A,2005,12,M,40.42,1965,6,0,O,,,,,N,Z,DIL,300,9132.03,C,Q,9132.03,1.50,136.98,,0.00,,0.00,EUR,4062.00,41.00,Q,,,,,,0.00,99
106818230,TRAD,DIL,1,IF,2305,Y,1,1,MVI,728626,A,2006,7,M,56.08,1950,5,0,O,,,,,N,Z,DIL,288,5307.90,C,Q,5307.90,1.50,79.62,,0.00,,0.00,EUR,5323.00,106.00,Q,,,,,,786.00,99
106845160,TRAD,DIL,1,IF,2401,Y,1,1,ASB,118000,A,2006,4,F,38.75,1967,6,0,O,,,,,N,Z,DIL,9999,2874.06,C,Q,2874.06,1.50,43.11,,0.00,,0.00,EUR,2334.00,23.00,Q,,,,,,73.33,99
106877880,TRAD,DIL,1,IF,2497,Y,1,1,ASB,118000,A,2006,12,F,65.42,1941,7,0,O,,,,,N,Z,DIL,9999,3593.00,C,Q,3593.00,1.50,53.90,,0.00,,0.00,EUR,2315.00,23.00,H,,,,,,0.00,99
106913980,TRAD,DIL,1,IF,2593,Y,1,2,MVI,761072,A,2007,4,M,43.50,1963,10,0,F,41.92,1965,5,0,N,Z,DIL,9999,405000.00,C,Q,405000.00,1.50,6075.00,,0.00,,0.00,EUR,439977.00,4400.00,M,,,,,,,99
106935300,TRAD,DIL,1,IF,2689,Y,1,1,ASB,118000,A,2007,7,F,67.92,1939,8,0,O,,,,,N,Z,DIL,9999,200000.00,C,Q,200000.00,1.50,3000.00,,0.00,,0.00,EUR,167925.00,1679.00,M,,,,,,,99
106952950,TRAD,DIL,1,IF,2785,Y,1,2,MVI,840918,A,2007,10,M,41.00,1966,9,0,F,42.42,1965,4,,N,Z,DIL,286,55000.00,C,Q,55000.00,1.50,825.00,,0.00,,0.00,EUR,36200.00,1380.00,M,,,,,,,99
106966880,TRAD,DIL,1,IF,2881,Y,1,2,ASB,118000,A,2007,10,M,64.92,1942,10,0,F,61.00,1946,9,0,N,Z,DIL,9999,2128.00,C,Q,2128.00,1.50,31.92,,0.00,,0.00,EUR,1198.00,12.00,M,,,,,,,99
106983030,TRAD,DIL,1,IF,2977,Y,1,2,MVI,146506,A,2008,1,F,65.17,1942,11,0,M,65.67,1942,5,0,N,Z,DIL,180,88609.00,C,Q,88609.00,1.50,1329.14,,0.00,,0.00,EUR,8340.00,84.00,M,,,,,,,99
107000220,TRAD,DIL,1,IF,3073,Y,1,1,MVI,769679,A,2006,6,F,54.00,1952,5,0,O,,,,,N,Z,DIL,240,1908.18,C,Q,1908.18,1.50,28.62,,0.00,,0.00,EUR,410.00,4.00,Q,,,,,,0.00,99
107028150,TRAD,DIL,1,IF,3169,Y,1,1,MVI,761072,A,2008,1,F,65.42,1942,8,0,O,,,,,N,Z,DIL,180,72268.19,C,Q,72268.19,1.50,1084.02,,0.00,,0.00,EUR,7068.00,71.00,M,,,,,,,99
107048450,TRAD,DIL,1,IF,3265,Y,1,1,MVI,859017,A,2008,3,F,57.92,1950,4,0,O,,,,,N,Z,DIL,9999,150000.00,C,Q,150000.00,1.50,2250.00,,0.00,,0.00,EUR,140483.00,1405.00,M,,,,,,,99
107065060,TRAD,DIL,1,IF,3361,Y,1,2,MVI,640276,A,2008,1,M,64.92,1943,2,0,F,62.67,1945,5,0,N,Z,DIL,9999,4704.00,C,Q,4704.00,1.50,70.56,,0.00,,0.00,EUR,3300.00,32.00,M,,,,,,,99
107080740,TRAD,DIL,1,IF,3457,Y,1,2,ASB,118000,A,2007,9,M,65.00,1942,8,0,F,70.58,1937,1,0,N,Z,DIL,9999,1433.00,C,Q,1433.00,1.50,21.50,,0.00,,0.00,EUR,601.00,7.00,Y,,,,,,50.83,99
107095990,TRAD,DIL,1,IF,3553,Y,1,1,ASB,118000,A,2007,11,F,13.58,1994,4,0,O,,,,,N,Z,DIL,197,4656.82,C,Q,4656.82,1.50,69.85,,0.00,,0.00,EUR,761.00,8.00,Y,,,,,,204.17,99
107120930,TRAD,DIL,1,IF,3649,Y,1,1,MVI,795260,A,2008,9,M,65.00,1943,9,0,O,,,,,N,Z,DIL,180,20088.88,C,Q,20088.88,1.50,301.33,,0.00,,0.00,EUR,3123.00,31.00,M,,,,,,,99
107145720,TRAD,DIL,1,IF,3745,Y,1,1,MVI,656504,A,2008,7,F,47.83,1960,9,0,O,,,,,N,Z,DIL,216,44108.98,C,Q,44108.98,1.50,661.63,,0.00,,0.00,EUR,14532.00,145.00,Q,,,,,,2318.67,99
107165030,TRAD,DIL,1,IF,3841,Y,1,2,MVI,198523,A,2009,1,M,66.08,1942,11,0,F,67.75,1941,3,0,N,Z,DIL,180,158832.06,C,Q,158832.06,1.50,2382.48,,0.00,,0.00,EUR,27328.00,273.00,Q,,,,,,14042.00,99
107188080,TRAD,DIL,1,IF,3937,Y,1,1,ASB,118000,A,2008,11,M,59.92,1948,11,0,O,,,,,N,Z,DIL,9999,7642.00,C,Q,7642.00,1.50,114.63,,0.00,,0.00,EUR,4962.00,50.00,Y,,,,,,310.00,99
107212600,TRAD,DIL,1,IF,4033,Y,1,1,MVI,860957,A,2009,4,F,65.08,1944,3,0,O,,,,,N,Z,DIL,9999,9737.57,C,Q,9737.57,1.50,146.06,,0.00,,0.00,EUR,7594.00,76.00,M,,,,,,,99
107231380,TRAD,DIL,1,IF,4129,Y,1,1,MVI,189902,A,2009,3,F,50.17,1958,12,0,O,,,,,N,Z,DIL,178,47314.01,C,Q,47314.01,1.50,709.71,,0.00,,0.00,EUR,7917.00,79.00,M,,,,,,,99
107249380,TRAD,DIL,1,IF,4225,Y,1,1,MVI,193326,A,2009,9,M,62.00,1947,8,0,O,,,,,N,Z,DIL,9999,18938.00,C,Q,18938.00,1.50,284.07,,0.00,,0.00,EUR,13699.00,137.00,M,,,,,,,99
107266590,TRAD,DIL,1,IF,4321,Y,1,2,ASB,118000,A,2009,11,M,62.00,1947,10,0,F,62.25,1947,7,0,N,Z,DIL,9999,10132.00,C,Q,10132.00,1.50,151.98,,0.00,,0.00,EUR,8462.00,85.00,M,,,,,,,99
107287030,TRAD,DIL,1,IF,4417,Y,1,2,ASB,118000,A,2010,1,M,65.00,1944,12,0,F,63.25,1946,9,0,N,Z,DIL,9999,17664.40,C,Q,17664.40,1.50,264.97,,0.00,,0.00,EUR,14216.00,142.00,M,,,,,,,99
107307170,TRAD,DIL,1,IF,4513,Y,1,2,MVI,169862,A,2010,2,F,65.08,1945,1,0,F,63.33,1946,9,0,N,Z,DIL,9999,100712.48,C,Q,100712.48,1.50,1510.69,,0.00,,0.00,EUR,92995.00,929.00,M,,,,,,,99
107336060,TRAD,DIL,1,IF,4609,Y,1,1,MVI,253708,A,2009,10,F,46.42,1963,5,0,O,,,,,N,Z,DIL,9999,9800.00,C,Q,9800.00,1.50,147.00,,0.00,,0.00,EUR,9871.00,99.00,Q,,,,,,332.67,99
107369230,TRAD,DIL,1,IF,4705,Y,1,2,MVI,125088,A,2010,5,M,51.25,1959,1,0,F,46.17,1964,2,0,N,Z,DIL,164,14882.00,C,Q,14882.00,1.50,223.23,,0.00,,0.00,EUR,2579.00,26.00,Y,,,,,,221.33,99
107385660,TRAD,DIL,1,IF,4801,Y,1,2,MVI,748764,A,2010,6,M,65.25,1945,3,0,F,63.00,1947,6,0,N,Z,DIL,9999,10948.19,C,Q,10948.19,1.50,164.22,,0.00,,0.00,EUR,8737.00,87.00,M,,,,,,,99
107405540,TRAD,DIL,1,IF,4897,Y,1,2,MVI,721720,A,2010,10,F,61.67,1949,1,0,M,63.00,1947,9,0,N,Z,DIL,9999,37351.85,C,Q,37351.85,1.50,560.28,,0.00,,0.00,EUR,30002.00,300.00,M,,,,,,,99
107427670,TRAD,DIL,1,IF,4993,Y,1,2,ASB,118000,A,2010,12,M,65.50,1945,5,0,F,55.08,1955,10,0,N,Z,DIL,204,78326.96,C,Q,78326.96,1.50,1174.90,,0.00,,0.00,EUR,8580.00,86.00,M,,,,,,,99
107448660,TRAD,DIL,1,IF,5089,Y,1,1,MVI,137166,A,2010,9,F,59.25,1951,5,0,O,,,,,N,Z,DIL,9999,73000.00,C,Q,73000.00,1.50,1095.00,,0.00,,0.00,EUR,62775.00,628.00,Q,,,,,,0.00,99
107468940,TRAD,DIL,1,IF,5185,Y,1,2,MVI,152231,A,2011,4,M,65.00,1946,3,0,F,61.33,1949,11,0,N,Z,DIL,180,22847.34,C,Q,22847.34,1.50,342.71,,0.00,,0.00,EUR,7719.00,77.00,M,,,,,,,99
107482340,TRAD,DIL,1,IF,5281,Y,1,1,MVI,855171,A,2011,5,F,61.17,1950,3,0,O,,,,,N,Z,DIL,166,59167.60,C,Q,59167.60,1.50,887.51,,0.00,,0.00,EUR,16700.00,167.00,M,,,,,,,99
107492260,TRAD,DIL,1,IF,5377,Y,1,2,MVI,625590,A,2011,6,M,65.17,1946,3,0,F,60.25,1951,2,0,N,Z,DIL,240,286438.95,C,Q,286438.95,1.50,4296.58,,0.00,,0.00,EUR,167582.00,1675.00,M,,,,,,,99
107503570,TRAD,DIL,1,IF,5473,Y,1,1,MVI,636498,A,2011,5,M,74.83,1936,6,0,O,,,,,N,Z,DIL,9999,14034.76,C,Q,14034.76,1.50,210.52,,0.00,,0.00,EUR,8524.00,85.00,Q,,,,,,1000.67,99
107514660,TRAD,DIL,1,IF,5569,Y,1,1,MVI,772517,A,2011,9,F,65.08,1946,8,0,O,,,,,N,Z,DIL,9999,7839.18,C,Q,7839.18,1.50,117.59,,0.00,,0.00,EUR,5535.00,55.00,M,,,,,,,99
107530040,TRAD,DIL,1,IF,5665,Y,1,2,MVI,253443,A,2011,12,M,51.17,1960,10,0,F,51.17,1960,10,0,N,Z,DIL,166,62140.13,C,Q,62140.13,1.50,932.10,,0.00,,0.00,EUR,19255.00,193.00,Q,,,,,,0.00,99
107544060,TRAD,DIL,1,IF,5761,Y,1,1,MVI,850057,A,2011,12,F,65.75,1946,3,0,O,,,,,N,Z,DIL,240,40620.14,C,Q,40620.14,1.50,609.30,,0.00,,0.00,EUR,22999.00,230.00,M,,,,,,,99
107568810,TRAD,DIL,1,IF,5857,Y,1,2,MVI,621672,A,2012,3,M,65.00,1947,2,0,F,52.50,1959,8,0,N,Z,DIL,180,161989.00,C,Q,161989.00,1.50,2429.84,,0.00,,0.00,EUR,63451.00,635.00,M,,,,,,,99
107587820,TRAD,DIL,1,IF,5953,Y,1,2,MVI,798074,A,2012,7,M,55.08,1957,6,0,F,55.25,1957,3,0,N,Z,DIL,120,21257.55,C,Q,21257.55,1.50,318.86,,0.00,,0.00,EUR,1096.00,11.00,M,,,,,,,99
107597890,TRAD,DIL,1,IF,6049,Y,1,1,MVI,509109,A,2012,10,F,32.08,1980,8,0,O,,,,,N,Z,DIL,9999,5466.46,C,Q,5466.46,1.50,82.00,,0.00,,0.00,EUR,3432.00,34.00,Y,,,,,,102.75,99
107607630,TRAD,DIL,1,IF,6145,Y,1,2,MVI,841635,A,2012,12,M,55.17,1957,9,0,F,52.17,1960,9,0,N,Z,DIL,120,99248.86,C,Q,99248.86,1.50,1488.73,,0.00,,0.00,EUR,9703.00,98.00,Y,,,,,,6263.25,99
107619900,TRAD,DIL,1,IF,6241,Y,1,1,MVI,255026,A,2012,6,F,76.50,1935,11,0,O,,,,,N,Z,DIL,9999,12456.44,C,Q,12456.44,1.50,186.85,,0.00,,0.00,EUR,7568.00,76.00,Q,,,,,,311.67,99
107633310,TRAD,DIL,1,IF,6337,Y,1,1,MVI,772038,A,2012,9,M,17.75,1994,11,0,O,,,,,N,Z,DIL,146,7411.17,C,Q,7411.17,1.50,111.17,,0.00,,0.00,EUR,1634.00,16.00,Q,,,,,,200.67,99
107643160,TRAD,DIL,1,IF,6433,Y,1,2,MVI,860957,A,2013,7,F,65.08,1948,6,0,M,69.92,1943,7,0,N,Z,DIL,180,30592.92,C,Q,30592.92,1.50,458.89,,0.00,,0.00,EUR,13845.00,139.00,M,,,,,,,99
107651900,TRAD,DIL,1,IF,6529,Y,1,1,ASB,118000,A,2013,9,M,54.08,1959,7,0,O,,,,,N,Z,DIL,132,9340.45,C,Q,9340.45,1.50,140.11,,0.00,,0.00,EUR,2210.00,22.00,Y,,,,,,726.67,99
107661690,TRAD,DIL,1,IF,6625,Y,1,2,MVI,857763,A,2013,10,F,60.08,1953,9,0,M,67.00,1946,9,0,N,Z,DIL,120,67346.43,C,Q,67346.43,1.50,1010.20,,0.00,,0.00,EUR,12486.00,125.00,M,,,,,,,99
107673930,TRAD,DIL,1,IF,6721,Y,1,1,MVI,626515,A,2014,2,M,54.00,1960,1,0,O,,,,,N,Z,DIL,133,63179.00,C,Q,63179.00,1.50,947.69,,0.00,,0.00,EUR,18689.00,187.00,M,,,,,,,99
107686560,TRAD,DIL,1,IF,6817,Y,1,2,MVI,753145,A,2014,1,M,70.83,1943,3,0,F,72.58,1941,6,0,N,Z,DIL,108,25584.04,C,Q,25584.04,1.50,383.76,,0.00,,0.00,EUR,2932.00,30.00,Y,,,,,,1239.58,99
107698950,TRAD,DIL,1,IF,6913,Y,1,1,MVI,637645,A,2014,2,M,55.00,1959,1,0,O,,,,,N,Z,DIL,120,7350.00,C,Q,7350.00,1.50,110.25,,0.00,,0.00,EUR,1460.00,15.00,M,,,,,,,99
107709960,TRAD,DIL,1,IF,7009,Y,1,2,MVI,193003,A,2014,5,M,55.83,1958,7,0,F,53.08,1961,4,0,N,Z,DIL,139,49688.93,C,Q,49688.93,1.50,745.33,,0.00,,0.00,EUR,16853.00,168.00,M,,,,,,,99
107721880,TRAD,DIL,1,IF,7105,Y,1,1,MVI,351791,A,2014,9,M,65.00,1949,8,0,O,,,,,N,Z,DIL,120,20546.50,C,Q,20546.50,1.50,308.20,,0.00,,0.00,EUR,5310.00,53.00,Q,,,,,,0.00,99
107733400,TRAD,DIL,1,IF,7201,Y,1,2,MVI,793927,A,2014,12,M,55.00,1959,11,0,F,54.92,1959,12,0,N,Z,DIL,120,14188.00,C,Q,14188.00,1.50,212.82,,0.00,,0.00,EUR,3881.00,39.00,M,,,,,,,99
107744660,TRAD,DIL,1,IF,7297,Y,1,2,MVI,860189,A,2015,1,M,62.42,1952,8,0,F,71.08,1943,12,0,N,Z,DIL,90,17183.10,C,Q,17183.10,1.50,257.75,,0.00,,0.00,EUR,1109.00,11.00,Q,,,,,,1500.67,99
107755790,TRAD,DIL,1,IF,7393,Y,1,2,MVI,640292,A,2015,5,M,65.00,1950,5,0,F,62.25,1953,2,0,N,Z,DIL,120,43300.00,C,Q,43300.00,1.50,649.50,,0.00,,0.00,EUR,13812.00,137.00,Q,,,,,,1464.67,99
107763760,TRAD,DIL,1,IF,7489,Y,1,2,MVI,185876,A,2015,7,M,55.00,1960,7,0,F,52.42,1963,1,0,N,Z,DIL,120,176913.69,C,Q,176913.69,1.50,2653.71,,0.00,,0.00,EUR,60033.00,601.00,Y,,,,,,16543.08,99
107770920,TRAD,DIL,1,IF,7585,Y,1,2,ASB,863340,A,2015,10,M,55.00,1960,9,0,F,60.92,1954,10,0,N,Z,DIL,120,20180.00,C,Q,20180.00,1.50,302.70,,0.00,,0.00,EUR,7032.00,70.00,M,,,,,,,99
107778710,TRAD,DIL,1,IF,7681,Y,1,1,MVI,230730,A,2015,11,F,59.00,1956,11,0,O,,,,,N,Z,DIL,240,333628.29,C,Q,333628.29,1.50,5004.42,,0.00,,0.00,EUR,205700.00,2057.00,M,,,,,,,99
107787570,TRAD,DIL,1,IF,7777,Y,1,1,ASB,913954,A,2016,1,M,58.50,1957,6,0,O,,,,,N,Z,DIL,83,39067.99,C,Q,39067.99,1.50,586.02,,0.00,,0.00,EUR,5079.00,51.00,Q,,,,,,5648.00,99
107794580,TRAD,DIL,1,IF,7873,Y,1,2,MVI,172114,A,2016,1,M,65.58,1950,6,0,F,57.42,1958,8,0,N,Z,DIL,120,207546.02,C,Q,207546.02,1.50,3113.19,,0.00,,0.00,EUR,80341.00,804.00,Q,,,,,,14234.67,99
107801890,TRAD,DIL,1,IF,7969,Y,1,2,MVI,856088,A,2016,3,M,60.00,1956,3,0,F,54.75,1961,6,0,N,Z,DIL,84,27608.70,C,Q,27608.70,1.50,414.13,,0.00,,0.00,EUR,4472.00,45.00,H,,,,,,1956.50,99
107808760,TRAD,DIL,1,IF,8065,Y,1,2,MVI,242149,A,2016,6,F,57.50,1958,11,0,M,55.50,1960,11,0,N,Z,DIL,90,59065.70,C,Q,59065.70,1.50,885.99,,0.00,,0.00,EUR,14666.00,147.00,M,,,,,,,99
107816230,TRAD,DIL,1,IF,8161,Y,1,1,MVI,166538,A,2016,7,M,59.92,1956,8,0,O,,,,,N,Z,DIL,84,43710.25,C,Q,43710.25,1.50,655.65,,0.00,,0.00,EUR,9156.00,92.00,Q,,,,,,4202.00,99
107822150,TRAD,DIL,1,IF,8257,Y,1,2,ASB,913954,A,2016,9,F,45.42,1971,3,0,M,57.00,1959,9,0,N,Z,DIL,120,43071.37,C,Q,43071.37,1.50,646.07,,0.00,,0.00,EUR,18511.00,184.00,M,,,,,,,99
107828380,TRAD,DIL,1,IF,8353,Y,1,2,ASB,913954,A,2016,12,M,58.92,1957,12,0,F,57.17,1959,9,0,N,Z,DIL,72,13723.98,C,Q,13723.98,1.50,205.86,,0.00,,0.00,EUR,1985.00,20.00,Y,,,,,,1281.58,99
107834960,TRAD,DIL,1,IF,8449,Y,1,1,MVI,857763,A,2017,1,F,60.25,1956,9,0,O,,,,,N,Z,DIL,84,7294.00,C,Q,7294.00,1.50,109.41,,0.00,,0.00,EUR,1877.00,19.00,Q,,,,,,971.00,99
107841890,TRAD,DIL,1,IF,8545,Y,1,2,ASB,913954,A,2017,3,M,58.67,1958,6,0,F,64.58,1952,7,0,N,Z,DIL,156,12292.92,C,Q,12292.92,1.50,184.39,,0.00,,0.00,EUR,6546.00,66.00,Q,,,,,,300.33,99
107847660,TRAD,DIL,1,IF,8641,Y,1,2,MVI,126425,A,2017,3,M,60.67,1956,7,0,F,52.00,1965,3,0,N,Z,DIL,81,101486.94,C,Q,101486.94,1.50,1522.30,,0.00,,0.00,EUR,27899.00,278.00,M,,,,,,,99
107853130,TRAD,DIL,1,IF,8737,Y,1,1,MVI,621672,A,2017,6,F,48.33,1969,1,0,O,,,,,N,Z,DIL,91,62157.70,C,Q,62157.70,1.50,932.37,,0.00,,0.00,EUR,23406.00,234.00,M,,,,,,,99
107856750,TRAD,DIL,1,IF,8833,Y,1,1,MVI,838425,A,2017,9,M,62.00,1955,9,0,O,,,,,N,Z,DIL,60,17992.00,C,Q,17992.00,1.50,269.88,,0.00,,0.00,EUR,2314.00,23.00,M,,,,,,,99
107860260,TRAD,DIL,1,IF,8929,Y,1,1,MVI,860189,A,2017,10,F,60.00,1957,9,0,O,,,,,N,Z,DIL,59,7372.00,C,Q,7372.00,1.50,110.58,,0.00,,0.00,EUR,927.00,9.00,M,,,,,,,99
107864270,TRAD,DIL,1,IF,9025,Y,1,1,ASB,863340,A,2017,11,M,65.83,1951,12,0,O,,,,,N,Z,DIL,60,21449.00,C,Q,21449.00,1.50,321.74,,0.00,,0.00,EUR,3467.00,35.00,M,,,,,,,99
107867330,TRAD,DIL,1,IF,9121,Y,1,2,ASB,913954,A,2018,1,F,55.33,1962,8,0,M,65.17,1952,11,0,N,Z,DIL,56,12217.00,C,Q,12217.00,1.50,183.26,,0.00,,0.00,EUR,1658.00,17.00,Q,,,,,,2523.00,99
107871130,TRAD,DIL,1,IF,9217,Y,1,2,ASB,913954,A,2018,1,M,59.75,1958,3,0,F,59.42,1958,8,0,N,Z,DIL,60,49668.14,C,Q,49668.14,1.50,745.02,,0.00,,0.00,EUR,9728.00,97.00,M,,,,,,,99
107874580,TRAD,DIL,1,IF,9313,Y,1,2,ASB,913954,A,2018,1,F,56.92,1961,1,0,M,55.17,1962,10,0,N,Z,DIL,96,19276.00,C,Q,19276.00,1.50,289.14,,0.00,,0.00,EUR,8851.00,88.00,M,,,,,,,99
107877980,TRAD,DIL,1,IF,9409,Y,1,2,ASB,913954,A,2018,3,M,62.00,1956,2,0,F,58.00,1960,2,0,N,Z,DIL,62,12072.00,C,Q,12072.00,1.50,181.08,,0.00,,0.00,EUR,2937.00,29.00,M,,,,,,,99
107881400,TRAD,DIL,1,IF,9505,Y,1,2,MVI,860189,A,2018,3,M,61.00,1957,2,0,F,60.67,1957,6,0,N,Z,DIL,60,52849.00,C,Q,52849.00,1.50,792.74,,0.00,,0.00,EUR,12069.00,120.00,Y,,,,,,3513.33,99
107884550,TRAD,DIL,1,IF,9601,Y,1,2,MVI,857763,A,2018,4,M,60.42,1957,10,0,F,48.75,1969,6,0,N,Z,DIL,84,15923.77,C,Q,15923.77,1.50,238.86,,0.00,,0.00,EUR,6927.00,69.00,Y,,,,,,558.75,99
