POSTID,KEYFIELD,PRODUCT,GROUP,COV_CD,RES_BAS_CD,COV_SEQ_NR,INS_SEQ_NR,SUM_INS,INC_SUMINS,ANNUAL_PRE,PREM_FREQ,PREM_PAY_M,END_PAY_YR,END_PAY_MT,SINGLE_PR,RC_RATE_PC,BEN_TRM,RES_PREM,EXP_RES_PR,STATU_RES,STA_RES_EX,ST_RES_YR,ST_RES_MTH,BASISCOM_P,BASISCOM_U,CURRENCY,RESTEARNTR,RSK_INIT,RSK_OUTST,SCORECOM_P,SCORECOM_U,PREM_PAID,UNEARNPREM
100874360,100874360,TL,FP,610,65,1,1,22312,10157,0,Q,,,,0,2,254,0,0,21221,52,2001,1,390.46,0,EUR,0,0,0,223.12,0,10157,
