POSTID,KEYFIELD,PRODUCT,GROUP,FONDSCDRW,UNITAANT,GARKAP,GARKAP_3,BELEGPRC,PRODBOOMCD,TARCD,FONDSCD
100874360,100874360,FP,FP,3,1002.91,22312,22312,100,FP,FP,3
