prodboomcd,remaining_years,value
AEGON_SPAARBEURS_spaarbelegger,23,1.0
AEGON_SPAARBEURS_spaarbelegger,24,1.0
AEGON_SPAARBEURS_spaarbelegger,25,1.0
AEGON_SPAARBEURS_spaarbelegger,26,1.0
AEGON_SPAARBEURS_spaarbelegger,27,1.0
AEGON_SPAARBEURS_spaarbelegger,28,1.0
AEGON_SPAARBEURS_spaarbelegger,29,1.0
AEGON_SPAARBEURS_spaarbelegger,30,1.0
AEGON_SPAARBEURS_spaarbelegger,31,1.0
AEGON_SPAARBEURS_tussenpersoon,0,1.0
AEGON_SPAARBEURS_tussenpersoon,1,1.0
AEGON_SPAARBEURS_tussenpersoon,2,1.0
AEGON_SPAARBEURS_tussenpersoon,3,1.0
AEGON_SPAARBEURS_tussenpersoon,4,1.0
AEGON_SPAARBEURS_tussenpersoon,5,1.0
AEGON_SPAARBEURS_tussenpersoon,6,1.0
AEGON_SPAARBEURS_tussenpersoon,7,1.0
AEGON_SPAARBEURS_tussenpersoon,8,1.0
AEGON_SPAARBEURS_tussenpersoon,9,1.0
AEGON_SPAARBEURS_tussenpersoon,10,1.0
AEGON_SPAARBEURS_tussenpersoon,11,1.0
AEGON_SPAARBEURS_tussenpersoon,12,1.0
AEGON_SPAARBEURS_tussenpersoon,13,1.0
AEGON_SPAARBEURS_tussenpersoon,14,1.0
AEGON_SPAARBEURS_tussenpersoon,15,1.0
AEGON_SPAARBEURS_tussenpersoon,16,1.0
AEGON_SPAARBEURS_tussenpersoon,17,1.0
AEGON_SPAARBEURS_tussenpersoon,18,1.0
AEGON_SPAARBEURS_tussenpersoon,19,1.0
AEGON_SPAARBEURS_tussenpersoon,20,1.0
AEGON_SPAARBEURS_tussenpersoon,21,1.0
AEGON_SPAARBEURS_tussenpersoon,22,1.0
AEGON_SPAARBEURS_tussenpersoon,23,1.0
AEGON_SPAARBEURS_tussenpersoon,24,1.0
AEGON_SPAARBEURS_tussenpersoon,25,1.0
AEGON_SPAARBEURS_tussenpersoon,26,1.0
AEGON_SPAARBEURS_tussenpersoon,27,1.0
AEGON_SPAARBEURS_tussenpersoon,28,1.0
AEGON_SPAARBEURS_tussenpersoon,29,1.0
AEGON_SPAARBEURS_tussenpersoon,30,1.0
AEGON_SPAARBEURS_tussenpersoon,31,1.0
AFP,0,1.0
AFP,1,1.0
AFP,2,1.0
AFP,3,1.0
AFP,4,1.0
AFP,5,1.0
AFP,6,1.0
AFP,7,1.0
AFP,8,1.0
AFP,9,1.0
AFP,10,1.0
AFP,11,1.0
AFP,12,1.0
AFP,13,1.0
AFP,14,1.0
AFP,15,1.0
AFP,16,1.0
AFP,17,1.0
AFP,18,1.0
AFP,19,1.0
AFP,20,1.0
AFP,21,1.0
AFP,22,1.0
AFP,23,1.0
AFP,24,1.0
AFP,25,1.0
AFP,26,1.0
AFP,27,1.0
AFP,28,1.0
AFP,29,1.0
AFP,30,1.0
AFP,31,1.0
ALH,0,1.0
ALH,1,1.0
ALH,2,1.0
ALH,3,1.0
ALH,4,1.0
ALH,5,1.0
ALH,6,1.0
ALH,7,1.0
ALH,8,1.0
ALH,9,1.0
ALH,10,1.0
ALH,11,1.0
ALH,12,1.0
ALH,13,1.0
ALH,14,1.0
ALH,15,1.0
ALH,16,1.0
ALH,17,1.0
ALH,18,1.0
ALH,19,1.0
ALH,20,1.0
ALH,21,1.0
ALH,22,1.0
ALH,23,1.0
ALH,24,1.0
ALH,25,1.0
ALH,26,1.0
ALH,27,1.0
ALH,28,1.0
ALH,29,1.0
ALH,30,1.0
ALH,31,1.0
ALIMENTATIE,0,1.0
ALIMENTATIE,1,1.0
ALIMENTATIE,2,1.0
ALIMENTATIE,3,1.0
ALIMENTATIE,4,1.0
ALIMENTATIE,5,1.0
ALIMENTATIE,6,1.0
ALIMENTATIE,7,1.0
ALIMENTATIE,8,1.0
ALIMENTATIE,9,1.0
ALIMENTATIE,10,1.0
ALIMENTATIE,11,1.0
ALIMENTATIE,12,1.0
ALIMENTATIE,13,1.0
ALIMENTATIE,14,1.0
ALIMENTATIE,15,1.0
ALIMENTATIE,16,1.0
ALIMENTATIE,17,1.0
ALIMENTATIE,18,1.0
ALIMENTATIE,19,1.0
ALIMENTATIE,20,1.0
ALIMENTATIE,21,1.0
ALIMENTATIE,22,1.0
ALIMENTATIE,23,1.0
ALIMENTATIE,24,1.0
ALIMENTATIE,25,1.0
ALIMENTATIE,26,1.0
ALIMENTATIE,27,1.0
ALIMENTATIE,28,1.0
ALIMENTATIE,29,1.0
ALIMENTATIE,30,1.0
ALIMENTATIE,31,1.0
AORV_Type1,0,1.0
AORV_Type1,1,1.0
AORV_Type1,2,1.0
AORV_Type1,3,1.0
AORV_Type1,4,1.0
AORV_Type1,5,1.0
AORV_Type1,6,1.0
AORV_Type1,7,1.0
AORV_Type1,8,1.0
AORV_Type1,9,1.0
AORV_Type1,10,1.0
AORV_Type1,11,1.0
AORV_Type1,12,1.0
AORV_Type1,13,1.0
AORV_Type1,14,1.0
AORV_Type1,15,1.0
AORV_Type1,16,1.0
AORV_Type1,17,1.0
AORV_Type1,18,1.0
AORV_Type1,19,1.0
AORV_Type1,20,1.0
AORV_Type1,21,1.0
AORV_Type1,22,1.0
AORV_Type1,23,1.0
AORV_Type1,24,1.0
AORV_Type1,25,1.0
AORV_Type1,26,1.0
AORV_Type1,27,1.0
AORV_Type1,28,1.0
AORV_Type1,29,1.0
AORV_Type1,30,1.0
AORV_Type1,31,1.0
AORV_Type2,0,1.0
AORV_Type2,1,1.0
AORV_Type2,2,1.0
AORV_Type2,3,1.0
AORV_Type2,4,1.0
AORV_Type2,5,1.0
AORV_Type2,6,1.0
AORV_Type2,7,1.0
AORV_Type2,8,1.0
AORV_Type2,9,1.0
AORV_Type2,10,1.0
AORV_Type2,11,1.0
AORV_Type2,12,1.0
AORV_Type2,13,1.0
AORV_Type2,14,1.0
AORV_Type2,15,1.0
AORV_Type2,16,1.0
AORV_Type2,17,1.0
AORV_Type2,18,1.0
AORV_Type2,19,1.0
AORV_Type2,20,1.0
AORV_Type2,21,1.0
AORV_Type2,22,1.0
AORV_Type2,23,1.0
AORV_Type2,24,1.0
AORV_Type2,25,1.0
AORV_Type2,26,1.0
AORV_Type2,27,1.0
AORV_Type2,28,1.0
AORV_Type2,29,1.0
AORV_Type2,30,1.0
AORV_Type2,31,1.0
AORV_Type3,0,1.0
AORV_Type3,1,1.0
AORV_Type3,2,1.0
AORV_Type3,3,1.0
AORV_Type3,4,1.0
AORV_Type3,5,1.0
AORV_Type3,6,1.0
AORV_Type3,7,1.0
AORV_Type3,8,1.0
AORV_Type3,9,1.0
AORV_Type3,10,1.0
AORV_Type3,11,1.0
AORV_Type3,12,1.0
AORV_Type3,13,1.0
AORV_Type3,14,1.0
AORV_Type3,15,1.0
AORV_Type3,16,1.0
AORV_Type3,17,1.0
AORV_Type3,18,1.0
AORV_Type3,19,1.0
AORV_Type3,20,1.0
AORV_Type3,21,1.0
AORV_Type3,22,1.0
AORV_Type3,23,1.0
AORV_Type3,24,1.0
AORV_Type3,25,1.0
AORV_Type3,26,1.0
AORV_Type3,27,1.0
AORV_Type3,28,1.0
AORV_Type3,29,1.0
AORV_Type3,30,1.0
AORV_Type3,31,1.0
AORV_Type4,0,1.0
AORV_Type4,1,1.0
AORV_Type4,2,1.0
AORV_Type4,3,1.0
AORV_Type4,4,1.0
AORV_Type4,5,1.0
AORV_Type4,6,1.0
AORV_Type4,7,1.0
AORV_Type4,8,1.0
AORV_Type4,9,1.0
AORV_Type4,10,1.0
AORV_Type4,11,1.0
AORV_Type4,12,1.0
AORV_Type4,13,1.0
AORV_Type4,14,1.0
AORV_Type4,15,1.0
AORV_Type4,16,1.0
AORV_Type4,17,1.0
AORV_Type4,18,1.0
AORV_Type4,19,1.0
AORV_Type4,20,1.0
AORV_Type4,21,1.0
AORV_Type4,22,1.0
AORV_Type4,23,1.0
AORV_Type4,24,1.0
AORV_Type4,25,1.0
AORV_Type4,26,1.0
AORV_Type4,27,1.0
AORV_Type4,28,1.0
AORV_Type4,29,1.0
AORV_Type4,30,1.0
AORV_Type4,31,1.0
AOWPRIVEPLAN,0,1.0
AOWPRIVEPLAN,1,1.0
AOWPRIVEPLAN,2,1.0
AOWPRIVEPLAN,3,1.0
AOWPRIVEPLAN,4,1.0
AOWPRIVEPLAN,5,1.0
AOWPRIVEPLAN,6,1.0
AOWPRIVEPLAN,7,1.0
AOWPRIVEPLAN,8,1.0
AOWPRIVEPLAN,9,1.0
AOWPRIVEPLAN,10,1.0
AOWPRIVEPLAN,11,1.0
AOWPRIVEPLAN,12,1.0
AOWPRIVEPLAN,13,1.0
AOWPRIVEPLAN,14,1.0
AOWPRIVEPLAN,15,1.0
AOWPRIVEPLAN,16,1.0
AOWPRIVEPLAN,17,1.0
AOWPRIVEPLAN,18,1.0
AOWPRIVEPLAN,19,1.0
AOWPRIVEPLAN,20,1.0
AOWPRIVEPLAN,21,1.0
AOWPRIVEPLAN,22,1.0
AOWPRIVEPLAN,23,1.0
AOWPRIVEPLAN,24,1.0
AOWPRIVEPLAN,25,1.0
AOWPRIVEPLAN,26,1.0
AOWPRIVEPLAN,27,1.0
AOWPRIVEPLAN,28,1.0
AOWPRIVEPLAN,29,1.0
AOWPRIVEPLAN,30,1.0
AOWPRIVEPLAN,31,1.0
ASH,0,1.0
ASH,1,1.0
ASH,2,1.0
ASH,3,1.0
ASH,4,1.0
ASH,5,1.0
ASH,6,1.0
ASH,7,1.0
ASH,8,1.0
ASH,9,1.0
ASH,10,1.0
ASH,11,1.0
ASH,12,1.0
ASH,13,1.0
ASH,14,1.0
ASH,15,1.0
ASH,16,1.0
ASH,17,1.0
ASH,18,1.0
ASH,19,1.0
ASH,20,1.0
ASH,21,1.0
ASH,22,1.0
ASH,23,1.0
ASH,24,1.0
ASH,25,1.0
ASH,26,1.0
ASH,27,1.0
ASH,28,1.0
ASH,29,1.0
ASH,30,1.0
ASH,31,1.0
BEDRIJVEN,0,1.0
BEDRIJVEN,1,1.0
BEDRIJVEN,2,1.0
BEDRIJVEN,3,1.0
BEDRIJVEN,4,1.0
BEDRIJVEN,5,1.0
BEDRIJVEN,6,1.0
BEDRIJVEN,7,1.0
BEDRIJVEN,8,1.0
BEDRIJVEN,9,1.0
BEDRIJVEN,10,1.0
BEDRIJVEN,11,1.0
BEDRIJVEN,12,1.0
BEDRIJVEN,13,1.0
BEDRIJVEN,14,1.0
BEDRIJVEN,15,1.0
BEDRIJVEN,16,1.0
BEDRIJVEN,17,1.0
BEDRIJVEN,18,1.0
BEDRIJVEN,19,1.0
BEDRIJVEN,20,1.0
BEDRIJVEN,21,1.0
BEDRIJVEN,22,1.0
BEDRIJVEN,23,1.0
BEDRIJVEN,24,1.0
BEDRIJVEN,25,1.0
BEDRIJVEN,26,1.0
BEDRIJVEN,27,1.0
BEDRIJVEN,28,1.0
BEDRIJVEN,29,1.0
BEDRIJVEN,30,1.0
BEDRIJVEN,31,1.0
BUDGETFONDS,0,1.0
BUDGETFONDS,1,1.0
BUDGETFONDS,2,1.0
BUDGETFONDS,3,1.0
BUDGETFONDS,4,1.0
BUDGETFONDS,5,1.0
BUDGETFONDS,6,1.0
BUDGETFONDS,7,1.0
BUDGETFONDS,8,1.0
BUDGETFONDS,9,1.0
BUDGETFONDS,10,1.0
BUDGETFONDS,11,1.0
BUDGETFONDS,12,1.0
BUDGETFONDS,13,1.0
BUDGETFONDS,14,1.0
BUDGETFONDS,15,1.0
BUDGETFONDS,16,1.0
BUDGETFONDS,17,1.0
BUDGETFONDS,18,1.0
BUDGETFONDS,19,1.0
BUDGETFONDS,20,1.0
BUDGETFONDS,21,1.0
BUDGETFONDS,22,1.0
BUDGETFONDS,23,1.0
BUDGETFONDS,24,1.0
BUDGETFONDS,25,1.0
BUDGETFONDS,26,1.0
BUDGETFONDS,27,1.0
BUDGETFONDS,28,1.0
BUDGETFONDS,29,1.0
BUDGETFONDS,30,1.0
BUDGETFONDS,31,1.0
DEPOT,0,1.0
DEPOT,1,1.0
DEPOT,2,1.0
DEPOT,3,1.0
DEPOT,4,1.0
DEPOT,5,1.0
DEPOT,6,1.0
DEPOT,7,1.0
DEPOT,8,1.0
DEPOT,9,1.0
DEPOT,10,1.0
DEPOT,11,1.0
DEPOT,12,1.0
DEPOT,13,1.0
DEPOT,14,1.0
DEPOT,15,1.0
DEPOT,16,1.0
DEPOT,17,1.0
DEPOT,18,1.0
DEPOT,19,1.0
DEPOT,20,1.0
DEPOT,21,1.0
DEPOT,22,1.0
DEPOT,23,1.0
DEPOT,24,1.0
DEPOT,25,1.0
DEPOT,26,1.0
DEPOT,27,1.0
DEPOT,28,1.0
DEPOT,29,1.0
DEPOT,30,1.0
DEPOT,31,1.0
FISCAALVOORDEELPLAN,0,1.0
FISCAALVOORDEELPLAN,1,1.0
FISCAALVOORDEELPLAN,2,1.0
FISCAALVOORDEELPLAN,3,1.0
FISCAALVOORDEELPLAN,4,1.0
FISCAALVOORDEELPLAN,5,1.0
FISCAALVOORDEELPLAN,6,1.0
FISCAALVOORDEELPLAN,7,1.0
FISCAALVOORDEELPLAN,8,1.0
FISCAALVOORDEELPLAN,9,1.0
FISCAALVOORDEELPLAN,10,1.0
FISCAALVOORDEELPLAN,11,1.0
FISCAALVOORDEELPLAN,12,1.0
FISCAALVOORDEELPLAN,13,1.0
FISCAALVOORDEELPLAN,14,1.0
FISCAALVOORDEELPLAN,15,1.0
FISCAALVOORDEELPLAN,16,1.0
FISCAALVOORDEELPLAN,17,1.0
FISCAALVOORDEELPLAN,18,1.0
FISCAALVOORDEELPLAN,19,1.0
FISCAALVOORDEELPLAN,20,1.0
FISCAALVOORDEELPLAN,21,1.0
FISCAALVOORDEELPLAN,22,1.0
FISCAALVOORDEELPLAN,23,1.0
FISCAALVOORDEELPLAN,24,1.0
FISCAALVOORDEELPLAN,25,1.0
FISCAALVOORDEELPLAN,26,1.0
FISCAALVOORDEELPLAN,27,1.0
FISCAALVOORDEELPLAN,28,1.0
FISCAALVOORDEELPLAN,29,1.0
FISCAALVOORDEELPLAN,30,1.0
FISCAALVOORDEELPLAN,31,1.0
FP_1,0,1.0
FP_1,1,1.0
FP_1,2,1.0
FP_1,3,1.0
FP_1,4,1.0
FP_1,5,1.0
FP_1,6,1.0
FP_1,7,1.0
FP_1,8,1.0
FP_1,9,1.0
FP_1,10,1.0
FP_1,11,1.0
FP_1,12,1.0
FP_1,13,1.0
FP_1,14,1.0
FP_1,15,1.0
FP_1,16,1.0
FP_1,17,1.0
FP_1,18,1.0
FP_1,19,1.0
FP_1,20,1.0
FP_1,21,1.0
FP_1,22,1.0
FP_1,23,1.0
FP_1,24,1.0
FP_1,25,1.0
FP_1,26,1.0
FP_1,27,1.0
FP_1,28,1.0
FP_1,29,1.0
FP_1,30,1.0
FP_1,31,1.0
FP_2,0,1.0
FP_2,1,1.0
FP_2,2,1.0
FP_2,3,1.0
FP_2,4,1.0
FP_2,5,1.0
FP_2,6,1.0
FP_2,7,1.0
FP_2,8,1.0
FP_2,9,1.0
FP_2,10,1.0
FP_2,11,1.0
FP_2,12,1.0
FP_2,13,1.0
FP_2,14,1.0
FP_2,15,1.0
FP_2,16,1.0
FP_2,17,1.0
FP_2,18,1.0
FP_2,19,1.0
FP_2,20,1.0
FP_2,21,1.0
FP_2,22,1.0
FP_2,23,1.0
FP_2,24,1.0
FP_2,25,1.0
FP_2,26,1.0
FP_2,27,1.0
FP_2,28,1.0
FP_2,29,1.0
FP_2,30,1.0
FP_2,31,1.0
FP_3,0,1.0
FP_3,1,1.0
FP_3,2,1.0
FP_3,3,1.0
FP_3,4,1.0
FP_3,5,1.0
FP_3,6,1.0
FP_3,7,1.0
FP_3,8,1.0
FP_3,9,1.0
FP_3,10,1.0
FP_3,11,1.0
FP_3,12,1.0
FP_3,13,1.0
FP_3,14,1.0
FP_3,15,1.0
FP_3,16,1.0
FP_3,17,1.0
FP_3,18,1.0
FP_3,19,1.0
FP_3,20,1.0
FP_3,21,1.0
FP_3,22,1.0
FP_3,23,1.0
FP_3,24,1.0
FP_3,25,1.0
FP_3,26,1.0
FP_3,27,1.0
FP_3,28,1.0
FP_3,29,1.0
FP_3,30,1.0
FP_3,31,1.0
FP_4,0,1.0
FP_4,1,1.0
FP_4,2,1.0
FP_4,3,1.0
FP_4,4,1.0
FP_4,5,1.0
FP_4,6,1.0
FP_4,7,1.0
FP_4,8,1.0
FP_4,9,1.0
FP_4,10,1.0
FP_4,11,1.0
FP_4,12,1.0
FP_4,13,1.0
FP_4,14,1.0
FP_4,15,1.0
FP_4,16,1.0
FP_4,17,1.0
FP_4,18,1.0
FP_4,19,1.0
FP_4,20,1.0
FP_4,21,1.0
FP_4,22,1.0
FP_4,23,1.0
FP_4,24,1.0
FP_4,25,1.0
FP_4,26,1.0
FP_4,27,1.0
FP_4,28,1.0
FP_4,29,1.0
FP_4,30,1.0
FP_4,31,1.0
FP_5,0,1.0
FP_5,1,1.0
FP_5,2,1.0
FP_5,3,1.0
FP_5,4,1.0
FP_5,5,1.0
FP_5,6,1.0
FP_5,7,1.0
FP_5,8,1.0
FP_5,9,1.0
FP_5,10,1.0
FP_5,11,1.0
FP_5,12,1.0
FP_5,13,1.0
FP_5,14,1.0
FP_5,15,1.0
FP_5,16,1.0
FP_5,17,1.0
FP_5,18,1.0
FP_5,19,1.0
FP_5,20,1.0
FP_5,21,1.0
FP_5,22,1.0
FP_5,23,1.0
FP_5,24,1.0
FP_5,25,1.0
FP_5,26,1.0
FP_5,27,1.0
FP_5,28,1.0
FP_5,29,1.0
FP_5,30,1.0
FP_5,31,1.0
FP_6,0,1.0
FP_6,1,1.0
FP_6,2,1.0
FP_6,3,1.0
FP_6,4,1.0
FP_6,5,1.0
FP_6,6,1.0
FP_6,7,1.0
FP_6,8,1.0
FP_6,9,1.0
FP_6,10,1.0
FP_6,11,1.0
FP_6,12,1.0
FP_6,13,1.0
FP_6,14,1.0
FP_6,15,1.0
FP_6,16,1.0
FP_6,17,1.0
FP_6,18,1.0
FP_6,19,1.0
FP_6,20,1.0
FP_6,21,1.0
FP_6,22,1.0
FP_6,23,1.0
FP_6,24,1.0
FP_6,25,1.0
FP_6,26,1.0
FP_6,27,1.0
FP_6,28,1.0
FP_6,29,1.0
FP_6,30,1.0
FP_6,31,1.0
FP_7,0,1.0
FP_7,1,1.0
FP_7,2,1.0
FP_7,3,1.0
FP_7,4,1.0
FP_7,5,1.0
FP_7,6,1.0
FP_7,7,1.0
FP_7,8,1.0
FP_7,9,1.0
FP_7,10,1.0
FP_7,11,1.0
FP_7,12,1.0
FP_7,13,1.0
FP_7,14,1.0
FP_7,15,1.0
FP_7,16,1.0
FP_7,17,1.0
FP_7,18,1.0
FP_7,19,1.0
FP_7,20,1.0
FP_7,21,1.0
FP_7,22,1.0
FP_7,23,1.0
FP_7,24,1.0
FP_7,25,1.0
FP_7,26,1.0
FP_7,27,1.0
FP_7,28,1.0
FP_7,29,1.0
FP_7,30,1.0
FP_7,31,1.0
FP_8,0,1.0
FP_8,1,1.0
FP_8,2,1.0
FP_8,3,1.0
FP_8,4,1.0
FP_8,5,1.0
FP_8,6,1.0
FP_8,7,1.0
FP_8,8,1.0
FP_8,9,1.0
FP_8,10,1.0
FP_8,11,1.0
FP_8,12,1.0
FP_8,13,1.0
FP_8,14,1.0
FP_8,15,1.0
FP_8,16,1.0
FP_8,17,1.0
FP_8,18,1.0
FP_8,19,1.0
FP_8,20,1.0
FP_8,21,1.0
FP_8,22,1.0
FP_8,23,1.0
FP_8,24,1.0
FP_8,25,1.0
FP_8,26,1.0
FP_8,27,1.0
FP_8,28,1.0
FP_8,29,1.0
FP_8,30,1.0
FP_8,31,1.0
GARANTIEPLAN,0,1.0
GARANTIEPLAN,1,1.0
GARANTIEPLAN,2,1.0
GARANTIEPLAN,3,1.0
GARANTIEPLAN,4,1.0
GARANTIEPLAN,5,1.0
GARANTIEPLAN,6,1.0
GARANTIEPLAN,7,1.0
GARANTIEPLAN,8,1.0
GARANTIEPLAN,9,1.0
GARANTIEPLAN,10,1.0
GARANTIEPLAN,11,1.0
GARANTIEPLAN,12,1.0
GARANTIEPLAN,13,1.0
GARANTIEPLAN,14,1.0
GARANTIEPLAN,15,1.0
GARANTIEPLAN,16,1.0
GARANTIEPLAN,17,1.0
GARANTIEPLAN,18,1.0
GARANTIEPLAN,19,1.0
