runkey,groupofcontracts,type,maturityidentifier,rate
IFRS17_ALL,L0003100~TRANSITION,spot,852M,0.024951182
IFRS17_ALL,L0003100~TRANSITION,spot,853M,0.024970061
IFRS17_ALL,L0003100~TRANSITION,spot,854M,0.024988897
IFRS17_ALL,L0003100~TRANSITION,spot,855M,0.025007689
IFRS17_ALL,L0003100~TRANSITION,spot,856M,0.025026438
IFRS17_ALL,L0003100~TRANSITION,spot,857M,0.025045143
IFRS17_ALL,L0003100~TRANSITION,spot,858M,0.025063805
IFRS17_ALL,L0003100~TRANSITION,spot,859M,0.025082424
IFRS17_ALL,L0003100~TRANSITION,spot,860M,0.025100999
IFRS17_ALL,L0003100~TRANSITION,spot,861M,0.025119533
IFRS17_ALL,L0003100~TRANSITION,spot,862M,0.025138023
IFRS17_ALL,L0003100~TRANSITION,spot,863M,0.025156471
IFRS17_ALL,L0003100~TRANSITION,spot,864M,0.025174876
IFRS17_ALL,L0003100~TRANSITION,spot,865M,0.025193239
IFRS17_ALL,L0003100~TRANSITION,spot,866M,0.02521156
IFRS17_ALL,L0003100~TRANSITION,spot,867M,0.025229839
IFRS17_ALL,L0003100~TRANSITION,spot,868M,0.025248077
IFRS17_ALL,L0003100~TRANSITION,spot,869M,0.025266273
IFRS17_ALL,L0003100~TRANSITION,spot,870M,0.025284427
IFRS17_ALL,L0003100~TRANSITION,spot,871M,0.02530254
IFRS17_ALL,L0003100~TRANSITION,spot,872M,0.025320611
IFRS17_ALL,L0003100~TRANSITION,spot,873M,0.025338642
IFRS17_ALL,L0003100~TRANSITION,spot,874M,0.025356632
IFRS17_ALL,L0003100~TRANSITION,spot,875M,0.025374581
IFRS17_ALL,L0003100~TRANSITION,spot,876M,0.025392489
IFRS17_ALL,L0003100~TRANSITION,spot,877M,0.025410356
IFRS17_ALL,L0003100~TRANSITION,spot,878M,0.025428183
IFRS17_ALL,L0003100~TRANSITION,spot,879M,0.02544597
IFRS17_ALL,L0003100~TRANSITION,spot,880M,0.025463717
IFRS17_ALL,L0003100~TRANSITION,spot,881M,0.025481424
IFRS17_ALL,L0003100~TRANSITION,spot,882M,0.025499091
IFRS17_ALL,L0003100~TRANSITION,spot,883M,0.025516719
IFRS17_ALL,L0003100~TRANSITION,spot,884M,0.025534306
IFRS17_ALL,L0003100~TRANSITION,spot,885M,0.025551855
IFRS17_ALL,L0003100~TRANSITION,spot,886M,0.025569364
IFRS17_ALL,L0003100~TRANSITION,spot,887M,0.025586833
IFRS17_ALL,L0003100~TRANSITION,spot,888M,0.025604264
IFRS17_ALL,L0003100~TRANSITION,spot,889M,0.025621656
IFRS17_ALL,L0003100~TRANSITION,spot,890M,0.025639009
IFRS17_ALL,L0003100~TRANSITION,spot,891M,0.025656323
IFRS17_ALL,L0003100~TRANSITION,spot,892M,0.025673599
IFRS17_ALL,L0003100~TRANSITION,spot,893M,0.025690837
IFRS17_ALL,L0003100~TRANSITION,spot,894M,0.025708036
IFRS17_ALL,L0003100~TRANSITION,spot,895M,0.025725197
IFRS17_ALL,L0003100~TRANSITION,spot,896M,0.02574232
IFRS17_ALL,L0003100~TRANSITION,spot,897M,0.025759405
IFRS17_ALL,L0003100~TRANSITION,spot,898M,0.025776452
IFRS17_ALL,L0003100~TRANSITION,spot,899M,0.025793462
IFRS17_ALL,L0003100~TRANSITION,spot,900M,0.025810434
IFRS17_ALL,L0003100~TRANSITION,spot,901M,0.025827369
IFRS17_ALL,L0003100~TRANSITION,spot,902M,0.025844267
IFRS17_ALL,L0003100~TRANSITION,spot,903M,0.025861127
IFRS17_ALL,L0003100~TRANSITION,spot,904M,0.02587795
IFRS17_ALL,L0003100~TRANSITION,spot,905M,0.025894737
IFRS17_ALL,L0003100~TRANSITION,spot,906M,0.025911486
IFRS17_ALL,L0003100~TRANSITION,spot,907M,0.025928199
IFRS17_ALL,L0003100~TRANSITION,spot,908M,0.025944876
IFRS17_ALL,L0003100~TRANSITION,spot,909M,0.025961516
IFRS17_ALL,L0003100~TRANSITION,spot,910M,0.02597812
IFRS17_ALL,L0003100~TRANSITION,spot,911M,0.025994687
IFRS17_ALL,L0003100~TRANSITION,spot,912M,0.026011219
IFRS17_ALL,L0003100~TRANSITION,spot,913M,0.026027714
IFRS17_ALL,L0003100~TRANSITION,spot,914M,0.026044174
IFRS17_ALL,L0003100~TRANSITION,spot,915M,0.026060598
IFRS17_ALL,L0003100~TRANSITION,spot,916M,0.026076986
IFRS17_ALL,L0003100~TRANSITION,spot,917M,0.026093339
IFRS17_ALL,L0003100~TRANSITION,spot,918M,0.026109657
IFRS17_ALL,L0003100~TRANSITION,spot,919M,0.026125939
IFRS17_ALL,L0003100~TRANSITION,spot,920M,0.026142186
IFRS17_ALL,L0003100~TRANSITION,spot,921M,0.026158399
IFRS17_ALL,L0003100~TRANSITION,spot,922M,0.026174576
IFRS17_ALL,L0003100~TRANSITION,spot,923M,0.026190718
IFRS17_ALL,L0003100~TRANSITION,spot,924M,0.026206826
IFRS17_ALL,L0003100~TRANSITION,spot,925M,0.026222899
IFRS17_ALL,L0003100~TRANSITION,spot,926M,0.026238938
IFRS17_ALL,L0003100~TRANSITION,spot,927M,0.026254942
IFRS17_ALL,L0003100~TRANSITION,spot,928M,0.026270912
IFRS17_ALL,L0003100~TRANSITION,spot,929M,0.026286848
IFRS17_ALL,L0003100~TRANSITION,spot,930M,0.02630275
IFRS17_ALL,L0003100~TRANSITION,spot,931M,0.026318618
IFRS17_ALL,L0003100~TRANSITION,spot,932M,0.026334452
IFRS17_ALL,L0003100~TRANSITION,spot,933M,0.026350253
IFRS17_ALL,L0003100~TRANSITION,spot,934M,0.02636602
IFRS17_ALL,L0003100~TRANSITION,spot,935M,0.026381753
IFRS17_ALL,L0003100~TRANSITION,spot,936M,0.026397453
IFRS17_ALL,L0003100~TRANSITION,spot,937M,0.02641312
IFRS17_ALL,L0003100~TRANSITION,spot,938M,0.026428753
IFRS17_ALL,L0003100~TRANSITION,spot,939M,0.026444354
IFRS17_ALL,L0003100~TRANSITION,spot,940M,0.026459922
IFRS17_ALL,L0003100~TRANSITION,spot,941M,0.026475456
IFRS17_ALL,L0003100~TRANSITION,spot,942M,0.026490958
IFRS17_ALL,L0003100~TRANSITION,spot,943M,0.026506428
IFRS17_ALL,L0003100~TRANSITION,spot,944M,0.026521865
IFRS17_ALL,L0003100~TRANSITION,spot,945M,0.026537269
IFRS17_ALL,L0003100~TRANSITION,spot,946M,0.026552641
IFRS17_ALL,L0003100~TRANSITION,spot,947M,0.026567981
IFRS17_ALL,L0003100~TRANSITION,spot,948M,0.026583093
IFRS17_ALL,L0003100~TRANSITION,spot,949M,0.026598173
IFRS17_ALL,L0003100~TRANSITION,spot,950M,0.026613221
IFRS17_ALL,L0003100~TRANSITION,spot,951M,0.026628238
IFRS17_ALL,L0003100~TRANSITION,spot,952M,0.026643224
IFRS17_ALL,L0003100~TRANSITION,spot,953M,0.026658179
IFRS17_ALL,L0003100~TRANSITION,spot,954M,0.026673102
IFRS17_ALL,L0003100~TRANSITION,spot,955M,0.026687994
IFRS17_ALL,L0003100~TRANSITION,spot,956M,0.026702856
IFRS17_ALL,L0003100~TRANSITION,spot,957M,0.026717687
IFRS17_ALL,L0003100~TRANSITION,spot,958M,0.026732486
IFRS17_ALL,L0003100~TRANSITION,spot,959M,0.026747256
IFRS17_ALL,L0003100~TRANSITION,spot,960M,0.026761994
IFRS17_ALL,L0003100~TRANSITION,spot,961M,0.026776702
IFRS17_ALL,L0003100~TRANSITION,spot,962M,0.02679138
IFRS17_ALL,L0003100~TRANSITION,spot,963M,0.026806028
IFRS17_ALL,L0003100~TRANSITION,spot,964M,0.026820645
IFRS17_ALL,L0003100~TRANSITION,spot,965M,0.026835232
IFRS17_ALL,L0003100~TRANSITION,spot,966M,0.02684979
IFRS17_ALL,L0003100~TRANSITION,spot,967M,0.026864317
IFRS17_ALL,L0003100~TRANSITION,spot,968M,0.026878815
IFRS17_ALL,L0003100~TRANSITION,spot,969M,0.026893283
IFRS17_ALL,L0003100~TRANSITION,spot,970M,0.026907721
IFRS17_ALL,L0003100~TRANSITION,spot,971M,0.026922129
IFRS17_ALL,L0003100~TRANSITION,spot,972M,0.026936509
IFRS17_ALL,L0003100~TRANSITION,spot,973M,0.026950858
IFRS17_ALL,L0003100~TRANSITION,spot,974M,0.026965179
IFRS17_ALL,L0003100~TRANSITION,spot,975M,0.02697947
IFRS17_ALL,L0003100~TRANSITION,spot,976M,0.026993733
IFRS17_ALL,L0003100~TRANSITION,spot,977M,0.027007966
IFRS17_ALL,L0003100~TRANSITION,spot,978M,0.027022171
IFRS17_ALL,L0003100~TRANSITION,spot,979M,0.027036346
IFRS17_ALL,L0003100~TRANSITION,spot,980M,0.027050493
IFRS17_ALL,L0003100~TRANSITION,spot,981M,0.027064611
IFRS17_ALL,L0003100~TRANSITION,spot,982M,0.027078701
IFRS17_ALL,L0003100~TRANSITION,spot,983M,0.027092762
IFRS17_ALL,L0003100~TRANSITION,spot,984M,0.027106795
IFRS17_ALL,L0003100~TRANSITION,spot,985M,0.0271208
IFRS17_ALL,L0003100~TRANSITION,spot,986M,0.027134776
IFRS17_ALL,L0003100~TRANSITION,spot,987M,0.027148724
IFRS17_ALL,L0003100~TRANSITION,spot,988M,0.027162644
IFRS17_ALL,L0003100~TRANSITION,spot,989M,0.027176536
IFRS17_ALL,L0003100~TRANSITION,spot,990M,0.027190401
IFRS17_ALL,L0003100~TRANSITION,spot,991M,0.027204237
IFRS17_ALL,L0003100~TRANSITION,spot,992M,0.027218046
IFRS17_ALL,L0003100~TRANSITION,spot,993M,0.027231827
IFRS17_ALL,L0003100~TRANSITION,spot,994M,0.027245581
IFRS17_ALL,L0003100~TRANSITION,spot,995M,0.027259307
IFRS17_ALL,L0003100~TRANSITION,spot,996M,0.027273006
IFRS17_ALL,L0003100~TRANSITION,spot,997M,0.027286677
IFRS17_ALL,L0003100~TRANSITION,spot,998M,0.027300321
IFRS17_ALL,L0003100~TRANSITION,spot,999M,0.027313938
IFRS17_ALL,L0003100~TRANSITION,spot,1000M,0.027327528
IFRS17_ALL,L0003100~TRANSITION,spot,1001M,0.027341091
IFRS17_ALL,L0003100~TRANSITION,spot,1002M,0.027354628
IFRS17_ALL,L0003100~TRANSITION,spot,1003M,0.027368137
IFRS17_ALL,L0003100~TRANSITION,spot,1004M,0.02738162
IFRS17_ALL,L0003100~TRANSITION,spot,1005M,0.027395076
IFRS17_ALL,L0003100~TRANSITION,spot,1006M,0.027408505
IFRS17_ALL,L0003100~TRANSITION,spot,1007M,0.027421908
IFRS17_ALL,L0003100~TRANSITION,spot,1008M,0.027435285
IFRS17_ALL,L0003100~TRANSITION,spot,1009M,0.027448635
IFRS17_ALL,L0003100~TRANSITION,spot,1010M,0.027461959
IFRS17_ALL,L0003100~TRANSITION,spot,1011M,0.027475256
IFRS17_ALL,L0003100~TRANSITION,spot,1012M,0.027488528
IFRS17_ALL,L0003100~TRANSITION,spot,1013M,0.027501773
IFRS17_ALL,L0003100~TRANSITION,spot,1014M,0.027514993
IFRS17_ALL,L0003100~TRANSITION,spot,1015M,0.027528187
IFRS17_ALL,L0003100~TRANSITION,spot,1016M,0.027541355
IFRS17_ALL,L0003100~TRANSITION,spot,1017M,0.027554497
IFRS17_ALL,L0003100~TRANSITION,spot,1018M,0.027567614
IFRS17_ALL,L0003100~TRANSITION,spot,1019M,0.027580705
IFRS17_ALL,L0003100~TRANSITION,spot,1020M,0.02759377
IFRS17_ALL,L0003100~TRANSITION,spot,1021M,0.02760681
IFRS17_ALL,L0003100~TRANSITION,spot,1022M,0.027619825
IFRS17_ALL,L0003100~TRANSITION,spot,1023M,0.027632814
IFRS17_ALL,L0003100~TRANSITION,spot,1024M,0.027645778
IFRS17_ALL,L0003100~TRANSITION,spot,1025M,0.027658717
IFRS17_ALL,L0003100~TRANSITION,spot,1026M,0.027671631
IFRS17_ALL,L0003100~TRANSITION,spot,1027M,0.02768452
IFRS17_ALL,L0003100~TRANSITION,spot,1028M,0.027697384
IFRS17_ALL,L0003100~TRANSITION,spot,1029M,0.027710224
IFRS17_ALL,L0003100~TRANSITION,spot,1030M,0.027723038
IFRS17_ALL,L0003100~TRANSITION,spot,1031M,0.027735828
IFRS17_ALL,L0003100~TRANSITION,spot,1032M,0.027748593
IFRS17_ALL,L0003100~TRANSITION,spot,1033M,0.027761334
IFRS17_ALL,L0003100~TRANSITION,spot,1034M,0.02777405
IFRS17_ALL,L0003100~TRANSITION,spot,1035M,0.027786742
IFRS17_ALL,L0003100~TRANSITION,spot,1036M,0.027799409
IFRS17_ALL,L0003100~TRANSITION,spot,1037M,0.027812052
IFRS17_ALL,L0003100~TRANSITION,spot,1038M,0.027824671
IFRS17_ALL,L0003100~TRANSITION,spot,1039M,0.027837266
IFRS17_ALL,L0003100~TRANSITION,spot,1040M,0.027849836
IFRS17_ALL,L0003100~TRANSITION,spot,1041M,0.027862383
IFRS17_ALL,L0003100~TRANSITION,spot,1042M,0.027874906
IFRS17_ALL,L0003100~TRANSITION,spot,1043M,0.027887405
IFRS17_ALL,L0003100~TRANSITION,spot,1044M,0.02789988
IFRS17_ALL,L0003100~TRANSITION,spot,1045M,0.027912331
IFRS17_ALL,L0003100~TRANSITION,spot,1046M,0.027924759
IFRS17_ALL,L0003100~TRANSITION,spot,1047M,0.027937163
IFRS17_ALL,L0003100~TRANSITION,spot,1048M,0.027949544
IFRS17_ALL,L0003100~TRANSITION,spot,1049M,0.027961901
IFRS17_ALL,L0003100~TRANSITION,spot,1050M,0.027974235
IFRS17_ALL,L0003100~TRANSITION,spot,1051M,0.027986545
IFRS17_ALL,L0003100~TRANSITION,spot,1052M,0.027998832
IFRS17_ALL,L0003100~TRANSITION,spot,1053M,0.028011096
IFRS17_ALL,L0003100~TRANSITION,spot,1054M,0.028023337
IFRS17_ALL,L0003100~TRANSITION,spot,1055M,0.028035555
IFRS17_ALL,L0003100~TRANSITION,spot,1056M,0.02804775
IFRS17_ALL,L0003100~TRANSITION,spot,1057M,0.028059922
IFRS17_ALL,L0003100~TRANSITION,spot,1058M,0.028072071
IFRS17_ALL,L0003100~TRANSITION,spot,1059M,0.028084197
IFRS17_ALL,L0003100~TRANSITION,spot,1060M,0.0280963
IFRS17_ALL,L0003100~TRANSITION,spot,1061M,0.028108381
IFRS17_ALL,L0003100~TRANSITION,spot,1062M,0.028120439
IFRS17_ALL,L0003100~TRANSITION,spot,1063M,0.028132475
IFRS17_ALL,L0003100~TRANSITION,spot,1064M,0.028144488
IFRS17_ALL,L0003100~TRANSITION,spot,1065M,0.028156479
IFRS17_ALL,L0003100~TRANSITION,spot,1066M,0.028168447
IFRS17_ALL,L0003100~TRANSITION,spot,1067M,0.028180393
IFRS17_ALL,L0003100~TRANSITION,spot,1068M,0.028192317
IFRS17_ALL,L0003100~TRANSITION,spot,1069M,0.028204219
IFRS17_ALL,L0003100~TRANSITION,spot,1070M,0.028216098
IFRS17_ALL,L0003100~TRANSITION,spot,1071M,0.028227956
IFRS17_ALL,L0003100~TRANSITION,spot,1072M,0.028239791
IFRS17_ALL,L0003100~TRANSITION,spot,1073M,0.028251605
IFRS17_ALL,L0003100~TRANSITION,spot,1074M,0.028263397
IFRS17_ALL,L0003100~TRANSITION,spot,1075M,0.028275167
IFRS17_ALL,L0003100~TRANSITION,spot,1076M,0.028286915
IFRS17_ALL,L0003100~TRANSITION,spot,1077M,0.028298642
IFRS17_ALL,L0003100~TRANSITION,spot,1078M,0.028310347
IFRS17_ALL,L0003100~TRANSITION,spot,1079M,0.02832203
IFRS17_ALL,L0003100~TRANSITION,spot,1080M,0.028333692
IFRS17_ALL,L0003100~TRANSITION,spot,1081M,0.028345332
IFRS17_ALL,L0003100~TRANSITION,spot,1082M,0.028356951
IFRS17_ALL,L0003100~TRANSITION,spot,1083M,0.028368549
IFRS17_ALL,L0003100~TRANSITION,spot,1084M,0.028380125
IFRS17_ALL,L0003100~TRANSITION,spot,1085M,0.02839168
IFRS17_ALL,L0003100~TRANSITION,spot,1086M,0.028403214
IFRS17_ALL,L0003100~TRANSITION,spot,1087M,0.028414727
IFRS17_ALL,L0003100~TRANSITION,spot,1088M,0.028426219
IFRS17_ALL,L0003100~TRANSITION,spot,1089M,0.02843769
IFRS17_ALL,L0003100~TRANSITION,spot,1090M,0.028449141
IFRS17_ALL,L0003100~TRANSITION,spot,1091M,0.02846057
IFRS17_ALL,L0003100~TRANSITION,spot,1092M,0.028471978
IFRS17_ALL,L0003100~TRANSITION,spot,1093M,0.028483366
IFRS17_ALL,L0003100~TRANSITION,spot,1094M,0.028494732
IFRS17_ALL,L0003100~TRANSITION,spot,1095M,0.028506079
IFRS17_ALL,L0003100~TRANSITION,spot,1096M,0.028517404
IFRS17_ALL,L0003100~TRANSITION,spot,1097M,0.02852871
IFRS17_ALL,L0003100~TRANSITION,spot,1098M,0.028539994
IFRS17_ALL,L0003100~TRANSITION,spot,1099M,0.028551259
IFRS17_ALL,L0003100~TRANSITION,spot,1100M,0.028562503
IFRS17_ALL,L0003100~TRANSITION,spot,1101M,0.028573726
IFRS17_ALL,L0003100~TRANSITION,spot,1102M,0.02858493
IFRS17_ALL,L0003100~TRANSITION,spot,1103M,0.028596113
IFRS17_ALL,L0003100~TRANSITION,spot,1104M,0.028607276
IFRS17_ALL,L0003100~TRANSITION,spot,1105M,0.028618419
IFRS17_ALL,L0003100~TRANSITION,spot,1106M,0.028629542
IFRS17_ALL,L0003100~TRANSITION,spot,1107M,0.028640645
IFRS17_ALL,L0003100~TRANSITION,spot,1108M,0.028651728
IFRS17_ALL,L0003100~TRANSITION,spot,1109M,0.028662791
IFRS17_ALL,L0003100~TRANSITION,spot,1110M,0.028673834
IFRS17_ALL,L0003100~TRANSITION,spot,1111M,0.028684858
IFRS17_ALL,L0003100~TRANSITION,spot,1112M,0.028695862
IFRS17_ALL,L0003100~TRANSITION,spot,1113M,0.028706846
IFRS17_ALL,L0003100~TRANSITION,spot,1114M,0.028717811
IFRS17_ALL,L0003100~TRANSITION,spot,1115M,0.028728756
IFRS17_ALL,L0003100~TRANSITION,spot,1116M,0.028739682
IFRS17_ALL,L0003100~TRANSITION,spot,1117M,0.028750588
IFRS17_ALL,L0003100~TRANSITION,spot,1118M,0.028761474
IFRS17_ALL,L0003100~TRANSITION,spot,1119M,0.028772342
IFRS17_ALL,L0003100~TRANSITION,spot,1120M,0.02878319
IFRS17_ALL,L0003100~TRANSITION,spot,1121M,0.028794019
IFRS17_ALL,L0003100~TRANSITION,spot,1122M,0.028804828
IFRS17_ALL,L0003100~TRANSITION,spot,1123M,0.028815619
IFRS17_ALL,L0003100~TRANSITION,spot,1124M,0.02882639
IFRS17_ALL,L0003100~TRANSITION,spot,1125M,0.028837143
IFRS17_ALL,L0003100~TRANSITION,spot,1126M,0.028847876
IFRS17_ALL,L0003100~TRANSITION,spot,1127M,0.028858591
IFRS17_ALL,L0003100~TRANSITION,spot,1128M,0.028869286
IFRS17_ALL,L0003100~TRANSITION,spot,1129M,0.028879963
IFRS17_ALL,L0003100~TRANSITION,spot,1130M,0.028890621
IFRS17_ALL,L0003100~TRANSITION,spot,1131M,0.02890126
IFRS17_ALL,L0003100~TRANSITION,spot,1132M,0.028911881
IFRS17_ALL,L0003100~TRANSITION,spot,1133M,0.028922483
IFRS17_ALL,L0003100~TRANSITION,spot,1134M,0.028933066
IFRS17_ALL,L0003100~TRANSITION,spot,1135M,0.028943631
IFRS17_ALL,L0003100~TRANSITION,spot,1136M,0.028954177
IFRS17_ALL,L0003100~TRANSITION,spot,1137M,0.028964705
IFRS17_ALL,L0003100~TRANSITION,spot,1138M,0.028975215
IFRS17_ALL,L0003100~TRANSITION,spot,1139M,0.028985706
IFRS17_ALL,L0003100~TRANSITION,spot,1140M,0.028996179
IFRS17_ALL,L0003100~TRANSITION,spot,1141M,0.029006633
IFRS17_ALL,L0003100~TRANSITION,spot,1142M,0.02901707
IFRS17_ALL,L0003100~TRANSITION,spot,1143M,0.029027488
IFRS17_ALL,L0003100~TRANSITION,spot,1144M,0.029037888
IFRS17_ALL,L0003100~TRANSITION,spot,1145M,0.02904827
IFRS17_ALL,L0003100~TRANSITION,spot,1146M,0.029058634
IFRS17_ALL,L0003100~TRANSITION,spot,1147M,0.02906898
IFRS17_ALL,L0003100~TRANSITION,spot,1148M,0.029079308
IFRS17_ALL,L0003100~TRANSITION,spot,1149M,0.029089619
IFRS17_ALL,L0003100~TRANSITION,spot,1150M,0.029099911
IFRS17_ALL,L0003100~TRANSITION,spot,1151M,0.029110186
IFRS17_ALL,L0003100~TRANSITION,spot,1152M,0.029120442
IFRS17_ALL,L0003100~TRANSITION,spot,1153M,0.029130682
IFRS17_ALL,L0003100~TRANSITION,spot,1154M,0.029140903
IFRS17_ALL,L0003100~TRANSITION,spot,1155M,0.029151107
IFRS17_ALL,L0003100~TRANSITION,spot,1156M,0.029161294
IFRS17_ALL,L0003100~TRANSITION,spot,1157M,0.029171463
IFRS17_ALL,L0003100~TRANSITION,spot,1158M,0.029181614
IFRS17_ALL,L0003100~TRANSITION,spot,1159M,0.029191748
IFRS17_ALL,L0003100~TRANSITION,spot,1160M,0.029201865
IFRS17_ALL,L0003100~TRANSITION,spot,1161M,0.029211964
IFRS17_ALL,L0003100~TRANSITION,spot,1162M,0.029222046
IFRS17_ALL,L0003100~TRANSITION,spot,1163M,0.029232111
IFRS17_ALL,L0003100~TRANSITION,spot,1164M,0.029242159
IFRS17_ALL,L0003100~TRANSITION,spot,1165M,0.029252189
IFRS17_ALL,L0003100~TRANSITION,spot,1166M,0.029262202
IFRS17_ALL,L0003100~TRANSITION,spot,1167M,0.029272199
IFRS17_ALL,L0003100~TRANSITION,spot,1168M,0.029282178
IFRS17_ALL,L0003100~TRANSITION,spot,1169M,0.02929214
IFRS17_ALL,L0003100~TRANSITION,spot,1170M,0.029302086
IFRS17_ALL,L0003100~TRANSITION,spot,1171M,0.029312014
IFRS17_ALL,L0003100~TRANSITION,spot,1172M,0.029321926
IFRS17_ALL,L0003100~TRANSITION,spot,1173M,0.029331821
IFRS17_ALL,L0003100~TRANSITION,spot,1174M,0.029341699
IFRS17_ALL,L0003100~TRANSITION,spot,1175M,0.02935156
IFRS17_ALL,L0003100~TRANSITION,spot,1176M,0.029361405
IFRS17_ALL,L0003100~TRANSITION,spot,1177M,0.029371233
IFRS17_ALL,L0003100~TRANSITION,spot,1178M,0.029381044
IFRS17_ALL,L0003100~TRANSITION,spot,1179M,0.029390839
IFRS17_ALL,L0003100~TRANSITION,spot,1180M,0.029400618
IFRS17_ALL,L0003100~TRANSITION,spot,1181M,0.029410379
IFRS17_ALL,L0003100~TRANSITION,spot,1182M,0.029420125
IFRS17_ALL,L0003100~TRANSITION,spot,1183M,0.029429854
IFRS17_ALL,L0003100~TRANSITION,spot,1184M,0.029439567
IFRS17_ALL,L0003100~TRANSITION,spot,1185M,0.029449263
IFRS17_ALL,L0003100~TRANSITION,spot,1186M,0.029458944
IFRS17_ALL,L0003100~TRANSITION,spot,1187M,0.029468608
IFRS17_ALL,L0003100~TRANSITION,spot,1188M,0.029478255
IFRS17_ALL,L0003100~TRANSITION,spot,1189M,0.029487887
IFRS17_ALL,L0003100~TRANSITION,spot,1190M,0.029497503
IFRS17_ALL,L0003100~TRANSITION,spot,1191M,0.029507102
IFRS17_ALL,L0003100~TRANSITION,spot,1192M,0.029516686
IFRS17_ALL,L0003100~TRANSITION,spot,1193M,0.029526253
IFRS17_ALL,L0003100~TRANSITION,spot,1194M,0.029535805
IFRS17_ALL,L0003100~TRANSITION,spot,1195M,0.02954534
IFRS17_ALL,L0003100~TRANSITION,spot,1196M,0.02955486
IFRS17_ALL,L0003100~TRANSITION,spot,1197M,0.029564364
IFRS17_ALL,L0003100~TRANSITION,spot,1198M,0.029573853
IFRS17_ALL,L0003100~TRANSITION,spot,1199M,0.029583325
IFRS17_ALL,L0003100~TRANSITION,spot,1200M,0.029592782
IFRS17_ALL,L0003100~TRANSITION,spot,1201M,0.029602223
IFRS17_ALL,L0003100~TRANSITION,spot,1202M,0.029611648
IFRS17_ALL,L0003100~TRANSITION,spot,1203M,0.029621058
IFRS17_ALL,L0003100~TRANSITION,spot,1204M,0.029630453
IFRS17_ALL,L0003100~TRANSITION,spot,1205M,0.029639832
IFRS17_ALL,L0003100~TRANSITION,spot,1206M,0.029649195
IFRS17_ALL,L0003100~TRANSITION,spot,1207M,0.029658543
IFRS17_ALL,L0003100~TRANSITION,spot,1208M,0.029667876
IFRS17_ALL,L0003100~TRANSITION,spot,1209M,0.029677193
IFRS17_ALL,L0003100~TRANSITION,spot,1210M,0.029686495
IFRS17_ALL,L0003100~TRANSITION,spot,1211M,0.029695781
IFRS17_ALL,L0003100~TRANSITION,spot,1212M,0.029705053
IFRS17_ALL,L0003100~TRANSITION,spot,1213M,0.029714309
IFRS17_ALL,L0003100~TRANSITION,spot,1214M,0.02972355
IFRS17_ALL,L0003100~TRANSITION,spot,1215M,0.029732776
IFRS17_ALL,L0003100~TRANSITION,spot,1216M,0.029741987
IFRS17_ALL,L0003100~TRANSITION,spot,1217M,0.029751182
IFRS17_ALL,L0003100~TRANSITION,spot,1218M,0.029760363
IFRS17_ALL,L0003100~TRANSITION,spot,1219M,0.029769529
IFRS17_ALL,L0003100~TRANSITION,spot,1220M,0.02977868
IFRS17_ALL,L0003100~TRANSITION,spot,1221M,0.029787816
IFRS17_ALL,L0003100~TRANSITION,spot,1222M,0.029796937
IFRS17_ALL,L0003100~TRANSITION,spot,1223M,0.029806043
IFRS17_ALL,L0003100~TRANSITION,spot,1224M,0.029815134
IFRS17_ALL,L0003100~TRANSITION,spot,1225M,0.029824211
IFRS17_ALL,L0003100~TRANSITION,spot,1226M,0.029833273
IFRS17_ALL,L0003100~TRANSITION,spot,1227M,0.02984232
IFRS17_ALL,L0003100~TRANSITION,spot,1228M,0.029851352
IFRS17_ALL,L0003100~TRANSITION,spot,1229M,0.02986037
IFRS17_ALL,L0003100~TRANSITION,spot,1230M,0.029869374
IFRS17_ALL,L0003100~TRANSITION,spot,1231M,0.029878362
IFRS17_ALL,L0003100~TRANSITION,spot,1232M,0.029887337
IFRS17_ALL,L0003100~TRANSITION,spot,1233M,0.029896297
IFRS17_ALL,L0003100~TRANSITION,spot,1234M,0.029905242
IFRS17_ALL,L0003100~TRANSITION,spot,1235M,0.029914173
IFRS17_ALL,L0003100~TRANSITION,spot,1236M,0.029923089
IFRS17_ALL,L0003100~TRANSITION,spot,1237M,0.029931992
IFRS17_ALL,L0003100~TRANSITION,spot,1238M,0.02994088
IFRS17_ALL,L0003100~TRANSITION,spot,1239M,0.029949753
IFRS17_ALL,L0003100~TRANSITION,spot,1240M,0.029958613
IFRS17_ALL,L0003100~TRANSITION,spot,1241M,0.029967458
IFRS17_ALL,L0003100~TRANSITION,spot,1242M,0.029976289
IFRS17_ALL,L0003100~TRANSITION,spot,1243M,0.029985106
IFRS17_ALL,L0003100~TRANSITION,spot,1244M,0.029993909
IFRS17_ALL,L0003100~TRANSITION,spot,1245M,0.030002698
IFRS17_ALL,L0003100~TRANSITION,spot,1246M,0.030011472
IFRS17_ALL,L0003100~TRANSITION,spot,1247M,0.030020233
IFRS17_ALL,L0003100~TRANSITION,spot,1248M,0.03002898
IFRS17_ALL,L0003100~TRANSITION,spot,1249M,0.030037713
IFRS17_ALL,L0003100~TRANSITION,spot,1250M,0.030046431
IFRS17_ALL,L0003100~TRANSITION,spot,1251M,0.030055137
IFRS17_ALL,L0003100~TRANSITION,spot,1252M,0.030063828
IFRS17_ALL,L0003100~TRANSITION,spot,1253M,0.030072505
IFRS17_ALL,L0003100~TRANSITION,spot,1254M,0.030081169
