tarcd,year,value
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2056,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2057,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2058,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2059,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2060,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2061,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2062,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2063,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2064,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2065,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2066,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2067,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2068,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2069,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2070,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2071,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2072,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2073,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2074,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2075,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2076,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2077,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2078,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2079,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2080,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2081,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2082,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2083,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2084,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2085,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2086,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2087,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2088,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2089,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2090,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2091,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2092,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2093,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2094,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2095,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2096,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2097,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2098,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2099,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2100,0
AEGON_SPAARBEURS_HYPOTHEEK,1950,0
AEGON_SPAARBEURS_HYPOTHEEK,1951,0
AEGON_SPAARBEURS_HYPOTHEEK,1952,0
AEGON_SPAARBEURS_HYPOTHEEK,1953,0
AEGON_SPAARBEURS_HYPOTHEEK,1954,0
AEGON_SPAARBEURS_HYPOTHEEK,1955,0
AEGON_SPAARBEURS_HYPOTHEEK,1956,0
AEGON_SPAARBEURS_HYPOTHEEK,1957,0
AEGON_SPAARBEURS_HYPOTHEEK,1958,0
AEGON_SPAARBEURS_HYPOTHEEK,1959,0
AEGON_SPAARBEURS_HYPOTHEEK,1960,0
AEGON_SPAARBEURS_HYPOTHEEK,1961,0
AEGON_SPAARBEURS_HYPOTHEEK,1962,0
AEGON_SPAARBEURS_HYPOTHEEK,1963,0
AEGON_SPAARBEURS_HYPOTHEEK,1964,0
AEGON_SPAARBEURS_HYPOTHEEK,1965,0
AEGON_SPAARBEURS_HYPOTHEEK,1966,0
AEGON_SPAARBEURS_HYPOTHEEK,1967,0
AEGON_SPAARBEURS_HYPOTHEEK,1968,0
AEGON_SPAARBEURS_HYPOTHEEK,1969,0
AEGON_SPAARBEURS_HYPOTHEEK,1970,0
AEGON_SPAARBEURS_HYPOTHEEK,1971,0
AEGON_SPAARBEURS_HYPOTHEEK,1972,0
AEGON_SPAARBEURS_HYPOTHEEK,1973,0
AEGON_SPAARBEURS_HYPOTHEEK,1974,0
AEGON_SPAARBEURS_HYPOTHEEK,1975,0
AEGON_SPAARBEURS_HYPOTHEEK,1976,0
AEGON_SPAARBEURS_HYPOTHEEK,1977,0
AEGON_SPAARBEURS_HYPOTHEEK,1978,0
AEGON_SPAARBEURS_HYPOTHEEK,1979,0
AEGON_SPAARBEURS_HYPOTHEEK,1980,0
AEGON_SPAARBEURS_HYPOTHEEK,1981,0
AEGON_SPAARBEURS_HYPOTHEEK,1982,0
AEGON_SPAARBEURS_HYPOTHEEK,1983,0
AEGON_SPAARBEURS_HYPOTHEEK,1984,0
AEGON_SPAARBEURS_HYPOTHEEK,1985,0
AEGON_SPAARBEURS_HYPOTHEEK,1986,0
AEGON_SPAARBEURS_HYPOTHEEK,1987,0
AEGON_SPAARBEURS_HYPOTHEEK,1988,0
AEGON_SPAARBEURS_HYPOTHEEK,1989,0
AEGON_SPAARBEURS_HYPOTHEEK,1990,0
AEGON_SPAARBEURS_HYPOTHEEK,1991,0
AEGON_SPAARBEURS_HYPOTHEEK,1992,0
AEGON_SPAARBEURS_HYPOTHEEK,1993,0
AEGON_SPAARBEURS_HYPOTHEEK,1994,0
AEGON_SPAARBEURS_HYPOTHEEK,1995,0
AEGON_SPAARBEURS_HYPOTHEEK,1996,0
AEGON_SPAARBEURS_HYPOTHEEK,1997,0
AEGON_SPAARBEURS_HYPOTHEEK,1998,0
AEGON_SPAARBEURS_HYPOTHEEK,1999,0
AEGON_SPAARBEURS_HYPOTHEEK,2000,0
AEGON_SPAARBEURS_HYPOTHEEK,2001,0
AEGON_SPAARBEURS_HYPOTHEEK,2002,0
AEGON_SPAARBEURS_HYPOTHEEK,2003,0
AEGON_SPAARBEURS_HYPOTHEEK,2004,0
AEGON_SPAARBEURS_HYPOTHEEK,2005,0
AEGON_SPAARBEURS_HYPOTHEEK,2006,0
AEGON_SPAARBEURS_HYPOTHEEK,2007,0
AEGON_SPAARBEURS_HYPOTHEEK,2008,0
AEGON_SPAARBEURS_HYPOTHEEK,2009,0
AEGON_SPAARBEURS_HYPOTHEEK,2010,0
AEGON_SPAARBEURS_HYPOTHEEK,2011,0
AEGON_SPAARBEURS_HYPOTHEEK,2012,0
AEGON_SPAARBEURS_HYPOTHEEK,2013,0
AEGON_SPAARBEURS_HYPOTHEEK,2014,0
AEGON_SPAARBEURS_HYPOTHEEK,2015,0
AEGON_SPAARBEURS_HYPOTHEEK,2016,0
AEGON_SPAARBEURS_HYPOTHEEK,2017,0
AEGON_SPAARBEURS_HYPOTHEEK,2018,0
AEGON_SPAARBEURS_HYPOTHEEK,2019,0
AEGON_SPAARBEURS_HYPOTHEEK,2020,0
AEGON_SPAARBEURS_HYPOTHEEK,2021,0
AEGON_SPAARBEURS_HYPOTHEEK,2022,0
AEGON_SPAARBEURS_HYPOTHEEK,2023,0
AEGON_SPAARBEURS_HYPOTHEEK,2024,0
AEGON_SPAARBEURS_HYPOTHEEK,2025,0
AEGON_SPAARBEURS_HYPOTHEEK,2026,0
AEGON_SPAARBEURS_HYPOTHEEK,2027,0
AEGON_SPAARBEURS_HYPOTHEEK,2028,0
AEGON_SPAARBEURS_HYPOTHEEK,2029,0
AEGON_SPAARBEURS_HYPOTHEEK,2030,0
AEGON_SPAARBEURS_HYPOTHEEK,2031,0
AEGON_SPAARBEURS_HYPOTHEEK,2032,0
AEGON_SPAARBEURS_HYPOTHEEK,2033,0
AEGON_SPAARBEURS_HYPOTHEEK,2034,0
AEGON_SPAARBEURS_HYPOTHEEK,2035,0
AEGON_SPAARBEURS_HYPOTHEEK,2036,0
AEGON_SPAARBEURS_HYPOTHEEK,2037,0
AEGON_SPAARBEURS_HYPOTHEEK,2038,0
AEGON_SPAARBEURS_HYPOTHEEK,2039,0
AEGON_SPAARBEURS_HYPOTHEEK,2040,0
AEGON_SPAARBEURS_HYPOTHEEK,2041,0
AEGON_SPAARBEURS_HYPOTHEEK,2042,0
AEGON_SPAARBEURS_HYPOTHEEK,2043,0
AEGON_SPAARBEURS_HYPOTHEEK,2044,0
AEGON_SPAARBEURS_HYPOTHEEK,2045,0
AEGON_SPAARBEURS_HYPOTHEEK,2046,0
AEGON_SPAARBEURS_HYPOTHEEK,2047,0
AEGON_SPAARBEURS_HYPOTHEEK,2048,0
AEGON_SPAARBEURS_HYPOTHEEK,2049,0
AEGON_SPAARBEURS_HYPOTHEEK,2050,0
AEGON_SPAARBEURS_HYPOTHEEK,2051,0
AEGON_SPAARBEURS_HYPOTHEEK,2052,0
AEGON_SPAARBEURS_HYPOTHEEK,2053,0
AEGON_SPAARBEURS_HYPOTHEEK,2054,0
AEGON_SPAARBEURS_HYPOTHEEK,2055,0
AEGON_SPAARBEURS_HYPOTHEEK,2056,0
AEGON_SPAARBEURS_HYPOTHEEK,2057,0
AEGON_SPAARBEURS_HYPOTHEEK,2058,0
AEGON_SPAARBEURS_HYPOTHEEK,2059,0
AEGON_SPAARBEURS_HYPOTHEEK,2060,0
AEGON_SPAARBEURS_HYPOTHEEK,2061,0
AEGON_SPAARBEURS_HYPOTHEEK,2062,0
AEGON_SPAARBEURS_HYPOTHEEK,2063,0
AEGON_SPAARBEURS_HYPOTHEEK,2064,0
AEGON_SPAARBEURS_HYPOTHEEK,2065,0
AEGON_SPAARBEURS_HYPOTHEEK,2066,0
AEGON_SPAARBEURS_HYPOTHEEK,2067,0
AEGON_SPAARBEURS_HYPOTHEEK,2068,0
AEGON_SPAARBEURS_HYPOTHEEK,2069,0
AEGON_SPAARBEURS_HYPOTHEEK,2070,0
AEGON_SPAARBEURS_HYPOTHEEK,2071,0
AEGON_SPAARBEURS_HYPOTHEEK,2072,0
AEGON_SPAARBEURS_HYPOTHEEK,2073,0
AEGON_SPAARBEURS_HYPOTHEEK,2074,0
AEGON_SPAARBEURS_HYPOTHEEK,2075,0
AEGON_SPAARBEURS_HYPOTHEEK,2076,0
AEGON_SPAARBEURS_HYPOTHEEK,2077,0
AEGON_SPAARBEURS_HYPOTHEEK,2078,0
AEGON_SPAARBEURS_HYPOTHEEK,2079,0
AEGON_SPAARBEURS_HYPOTHEEK,2080,0
AEGON_SPAARBEURS_HYPOTHEEK,2081,0
AEGON_SPAARBEURS_HYPOTHEEK,2082,0
AEGON_SPAARBEURS_HYPOTHEEK,2083,0
AEGON_SPAARBEURS_HYPOTHEEK,2084,0
AEGON_SPAARBEURS_HYPOTHEEK,2085,0
AEGON_SPAARBEURS_HYPOTHEEK,2086,0
AEGON_SPAARBEURS_HYPOTHEEK,2087,0
AEGON_SPAARBEURS_HYPOTHEEK,2088,0
AEGON_SPAARBEURS_HYPOTHEEK,2089,0
AEGON_SPAARBEURS_HYPOTHEEK,2090,0
AEGON_SPAARBEURS_HYPOTHEEK,2091,0
AEGON_SPAARBEURS_HYPOTHEEK,2092,0
AEGON_SPAARBEURS_HYPOTHEEK,2093,0
AEGON_SPAARBEURS_HYPOTHEEK,2094,0
AEGON_SPAARBEURS_HYPOTHEEK,2095,0
AEGON_SPAARBEURS_HYPOTHEEK,2096,0
AEGON_SPAARBEURS_HYPOTHEEK,2097,0
AEGON_SPAARBEURS_HYPOTHEEK,2098,0
AEGON_SPAARBEURS_HYPOTHEEK,2099,0
AEGON_SPAARBEURS_HYPOTHEEK,2100,0
AEGON_SPAARBEURS_PERSONEEL,1950,0
AEGON_SPAARBEURS_PERSONEEL,1951,0
AEGON_SPAARBEURS_PERSONEEL,1952,0
AEGON_SPAARBEURS_PERSONEEL,1953,0
AEGON_SPAARBEURS_PERSONEEL,1954,0
AEGON_SPAARBEURS_PERSONEEL,1955,0
AEGON_SPAARBEURS_PERSONEEL,1956,0
AEGON_SPAARBEURS_PERSONEEL,1957,0
AEGON_SPAARBEURS_PERSONEEL,1958,0
AEGON_SPAARBEURS_PERSONEEL,1959,0
AEGON_SPAARBEURS_PERSONEEL,1960,0
AEGON_SPAARBEURS_PERSONEEL,1961,0
AEGON_SPAARBEURS_PERSONEEL,1962,0
AEGON_SPAARBEURS_PERSONEEL,1963,0
AEGON_SPAARBEURS_PERSONEEL,1964,0
AEGON_SPAARBEURS_PERSONEEL,1965,0
AEGON_SPAARBEURS_PERSONEEL,1966,0
AEGON_SPAARBEURS_PERSONEEL,1967,0
AEGON_SPAARBEURS_PERSONEEL,1968,0
AEGON_SPAARBEURS_PERSONEEL,1969,0
AEGON_SPAARBEURS_PERSONEEL,1970,0
AEGON_SPAARBEURS_PERSONEEL,1971,0
AEGON_SPAARBEURS_PERSONEEL,1972,0
AEGON_SPAARBEURS_PERSONEEL,1973,0
AEGON_SPAARBEURS_PERSONEEL,1974,0
AEGON_SPAARBEURS_PERSONEEL,1975,0
AEGON_SPAARBEURS_PERSONEEL,1976,0
AEGON_SPAARBEURS_PERSONEEL,1977,0
AEGON_SPAARBEURS_PERSONEEL,1978,0
AEGON_SPAARBEURS_PERSONEEL,1979,0
AEGON_SPAARBEURS_PERSONEEL,1980,0
AEGON_SPAARBEURS_PERSONEEL,1981,0
AEGON_SPAARBEURS_PERSONEEL,1982,0
AEGON_SPAARBEURS_PERSONEEL,1983,0
AEGON_SPAARBEURS_PERSONEEL,1984,0
AEGON_SPAARBEURS_PERSONEEL,1985,0
AEGON_SPAARBEURS_PERSONEEL,1986,0
AEGON_SPAARBEURS_PERSONEEL,1987,0
AEGON_SPAARBEURS_PERSONEEL,1988,0
AEGON_SPAARBEURS_PERSONEEL,1989,0
AEGON_SPAARBEURS_PERSONEEL,1990,0
AEGON_SPAARBEURS_PERSONEEL,1991,0
AEGON_SPAARBEURS_PERSONEEL,1992,0
AEGON_SPAARBEURS_PERSONEEL,1993,0
AEGON_SPAARBEURS_PERSONEEL,1994,0
AEGON_SPAARBEURS_PERSONEEL,1995,0
AEGON_SPAARBEURS_PERSONEEL,1996,0
AEGON_SPAARBEURS_PERSONEEL,1997,0
AEGON_SPAARBEURS_PERSONEEL,1998,0
AEGON_SPAARBEURS_PERSONEEL,1999,0
AEGON_SPAARBEURS_PERSONEEL,2000,0
AEGON_SPAARBEURS_PERSONEEL,2001,0
AEGON_SPAARBEURS_PERSONEEL,2002,0
AEGON_SPAARBEURS_PERSONEEL,2003,0
AEGON_SPAARBEURS_PERSONEEL,2004,0
AEGON_SPAARBEURS_PERSONEEL,2005,0
AEGON_SPAARBEURS_PERSONEEL,2006,0
AEGON_SPAARBEURS_PERSONEEL,2007,0
AEGON_SPAARBEURS_PERSONEEL,2008,0
AEGON_SPAARBEURS_PERSONEEL,2009,0
AEGON_SPAARBEURS_PERSONEEL,2010,0
AEGON_SPAARBEURS_PERSONEEL,2011,0
AEGON_SPAARBEURS_PERSONEEL,2012,0
AEGON_SPAARBEURS_PERSONEEL,2013,0
AEGON_SPAARBEURS_PERSONEEL,2014,0
AEGON_SPAARBEURS_PERSONEEL,2015,0
AEGON_SPAARBEURS_PERSONEEL,2016,0
AEGON_SPAARBEURS_PERSONEEL,2017,0
AEGON_SPAARBEURS_PERSONEEL,2018,0
AEGON_SPAARBEURS_PERSONEEL,2019,0
AEGON_SPAARBEURS_PERSONEEL,2020,0
AEGON_SPAARBEURS_PERSONEEL,2021,0
AEGON_SPAARBEURS_PERSONEEL,2022,0
AEGON_SPAARBEURS_PERSONEEL,2023,0
AEGON_SPAARBEURS_PERSONEEL,2024,0
AEGON_SPAARBEURS_PERSONEEL,2025,0
AEGON_SPAARBEURS_PERSONEEL,2026,0
AEGON_SPAARBEURS_PERSONEEL,2027,0
AEGON_SPAARBEURS_PERSONEEL,2028,0
AEGON_SPAARBEURS_PERSONEEL,2029,0
AEGON_SPAARBEURS_PERSONEEL,2030,0
AEGON_SPAARBEURS_PERSONEEL,2031,0
AEGON_SPAARBEURS_PERSONEEL,2032,0
AEGON_SPAARBEURS_PERSONEEL,2033,0
AEGON_SPAARBEURS_PERSONEEL,2034,0
AEGON_SPAARBEURS_PERSONEEL,2035,0
AEGON_SPAARBEURS_PERSONEEL,2036,0
AEGON_SPAARBEURS_PERSONEEL,2037,0
AEGON_SPAARBEURS_PERSONEEL,2038,0
AEGON_SPAARBEURS_PERSONEEL,2039,0
AEGON_SPAARBEURS_PERSONEEL,2040,0
AEGON_SPAARBEURS_PERSONEEL,2041,0
AEGON_SPAARBEURS_PERSONEEL,2042,0
AEGON_SPAARBEURS_PERSONEEL,2043,0
AEGON_SPAARBEURS_PERSONEEL,2044,0
AEGON_SPAARBEURS_PERSONEEL,2045,0
AEGON_SPAARBEURS_PERSONEEL,2046,0
AEGON_SPAARBEURS_PERSONEEL,2047,0
AEGON_SPAARBEURS_PERSONEEL,2048,0
AEGON_SPAARBEURS_PERSONEEL,2049,0
AEGON_SPAARBEURS_PERSONEEL,2050,0
AEGON_SPAARBEURS_PERSONEEL,2051,0
AEGON_SPAARBEURS_PERSONEEL,2052,0
AEGON_SPAARBEURS_PERSONEEL,2053,0
AEGON_SPAARBEURS_PERSONEEL,2054,0
AEGON_SPAARBEURS_PERSONEEL,2055,0
AEGON_SPAARBEURS_PERSONEEL,2056,0
AEGON_SPAARBEURS_PERSONEEL,2057,0
AEGON_SPAARBEURS_PERSONEEL,2058,0
AEGON_SPAARBEURS_PERSONEEL,2059,0
AEGON_SPAARBEURS_PERSONEEL,2060,0
AEGON_SPAARBEURS_PERSONEEL,2061,0
AEGON_SPAARBEURS_PERSONEEL,2062,0
AEGON_SPAARBEURS_PERSONEEL,2063,0
AEGON_SPAARBEURS_PERSONEEL,2064,0
AEGON_SPAARBEURS_PERSONEEL,2065,0
AEGON_SPAARBEURS_PERSONEEL,2066,0
AEGON_SPAARBEURS_PERSONEEL,2067,0
AEGON_SPAARBEURS_PERSONEEL,2068,0
AEGON_SPAARBEURS_PERSONEEL,2069,0
AEGON_SPAARBEURS_PERSONEEL,2070,0
AEGON_SPAARBEURS_PERSONEEL,2071,0
AEGON_SPAARBEURS_PERSONEEL,2072,0
AEGON_SPAARBEURS_PERSONEEL,2073,0
AEGON_SPAARBEURS_PERSONEEL,2074,0
AEGON_SPAARBEURS_PERSONEEL,2075,0
AEGON_SPAARBEURS_PERSONEEL,2076,0
AEGON_SPAARBEURS_PERSONEEL,2077,0
AEGON_SPAARBEURS_PERSONEEL,2078,0
AEGON_SPAARBEURS_PERSONEEL,2079,0
AEGON_SPAARBEURS_PERSONEEL,2080,0
AEGON_SPAARBEURS_PERSONEEL,2081,0
AEGON_SPAARBEURS_PERSONEEL,2082,0
AEGON_SPAARBEURS_PERSONEEL,2083,0
AEGON_SPAARBEURS_PERSONEEL,2084,0
AEGON_SPAARBEURS_PERSONEEL,2085,0
AEGON_SPAARBEURS_PERSONEEL,2086,0
AEGON_SPAARBEURS_PERSONEEL,2087,0
AEGON_SPAARBEURS_PERSONEEL,2088,0
AEGON_SPAARBEURS_PERSONEEL,2089,0
AEGON_SPAARBEURS_PERSONEEL,2090,0
AEGON_SPAARBEURS_PERSONEEL,2091,0
AEGON_SPAARBEURS_PERSONEEL,2092,0
AEGON_SPAARBEURS_PERSONEEL,2093,0
AEGON_SPAARBEURS_PERSONEEL,2094,0
AEGON_SPAARBEURS_PERSONEEL,2095,0
AEGON_SPAARBEURS_PERSONEEL,2096,0
AEGON_SPAARBEURS_PERSONEEL,2097,0
AEGON_SPAARBEURS_PERSONEEL,2098,0
AEGON_SPAARBEURS_PERSONEEL,2099,0
AEGON_SPAARBEURS_PERSONEEL,2100,0
AOWPRIVEPLAN,1950,12
AOWPRIVEPLAN,1951,12
AOWPRIVEPLAN,1952,12
AOWPRIVEPLAN,1953,12
AOWPRIVEPLAN,1954,12
AOWPRIVEPLAN,1955,12
AOWPRIVEPLAN,1956,12
AOWPRIVEPLAN,1957,12
AOWPRIVEPLAN,1958,12
AOWPRIVEPLAN,1959,12
AOWPRIVEPLAN,1960,12
AOWPRIVEPLAN,1961,12
AOWPRIVEPLAN,1962,12
AOWPRIVEPLAN,1963,12
AOWPRIVEPLAN,1964,12
AOWPRIVEPLAN,1965,12
AOWPRIVEPLAN,1966,12
AOWPRIVEPLAN,1967,12
AOWPRIVEPLAN,1968,12
AOWPRIVEPLAN,1969,12
AOWPRIVEPLAN,1970,12
AOWPRIVEPLAN,1971,12
AOWPRIVEPLAN,1972,12
AOWPRIVEPLAN,1973,12
AOWPRIVEPLAN,1974,12
AOWPRIVEPLAN,1975,12
AOWPRIVEPLAN,1976,12
AOWPRIVEPLAN,1977,12
AOWPRIVEPLAN,1978,12
AOWPRIVEPLAN,1979,12
AOWPRIVEPLAN,1980,12
AOWPRIVEPLAN,1981,12
AOWPRIVEPLAN,1982,12
AOWPRIVEPLAN,1983,12
AOWPRIVEPLAN,1984,12
AOWPRIVEPLAN,1985,12
AOWPRIVEPLAN,1986,12
AOWPRIVEPLAN,1987,12
AOWPRIVEPLAN,1988,12
AOWPRIVEPLAN,1989,12
AOWPRIVEPLAN,1990,12
AOWPRIVEPLAN,1991,12
AOWPRIVEPLAN,1992,12
AOWPRIVEPLAN,1993,12
AOWPRIVEPLAN,1994,12
AOWPRIVEPLAN,1995,12
AOWPRIVEPLAN,1996,12
AOWPRIVEPLAN,1997,12
AOWPRIVEPLAN,1998,12
AOWPRIVEPLAN,1999,12
AOWPRIVEPLAN,2000,12
AOWPRIVEPLAN,2001,12
AOWPRIVEPLAN,2002,12
AOWPRIVEPLAN,2003,12
AOWPRIVEPLAN,2004,12
AOWPRIVEPLAN,2005,12
AOWPRIVEPLAN,2006,12
AOWPRIVEPLAN,2007,12
AOWPRIVEPLAN,2008,12
AOWPRIVEPLAN,2009,12
AOWPRIVEPLAN,2010,12
AOWPRIVEPLAN,2011,12
AOWPRIVEPLAN,2012,12
AOWPRIVEPLAN,2013,12
AOWPRIVEPLAN,2014,12
AOWPRIVEPLAN,2015,12
AOWPRIVEPLAN,2016,12
AOWPRIVEPLAN,2017,12
AOWPRIVEPLAN,2018,12
AOWPRIVEPLAN,2019,12
AOWPRIVEPLAN,2020,12
AOWPRIVEPLAN,2021,12
AOWPRIVEPLAN,2022,12
AOWPRIVEPLAN,2023,12
AOWPRIVEPLAN,2024,12
AOWPRIVEPLAN,2025,12
AOWPRIVEPLAN,2026,12
AOWPRIVEPLAN,2027,12
AOWPRIVEPLAN,2028,12
AOWPRIVEPLAN,2029,12
AOWPRIVEPLAN,2030,12
AOWPRIVEPLAN,2031,12
AOWPRIVEPLAN,2032,12
AOWPRIVEPLAN,2033,12
AOWPRIVEPLAN,2034,12
AOWPRIVEPLAN,2035,12
AOWPRIVEPLAN,2036,12
AOWPRIVEPLAN,2037,12
AOWPRIVEPLAN,2038,12
AOWPRIVEPLAN,2039,12
AOWPRIVEPLAN,2040,12
AOWPRIVEPLAN,2041,12
AOWPRIVEPLAN,2042,12
AOWPRIVEPLAN,2043,12
AOWPRIVEPLAN,2044,12
AOWPRIVEPLAN,2045,12
AOWPRIVEPLAN,2046,12
AOWPRIVEPLAN,2047,12
AOWPRIVEPLAN,2048,12
AOWPRIVEPLAN,2049,12
AOWPRIVEPLAN,2050,12
AOWPRIVEPLAN,2051,12
AOWPRIVEPLAN,2052,12
AOWPRIVEPLAN,2053,12
AOWPRIVEPLAN,2054,12
AOWPRIVEPLAN,2055,12
AOWPRIVEPLAN,2056,12
AOWPRIVEPLAN,2057,12
AOWPRIVEPLAN,2058,12
AOWPRIVEPLAN,2059,12
AOWPRIVEPLAN,2060,12
AOWPRIVEPLAN,2061,12
AOWPRIVEPLAN,2062,12
AOWPRIVEPLAN,2063,12
AOWPRIVEPLAN,2064,12
AOWPRIVEPLAN,2065,12
AOWPRIVEPLAN,2066,12
AOWPRIVEPLAN,2067,12
AOWPRIVEPLAN,2068,12
AOWPRIVEPLAN,2069,12
AOWPRIVEPLAN,2070,12
AOWPRIVEPLAN,2071,12
AOWPRIVEPLAN,2072,12
AOWPRIVEPLAN,2073,12
AOWPRIVEPLAN,2074,12
AOWPRIVEPLAN,2075,12
AOWPRIVEPLAN,2076,12
AOWPRIVEPLAN,2077,12
AOWPRIVEPLAN,2078,12
AOWPRIVEPLAN,2079,12
AOWPRIVEPLAN,2080,12
AOWPRIVEPLAN,2081,12
AOWPRIVEPLAN,2082,12
AOWPRIVEPLAN,2083,12
AOWPRIVEPLAN,2084,12
AOWPRIVEPLAN,2085,12
AOWPRIVEPLAN,2086,12
AOWPRIVEPLAN,2087,12
AOWPRIVEPLAN,2088,12
AOWPRIVEPLAN,2089,12
AOWPRIVEPLAN,2090,12
AOWPRIVEPLAN,2091,12
AOWPRIVEPLAN,2092,12
AOWPRIVEPLAN,2093,12
AOWPRIVEPLAN,2094,12
AOWPRIVEPLAN,2095,12
AOWPRIVEPLAN,2096,12
AOWPRIVEPLAN,2097,12
AOWPRIVEPLAN,2098,12
AOWPRIVEPLAN,2099,12
AOWPRIVEPLAN,2100,12
BUDGETFONDS,1950,0
BUDGETFONDS,1951,0
BUDGETFONDS,1952,0
BUDGETFONDS,1953,0
BUDGETFONDS,1954,0
BUDGETFONDS,1955,0
BUDGETFONDS,1956,0
BUDGETFONDS,1957,0
BUDGETFONDS,1958,0
BUDGETFONDS,1959,0
BUDGETFONDS,1960,0
BUDGETFONDS,1961,0
BUDGETFONDS,1962,0
BUDGETFONDS,1963,0
BUDGETFONDS,1964,0
BUDGETFONDS,1965,0
BUDGETFONDS,1966,0
BUDGETFONDS,1967,0
BUDGETFONDS,1968,0
BUDGETFONDS,1969,0
BUDGETFONDS,1970,0
BUDGETFONDS,1971,0
BUDGETFONDS,1972,0
BUDGETFONDS,1973,0
BUDGETFONDS,1974,0
BUDGETFONDS,1975,0
BUDGETFONDS,1976,0
BUDGETFONDS,1977,0
BUDGETFONDS,1978,0
BUDGETFONDS,1979,0
BUDGETFONDS,1980,0
BUDGETFONDS,1981,0
BUDGETFONDS,1982,0
BUDGETFONDS,1983,0
BUDGETFONDS,1984,0
BUDGETFONDS,1985,0
BUDGETFONDS,1986,0
BUDGETFONDS,1987,0
BUDGETFONDS,1988,0
BUDGETFONDS,1989,0
BUDGETFONDS,1990,0
BUDGETFONDS,1991,0
BUDGETFONDS,1992,0
BUDGETFONDS,1993,0
BUDGETFONDS,1994,0
BUDGETFONDS,1995,0
BUDGETFONDS,1996,0
BUDGETFONDS,1997,0
BUDGETFONDS,1998,0
BUDGETFONDS,1999,0
BUDGETFONDS,2000,0
BUDGETFONDS,2001,0
BUDGETFONDS,2002,0
BUDGETFONDS,2003,0
BUDGETFONDS,2004,0
BUDGETFONDS,2005,0
BUDGETFONDS,2006,0
BUDGETFONDS,2007,0
BUDGETFONDS,2008,0
BUDGETFONDS,2009,0
BUDGETFONDS,2010,0
BUDGETFONDS,2011,0
BUDGETFONDS,2012,0
BUDGETFONDS,2013,0
BUDGETFONDS,2014,0
BUDGETFONDS,2015,0
BUDGETFONDS,2016,0
BUDGETFONDS,2017,0
BUDGETFONDS,2018,0
BUDGETFONDS,2019,0
BUDGETFONDS,2020,0
BUDGETFONDS,2021,0
BUDGETFONDS,2022,0
BUDGETFONDS,2023,0
BUDGETFONDS,2024,0
BUDGETFONDS,2025,0
BUDGETFONDS,2026,0
BUDGETFONDS,2027,0
BUDGETFONDS,2028,0
