tarcd,year,value
AEGON_PENSIOENBEURS,1963,0
AEGON_PENSIOENBEURS,1964,0
AEGON_PENSIOENBEURS,1965,0
AEGON_PENSIOENBEURS,1966,0
AEGON_PENSIOENBEURS,1967,0
AEGON_PENSIOENBEURS,1968,0
AEGON_PENSIOENBEURS,1969,0
AEGON_PENSIOENBEURS,1970,0
AEGON_PENSIOENBEURS,1971,0
AEGON_PENSIOENBEURS,1972,0
AEGON_PENSIOENBEURS,1973,0
AEGON_PENSIOENBEURS,1974,0
AEGON_PENSIOENBEURS,1975,0
AEGON_PENSIOENBEURS,1976,0
AEGON_PENSIOENBEURS,1977,0
AEGON_PENSIOENBEURS,1978,0
AEGON_PENSIOENBEURS,1979,0
AEGON_PENSIOENBEURS,1980,0
AEGON_PENSIOENBEURS,1981,0
AEGON_PENSIOENBEURS,1982,0
AEGON_PENSIOENBEURS,1983,0
AEGON_PENSIOENBEURS,1984,0
AEGON_PENSIOENBEURS,1985,0
AEGON_PENSIOENBEURS,1986,0
AEGON_PENSIOENBEURS,1987,0
AEGON_PENSIOENBEURS,1988,0
AEGON_PENSIOENBEURS,1989,0
AEGON_PENSIOENBEURS,1990,0
AEGON_PENSIOENBEURS,1991,0
AEGON_PENSIOENBEURS,1992,0
AEGON_PENSIOENBEURS,1993,0
AEGON_PENSIOENBEURS,1994,0
AEGON_PENSIOENBEURS,1995,0
AEGON_PENSIOENBEURS,1996,0
AEGON_PENSIOENBEURS,1997,0
AEGON_PENSIOENBEURS,1998,0
AEGON_PENSIOENBEURS,1999,0
AEGON_PENSIOENBEURS,2000,0
AEGON_PENSIOENBEURS,2001,0
AEGON_PENSIOENBEURS,2002,0
AEGON_PENSIOENBEURS,2003,0
AEGON_PENSIOENBEURS,2004,0
AEGON_PENSIOENBEURS,2005,0
AEGON_PENSIOENBEURS,2006,0
AEGON_PENSIOENBEURS,2007,0
AEGON_PENSIOENBEURS,2008,0
AEGON_PENSIOENBEURS,2009,0
AEGON_PENSIOENBEURS,2010,0
AEGON_PENSIOENBEURS,2011,0
AEGON_PENSIOENBEURS,2012,0
AEGON_PENSIOENBEURS,2013,0
AEGON_PENSIOENBEURS,2014,0
AEGON_PENSIOENBEURS,2015,0
AEGON_PENSIOENBEURS,2016,0
AEGON_PENSIOENBEURS,2017,0
AEGON_PENSIOENBEURS,2018,0
AEGON_PENSIOENBEURS,2019,0
AEGON_PENSIOENBEURS,2020,0
AEGON_PENSIOENBEURS,2021,0
AEGON_PENSIOENBEURS,2022,0
AEGON_PENSIOENBEURS,2023,0
AEGON_PENSIOENBEURS,2024,0
AEGON_PENSIOENBEURS,2025,0
AEGON_PENSIOENBEURS,2026,0
AEGON_PENSIOENBEURS,2027,0
AEGON_PENSIOENBEURS,2028,0
AEGON_PENSIOENBEURS,2029,0
AEGON_PENSIOENBEURS,2030,0
AEGON_PENSIOENBEURS,2031,0
AEGON_PENSIOENBEURS,2032,0
AEGON_PENSIOENBEURS,2033,0
AEGON_PENSIOENBEURS,2034,0
AEGON_PENSIOENBEURS,2035,0
AEGON_PENSIOENBEURS,2036,0
AEGON_PENSIOENBEURS,2037,0
AEGON_PENSIOENBEURS,2038,0
AEGON_PENSIOENBEURS,2039,0
AEGON_PENSIOENBEURS,2040,0
AEGON_PENSIOENBEURS,2041,0
AEGON_PENSIOENBEURS,2042,0
AEGON_PENSIOENBEURS,2043,0
AEGON_PENSIOENBEURS,2044,0
AEGON_PENSIOENBEURS,2045,0
AEGON_PENSIOENBEURS,2046,0
AEGON_PENSIOENBEURS,2047,0
AEGON_PENSIOENBEURS,2048,0
AEGON_PENSIOENBEURS,2049,0
AEGON_PENSIOENBEURS,2050,0
AEGON_PENSIOENBEURS,2051,0
AEGON_PENSIOENBEURS,2052,0
AEGON_PENSIOENBEURS,2053,0
AEGON_PENSIOENBEURS,2054,0
AEGON_PENSIOENBEURS,2055,0
AEGON_PENSIOENBEURS,2056,0
AEGON_PENSIOENBEURS,2057,0
AEGON_PENSIOENBEURS,2058,0
AEGON_PENSIOENBEURS,2059,0
AEGON_PENSIOENBEURS,2060,0
AEGON_PENSIOENBEURS,2061,0
AEGON_PENSIOENBEURS,2062,0
AEGON_PENSIOENBEURS,2063,0
AEGON_PENSIOENBEURS,2064,0
AEGON_PENSIOENBEURS,2065,0
AEGON_PENSIOENBEURS,2066,0
AEGON_PENSIOENBEURS,2067,0
AEGON_PENSIOENBEURS,2068,0
AEGON_PENSIOENBEURS,2069,0
AEGON_PENSIOENBEURS,2070,0
AEGON_PENSIOENBEURS,2071,0
AEGON_PENSIOENBEURS,2072,0
AEGON_PENSIOENBEURS,2073,0
AEGON_PENSIOENBEURS,2074,0
AEGON_PENSIOENBEURS,2075,0
AEGON_PENSIOENBEURS,2076,0
AEGON_PENSIOENBEURS,2077,0
AEGON_PENSIOENBEURS,2078,0
AEGON_PENSIOENBEURS,2079,0
AEGON_PENSIOENBEURS,2080,0
AEGON_PENSIOENBEURS,2081,0
AEGON_PENSIOENBEURS,2082,0
AEGON_PENSIOENBEURS,2083,0
AEGON_PENSIOENBEURS,2084,0
AEGON_PENSIOENBEURS,2085,0
AEGON_PENSIOENBEURS,2086,0
AEGON_PENSIOENBEURS,2087,0
AEGON_PENSIOENBEURS,2088,0
AEGON_PENSIOENBEURS,2089,0
AEGON_PENSIOENBEURS,2090,0
AEGON_PENSIOENBEURS,2091,0
AEGON_PENSIOENBEURS,2092,0
AEGON_PENSIOENBEURS,2093,0
AEGON_PENSIOENBEURS,2094,0
AEGON_PENSIOENBEURS,2095,0
AEGON_PENSIOENBEURS,2096,0
AEGON_PENSIOENBEURS,2097,0
AEGON_PENSIOENBEURS,2098,0
AEGON_PENSIOENBEURS,2099,0
AEGON_PENSIOENBEURS,2100,0
AEGON_PENSIOENBEURS_PERSONEEL,1950,0
AEGON_PENSIOENBEURS_PERSONEEL,1951,0
AEGON_PENSIOENBEURS_PERSONEEL,1952,0
AEGON_PENSIOENBEURS_PERSONEEL,1953,0
AEGON_PENSIOENBEURS_PERSONEEL,1954,0
AEGON_PENSIOENBEURS_PERSONEEL,1955,0
AEGON_PENSIOENBEURS_PERSONEEL,1956,0
AEGON_PENSIOENBEURS_PERSONEEL,1957,0
AEGON_PENSIOENBEURS_PERSONEEL,1958,0
AEGON_PENSIOENBEURS_PERSONEEL,1959,0
AEGON_PENSIOENBEURS_PERSONEEL,1960,0
AEGON_PENSIOENBEURS_PERSONEEL,1961,0
AEGON_PENSIOENBEURS_PERSONEEL,1962,0
AEGON_PENSIOENBEURS_PERSONEEL,1963,0
AEGON_PENSIOENBEURS_PERSONEEL,1964,0
AEGON_PENSIOENBEURS_PERSONEEL,1965,0
AEGON_PENSIOENBEURS_PERSONEEL,1966,0
AEGON_PENSIOENBEURS_PERSONEEL,1967,0
AEGON_PENSIOENBEURS_PERSONEEL,1968,0
AEGON_PENSIOENBEURS_PERSONEEL,1969,0
AEGON_PENSIOENBEURS_PERSONEEL,1970,0
AEGON_PENSIOENBEURS_PERSONEEL,1971,0
AEGON_PENSIOENBEURS_PERSONEEL,1972,0
AEGON_PENSIOENBEURS_PERSONEEL,1973,0
AEGON_PENSIOENBEURS_PERSONEEL,1974,0
AEGON_PENSIOENBEURS_PERSONEEL,1975,0
AEGON_PENSIOENBEURS_PERSONEEL,1976,0
AEGON_PENSIOENBEURS_PERSONEEL,1977,0
AEGON_PENSIOENBEURS_PERSONEEL,1978,0
AEGON_PENSIOENBEURS_PERSONEEL,1979,0
AEGON_PENSIOENBEURS_PERSONEEL,1980,0
AEGON_PENSIOENBEURS_PERSONEEL,1981,0
AEGON_PENSIOENBEURS_PERSONEEL,1982,0
AEGON_PENSIOENBEURS_PERSONEEL,1983,0
AEGON_PENSIOENBEURS_PERSONEEL,1984,0
AEGON_PENSIOENBEURS_PERSONEEL,1985,0
AEGON_PENSIOENBEURS_PERSONEEL,1986,0
AEGON_PENSIOENBEURS_PERSONEEL,1987,0
AEGON_PENSIOENBEURS_PERSONEEL,1988,0
AEGON_PENSIOENBEURS_PERSONEEL,1989,0
AEGON_PENSIOENBEURS_PERSONEEL,1990,0
AEGON_PENSIOENBEURS_PERSONEEL,1991,0
AEGON_PENSIOENBEURS_PERSONEEL,1992,0
AEGON_PENSIOENBEURS_PERSONEEL,1993,0
AEGON_PENSIOENBEURS_PERSONEEL,1994,0
AEGON_PENSIOENBEURS_PERSONEEL,1995,0
AEGON_PENSIOENBEURS_PERSONEEL,1996,0
AEGON_PENSIOENBEURS_PERSONEEL,1997,0
AEGON_PENSIOENBEURS_PERSONEEL,1998,0
AEGON_PENSIOENBEURS_PERSONEEL,1999,0
AEGON_PENSIOENBEURS_PERSONEEL,2000,0
AEGON_PENSIOENBEURS_PERSONEEL,2001,0
AEGON_PENSIOENBEURS_PERSONEEL,2002,0
AEGON_PENSIOENBEURS_PERSONEEL,2003,0
AEGON_PENSIOENBEURS_PERSONEEL,2004,0
AEGON_PENSIOENBEURS_PERSONEEL,2005,0
AEGON_PENSIOENBEURS_PERSONEEL,2006,0
AEGON_PENSIOENBEURS_PERSONEEL,2007,0
AEGON_PENSIOENBEURS_PERSONEEL,2008,0
AEGON_PENSIOENBEURS_PERSONEEL,2009,0
AEGON_PENSIOENBEURS_PERSONEEL,2010,0
AEGON_PENSIOENBEURS_PERSONEEL,2011,0
AEGON_PENSIOENBEURS_PERSONEEL,2012,0
AEGON_PENSIOENBEURS_PERSONEEL,2013,0
AEGON_PENSIOENBEURS_PERSONEEL,2014,0
AEGON_PENSIOENBEURS_PERSONEEL,2015,0
AEGON_PENSIOENBEURS_PERSONEEL,2016,0
AEGON_PENSIOENBEURS_PERSONEEL,2017,0
AEGON_PENSIOENBEURS_PERSONEEL,2018,0
AEGON_PENSIOENBEURS_PERSONEEL,2019,0
AEGON_PENSIOENBEURS_PERSONEEL,2020,0
AEGON_PENSIOENBEURS_PERSONEEL,2021,0
AEGON_PENSIOENBEURS_PERSONEEL,2022,0
AEGON_PENSIOENBEURS_PERSONEEL,2023,0
AEGON_PENSIOENBEURS_PERSONEEL,2024,0
AEGON_PENSIOENBEURS_PERSONEEL,2025,0
AEGON_PENSIOENBEURS_PERSONEEL,2026,0
AEGON_PENSIOENBEURS_PERSONEEL,2027,0
AEGON_PENSIOENBEURS_PERSONEEL,2028,0
AEGON_PENSIOENBEURS_PERSONEEL,2029,0
AEGON_PENSIOENBEURS_PERSONEEL,2030,0
AEGON_PENSIOENBEURS_PERSONEEL,2031,0
AEGON_PENSIOENBEURS_PERSONEEL,2032,0
AEGON_PENSIOENBEURS_PERSONEEL,2033,0
AEGON_PENSIOENBEURS_PERSONEEL,2034,0
AEGON_PENSIOENBEURS_PERSONEEL,2035,0
AEGON_PENSIOENBEURS_PERSONEEL,2036,0
AEGON_PENSIOENBEURS_PERSONEEL,2037,0
AEGON_PENSIOENBEURS_PERSONEEL,2038,0
AEGON_PENSIOENBEURS_PERSONEEL,2039,0
AEGON_PENSIOENBEURS_PERSONEEL,2040,0
AEGON_PENSIOENBEURS_PERSONEEL,2041,0
AEGON_PENSIOENBEURS_PERSONEEL,2042,0
AEGON_PENSIOENBEURS_PERSONEEL,2043,0
AEGON_PENSIOENBEURS_PERSONEEL,2044,0
AEGON_PENSIOENBEURS_PERSONEEL,2045,0
AEGON_PENSIOENBEURS_PERSONEEL,2046,0
AEGON_PENSIOENBEURS_PERSONEEL,2047,0
AEGON_PENSIOENBEURS_PERSONEEL,2048,0
AEGON_PENSIOENBEURS_PERSONEEL,2049,0
AEGON_PENSIOENBEURS_PERSONEEL,2050,0
AEGON_PENSIOENBEURS_PERSONEEL,2051,0
AEGON_PENSIOENBEURS_PERSONEEL,2052,0
AEGON_PENSIOENBEURS_PERSONEEL,2053,0
AEGON_PENSIOENBEURS_PERSONEEL,2054,0
AEGON_PENSIOENBEURS_PERSONEEL,2055,0
AEGON_PENSIOENBEURS_PERSONEEL,2056,0
AEGON_PENSIOENBEURS_PERSONEEL,2057,0
AEGON_PENSIOENBEURS_PERSONEEL,2058,0
AEGON_PENSIOENBEURS_PERSONEEL,2059,0
AEGON_PENSIOENBEURS_PERSONEEL,2060,0
AEGON_PENSIOENBEURS_PERSONEEL,2061,0
AEGON_PENSIOENBEURS_PERSONEEL,2062,0
AEGON_PENSIOENBEURS_PERSONEEL,2063,0
AEGON_PENSIOENBEURS_PERSONEEL,2064,0
AEGON_PENSIOENBEURS_PERSONEEL,2065,0
AEGON_PENSIOENBEURS_PERSONEEL,2066,0
AEGON_PENSIOENBEURS_PERSONEEL,2067,0
AEGON_PENSIOENBEURS_PERSONEEL,2068,0
AEGON_PENSIOENBEURS_PERSONEEL,2069,0
AEGON_PENSIOENBEURS_PERSONEEL,2070,0
AEGON_PENSIOENBEURS_PERSONEEL,2071,0
AEGON_PENSIOENBEURS_PERSONEEL,2072,0
AEGON_PENSIOENBEURS_PERSONEEL,2073,0
AEGON_PENSIOENBEURS_PERSONEEL,2074,0
AEGON_PENSIOENBEURS_PERSONEEL,2075,0
AEGON_PENSIOENBEURS_PERSONEEL,2076,0
AEGON_PENSIOENBEURS_PERSONEEL,2077,0
AEGON_PENSIOENBEURS_PERSONEEL,2078,0
AEGON_PENSIOENBEURS_PERSONEEL,2079,0
AEGON_PENSIOENBEURS_PERSONEEL,2080,0
AEGON_PENSIOENBEURS_PERSONEEL,2081,0
AEGON_PENSIOENBEURS_PERSONEEL,2082,0
AEGON_PENSIOENBEURS_PERSONEEL,2083,0
AEGON_PENSIOENBEURS_PERSONEEL,2084,0
AEGON_PENSIOENBEURS_PERSONEEL,2085,0
AEGON_PENSIOENBEURS_PERSONEEL,2086,0
AEGON_PENSIOENBEURS_PERSONEEL,2087,0
AEGON_PENSIOENBEURS_PERSONEEL,2088,0
AEGON_PENSIOENBEURS_PERSONEEL,2089,0
AEGON_PENSIOENBEURS_PERSONEEL,2090,0
AEGON_PENSIOENBEURS_PERSONEEL,2091,0
AEGON_PENSIOENBEURS_PERSONEEL,2092,0
AEGON_PENSIOENBEURS_PERSONEEL,2093,0
AEGON_PENSIOENBEURS_PERSONEEL,2094,0
AEGON_PENSIOENBEURS_PERSONEEL,2095,0
AEGON_PENSIOENBEURS_PERSONEEL,2096,0
AEGON_PENSIOENBEURS_PERSONEEL,2097,0
AEGON_PENSIOENBEURS_PERSONEEL,2098,0
AEGON_PENSIOENBEURS_PERSONEEL,2099,0
AEGON_PENSIOENBEURS_PERSONEEL,2100,0
AEGON_SPAARBEURS,1950,0
AEGON_SPAARBEURS,1951,0
AEGON_SPAARBEURS,1952,0
AEGON_SPAARBEURS,1953,0
AEGON_SPAARBEURS,1954,0
AEGON_SPAARBEURS,1955,0
AEGON_SPAARBEURS,1956,0
AEGON_SPAARBEURS,1957,0
AEGON_SPAARBEURS,1958,0
AEGON_SPAARBEURS,1959,0
AEGON_SPAARBEURS,1960,0
AEGON_SPAARBEURS,1961,0
AEGON_SPAARBEURS,1962,0
AEGON_SPAARBEURS,1963,0
AEGON_SPAARBEURS,1964,0
AEGON_SPAARBEURS,1965,0
AEGON_SPAARBEURS,1966,0
AEGON_SPAARBEURS,1967,0
AEGON_SPAARBEURS,1968,0
AEGON_SPAARBEURS,1969,0
AEGON_SPAARBEURS,1970,0
AEGON_SPAARBEURS,1971,0
AEGON_SPAARBEURS,1972,0
AEGON_SPAARBEURS,1973,0
AEGON_SPAARBEURS,1974,0
AEGON_SPAARBEURS,1975,0
AEGON_SPAARBEURS,1976,0
AEGON_SPAARBEURS,1977,0
AEGON_SPAARBEURS,1978,0
AEGON_SPAARBEURS,1979,0
AEGON_SPAARBEURS,1980,0
AEGON_SPAARBEURS,1981,0
AEGON_SPAARBEURS,1982,0
AEGON_SPAARBEURS,1983,0
AEGON_SPAARBEURS,1984,0
AEGON_SPAARBEURS,1985,0
AEGON_SPAARBEURS,1986,0
AEGON_SPAARBEURS,1987,0
AEGON_SPAARBEURS,1988,0
AEGON_SPAARBEURS,1989,0
AEGON_SPAARBEURS,1990,0
AEGON_SPAARBEURS,1991,0
AEGON_SPAARBEURS,1992,0
AEGON_SPAARBEURS,1993,0
AEGON_SPAARBEURS,1994,0
AEGON_SPAARBEURS,1995,0
AEGON_SPAARBEURS,1996,0
AEGON_SPAARBEURS,1997,0
AEGON_SPAARBEURS,1998,0
AEGON_SPAARBEURS,1999,0
AEGON_SPAARBEURS,2000,0
AEGON_SPAARBEURS,2001,0
AEGON_SPAARBEURS,2002,0
AEGON_SPAARBEURS,2003,0
AEGON_SPAARBEURS,2004,0
AEGON_SPAARBEURS,2005,0
AEGON_SPAARBEURS,2006,0
AEGON_SPAARBEURS,2007,0
AEGON_SPAARBEURS,2008,0
AEGON_SPAARBEURS,2009,0
AEGON_SPAARBEURS,2010,0
AEGON_SPAARBEURS,2011,0
AEGON_SPAARBEURS,2012,0
AEGON_SPAARBEURS,2013,0
AEGON_SPAARBEURS,2014,0
AEGON_SPAARBEURS,2015,0
AEGON_SPAARBEURS,2016,0
AEGON_SPAARBEURS,2017,0
AEGON_SPAARBEURS,2018,0
AEGON_SPAARBEURS,2019,0
AEGON_SPAARBEURS,2020,0
AEGON_SPAARBEURS,2021,0
AEGON_SPAARBEURS,2022,0
AEGON_SPAARBEURS,2023,0
AEGON_SPAARBEURS,2024,0
AEGON_SPAARBEURS,2025,0
AEGON_SPAARBEURS,2026,0
AEGON_SPAARBEURS,2027,0
AEGON_SPAARBEURS,2028,0
AEGON_SPAARBEURS,2029,0
AEGON_SPAARBEURS,2030,0
AEGON_SPAARBEURS,2031,0
AEGON_SPAARBEURS,2032,0
AEGON_SPAARBEURS,2033,0
AEGON_SPAARBEURS,2034,0
AEGON_SPAARBEURS,2035,0
AEGON_SPAARBEURS,2036,0
AEGON_SPAARBEURS,2037,0
AEGON_SPAARBEURS,2038,0
AEGON_SPAARBEURS,2039,0
AEGON_SPAARBEURS,2040,0
AEGON_SPAARBEURS,2041,0
AEGON_SPAARBEURS,2042,0
AEGON_SPAARBEURS,2043,0
AEGON_SPAARBEURS,2044,0
AEGON_SPAARBEURS,2045,0
AEGON_SPAARBEURS,2046,0
AEGON_SPAARBEURS,2047,0
AEGON_SPAARBEURS,2048,0
AEGON_SPAARBEURS,2049,0
AEGON_SPAARBEURS,2050,0
AEGON_SPAARBEURS,2051,0
AEGON_SPAARBEURS,2052,0
AEGON_SPAARBEURS,2053,0
AEGON_SPAARBEURS,2054,0
AEGON_SPAARBEURS,2055,0
AEGON_SPAARBEURS,2056,0
AEGON_SPAARBEURS,2057,0
AEGON_SPAARBEURS,2058,0
AEGON_SPAARBEURS,2059,0
AEGON_SPAARBEURS,2060,0
AEGON_SPAARBEURS,2061,0
AEGON_SPAARBEURS,2062,0
AEGON_SPAARBEURS,2063,0
AEGON_SPAARBEURS,2064,0
AEGON_SPAARBEURS,2065,0
AEGON_SPAARBEURS,2066,0
AEGON_SPAARBEURS,2067,0
AEGON_SPAARBEURS,2068,0
AEGON_SPAARBEURS,2069,0
AEGON_SPAARBEURS,2070,0
AEGON_SPAARBEURS,2071,0
AEGON_SPAARBEURS,2072,0
AEGON_SPAARBEURS,2073,0
AEGON_SPAARBEURS,2074,0
AEGON_SPAARBEURS,2075,0
AEGON_SPAARBEURS,2076,0
AEGON_SPAARBEURS,2077,0
AEGON_SPAARBEURS,2078,0
AEGON_SPAARBEURS,2079,0
AEGON_SPAARBEURS,2080,0
AEGON_SPAARBEURS,2081,0
AEGON_SPAARBEURS,2082,0
AEGON_SPAARBEURS,2083,0
AEGON_SPAARBEURS,2084,0
AEGON_SPAARBEURS,2085,0
AEGON_SPAARBEURS,2086,0
AEGON_SPAARBEURS,2087,0
AEGON_SPAARBEURS,2088,0
AEGON_SPAARBEURS,2089,0
AEGON_SPAARBEURS,2090,0
AEGON_SPAARBEURS,2091,0
AEGON_SPAARBEURS,2092,0
AEGON_SPAARBEURS,2093,0
AEGON_SPAARBEURS,2094,0
AEGON_SPAARBEURS,2095,0
AEGON_SPAARBEURS,2096,0
AEGON_SPAARBEURS,2097,0
AEGON_SPAARBEURS,2098,0
AEGON_SPAARBEURS,2099,0
AEGON_SPAARBEURS,2100,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1950,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1951,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1952,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1953,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1954,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1955,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1956,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1957,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1958,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1959,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1960,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1961,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1962,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1963,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1964,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1965,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1966,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1967,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1968,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1969,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1970,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1971,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1972,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1973,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1974,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1975,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1976,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1977,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1978,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1979,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1980,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1981,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1982,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1983,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1984,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1985,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1986,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1987,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1988,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1989,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1990,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1991,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1992,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1993,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1994,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1995,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1996,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1997,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1998,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,1999,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2000,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2001,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2002,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2003,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2004,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2005,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2006,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2007,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2008,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2009,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2010,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2011,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2012,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2013,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2014,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2015,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2016,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2017,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2018,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2019,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2020,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2021,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2022,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2023,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2024,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2025,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2026,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2027,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2028,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2029,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2030,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2031,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2032,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2033,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2034,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2035,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2036,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2037,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2038,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2039,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2040,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2041,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2042,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2043,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2044,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2045,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2046,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2047,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2048,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2049,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2050,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2051,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2052,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2053,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2054,0
AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,2055,0
