jobid,modelid,modulename,moduleversion,date,runkey,scenarioname,type,maturity,maturityidentifier,rate
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,32.0,32Y,0.0089094394868
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,44.0,44Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,31.0,31Y,0.0089094394868
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,43.0,43Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,30.0,30Y,0.0089094394868
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,42.0,42Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,29.0,29Y,0.0089094394868
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,41.0,41Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,28.0,28Y,0.0089094394868
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,40.0,40Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,14.0,14Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,27.0,27Y,0.0089094394868
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,39.0,39Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,13.0,13Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,26.0,26Y,0.0089094394868
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,38.0,38Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,12.0,12Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,25.0,25Y,0.0089094394868
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,37.0,37Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Flat,spot,11.0,11Y,0.0344601661323
2023040308544852005,4558,IAS19_discounting,2.0,2023-03-31,IAS19,IAS19_Spread,spot,24.0,24Y,0.0089094394868
