runkey,groupofcontracts,type,maturityidentifier,rate
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,753M,0.041182507
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,754M,0.041182536
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,755M,0.041182618
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,756M,0.041182604
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,757M,0.04118264
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,758M,0.041182627
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,759M,0.041182613
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,760M,0.041182608
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,761M,0.04118261
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,762M,0.041182665
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,763M,0.041182572
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,764M,0.041182611
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,765M,0.041182507
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,766M,0.041182536
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,767M,0.041182618
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,768M,0.041182604
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,769M,0.04118264
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,770M,0.041182627
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,771M,0.041182613
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,772M,0.041182608
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,773M,0.04118261
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,774M,0.041182665
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,775M,0.041182572
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,776M,0.041182611
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,777M,0.041182507
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,778M,0.041182536
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,779M,0.041182618
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,780M,0.041182604
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,781M,0.04118264
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,782M,0.041182627
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,783M,0.041182613
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,784M,0.041182608
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,785M,0.04118261
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,786M,0.041182665
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,787M,0.041182572
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,788M,0.041182611
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,789M,0.041182507
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,790M,0.041182536
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,791M,0.041182618
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,792M,0.041182604
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,793M,0.04118264
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,794M,0.041182627
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,795M,0.041182613
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,796M,0.041182608
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,797M,0.04118261
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,798M,0.041182665
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,799M,0.041182572
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,800M,0.041182611
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,801M,0.041182507
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,802M,0.041182536
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,803M,0.041182618
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,804M,0.041182604
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,805M,0.04118264
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,806M,0.041182627
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,807M,0.041182613
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,808M,0.041182608
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,809M,0.04118261
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,810M,0.041182665
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,811M,0.041182572
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,812M,0.041182611
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,813M,0.041182507
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,814M,0.041182536
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,815M,0.041182618
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,816M,0.041182604
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,817M,0.04118264
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,818M,0.041182627
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,819M,0.041182613
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,820M,0.041182608
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,821M,0.04118261
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,822M,0.041182665
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,823M,0.041182572
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,824M,0.041182611
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,825M,0.041182507
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,826M,0.041182536
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,827M,0.041182618
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,828M,0.041182604
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,829M,0.04118264
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,830M,0.041182627
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,831M,0.041182613
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,832M,0.041182608
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,833M,0.04118261
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,834M,0.041182665
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,835M,0.041182572
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,836M,0.041182611
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,837M,0.041182507
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,838M,0.041182536
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,839M,0.041182618
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,840M,0.041182604
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,841M,0.04118264
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,842M,0.041182627
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,843M,0.041182613
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,844M,0.041182608
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,845M,0.04118261
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,846M,0.041182665
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,847M,0.041182572
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,848M,0.041182611
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,849M,0.041182507
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,850M,0.041182536
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,851M,0.041182618
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,852M,0.041182604
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,853M,0.04118264
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,854M,0.041182627
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,855M,0.041182613
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,856M,0.041182608
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,857M,0.04118261
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,858M,0.041182665
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,859M,0.041182572
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,860M,0.041182611
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,861M,0.041182507
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,862M,0.041182536
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,863M,0.041182618
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,864M,0.041182604
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,865M,0.04118264
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,866M,0.041182627
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,867M,0.041182613
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,868M,0.041182608
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,869M,0.04118261
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,870M,0.041182665
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,871M,0.041182572
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,872M,0.041182611
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,873M,0.041182507
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,874M,0.041182536
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,875M,0.041182618
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,876M,0.041182604
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,877M,0.04118264
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,878M,0.041182627
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,879M,0.041182613
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,880M,0.041182608
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,881M,0.04118261
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,882M,0.041182665
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,883M,0.041182572
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,884M,0.041182611
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,885M,0.041182507
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,886M,0.041182536
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,887M,0.041182618
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,888M,0.041182604
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,889M,0.04118264
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,890M,0.041182627
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,891M,0.041182613
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,892M,0.041182608
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,893M,0.04118261
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,894M,0.041182665
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,895M,0.041182572
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,896M,0.041182611
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,897M,0.041182507
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,898M,0.041182536
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,899M,0.041182618
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,900M,0.041182604
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,901M,0.04118264
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,902M,0.041182627
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,903M,0.041182613
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,904M,0.041182608
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,905M,0.04118261
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,906M,0.041182665
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,907M,0.041182572
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,908M,0.041182611
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,909M,0.041182507
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,910M,0.041182536
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,911M,0.041182618
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,912M,0.041182604
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,913M,0.04118264
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,914M,0.041182627
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,915M,0.041182613
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,916M,0.041182608
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,917M,0.04118261
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,918M,0.041182665
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,919M,0.041182572
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,920M,0.041182611
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,921M,0.041182507
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,922M,0.041182536
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,923M,0.041182618
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,924M,0.041182604
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,925M,0.04118264
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,926M,0.041182627
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,927M,0.041182613
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,928M,0.041182608
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,929M,0.04118261
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,930M,0.041182665
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,931M,0.041182572
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,932M,0.041182611
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,933M,0.041182507
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,934M,0.041182536
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,935M,0.041182618
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,936M,0.041182604
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,937M,0.04118264
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,938M,0.041182627
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,939M,0.041182613
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,940M,0.041182608
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,941M,0.04118261
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,942M,0.041182665
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,943M,0.041182572
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,944M,0.041182611
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,945M,0.040994106
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,946M,0.040994129
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,947M,0.040994168
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,948M,0.040994174
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,949M,0.040994196
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,950M,0.040994202
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,951M,0.040994207
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,952M,0.040994215
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,953M,0.040994227
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,954M,0.040994257
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,955M,0.04099424
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,956M,0.040994191
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,957M,0.040994106
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,958M,0.040994129
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,959M,0.040994168
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,960M,0.040994174
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,961M,0.040994196
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,962M,0.040994202
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,963M,0.040994207
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,964M,0.040994215
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,965M,0.040994227
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,966M,0.040994257
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,967M,0.04099424
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,968M,0.040994191
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,969M,0.040994106
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,970M,0.040994129
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,971M,0.040994168
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,972M,0.040994174
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,973M,0.040994196
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,974M,0.040994202
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,975M,0.040994207
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,976M,0.040994215
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,977M,0.040994227
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,978M,0.040994257
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,979M,0.04099424
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,980M,0.040994191
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,981M,0.040994106
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,982M,0.040994129
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,983M,0.040994168
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,984M,0.040994174
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,985M,0.040994196
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,986M,0.040994202
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,987M,0.040994207
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,988M,0.040994215
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,989M,0.040994227
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,990M,0.040994257
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,991M,0.04099424
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,992M,0.040994191
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,993M,0.040994106
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,994M,0.040994129
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,995M,0.040994168
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,996M,0.040994174
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,997M,0.040994196
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,998M,0.040994202
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,999M,0.040994207
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1000M,0.040994215
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1001M,0.040994227
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1002M,0.040994257
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1003M,0.04099424
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1004M,0.040994191
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1005M,0.040994106
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1006M,0.040994129
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1007M,0.040994168
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1008M,0.040994174
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1009M,0.040994196
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1010M,0.040994202
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1011M,0.040994207
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1012M,0.040994215
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1013M,0.040994227
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1014M,0.040994257
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1015M,0.04099424
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1016M,0.040994191
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1017M,0.040994106
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1018M,0.040994129
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1019M,0.040994168
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1020M,0.040994174
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1021M,0.040994196
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1022M,0.040994202
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1023M,0.040994207
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1024M,0.040994215
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1025M,0.040994227
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1026M,0.040994257
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1027M,0.04099424
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1028M,0.040994191
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1029M,0.040994106
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1030M,0.040994129
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1031M,0.040994168
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1032M,0.040994174
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1033M,0.040994196
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1034M,0.040994202
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1035M,0.040994207
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1036M,0.040994215
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1037M,0.040994227
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1038M,0.040994257
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1039M,0.04099424
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1040M,0.040994191
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1041M,0.040994106
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1042M,0.040994129
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1043M,0.040994168
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1044M,0.040994174
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1045M,0.040994196
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1046M,0.040994202
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1047M,0.040994207
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1048M,0.040994215
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1049M,0.040994227
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1050M,0.040994257
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1051M,0.04099424
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1052M,0.040994191
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1053M,0.040994106
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1054M,0.040994129
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1055M,0.040994168
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1056M,0.040994174
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1057M,0.040994196
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1058M,0.040994202
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1059M,0.040994207
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1060M,0.040994215
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1061M,0.040994227
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1062M,0.040994257
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1063M,0.04099424
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1064M,0.040994191
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1065M,0.040994106
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1066M,0.040994129
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1067M,0.040994168
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1068M,0.040994174
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1069M,0.040994196
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1070M,0.040994202
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1071M,0.040994207
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1072M,0.040994215
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1073M,0.040994227
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1074M,0.040994257
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1075M,0.04099424
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1076M,0.040994191
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1077M,0.040994106
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1078M,0.040994129
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1079M,0.040994168
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1080M,0.040994174
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1081M,0.040994196
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1082M,0.040994202
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1083M,0.040994207
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1084M,0.040994215
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1085M,0.040994227
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1086M,0.040994257
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1087M,0.04099424
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1088M,0.040994191
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1089M,0.040994106
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1090M,0.040994129
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1091M,0.040994168
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1092M,0.040994174
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1093M,0.040994196
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1094M,0.040994202
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1095M,0.040994207
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1096M,0.040994215
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1097M,0.040994227
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1098M,0.040994257
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1099M,0.04099424
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1100M,0.040994191
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1101M,0.040994106
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1102M,0.040994129
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1103M,0.040994168
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1104M,0.040994174
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1105M,0.040994196
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1106M,0.040994202
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1107M,0.040994207
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1108M,0.040994215
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1109M,0.040994227
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1110M,0.040994257
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1111M,0.04099424
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1112M,0.040994191
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1113M,0.040994106
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1114M,0.040994129
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1115M,0.040994168
IFRS17_ALL,L0003200~TRANSITION,monthlyforward,1116M,0.040994174
