framework,scenario,asset_class,shockfactor
Proxy,IR3_1,Mix,1
Proxy,IR3_1,Rente,1
Proxy,MC1,Equity,1
Proxy,MC1,Mix,1
Proxy,MC1,Rente,1
Proxy,MC2,Equity,1
Proxy,MC2,Mix,1
Proxy,MC2,Rente,1
Proxy,MC3,Equity,1
Proxy,MC3,Mix,1
Proxy,MC3,Rente,1
Proxy,MC4,Equity,1
Proxy,MC4,Mix,1
Proxy,MC4,Rente,1
Proxy,MC5,Equity,1
Proxy,MC5,Mix,1
Proxy,MC5,Rente,1
Proxy,MC6,Equity,1
Proxy,MC6,Mix,1
Proxy,MC6,Rente,1
Proxy,MC7,Equity,1
Proxy,MC7,Mix,1
Proxy,MC7,Rente,1
Proxy,MC8,Equity,1
Proxy,MC8,Mix,1
Proxy,MC8,Rente,1
Proxy,MC-MP-1,Equity,1
Proxy,MC-MP-1,Mix,1
Proxy,MC-MP-1,Rente,1
Proxy,MC-MP-2,Equity,1
Proxy,MC-MP-2,Mix,1
Proxy,MC-MP-2,Rente,1
Proxy,MC-MP-3,Equity,1
Proxy,MC-MP-3,Mix,1
Proxy,MC-MP-3,Rente,1
Proxy,MC-MP-4,Equity,1
Proxy,MC-MP-4,Mix,1
Proxy,MC-MP-4,Rente,1
Proxy,MC-MP-5,Equity,1
Proxy,MC-MP-5,Mix,1
Proxy,MC-MP-5,Rente,1
Proxy,MC-MP-6,Equity,1
Proxy,MC-MP-6,Mix,1
Proxy,MC-MP-6,Rente,1
Proxy,MC-MP-7,Equity,1
Proxy,MC-MP-7,Mix,1
Proxy,MC-MP-7,Rente,1
Proxy,MC-MP-8,Equity,1
Proxy,MC-MP-8,Mix,1
Proxy,MC-MP-8,Rente,1
Proxy,MP1,Equity,1
Proxy,MP1,Mix,1
Proxy,MP1,Rente,1
Proxy,MP2,Equity,1
Proxy,MP2,Mix,1
Proxy,MP2,Rente,1
Proxy,MP3,Equity,1
Proxy,MP3,Mix,1
Proxy,MP3,Rente,1
Proxy,MP4,Equity,1
Proxy,MP4,Mix,1
Proxy,MP4,Rente,1
Proxy,MP5,Equity,1
Proxy,MP5,Mix,1
Proxy,MP5,Rente,1
Proxy,MP6,Equity,1
Proxy,MP6,Mix,1
Proxy,MP6,Rente,1
Proxy,MP7,Equity,1
Proxy,MP7,Mix,1
Proxy,MP7,Rente,1
Proxy,MP8,Equity,1
Proxy,MP8,Mix,1
Proxy,MP8,Rente,1
Proxy,OoS_1,Equity,1
Proxy,OoS_1,Mix,1.016077
Proxy,OoS_1,Rente,1.036723
Proxy,OoS_2,Equity,1
Proxy,OoS_2,Mix,0.974858
Proxy,OoS_2,Rente,0.936733
Proxy,R1_1,Equity,1
Proxy,R1_1,Mix,1.087132
Proxy,R1_1,Rente,1.23079
Proxy,R1_2,Equity,1
Proxy,R1_2,Mix,1.069392
Proxy,R1_2,Rente,1.183803
Proxy,R1_3,Equity,1
Proxy,R1_3,Mix,1.034957
Proxy,R1_3,Rente,1.092593
Proxy,R1_4,Equity,1
Proxy,R1_4,Mix,1.017218
Proxy,R1_4,Rente,1.045605
Proxy,R1_5,Equity,1
Proxy,R1_5,Mix,0.981862
Proxy,R1_5,Rente,0.952314
Proxy,R1_6,Equity,1
Proxy,R1_6,Mix,0.963174
Proxy,R1_6,Rente,0.903182
Proxy,R1_7,Equity,1
Proxy,R1_7,Mix,0.926898
Proxy,R1_7,Rente,0.80781
Proxy,R1_8,Equity,1
Proxy,R1_8,Mix,0.90821
Proxy,R1_8,Rente,0.758678
Proxy,R1_D,Equity,1
Proxy,R1_D,Mix,1.052175
Proxy,R1_D,Rente,1.138198
Proxy,R1_U,Equity,1
Proxy,R1_U,Mix,0.945036
Proxy,R1_U,Rente,0.855496
Proxy,R1-UR1LL-1,Equity,1
Proxy,R1-UR1LL-1,Mix,1.069392
Proxy,R1-UR1LL-1,Rente,1.183803
Proxy,R1-UR1LL-2,Equity,1
Proxy,R1-UR1LL-2,Mix,1.069392
Proxy,R1-UR1LL-2,Rente,1.183803
Proxy,R1-UR1LL-3,Equity,1
Proxy,R1-UR1LL-3,Mix,1.052175
Proxy,R1-UR1LL-3,Rente,1.138198
Proxy,R1-UR1LL-4,Equity,1
Proxy,R1-UR1LL-4,Mix,1.052175
Proxy,R1-UR1LL-4,Rente,1.138198
Proxy,R1-UR1LL-5,Equity,1
Proxy,R1-UR1LL-5,Mix,0.945036
Proxy,R1-UR1LL-5,Rente,0.855496
Proxy,R1-UR1LL-6,Equity,1
Proxy,R1-UR1LL-6,Mix,0.945036
Proxy,R1-UR1LL-6,Rente,0.855496
Proxy,R1-UR1LL-7,Equity,1
Proxy,R1-UR1LL-7,Mix,0.926898
Proxy,R1-UR1LL-7,Rente,0.80781
Proxy,R1-UR1LL-8,Equity,1
Proxy,R1-UR1LL-8,Mix,0.926898
Proxy,R1-UR1LL-8,Rente,0.80781
Proxy,R1-UR1LT-1,Equity,1
Proxy,R1-UR1LT-1,Mix,1.069392
Proxy,R1-UR1LT-1,Rente,1.183803
Proxy,R1-UR1LT-2,Equity,1
Proxy,R1-UR1LT-2,Mix,1.069392
Proxy,R1-UR1LT-2,Rente,1.183803
Proxy,R1-UR1LT-3,Equity,1
Proxy,R1-UR1LT-3,Mix,1.052175
Proxy,R1-UR1LT-3,Rente,1.138198
Proxy,R1-UR1LT-4,Equity,1
Proxy,R1-UR1LT-4,Mix,1.052175
Proxy,R1-UR1LT-4,Rente,1.138198
Proxy,R1-UR1LT-5,Equity,1
Proxy,R1-UR1LT-5,Mix,0.945036
Proxy,R1-UR1LT-5,Rente,0.855496
Proxy,R1-UR1LT-6,Equity,1
Proxy,R1-UR1LT-6,Mix,0.945036
Proxy,R1-UR1LT-6,Rente,0.855496
Proxy,R1-UR1LT-7,Equity,1
Proxy,R1-UR1LT-7,Mix,0.926898
Proxy,R1-UR1LT-7,Rente,0.80781
Proxy,R1-UR1LT-8,Equity,1
Proxy,R1-UR1LT-8,Mix,0.926898
Proxy,R1-UR1LT-8,Rente,0.80781
Proxy,R1-UR3C-1,Equity,1
Proxy,R1-UR3C-1,Mix,1.052175
Proxy,R1-UR3C-1,Rente,1.138198
Proxy,R1-UR3C-2,Equity,1
Proxy,R1-UR3C-2,Mix,1.052175
Proxy,R1-UR3C-2,Rente,1.138198
Proxy,R1-UR3C-3,Equity,1
Proxy,R1-UR3C-3,Mix,1.034957
Proxy,R1-UR3C-3,Rente,1.092593
Proxy,R1-UR3C-4,Equity,1
Proxy,R1-UR3C-4,Mix,1.034957
Proxy,R1-UR3C-4,Rente,1.092593
Proxy,R1-UR3C-5,Equity,1
Proxy,R1-UR3C-5,Mix,0.963174
Proxy,R1-UR3C-5,Rente,0.903182
Proxy,R1-UR3C-6,Equity,1
Proxy,R1-UR3C-6,Mix,0.963174
Proxy,R1-UR3C-6,Rente,0.903182
Proxy,R1-UR3C-7,Equity,1
Proxy,R1-UR3C-7,Mix,0.945036
Proxy,R1-UR3C-7,Rente,0.855496
Proxy,R1-UR3C-8,Equity,1
Proxy,R1-UR3C-8,Mix,0.945036
Proxy,R1-UR3C-8,Rente,0.855496
Proxy,R1-UR3P-1,Equity,1
Proxy,R1-UR3P-1,Mix,1.052175
Proxy,R1-UR3P-1,Rente,1.138198
Proxy,R1-UR3P-2,Equity,1
Proxy,R1-UR3P-2,Mix,1.052175
Proxy,R1-UR3P-2,Rente,1.138198
Proxy,R1-UR3P-3,Equity,1
Proxy,R1-UR3P-3,Mix,1.034957
Proxy,R1-UR3P-3,Rente,1.092593
Proxy,R1-UR3P-4,Equity,1
Proxy,R1-UR3P-4,Mix,1.034957
Proxy,R1-UR3P-4,Rente,1.092593
Proxy,R1-UR3P-5,Equity,1
Proxy,R1-UR3P-5,Mix,0.963174
Proxy,R1-UR3P-5,Rente,0.903182
Proxy,R1-UR3P-6,Equity,1
Proxy,R1-UR3P-6,Mix,0.963174
Proxy,R1-UR3P-6,Rente,0.903182
Proxy,R1-UR3P-7,Equity,1
Proxy,R1-UR3P-7,Mix,0.945036
Proxy,R1-UR3P-7,Rente,0.855496
Proxy,R1-UR3P-8,Equity,1
Proxy,R1-UR3P-8,Mix,0.945036
Proxy,R1-UR3P-8,Rente,0.855496
Proxy,R2_1,Equity,1
Proxy,R2_1,Mix,0.97729
Proxy,R2_1,Rente,0.928827
Proxy,R2_2,Equity,1
Proxy,R2_2,Mix,0.981913
Proxy,R2_2,Rente,0.943317
Proxy,R2_3,Equity,1
Proxy,R2_3,Mix,0.990889
Proxy,R2_3,Rente,0.971446
Proxy,R2_4,Equity,1
Proxy,R2_4,Mix,0.995512
Proxy,R2_4,Rente,0.985936
Proxy,R2_5,Equity,1
Proxy,R2_5,Mix,1.004186
Proxy,R2_5,Rente,1.013249
Proxy,R2_6,Equity,1
Proxy,R2_6,Mix,1.0085
Proxy,R2_6,Rente,1.0269
Proxy,R2_7,Equity,1
Proxy,R2_7,Mix,1.016873
Proxy,R2_7,Rente,1.053398
Proxy,R2_8,Equity,1
Proxy,R2_8,Mix,1.021186
Proxy,R2_8,Rente,1.067049
Proxy,R2_D,Equity,1
Proxy,R2_D,Mix,0.986401
Proxy,R2_D,Rente,0.957382
Proxy,R2_U,Equity,1
Proxy,R2_U,Mix,1.012686
Proxy,R2_U,Rente,1.040149
Proxy,R2-UR1LL-1,Equity,1
Proxy,R2-UR1LL-1,Mix,0.981913
Proxy,R2-UR1LL-1,Rente,0.943317
Proxy,R2-UR1LL-2,Equity,1
Proxy,R2-UR1LL-2,Mix,0.981913
Proxy,R2-UR1LL-2,Rente,0.943317
Proxy,R2-UR1LL-3,Equity,1
Proxy,R2-UR1LL-3,Mix,0.986401
Proxy,R2-UR1LL-3,Rente,0.957382
Proxy,R2-UR1LL-4,Equity,1
Proxy,R2-UR1LL-4,Mix,0.986401
Proxy,R2-UR1LL-4,Rente,0.957382
Proxy,R2-UR1LL-5,Equity,1
Proxy,R2-UR1LL-5,Mix,1.012686
Proxy,R2-UR1LL-5,Rente,1.040149
Proxy,R2-UR1LL-6,Equity,1
Proxy,R2-UR1LL-6,Mix,1.012686
Proxy,R2-UR1LL-6,Rente,1.040149
Proxy,R2-UR1LL-7,Equity,1
Proxy,R2-UR1LL-7,Mix,1.016873
Proxy,R2-UR1LL-7,Rente,1.053398
Proxy,R2-UR1LL-8,Equity,1
Proxy,R2-UR1LL-8,Mix,1.016873
Proxy,R2-UR1LL-8,Rente,1.053398
Proxy,R2-UR1LT-1,Equity,1
Proxy,R2-UR1LT-1,Mix,0.981913
Proxy,R2-UR1LT-1,Rente,0.943317
Proxy,R2-UR1LT-2,Equity,1
Proxy,R2-UR1LT-2,Mix,0.981913
Proxy,R2-UR1LT-2,Rente,0.943317
Proxy,R2-UR1LT-3,Equity,1
Proxy,R2-UR1LT-3,Mix,0.986401
Proxy,R2-UR1LT-3,Rente,0.957382
Proxy,R2-UR1LT-4,Equity,1
Proxy,R2-UR1LT-4,Mix,0.986401
Proxy,R2-UR1LT-4,Rente,0.957382
Proxy,R2-UR1LT-5,Equity,1
Proxy,R2-UR1LT-5,Mix,1.012686
Proxy,R2-UR1LT-5,Rente,1.040149
Proxy,R2-UR1LT-6,Equity,1
Proxy,R2-UR1LT-6,Mix,1.012686
Proxy,R2-UR1LT-6,Rente,1.040149
Proxy,R2-UR1LT-7,Equity,1
Proxy,R2-UR1LT-7,Mix,1.016873
Proxy,R2-UR1LT-7,Rente,1.053398
Proxy,R2-UR1LT-8,Equity,1
Proxy,R2-UR1LT-8,Mix,1.016873
Proxy,R2-UR1LT-8,Rente,1.053398
Proxy,R2-UR3C-1,Equity,1
Proxy,R2-UR3C-1,Mix,0.986401
Proxy,R2-UR3C-1,Rente,0.957382
Proxy,R2-UR3C-2,Equity,1
Proxy,R2-UR3C-2,Mix,0.986401
Proxy,R2-UR3C-2,Rente,0.957382
Proxy,R2-UR3C-3,Equity,1
Proxy,R2-UR3C-3,Mix,0.990889
Proxy,R2-UR3C-3,Rente,0.971446
Proxy,R2-UR3C-4,Equity,1
Proxy,R2-UR3C-4,Mix,0.990889
Proxy,R2-UR3C-4,Rente,0.971446
Proxy,R2-UR3C-5,Equity,1
Proxy,R2-UR3C-5,Mix,1.0085
Proxy,R2-UR3C-5,Rente,1.0269
Proxy,R2-UR3C-6,Equity,1
Proxy,R2-UR3C-6,Mix,1.0085
Proxy,R2-UR3C-6,Rente,1.0269
Proxy,R2-UR3C-7,Equity,1
Proxy,R2-UR3C-7,Mix,1.012686
Proxy,R2-UR3C-7,Rente,1.040149
Proxy,R2-UR3C-8,Equity,1
Proxy,R2-UR3C-8,Mix,1.012686
Proxy,R2-UR3C-8,Rente,1.040149
Proxy,R2-UR3P-1,Equity,1
Proxy,R2-UR3P-1,Mix,0.986401
Proxy,R2-UR3P-1,Rente,0.957382
Proxy,R2-UR3P-2,Equity,1
Proxy,R2-UR3P-2,Mix,0.986401
Proxy,R2-UR3P-2,Rente,0.957382
Proxy,R2-UR3P-3,Equity,1
Proxy,R2-UR3P-3,Mix,0.990889
Proxy,R2-UR3P-3,Rente,0.971446
Proxy,R2-UR3P-4,Equity,1
Proxy,R2-UR3P-4,Mix,0.990889
Proxy,R2-UR3P-4,Rente,0.971446
Proxy,R2-UR3P-5,Equity,1
Proxy,R2-UR3P-5,Mix,1.0085
Proxy,R2-UR3P-5,Rente,1.0269
Proxy,R2-UR3P-6,Equity,1
Proxy,R2-UR3P-6,Mix,1.0085
Proxy,R2-UR3P-6,Rente,1.0269
Proxy,R2-UR3P-7,Equity,1
Proxy,R2-UR3P-7,Mix,1.012686
Proxy,R2-UR3P-7,Rente,1.040149
Proxy,R2-UR3P-8,Equity,1
Proxy,R2-UR3P-8,Mix,1.012686
Proxy,R2-UR3P-8,Rente,1.040149
Proxy,R3_1,Equity,1
Proxy,R3_1,Mix,0.997798
Proxy,R3_1,Rente,0.997013
Proxy,R3_2,Equity,1
Proxy,R3_2,Mix,0.999117
Proxy,R3_2,Rente,0.998802
Proxy,R3_3,Equity,1
Proxy,R3_3,Mix,0.999565
Proxy,R3_3,Rente,0.99941
Proxy,R3_4,Equity,1
Proxy,R3_4,Mix,1.000364
Proxy,R3_4,Rente,1.00041
Proxy,R3_5,Equity,1
Proxy,R3_5,Mix,1.000739
Proxy,R3_5,Rente,1.000833
Proxy,R3_6,Equity,1
Proxy,R3_6,Mix,1.001842
Proxy,R3_6,Rente,1.002076
Proxy,R3_D,Equity,1
Proxy,R3_D,Mix,0.998681
Proxy,R3_D,Rente,0.998211
Proxy,R3_U,Equity,1
Proxy,R3_U,Mix,1.001103
Proxy,R3_U,Rente,1.001243
Proxy,R-R-1,Equity,1
Proxy,R-R-1,Mix,1.050051
Proxy,R-R-1,Rente,1.116702
Proxy,R-R-2,Equity,1
Proxy,R-R-2,Mix,1.087436
Proxy,R-R-2,Rente,1.247016
Proxy,R-R-3,Equity,1
Proxy,R-R-3,Mix,1.037866
Proxy,R-R-3,Rente,1.08969
Proxy,R-R-4,Equity,1
Proxy,R-R-4,Mix,1.065523
Proxy,R-R-4,Rente,1.183895
Proxy,R-R-5,Equity,1
Proxy,R-R-5,Mix,0.932184
Proxy,R-R-5,Rente,0.819036
Proxy,R-R-6,Equity,1
Proxy,R-R-6,Mix,0.957025
Proxy,R-R-6,Rente,0.889843
Proxy,R-R-7,Equity,1
Proxy,R-R-7,Mix,0.910133
Proxy,R-R-7,Rente,0.762021
Proxy,R-R-8,Equity,1
Proxy,R-R-8,Mix,0.942537
Proxy,R-R-8,Rente,0.850945
Proxy,UR1LL_1,Equity,1
Proxy,UR1LL_1,Mix,1
Proxy,UR1LL_1,Rente,1
Proxy,UR1LL_2,Equity,1
Proxy,UR1LL_2,Mix,1
Proxy,UR1LL_2,Rente,1
Proxy,UR1LL_3,Equity,1
Proxy,UR1LL_3,Mix,1
Proxy,UR1LL_3,Rente,1
Proxy,UR1LL_4,Equity,1
Proxy,UR1LL_4,Mix,1
Proxy,UR1LL_4,Rente,1
Proxy,UR1LL_5,Equity,1
Proxy,UR1LL_5,Mix,1
Proxy,UR1LL_5,Rente,1
Proxy,UR1LL_6,Equity,1
Proxy,UR1LL_6,Mix,1
Proxy,UR1LL_6,Rente,1
Proxy,UR1LT_1,Equity,1
Proxy,UR1LT_1,Mix,1
Proxy,UR1LT_1,Rente,1
Proxy,UR1LT_2,Equity,1
Proxy,UR1LT_2,Mix,1
Proxy,UR1LT_2,Rente,1
Proxy,UR1LT_3,Equity,1
Proxy,UR1LT_3,Mix,1
Proxy,UR1LT_3,Rente,1
Proxy,UR1LT_4,Equity,1
Proxy,UR1LT_4,Mix,1
Proxy,UR1LT_4,Rente,1
Proxy,UR1LT_5,Equity,1
Proxy,UR1LT_5,Mix,1
Proxy,UR1LT_5,Rente,1
Proxy,UR1LT_6,Equity,1
Proxy,UR1LT_6,Mix,1
Proxy,UR1LT_6,Rente,1
Proxy,UR1ML_1,Equity,1
Proxy,UR1ML_1,Mix,1
Proxy,UR1ML_1,Rente,1
Proxy,UR1ML_2,Equity,1
Proxy,UR1ML_2,Mix,1
Proxy,UR1ML_2,Rente,1
Proxy,UR1ML_3,Equity,1
Proxy,UR1ML_3,Mix,1
Proxy,UR1ML_3,Rente,1
Proxy,UR1ML_4,Equity,1
Proxy,UR1ML_4,Mix,1
Proxy,UR1ML_4,Rente,1
Proxy,UR1ML_5,Equity,1
Proxy,UR1ML_5,Mix,1
Proxy,UR1ML_5,Rente,1
Proxy,UR1ML_6,Equity,1
Proxy,UR1ML_6,Mix,1
Proxy,UR1ML_6,Rente,1
Proxy,UR1MT_1,Equity,1
Proxy,UR1MT_1,Mix,1
Proxy,UR1MT_1,Rente,1
Proxy,UR1MT_2,Equity,1
Proxy,UR1MT_2,Mix,1
Proxy,UR1MT_2,Rente,1
Proxy,UR1MT_3,Equity,1
Proxy,UR1MT_3,Mix,1
Proxy,UR1MT_3,Rente,1
Proxy,UR1MT_4,Equity,1
Proxy,UR1MT_4,Mix,1
Proxy,UR1MT_4,Rente,1
Proxy,UR1MT_5,Equity,1
Proxy,UR1MT_5,Mix,1
Proxy,UR1MT_5,Rente,1
Proxy,UR1MT_6,Equity,1
Proxy,UR1MT_6,Mix,1
Proxy,UR1MT_6,Rente,1
Proxy,VA_1,Equity,1
Proxy,VA_1,Mix,1
Proxy,VA_1,Rente,1
Proxy,VA_2,Equity,1
Proxy,VA_2,Mix,1
Proxy,VA_2,Rente,1
Proxy,VA_3,Equity,1
Proxy,VA_3,Mix,1
Proxy,VA_3,Rente,1
Proxy,VA_4,Equity,1
Proxy,VA_4,Mix,1
Proxy,VA_4,Rente,1
Proxy,VA_5,Equity,1
Proxy,VA_5,Mix,1
Proxy,VA_5,Rente,1
Proxy,VA_6,Equity,1
Proxy,VA_6,Mix,1
Proxy,VA_6,Rente,1
Proxy,VA_7,Equity,1
Proxy,VA_7,Mix,1
Proxy,VA_7,Rente,1
Proxy,VA_8,Equity,1
Proxy,VA_8,Mix,1
Proxy,VA_8,Rente,1
Sensitivities,Combined 1-in-10 NL,Equity,1
Sensitivities,Combined 1-in-10 NL,Mix,1
Sensitivities,Combined 1-in-10 NL,Rente,1
Sensitivities,Combined 1-in-10 Sk,Equity,1
Sensitivities,Combined 1-in-10 Sk,Mix,1
Sensitivities,Combined 1-in-10 Sk,Rente,1
Sensitivities,Combined inflation interest rate +50bps,Equity,1
Sensitivities,Combined inflation interest rate +50bps,Mix,0.986051
Sensitivities,Combined inflation interest rate +50bps,Rente,0.962243
Sensitivities,Expense Inflation +50bps,Equity,1
Sensitivities,Expense Inflation +50bps,Mix,1
Sensitivities,Expense Inflation +50bps,Rente,1
Sensitivities,Expense Inflation -50bps,Equity,1
Sensitivities,Expense Inflation -50bps,Mix,1
Sensitivities,Expense Inflation -50bps,Rente,1
Sensitivities,IAS19 +50bps,Equity,1
Sensitivities,IAS19 +50bps,Mix,1
Sensitivities,IAS19 +50bps,Rente,1
Sensitivities,IAS19 -50bps,Equity,1
Sensitivities,IAS19 -50bps,Mix,1
Sensitivities,IAS19 -50bps,Rente,1
Sensitivities,Inflation +50bps,Equity,1
Sensitivities,Inflation +50bps,Mix,1
Sensitivities,Inflation +50bps,Rente,1
Sensitivities,Inflation -50bps,Equity,1
Sensitivities,Inflation -50bps,Mix,1
Sensitivities,Inflation -50bps,Rente,1
Sensitivities,IR1 - 90 NL,Equity,1
Sensitivities,IR1 - 90 NL,Mix,1
Sensitivities,IR1 - 90 NL,Rente,1
Sensitivities,IR1 - 97.5 NL,Equity,1
Sensitivities,IR1 - 97.5 NL,Mix,1
Sensitivities,IR1 - 97.5 NL,Rente,1
Sensitivities,IR1 ABS +50bps,Equity,1
Sensitivities,IR1 ABS +50bps,Mix,1
Sensitivities,IR1 ABS +50bps,Rente,1
Sensitivities,IR1 ABS -50bps,Equity,1
Sensitivities,IR1 ABS -50bps,Mix,1
Sensitivities,IR1 ABS -50bps,Rente,1
Sensitivities,IR1 Corp +50bps,Equity,1
Sensitivities,IR1 Corp +50bps,Mix,1
Sensitivities,IR1 Corp +50bps,Rente,1
Sensitivities,IR1 Corp +50bps (ex VA),Equity,1
Sensitivities,IR1 Corp +50bps (ex VA),Mix,1
Sensitivities,IR1 Corp +50bps (ex VA),Rente,1
Sensitivities,IR1 Corp -50bps,Equity,1
Sensitivities,IR1 Corp -50bps,Mix,1
Sensitivities,IR1 Corp -50bps,Rente,1
Sensitivities,IR1 Corp -50bps (ex VA),Equity,1
Sensitivities,IR1 Corp -50bps (ex VA),Mix,1
Sensitivities,IR1 Corp -50bps (ex VA),Rente,1
Sensitivities,IR1 Gov +50bps,Equity,1
Sensitivities,IR1 Gov +50bps,Mix,1
Sensitivities,IR1 Gov +50bps,Rente,1
Sensitivities,IR1 Gov +50bps (ex VA),Equity,1
Sensitivities,IR1 Gov +50bps (ex VA),Mix,1
Sensitivities,IR1 Gov +50bps (ex VA),Rente,1
Sensitivities,IR1 Gov -50bps,Equity,1
Sensitivities,IR1 Gov -50bps,Mix,1
Sensitivities,IR1 Gov -50bps,Rente,1
Sensitivities,IR1 Gov -50bps (ex VA),Equity,1
Sensitivities,IR1 Gov -50bps (ex VA),Mix,1
Sensitivities,IR1 Gov -50bps (ex VA),Rente,1
Sensitivities,IR1 Mortg +50bps,Equity,1
Sensitivities,IR1 Mortg +50bps,Mix,1
Sensitivities,IR1 Mortg +50bps,Rente,1
Sensitivities,IR1 Mortg -50bps,Equity,1
Sensitivities,IR1 Mortg -50bps,Mix,1
Sensitivities,IR1 Mortg -50bps,Rente,1
Sensitivities,IR1 Ngov +50bps,Equity,1
Sensitivities,IR1 Ngov +50bps,Mix,1
Sensitivities,IR1 Ngov +50bps,Rente,1
Sensitivities,IR1 Ngov +50bps (ex VA),Equity,1
Sensitivities,IR1 Ngov +50bps (ex VA),Mix,1
Sensitivities,IR1 Ngov +50bps (ex VA),Rente,1
Sensitivities,IR1 Ngov -50bps,Equity,1
Sensitivities,IR1 Ngov -50bps,Mix,1
Sensitivities,IR1 Ngov -50bps,Rente,1
Sensitivities,IR1 Ngov -50bps (ex VA),Equity,1
Sensitivities,IR1 Ngov -50bps (ex VA),Mix,1
Sensitivities,IR1 Ngov -50bps (ex VA),Rente,1
Sensitivities,IR1 VA +5bps,Equity,1
Sensitivities,IR1 VA +5bps,Mix,1
Sensitivities,IR1 VA +5bps,Rente,1
Sensitivities,IR1 VA -5bps,Equity,1
Sensitivities,IR1 VA -5bps,Mix,1
Sensitivities,IR1 VA -5bps,Rente,1
Sensitivities,IR2 +10%,Equity,1.1
Sensitivities,IR2 +10%,Mix,1.034128
Sensitivities,IR2 +10%,Rente,1
Sensitivities,IR2 +25%,Equity,1.25
Sensitivities,IR2 +25%,Mix,1.08532
Sensitivities,IR2 +25%,Rente,1
Sensitivities,IR2 -10%,Equity,0.9
Sensitivities,IR2 -10%,Mix,0.965872
Sensitivities,IR2 -10%,Rente,1
Sensitivities,IR2 -25%,Equity,0.75
Sensitivities,IR2 -25%,Mix,0.91468
Sensitivities,IR2 -25%,Rente,1
Sensitivities,IR2 -40%,Equity,0.6
Sensitivities,IR2 -40%,Mix,0.863488
Sensitivities,IR2 -40%,Rente,1
Sensitivities,IR3 Amvest -5%,Equity,1
Sensitivities,IR3 Amvest -5%,Mix,1
Sensitivities,IR3 Amvest -5%,Rente,1
Sensitivities,IR5 +5%,Equity,1
Sensitivities,IR5 +5%,Mix,1
Sensitivities,IR5 +5%,Rente,1
Sensitivities,IR5 -5%,Equity,1
Sensitivities,IR5 -5%,Mix,1
Sensitivities,IR5 -5%,Rente,1
Sensitivities,LACDT -25%,Equity,1
Sensitivities,LACDT -25%,Mix,1
Sensitivities,LACDT -25%,Rente,1
Sensitivities,Morbidity 1-in-10 Sc,Equity,1
Sensitivities,Morbidity 1-in-10 Sc,Mix,1
Sensitivities,Morbidity 1-in-10 Sc,Rente,1
Sensitivities,MR1 +100bps,Equity,1
Sensitivities,MR1 +100bps,Mix,0.972102
Sensitivities,MR1 +100bps,Rente,0.924485
Sensitivities,MR1 +200bps,Equity,1
Sensitivities,MR1 +200bps,Mix,0.944521
Sensitivities,MR1 +200bps,Rente,0.849872
Sensitivities,MR1 +50bps,Equity,1
Sensitivities,MR1 +50bps,Mix,0.986051
Sensitivities,MR1 +50bps,Rente,0.962243
Sensitivities,MR1 -100bps,Equity,1
Sensitivities,MR1 -100bps,Mix,1.028218
Sensitivities,MR1 -100bps,Rente,1.076431
Sensitivities,MR1 -50bps,Equity,1
Sensitivities,MR1 -50bps,Mix,1.014109
Sensitivities,MR1 -50bps,Rente,1.038215
Sensitivities,MR1 Steep,Equity,1
Sensitivities,MR1 Steep,Mix,1
Sensitivities,MR1 Steep,Rente,1
Sensitivities,MR1 Steep +10,Equity,1
Sensitivities,MR1 Steep +10,Mix,1
Sensitivities,MR1 Steep +10,Rente,1
Sensitivities,MR3 -15%,Equity,1
Sensitivities,MR3 -15%,Mix,0.990695
Sensitivities,MR3 -15%,Rente,1
Sensitivities,Non-FI -25% (ex Amvest),Equity,0.75
Sensitivities,Non-FI -25% (ex Amvest),Mix,0.91468
Sensitivities,Non-FI -25% (ex Amvest),Rente,1
Sensitivities,SIIreview.RM1(coc6.lamda975.floor50),Equity,1
Sensitivities,SIIreview.RM1(coc6.lamda975.floor50),Mix,1
Sensitivities,SIIreview.RM1(coc6.lamda975.floor50),Rente,1
Sensitivities,SIIreview.RM2(coc5.lamda975.floor0),Equity,1
Sensitivities,SIIreview.RM2(coc5.lamda975.floor0),Mix,1
Sensitivities,SIIreview.RM2(coc5.lamda975.floor0),Rente,1
Sensitivities,SIIreview.RM2.VE10,Equity,1
Sensitivities,SIIreview.RM2.VE10,Mix,1
Sensitivities,SIIreview.RM2.VE10,Rente,1
Sensitivities,SIIreview.RM2.VE10.MR1 +50bps,Equity,1
Sensitivities,SIIreview.RM2.VE10.MR1 +50bps,Mix,0.986051
Sensitivities,SIIreview.RM2.VE10.MR1 +50bps,Rente,0.962243
Sensitivities,SIIreview.RM2.VE10.MR1 -50bps,Equity,1
Sensitivities,SIIreview.RM2.VE10.MR1 -50bps,Mix,1.014109
Sensitivities,SIIreview.RM2.VE10.MR1 -50bps,Rente,1.038215
Sensitivities,SIIreview.RM2.VE10.MR1 Steep +10bps,Equity,1
Sensitivities,SIIreview.RM2.VE10.MR1 Steep +10bps,Mix,1
Sensitivities,SIIreview.RM2.VE10.MR1 Steep +10bps,Rente,1
Sensitivities,SIIreview.RM2.VE10.SII-VA,Equity,1
Sensitivities,SIIreview.RM2.VE10.SII-VA,Mix,1
Sensitivities,SIIreview.RM2.VE10.SII-VA,Rente,1
Sensitivities,SIIreview.RM2.VE10.UFR -15 bps,Equity,1
Sensitivities,SIIreview.RM2.VE10.UFR -15 bps,Mix,1
