RunName,Mix,Rente,Equity
0097_2023M03_Base-GH_IFRS_T_DI_010dn(00_60)-GH_CALIB_T_DI_010dn(00_60)-LV30Y_T_DI_shock-IFRS_Base-IFRS_T_DU_FI_010dn,1.00283972448248,1.00759082576794,1
0098_2023M03_Base-GH_IFRS_T_DI_001dn(00_60)-GH_CALIB_T_DI_001dn(00_60)-LV30Y_T_DI_shock-IFRS_Base-IFRS_T_DU_FI_001dn,1.00028383165196,1.00075868819248,1
0099_2023M03_Base-GH_IFRS_T_DI_001up(00_60)-GH_CALIB_T_DI_001up(00_60)-LV30Y_T_DI_shock-IFRS_Base-IFRS_T_DU_FI_001up,0.999716199620319,0.999241399403492,1
0100_2023M03_Base-GH_IFRS_T_DI_010up(00_60)-GH_CALIB_T_DI_010up(00_60)-LV30Y_T_DI_shock-IFRS_Base-IFRS_T_DU_FI_010up,0.997163402746057,0.992417933830514,1
0101_2023M03_Base-GH_IFRS_T_DI_025up(00_60)-GH_CALIB_T_DI_025up(00_60)-LV30Y_T_DI_shock-IFRS_Base-IFRS_T_DU_FI_025up,0.992914361014857,0.981061232019391,1
0102_2023M03_Base-GH_IFRS_T_DI_050up(00_60)-GH_CALIB_T_DI_050up(00_60)-LV30Y_T_DI_shock-IFRS_Base-IFRS_T_DU_FI_050up,0.985848200121502,0.962177020314274,1
0103_2023M03_Base-GH_IFRS_T_DI_100up(00_60)-GH_CALIB_T_DI_100up(00_60)-LV30Y_T_DI_shock-IFRS_Base-IFRS_T_DU_FI_100up,0.971774045490637,0.924571504434072,1
0104_2023M03_Base-GH_IFRS_T_DI_200up(00_60)-GH_CALIB_T_DI_200up(00_60)-LV30Y_T_DI_shock-IFRS_Base-IFRS_T_DU_FI_200up,0.943856549467691,0.850006815681132,1
0105_2023M03_Base-GH_IFRS_T_DI_300up(00_60)-GH_CALIB_T_DI_300up(00_60)-LV30Y_T_DI_shock-IFRS_Base-IFRS_T_DU_FI_300up,0.916243307839472,0.776293955701885,1
0106_2023M03_Base-GH_IFRS_T_DI_200dn(00_60)_UFR_200dn-GH_CALIB_T_DI_200dn(00_60)-LV30Y_T_DI_shock-IFRS_Base-IFRS_T_DU_FI_200dn,1.05739443092215,1.15349728211355,1
0107_2023M03_Base-GH_IFRS_T_DI_100dn(00_60)_UFR_100dn-GH_CALIB_T_DI_100dn(00_60)-LV30Y_T_DI_shock-IFRS_Base-IFRS_T_DU_FI_100dn,1.02853868288239,1.07630447144007,1
0108_2023M03_Base-GH_IFRS_T_DI_100up(00_60)_UFR_100up-GH_CALIB_T_DI_100up(00_60)-LV30Y_T_DI_shock-IFRS_Base-IFRS_T_DU_FI_100up,0.971774045490637,0.924571504434072,1
0109_2023M03_Base-GH_IFRS_T_DI_200up(00_60)_UFR_200up-GH_CALIB_T_DI_200up(00_60)-LV30Y_T_DI_shock-IFRS_Base-IFRS_T_DU_FI_200up,0.943856549467691,0.850006815681132,1
0110_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_FI_200dn,1.05739443092215,1.15349728211355,1
0111_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_FI_100dn,1.02853868288239,1.07630447144007,1
0112_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_FI_100up,0.971774045490637,0.924571504434072,1
0113_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_FI_200up,0.943856549467691,0.850006815681132,1
0114_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_nonFI_EQ_EM_PE_25dn,0.915236338418054,1,0.75
0115_2023M03_Base-GH_IFRS_T_Base-GH_CALIB_T_Base-LV30Y_T_Base-IFRS_Base-IFRS_T_DU_nonFI_EQ_EM_PE_10dn,0.966094535367222,1,0.9
