model,tarcd_rg,mort_table_res_m,mort_table_res_f,mort_table_res_u,interest,exp_res_factor,zeroization_res,age_adj_m,age_adj_f,age_adj_u,mort_mult_m_pos,mort_mult_f_pos,mort_mult_u_pos,mort_mult_m,mort_mult_f,mort_mult_u,mort_mult_m_neg,mort_mult_f_neg,rip_load,risk_prem_threshold,risk_prem_vzr_perc,risk_prem_eks_perc,mort_mult_u_neg
CAE,163,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,"","","",1,1,1,"","","","","","",""
CAE,165,GBM6165,GBM6165,GBM6165,0.04,0.01,1,-2,-7,-2,"","","",1,1,1,"","","","","","",""
CAE,171,GBM7680,GBM7680,GBM7680,0.04,0.01,1,-1,-6,-1,"","","",1,1,1,"","","","","","",""
CAE,200,GBM9095,GBM9095,GBM9095,0.025,0.01,1,1,-4,1,"","","",1,1,1,"","","","","","",""
CAE,201,GBM8085,GBV8085,GBM8085,0.04,0,0,-3,-4,-3,"","","",1,1,1,"","","","","","",""
CAE,202,GBM2003,GBV2003,GBM2003,0.03,0,0,-2,0,-2,"","","",1,1,1,"","","","","","",""
CAE,203,GBM6165,GBM6165,GBM6165,0.04,0,0,-2,-2,-2,"","","",1,1,1,"","","","","","",""
CAE,204,GBM93,GBV93,GBM93,0.03,0,0,-2,0,-2,"","","",1,1,1,"","","","","","",""
CAE,205,GBM2003,GBV2003,GBM2003,0.03,0,0,-2,-1,-2,"","","",1,1,1,"","","","","","",""
CAE,206,GBM9500,GBV9500,GBV9500,0.03,0,0,-3,-3,-3,"","","",1,1,1,"","","","","","",""
CAE,207,GBM8590,GBV8590,GBM8590,0.03,0,0,-3,-4,-3,"","","",1,1,1,"","","","","","",""
CAE,208,GBM93,GBV93,GBM93,0.04,0,0,-2,0,-2,"","","",1,1,1,"","","","","","",""
CAE,209,GBM2003,GBV2003,GBM2003,0.04,0,0,-2,0,-2,"","","",1,1,1,"","","","","","",""
CAE,210,GBM9500,GBV9500,GBV9500,0.04,0,0,-3,-3,-3,"","","",1,1,1,"","","","","","",""
CAE,211,GBM2003,GBV2003,GBM2003,0.04,0,0,-2,-1,-2,"","","",1,1,1,"","","","","","",""
CAE,212,GBM9500,GBV9500,GBV9500,0.03,0,0,-3,-3,-3,"","","",1,1,1,"","","","","","",""
CAE,213,GBM9500,GBV9500,GBV9500,0.03,0,0,-3,-3,-3,"","","",1,1,1,"","","","","","",""
CAE,214,GBM6165,GBV6165,GBM6165,0.04,0,0,-2,-2,-2,"","","",1,1,1,"","","","","","",""
CAE,215,GBM8085,GBV8085,GBM8085,0.04,0,0,-3,-3,-3,"","","",1,1,1,"","","","","","",""
CAE,216,GBM8590,GBV8590,GBM8590,0.04,0,0,0,0,0,"","","",1,1,1,"","","","","","",""
CAE,903,GBU2003,GBU2003,GBU2003,3,0,0,0,0,0,"","","",1,1,1,"","","","","","",""
CAE,904,GBU2003,GBU2003,GBU2003,4,0,0,0,0,0,"","","",1,1,1,"","","","","","",""
FP,welvaartspolis,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,vermogensplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,V&B,GBM9500,GBV9500,NVT,NVT,NVT,NVT,-2,-2,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,USH,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,toekomstplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,tariefplus,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,spaarzeker,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,spaarlift_exnvg_18,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,spaarlift_exnvg_17,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,spaarlift_exnvg_16,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,spaareffect,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,SOLI,GBM8590,GBV8590,NVT,NVT,NVT,NVT,-3,-3,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,schakelsparen,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,samenzeker,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,rendementsovereenkomsten,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,premiespaarplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,plusfonds_studieplus,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,plusfonds_spaarplus,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,plusfonds_pensioenplus,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,plusfonds_2040_plus,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,PENCOM,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,mixplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,LLW,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,LLV,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,LLP,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,LLK,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,LLJ,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,LLI,GBM9095,GBV9095,NVT,NVT,NVT,NVT,-4,-4,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,LLH,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,koopsom,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,kapitaalplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,guldenspolis,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,garantieplusplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,garantieplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,fiscaalvoordeelplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,exnvg_spaarlift,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,exnvg_pensioenspaarlift,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,exnvg_kinderspaarlift,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,budgetfonds_b,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,bonusplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,ASH,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,aowpriveplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,AORV_Type4,GBM0005NR,GBV0005NR,NVT,NVT,NVT,NVT,-3,-3,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,AORV_Type3,GBM0005NR,GBV0005NR,NVT,NVT,NVT,NVT,-3,-3,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,AORV_Type2,GBM0005R,GBV0005R,NVT,NVT,NVT,NVT,-4,-4,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,AORV_Type1,GBM9500,GBV9500,NVT,NVT,NVT,NVT,-2,-2,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,ALH,GBM9095,GBV9095,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,AFP,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
FP,AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,AEGON_SPAARBEURS_PERSONEEL,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,AEGON_SPAARBEURS_HYPOTHEEK,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,AEGON_SPAARBEURS,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,AEGON_PENSIOENBEURS_PERSONEEL,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,AEGON_PENSIOENBEURS,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,AEGON_KOERSPLAN,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,AEGON_KINDERSPAARBEURS_PERSONEEL,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,AEGON_KINDERSPAARBEURS,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
FP,1,GBM2130,GBM2130,GBM2130,0.025,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,2,ZONDERSTERFTE,ZONDERSTERFTE,ZONDERSTERFTE,0.025,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,3,GBM2130,GBM2130,GBM2130,0.025,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,4,GBM2130,GBM2130,GBM2130,0.03,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,5,GBM2130,GBM2130,GBM2130,0.035,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,6,GBM2130,GBM2130,GBM2130,0.035,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,9,GBM8590,GBM8590,GBM8590,0.04,NVT,1,-1,-6,-1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,10,GBM4749,GBM4749,GBM4749,0.03,0.01,1,-1,-4,-1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,11,ZONDERSTERFTE,ZONDERSTERFTE,ZONDERSTERFTE,0.03,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,12,GBM4749,GBM4749,GBM4749,0.03,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,13,GBM4749,GBM4749,GBM4749,0.03,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,14,GBM4749,GBM4749,GBM4749,0.03,0.01,1,-2,-5,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,15,GBM4749,GBM4749,GBM4749,0.03,0.01,1,-4,-4,-4,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,16,GBM4749,GBM4749,GBM4749,0.03,0.01,1,-5,-5,-5,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,17,GBM4749,GBM4749,GBM4749,0.0325,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,18,GBM4749,GBM4749,GBM4749,0.0325,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,19,ZONDERSTERFTE,ZONDERSTERFTE,ZONDERSTERFTE,0.0325,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,20,GBM4749,GBM4749,GBM4749,0.0325,0.01,1,-2,-5,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,21,GBM4749,GBM4749,GBM4749,0.035,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,22,GBM4749,GBM4749,GBM4749,0.035,0.01,1,-2,-5,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,23,GBM4749,GBM4749,GBM4749,0.035,0.01,1,1,1,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,24,GBM4749,GBM4749,GBM4749,0.035,0.01,1,-2,-2,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,25,GBM4749,GBM4749,GBM4749,0.04,0.01,1,-2,-5,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,26,GBM4749,GBM4749,GBM4749,0.04,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,27,GBM4749,GBM4749,GBM4749,0.04,0.01,1,-2,-2,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,28,GBM4749,GBM4749,GBM4749,0.04,0.01,1,1,1,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,29,GBM4749,GBM4749,GBM4749,0.045,0.01,1,-2,-5,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,30,ZONDERSTERFTE,ZONDERSTERFTE,ZONDERSTERFTE,0.045,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,31,GBM4749,GBM4749,GBM4749,0.045,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,32,GBM4749,GBM4749,GBM4749,0.045,0.01,1,-2,-2,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,33,GBM4749,GBM4749,GBM4749,0.045,0.01,1,1,1,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,36,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,38,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,40,GBM6165,GBM6165,GBM6165,0.03,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,41,GBM6165,GBM6165,GBM6165,0.03,0.01,1,-3,-6,-3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,42,GBM5660,GBM5660,GBM5660,0.035,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,43,GBM6165,GBM6165,GBM6165,0.035,0.01,1,-2,-5,-2,2,2,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,44,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,45,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,46,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,47,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,48,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,49,GBM6165,GBM6165,GBM6165,0.035,0.01,1,1,-2,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,50,GBM6165,GBM6165,GBM6165,0.035,0.01,1,-2,-5,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,51,GBM6165,GBM6165,GBM6165,0.035,0.01,1,1,0,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,52,ZONDERSTERFTE,ZONDERSTERFTE,ZONDERSTERFTE,0.035,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,53,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-2,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,54,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-2,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,55,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-2,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,56,GBM6165,GBM6165,GBM6165,0.04,0.01,1,-2,-5,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,57,GBM6165,GBM6165,GBM6165,0.04,0.01,1,-2,-5,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,58,ZONDERSTERFTE,ZONDERSTERFTE,ZONDERSTERFTE,0.04,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,59,GBM6165,GBM6165,GBM6165,0.04,0.01,1,0,-3,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,60,GBM6165,GBM6165,GBM6165,0.035,0.01,1,1,-2,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,61,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,62,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,63,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,64,GBM6165,GBM6165,GBM6165,0.04,0.01,1,-2,-7,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,65,GBM6165,GBM6165,GBM6165,0.04,0.01,1,-2,-7,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,66,GBM6165,GBM6165,GBM6165,0.04,0.01,1,0,-5,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,67,GBM6165,GBM6165,GBM6165,0.03,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,68,GBM6165,GBM6165,GBM6165,0.03,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,69,GBM6165,GBM6165,GBM6165,0.03,0.01,1,-2,-7,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,70,GBM7680,GBM7680,GBM7680,0.04,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,71,GBM7680,GBM7680,GBM7680,0.04,0.01,1,-1,-6,-1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,72,GBM7680,GBM7680,GBM7680,0.04,0.01,1,-1,-9,-1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,73,GBM7680,GBM7680,GBM7680,0.03,0.01,1,-1,-6,-1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,74,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,75,GBM8085,GBM8085,GBM8085,0.04,0.01,1,-2,-7,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,76,GBM8085,GBM8085,GBM8085,0.04,0.01,1,-5,-13,-5,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,77,GBM8590,GBM8590,GBM8590,0.04,0.01,1,1,-5,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,78,GBM8590,GBM8590,GBM8590,0.04,0.01,1,-4,-10,-4,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,79,GBM8590,GBM8590,GBM8590,0.04,0.01,1,-5,-12,-5,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,80,GBM2130,GBM2130,GBM2130,0.03,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,81,GBM2130,GBM2130,GBM2130,0.03,0.01,1,0,-3,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,82,GBM2130,GBM2130,GBM2130,0.03,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,83,GBM2130,GBM2130,GBM2130,0.03,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,84,GBM8085,GBM8085,GBM8085,0.03,0.01,1,-5,-13,-5,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,85,GBM4749,GBM4749,GBM4749,0.035,0.01,1,0,-3,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,86,GBM4749,GBM4749,GBM4749,0.03,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,87,GBM4749,GBM4749,GBM4749,0.035,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,88,GBM4749,GBM4749,GBM4749,0.04,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,89,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,90,GBM5660,GBM5660,GBM5660,0.035,0.01,1,1,1,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,91,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,92,GBM0005,GBM0005,GBM0005,0.04,0.01,1,-5,-12,-5,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,93,GBM8590,GBM8590,GBM8590,0.03,0.01,1,1,-5,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,94,GBM8590,GBM8590,GBM8590,0.03,0.01,1,-4,-10,-4,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,95,GBM0005,GBM0005,GBM0005,0.03,0.01,1,-5,-12,-5,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,96,GBM7680,GBM7680,GBM7680,0.03,0.01,1,-1,-9,-1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,97,GBM6165,GBM6165,GBM6165,0.04,0.01,1,0,-5,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
