model,tarcd_rg,mort_table_res_m,mort_table_res_f,mort_table_res_u,interest,exp_res_factor,zeroization_res,age_adj_m,age_adj_f,age_adj_u,mort_mult_m_pos,mort_mult_f_pos,mort_mult_u_pos,mort_mult_m,mort_mult_f,mort_mult_u,mort_mult_m_neg,mort_mult_f_neg,rip_load,risk_prem_threshold,risk_prem_vzr_perc,risk_prem_eks_perc,mort_mult_u_neg
FP,98,GBM6165,GBM6165,GBM6165,0.04,0.01,1,0,-5,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,158,ZONDERSTERFTE,ZONDERSTERFTE,ZONDERSTERFTE,0.04,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,161,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,163,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,165,GBM6165,GBM6165,GBM6165,0.04,0.01,1,-2,-7,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,171,GBM7680,GBM7680,GBM7680,0.04,0.01,1,-1,-6,-1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,172,GBM7680,GBM7680,GBM7680,0.04,0.01,1,-1,-9,-1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,176,GBM8085,GBM8085,GBM8085,0.04,0.01,1,-5,-13,-5,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
FP,200,GBM9095,GBM9095,GBM9095,0.025,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,welvaartspolis,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,vermogensplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,V&B,GBM9500,GBV9500,NVT,NVT,NVT,NVT,-2,-2,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,USH,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,toekomstplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,tariefplus,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,spaarzeker,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,spaarlift_exnvg_18,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,spaarlift_exnvg_17,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,spaarlift_exnvg_16,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,spaareffect,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,SOLI,GBM8590,GBV8590,NVT,NVT,NVT,NVT,-3,-3,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,schakelsparen,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,samenzeker,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,rendementsovereenkomsten,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,premiespaarplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,plusfonds_studieplus,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,plusfonds_spaarplus,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,plusfonds_pensioenplus,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,plusfonds_2040_plus,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,PENCOM,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,mixplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,LLW,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,LLV,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,LLP,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,LLK,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,LLJ,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,LLI,GBM9095,GBV9095,NVT,NVT,NVT,NVT,-4,-4,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,LLH,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,koopsom,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,kapitaalplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,guldenspolis,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,garantieplusplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,garantieplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,fiscaalvoordeelplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,exnvg_spaarlift,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,exnvg_pensioenspaarlift,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,exnvg_kinderspaarlift,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,budgetfonds_b,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,bonusplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,ASH,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,aowpriveplan,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,AORV_Type4,GBM0005NR,GBV0005NR,NVT,NVT,NVT,NVT,-3,-3,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,AORV_Type3,GBM0005NR,GBV0005NR,NVT,NVT,NVT,NVT,-3,-3,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,AORV_Type2,GBM0005R,GBV0005R,NVT,NVT,NVT,NVT,-4,-4,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,AORV_Type1,GBM9500,GBV9500,NVT,NVT,NVT,NVT,-2,-2,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,ALH,GBM9095,GBV9095,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,AFP,GBM8590,GBV8590,NVT,NVT,NVT,NVT,0,0,NVT,1,1,NVT,NVT,NVT,NVT,1,1,NVT,NVT,NVT,NVT,""
KP,AEGON_SPAARBEURSHYPOTHEEK_PERSONEEL,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,AEGON_SPAARBEURS_PERSONEEL,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,AEGON_SPAARBEURS_HYPOTHEEK,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,AEGON_SPAARBEURS,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,AEGON_PENSIOENBEURS_PERSONEEL,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,AEGON_PENSIOENBEURS,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,AEGON_KOERSPLAN,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,AEGON_KINDERSPAARBEURS_PERSONEEL,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,AEGON_KINDERSPAARBEURS,GBM8590,GBV8590,NVT,NVT,NVT,NVT,1,1,NVT,1,1,NVT,NVT,NVT,NVT,1,1,0.2,0.17,0.02,0.1,""
KP,1,GBM2130,GBM2130,GBM2130,0.025,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,2,ZONDERSTERFTE,ZONDERSTERFTE,ZONDERSTERFTE,0.025,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,3,GBM2130,GBM2130,GBM2130,0.025,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,4,GBM2130,GBM2130,GBM2130,0.03,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,5,GBM2130,GBM2130,GBM2130,0.035,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,6,GBM2130,GBM2130,GBM2130,0.035,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,9,GBM8590,GBM8590,GBM8590,0.04,NVT,1,-1,-6,-1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,10,GBM4749,GBM4749,GBM4749,0.03,0.01,1,-1,-4,-1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,11,GBM8590,GBM8590,GBM8590,0.03,NVT,1,-1,-6,-1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,12,GBM4749,GBM4749,GBM4749,0.03,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,13,GBM4749,GBM4749,GBM4749,0.03,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,14,GBM4749,GBM4749,GBM4749,0.03,0.01,1,-2,-5,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,15,GBM4749,GBM4749,GBM4749,0.03,0.01,1,-4,-4,-4,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,16,GBM4749,GBM4749,GBM4749,0.03,0.01,1,-5,-5,-5,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,17,GBM4749,GBM4749,GBM4749,0.0325,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,18,GBM4749,GBM4749,GBM4749,0.0325,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,19,ZONDERSTERFTE,ZONDERSTERFTE,ZONDERSTERFTE,0.0325,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,20,GBM4749,GBM4749,GBM4749,0.0325,0.01,1,-2,-5,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,21,GBM4749,GBM4749,GBM4749,0.035,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,22,GBM4749,GBM4749,GBM4749,0.035,0.01,1,-2,-5,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,23,GBM4749,GBM4749,GBM4749,0.035,0.01,1,1,1,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,24,GBM4749,GBM4749,GBM4749,0.035,0.01,1,-2,-2,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,25,GBM4749,GBM4749,GBM4749,0.04,0.01,1,-2,-5,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,26,GBM4749,GBM4749,GBM4749,0.04,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,27,GBM4749,GBM4749,GBM4749,0.04,0.01,1,-2,-2,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,28,GBM4749,GBM4749,GBM4749,0.04,0.01,1,1,1,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,29,GBM4749,GBM4749,GBM4749,0.045,0.01,1,-2,-5,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,30,ZONDERSTERFTE,ZONDERSTERFTE,ZONDERSTERFTE,0.045,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,31,GBM4749,GBM4749,GBM4749,0.045,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,32,GBM4749,GBM4749,GBM4749,0.045,0.01,1,-2,-2,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,33,GBM4749,GBM4749,GBM4749,0.045,0.01,1,1,1,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,36,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,38,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,40,GBM6165,GBM6165,GBM6165,0.03,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,41,GBM6165,GBM6165,GBM6165,0.03,0.01,1,-3,-6,-3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,42,GBM5660,GBM5660,GBM5660,0.035,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,43,GBM6165,GBM6165,GBM6165,0.035,0.01,1,-2,-5,-2,2,2,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,44,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,45,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,46,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,47,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,48,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,49,GBM6165,GBM6165,GBM6165,0.035,0.01,1,1,-2,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,50,GBM6165,GBM6165,GBM6165,0.035,0.01,1,-2,-5,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,51,GBM6165,GBM6165,GBM6165,0.035,0.01,1,1,0,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,52,ZONDERSTERFTE,ZONDERSTERFTE,ZONDERSTERFTE,0.035,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,53,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-2,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,54,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-2,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,55,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-2,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,56,GBM6165,GBM6165,GBM6165,0.04,0.01,1,-2,-5,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,57,GBM6165,GBM6165,GBM6165,0.04,0.01,1,-2,-5,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,58,ZONDERSTERFTE,ZONDERSTERFTE,ZONDERSTERFTE,0.04,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,59,GBM6165,GBM6165,GBM6165,0.04,0.01,1,0,-3,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,60,GBM6165,GBM6165,GBM6165,0.035,0.01,1,1,-2,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,61,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,62,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,63,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,64,GBM6165,GBM6165,GBM6165,0.04,0.01,1,-2,-7,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,65,GBM6165,GBM6165,GBM6165,0.04,0.01,1,-2,-7,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,66,GBM6165,GBM6165,GBM6165,0.04,0.01,1,0,-5,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,67,GBM6165,GBM6165,GBM6165,0.03,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,68,GBM6165,GBM6165,GBM6165,0.03,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,69,GBM6165,GBM6165,GBM6165,0.03,0.01,1,-2,-7,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,70,GBM7680,GBM7680,GBM7680,0.04,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,71,GBM7680,GBM7680,GBM7680,0.04,0.01,1,-1,-6,-1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,72,GBM7680,GBM7680,GBM7680,0.04,0.01,1,-1,-9,-1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,73,GBM7680,GBM7680,GBM7680,0.03,0.01,1,-1,-6,-1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,74,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,75,GBM8085,GBM8085,GBM8085,0.04,0.01,1,-2,-7,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,76,GBM8085,GBM8085,GBM8085,0.04,0.01,1,-5,-13,-5,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,77,GBM8590,GBM8590,GBM8590,0.04,0.01,1,1,-5,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,78,GBM8590,GBM8590,GBM8590,0.04,0.01,1,-4,-10,-4,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,79,GBM8590,GBM8590,GBM8590,0.04,0.01,1,-5,-12,-5,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,80,GBM2130,GBM2130,GBM2130,0.03,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,81,GBM2130,GBM2130,GBM2130,0.03,0.01,1,0,-3,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,82,GBM2130,GBM2130,GBM2130,0.03,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,83,GBM2130,GBM2130,GBM2130,0.03,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,84,GBM8085,GBM8085,GBM8085,0.03,0.01,1,-5,-13,-5,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,85,GBM4749,GBM4749,GBM4749,0.035,0.01,1,0,-3,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,86,GBM4749,GBM4749,GBM4749,0.03,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,87,GBM4749,GBM4749,GBM4749,0.035,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,88,GBM4749,GBM4749,GBM4749,0.04,0.01,1,3,3,3,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,89,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,90,GBM5660,GBM5660,GBM5660,0.035,0.01,1,1,1,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,91,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,92,GBM0005,GBM0005,GBM0005,0.04,0.01,1,-5,-12,-5,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,93,GBM8590,GBM8590,GBM8590,0.03,0.01,1,1,-5,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,94,GBM8590,GBM8590,GBM8590,0.03,0.01,1,-4,-10,-4,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,95,GBM0005,GBM0005,GBM0005,0.03,0.01,1,-5,-12,-5,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,96,GBM7680,GBM7680,GBM7680,0.03,0.01,1,-1,-9,-1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,97,GBM6165,GBM6165,GBM6165,0.04,0.01,1,0,-5,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,98,GBM6165,GBM6165,GBM6165,0.04,0.01,1,0,-5,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,158,ZONDERSTERFTE,ZONDERSTERFTE,ZONDERSTERFTE,0.04,0.01,1,0,0,0,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,161,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,163,GBM6165,GBM6165,GBM6165,0.04,0.01,1,1,-4,1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,165,GBM6165,GBM6165,GBM6165,0.04,0.01,1,-2,-7,-2,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,171,GBM7680,GBM7680,GBM7680,0.04,0.01,1,-1,-6,-1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
KP,172,GBM7680,GBM7680,GBM7680,0.04,0.01,1,-1,-9,-1,1,1,1,1,1,1,NVT,NVT,NVT,NVT,NVT,NVT,""
