model,covg_cd,perc_fund,perc_fund_2l,restitution,perc_rest_prem,boxtel,boxtel_corr,benefit_type,sum_ins_incr,sum_ins_decr_ind,age_incr_start,age_incr_end,surr_zillm_pc_cov,surr_zillm_minterm_cov,surr_zillm_maxterm_cov,bid_spread_perc,nr_lifes,switch_ecm_calc,use_for_savingprem,group
OR,506,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,1,NVT,NVT,OVL
OR,549,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,1,NVT,NVT,OVL
OR,560,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,NVT,1,NVT,NVT,OVL
OR,564,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,NVT,2,NVT,NVT,OVL
OR,570,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,1,NVT,NVT,OVL
OR,572,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,1,NVT,NVT,OVL
OR,575,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,1,NVT,NVT,OVL
OR,577,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,1,NVT,NVT,OVL
OR,595,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,1,NVT,NVT,OVL
OR,597,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,1,NVT,NVT,OVL
OR,600,0.0,0.0,N,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,NVT,1,NVT,NVT,OVL
OR,604,0.0,0.0,N,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,NVT,2,NVT,NVT,OVL
OR,610,0.0,0.0,Y,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,NVT,1,NVT,NVT,OVL
OR,611,0.0,0.0,Y,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,NVT,1,NVT,NVT,OVL
OR,612,0.0,0.0,Y,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,NVT,1,NVT,NVT,OVL
OR,614,0.0,0.0,Y,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,NVT,2,NVT,NVT,OVL
OR,674,0.0,0.0,N,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,NVT,2,NVT,NVT,OVL
OR,695,0.0,0.0,Y,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,NVT,1,NVT,NVT,OVL
OR,697,0.0,0.0,Y,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,NVT,1,NVT,NVT,OVL
OR,700,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
OR,770,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
OR,777,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
OR,790,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
OR,791,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
OR,792,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
OR,794,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
OR,900,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,0,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0,0,0,NVT,1,NVT,NVT,VZ
PWZW,1,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0,0,0,NVT,1,NVT,NVT,OVL
PWZW,20,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0,0,0,NVT,1,NVT,NVT,RID
PWZW,160,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,170,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,174,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,180,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,181,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,182,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,184,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,185,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,190,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,191,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,192,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,193,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,194,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,195,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,196,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,197,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,200,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,204,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,206,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,220,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,225,0.0,0.0,N,0.0,N,0,WOL,0,0,0,65,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,226,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,230,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,231,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,240,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,241,0.0,0.0,N,0.0,N,0,WOL,0,0,65,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,245,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,250,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,260,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,270,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,272,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,280,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,282,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,284,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,290,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,296,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,297,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.04,0,0,NVT,1,NVT,NVT,OVL
PWZW,300,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,304,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,2,NVT,NVT,OVL
PWZW,305,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,2,NVT,NVT,OVL
PWZW,306,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,309,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,325,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,NVT,1,NVT,NVT,OVL
PWZW,340,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,344,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,2,NVT,NVT,OVL
PWZW,345,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,346,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,348,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,349,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,380,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,384,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,2,NVT,NVT,OVL
PWZW,397,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,398,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,400,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,NVT,1,NVT,NVT,OVL
PWZW,404,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,NVT,2,NVT,NVT,OVL
PWZW,406,0.0,0.0,N,0.0,N,0,WOL,0,2,0,120,0.02,120,420,NVT,1,NVT,NVT,OVL
PWZW,409,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,NVT,1,NVT,NVT,OVL
PWZW,410,0.0,0.0,N,0.0,N,0,WOL,0,3,0,120,0.02,120,420,NVT,1,NVT,NVT,OVL
PWZW,414,0.0,0.0,N,0.0,N,0,WOL,0,3,0,120,0.02,120,420,NVT,2,NVT,NVT,OVL
PWZW,419,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,NVT,1,NVT,NVT,OVL
PWZW,425,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,NVT,1,NVT,NVT,OVL
PWZW,430,0.0,0.0,N,0.0,N,0,WOL,0,1,0,120,0.02,120,420,NVT,1,NVT,NVT,OVL
PWZW,432,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,NVT,1,NVT,NVT,OVL
PWZW,434,0.0,0.0,N,0.0,N,0,WOL,0,1,0,120,0.02,120,420,NVT,2,NVT,NVT,OVL
PWZW,439,0.0,0.0,N,0.0,N,0,WOL,0,1,0,120,0.02,120,420,NVT,1,NVT,NVT,OVL
PWZW,460,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,NVT,1,NVT,NVT,OVL
PWZW,486,0.0,0.0,N,0.0,N,0,WOL,0,2,0,120,0.02,120,420,NVT,1,NVT,NVT,OVL
PWZW,490,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,NVT,1,NVT,NVT,OVL
PWZW,500,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,1,NVT,NVT,OVL
PWZW,504,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,2,NVT,NVT,OVL
PWZW,506,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,1,NVT,NVT,OVL
PWZW,549,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,1,NVT,NVT,OVL
PWZW,560,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,NVT,1,NVT,NVT,OVL
PWZW,564,0.0,0.0,N,0.0,N,0,WOL,0,0,0,120,0.02,120,420,NVT,2,NVT,NVT,OVL
PWZW,570,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,1,NVT,NVT,OVL
PWZW,572,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,1,NVT,NVT,OVL
PWZW,575,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,1,NVT,NVT,OVL
PWZW,577,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,1,NVT,NVT,OVL
PWZW,595,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,1,NVT,NVT,OVL
PWZW,597,0.0,0.0,N,0.0,N,0,FIXED_TERM,0,0,0,120,0.04,120,420,NVT,1,NVT,NVT,OVL
PWZW,600,0.0,0.0,N,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,NVT,1,NVT,NVT,OVL
PWZW,604,0.0,0.0,N,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,NVT,2,NVT,NVT,OVL
PWZW,610,0.0,0.0,Y,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,NVT,1,NVT,NVT,OVL
PWZW,611,0.0,0.0,Y,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,NVT,1,NVT,NVT,OVL
PWZW,612,0.0,0.0,Y,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,NVT,1,NVT,NVT,OVL
PWZW,614,0.0,0.0,Y,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,NVT,2,NVT,NVT,OVL
PWZW,695,0.0,0.0,Y,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,NVT,1,NVT,NVT,OVL
PWZW,697,0.0,0.0,Y,0.0,N,0,PUR,0,0,0,120,0.0125,120,420,NVT,1,NVT,NVT,OVL
PWZW,700,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,770,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,777,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,790,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,791,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,794,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
PWZW,900,0.0,0.0,N,0.0,N,0,END,0,0,0,120,0.0325,120,420,NVT,1,NVT,NVT,OVL
SB,0,0.0,0.0,NA,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,VZ
SB,2,0.0,0.0,NA,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,VZ
SB,12,1.1,0.0,Y,0.04,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
SB,14,1.1,0.0,Y,0.04,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
SB,15,0.0,0.0,NA,0.04,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,VZ
SB,16,0.0,0.0,NA,0.04,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,VZ
UVL,0,1.1,1.1,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,1,0.0,0.0,NA,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,2,0.0,0.0,NA,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,15,0.0,0.0,NA,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,16,0.0,0.0,NA,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,17,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,18,1.1,1.1,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,22,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,23,1.1,1.1,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,24,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,25,0.0,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,26,0.9,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,27,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,28,1.1,1.1,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,29,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,30,0.9,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,31,0.9,0.9,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,32,0.0,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,33,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,34,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,35,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,36,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,37,0.0,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,AS
UVL,38,0.0,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,AS
UVL,40,1.0,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,41,1.0,1.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,42,1.0,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,43,1.0,1.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,44,1.0,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,45,1.0,1.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,48,0.0,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,49,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,50,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,51,1.1,0.0,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,OVL
UVL,70,0.0,1.1,N,0.0,N,0,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT,NVT
