runname,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0252_2023M03_Base-GH_SII_T_DI_025up(00_60)-GH_CALIB_T_DI_025up(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_025up,61.05,19.699709538949378,35.32789296490861,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0253_2023M03_Base-GH_SII_T_DI_010up(00_60)-GH_CALIB_T_DI_010up(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_010up,61.05,19.927752111316718,35.4790738697047,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0254_2023M03_Base-GH_SII_T_DI_001up(00_60)-GH_CALIB_T_DI_001up(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_001up,61.05,20.06476730002212,35.569902382490945,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0255_2023M03_Base-GH_SII_T_DI_001dn(00_60)-GH_CALIB_T_DI_001dn(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_001dn,61.05,20.095234458904933,35.59009873017677,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0256_2023M03_Base-GH_SII_T_DI_010dn(00_60)-GH_CALIB_T_DI_010dn(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_010dn,61.05,20.232423781420184,35.681037397086804,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0257_2023M03_Base-GH_SII_T_DI_025dn(00_60)-GH_CALIB_T_DI_025dn(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_025dn,61.05,20.461389791723104,35.832802453189174,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0258_2023M03_Base-GH_SII_T_DI_050dn(00_60)-GH_CALIB_T_DI_050dn(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_050dn,61.05,20.84388277001884,36.08630272136544,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0259_2023M03_Base-GH_SII_T_DI_100dn(00_60)-GH_CALIB_T_DI_100dn(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_100dn,61.05,21.612193786516603,36.59540633695551,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0260_2023M03_Base-GH_SII_T_DI_200dn(00_60)-GH_CALIB_T_DI_200dn(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_200dn,61.05,23.16222542484006,37.622093852210234,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0261_2023M03_Base-GH_SII_T_DI_300dn(00_60)-GH_CALIB_T_DI_300dn(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_300dn,61.05,24.73034713969889,38.66021926869577,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0262_2023M03_Base-GH_SII_T_DI_025up(00_60)-GH_CALIB_T_DI_025up(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_025dn,61.05,20.461389791723104,35.832802453189174,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0263_2023M03_Base-GH_SII_T_DI_025dn(00_60)-GH_CALIB_T_DI_025dn(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_025up,61.05,19.699709538949378,35.32789296490861,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0264_2023M03_Base-GH_SII_T_DI_200up(00_60)_UFR_200up-GH_CALIB_T_DI_200up(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_200up,61.05,17.06813685887713,33.58241603006044,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0265_2023M03_Base-GH_SII_T_DI_100up(00_60)_UFR_100up-GH_CALIB_T_DI_100up(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_100up,61.05,18.56539580903616,34.57572053855688,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0266_2023M03_Base-GH_SII_T_DI_025up(00_60)_UFR_025up-GH_CALIB_T_DI_025up(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_025up,61.05,19.699709538949378,35.32789296490861,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0267_2023M03_Base-GH_SII_T_DI_010up(00_60)_UFR_010up-GH_CALIB_T_DI_010up(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_010up,61.05,19.927752111316718,35.4790738697047,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0268_2023M03_Base-GH_SII_T_DI_010dn(00_60)_UFR_010dn-GH_CALIB_T_DI_010dn(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_010dn,61.05,20.232423781420184,35.681037397086804,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0269_2023M03_Base-GH_SII_T_DI_025dn(00_60)_UFR_025dn-GH_CALIB_T_DI_025dn(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_025dn,61.05,20.461389791723104,35.832802453189174,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0270_2023M03_Base-GH_SII_T_DI_100dn(00_60)_UFR_100dn-GH_CALIB_T_DI_100dn(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_100dn,61.05,21.612193786516603,36.59540633695551,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0271_2023M03_Base-GH_SII_T_DI_200dn(00_60)_UFR_200dn-GH_CALIB_T_DI_200dn(00_60)-LV20Y_T_DI_shock-Base-SII_T_DU_FI_200dn,61.05,23.16222542484006,37.622093852210234,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0272_2023M03_Base-GH_SII_T_DI_240up(00_60)_UFR_240up-GH_CALIB_T_DI_240up(00_60)-LV20Y_T_DI_shock-Base-SII_T_Base,61.05,20.08,35.58,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0273_2023M03_Base-GH_SII_T_DI_160up(00_60)_UFR_160up-GH_CALIB_T_DI_160up(00_60)-LV20Y_T_DI_shock-Base-SII_T_Base,61.05,20.08,35.58,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0274_2023M03_Base-GH_SII_T_DI_040dn(00_60)_UFR_040dn-GH_CALIB_T_DI_040dn(00_60)-LV20Y_T_DI_shock-Base-SII_T_Base,61.05,20.08,35.58,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0275_2023M03_Base-GH_SII_T_DI_200dn(00_60)_UFR_200dn-GH_CALIB_T_DI_200dn(00_60)-LV20Y_T_DI_shock-Base-SII_T_Base,61.05,20.08,35.58,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0276_2023M03_Base-GH_SII_T_DI_PCA1up-GH_CALIB_T_DI_PCA1up-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,17.31884672633828,33.68797425236319,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0277_2023M03_Base-GH_SII_T_DI_PCA1dn-GH_CALIB_T_DI_PCA1dn-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,22.72398975417218,37.37728350664834,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0278_2023M03_Base-GH_SII_T_DI_PCA2up-GH_CALIB_T_DI_PCA2up-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,20.913921092347387,36.048239131889865,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0279_2023M03_Base-GH_SII_T_DI_PCA2dn-GH_CALIB_T_DI_PCA2dn-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,19.202406488626096,35.08224617630743,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0280_2023M03_Base-GH_SII_T_DI_PCA3up-GH_CALIB_T_DI_PCA3up-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,20.09667069569612,35.615661971198364,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0281_2023M03_Base-GH_SII_T_DI_PCA3dn-GH_CALIB_T_DI_PCA3dn-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,20.0519569852509,35.536621158057535,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0282_2023M03_Base-GH_SII_T_DI_PCA1up-GH_CALIB_T_DI_PCA1up-LV20Y_T_DI_shock-Base-SII_T_Base,61.05,20.08,35.58,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0283_2023M03_Base-GH_SII_T_DI_PCA1dn-GH_CALIB_T_DI_PCA1dn-LV20Y_T_DI_shock-Base-SII_T_Base,61.05,20.08,35.58,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0284_2023M03_Base-GH_SII_T_DI_PCA2up-GH_CALIB_T_DI_PCA2up-LV20Y_T_DI_shock-Base-SII_T_Base,61.05,20.08,35.58,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0285_2023M03_Base-GH_SII_T_DI_PCA2dn-GH_CALIB_T_DI_PCA2dn-LV20Y_T_DI_shock-Base-SII_T_Base,61.05,20.08,35.58,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0286_2023M03_Base-GH_SII_T_DI_PCA3up-GH_CALIB_T_DI_PCA3up-LV20Y_T_DI_shock-Base-SII_T_Base,61.05,20.08,35.58,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0287_2023M03_Base-GH_SII_T_DI_PCA3dn-GH_CALIB_T_DI_PCA3dn-LV20Y_T_DI_shock-Base-SII_T_Base,61.05,20.08,35.58,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0288_2023M03_Base-GH_SII_T_DI_PCA1up-GH_CALIB_SII_T_DI_PCA1dn-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,17.56990434990404,33.87022308038725,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0289_2023M03_Base-GH_SII_T_DI_PCA1dn-GH_CALIB_SII_T_DI_PCA2dn-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,22.819525697909953,37.45783097786257,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0290_2023M03_Base-GH_SII_T_DI_PCA2up-GH_CALIB_SII_T_DI_PCA3dn-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,20.931319950871938,36.06307448953335,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0291_2023M03_Base-GH_SII_T_DI_PCA2dn-GH_CALIB_SII_T_DI_PCA1up-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,19.303033972681142,35.14830596740858,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0292_2023M03_Base-GH_SII_T_DI_PCA3up-GH_CALIB_SII_T_DI_PCA2up-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,20.12164599509001,35.6326178126981,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0293_2023M03_Base-GH_SII_T_DI_PCA3dn-GH_CALIB_SII_T_DI_PCA3up-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,20.049367000079766,35.536720004793416,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0294_2023M03_Base-GH_SII_T_DI_PCA1_1-GH_CALIB_T_DI_PCA1_1-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,24.133652307075614,38.32776921581158,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0295_2023M03_Base-GH_SII_T_DI_PCA1_2-GH_CALIB_T_DI_PCA1_2-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,23.45065622446222,37.867942486098066,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0296_2023M03_Base-GH_SII_T_DI_PCA1_3-GH_CALIB_T_DI_PCA1_3-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,21.928798008579054,36.83876138986544,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0297_2023M03_Base-GH_SII_T_DI_PCA1_4-GH_CALIB_T_DI_PCA1_4-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,21.031382298966204,36.229123484160006,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0298_2023M03_Base-GH_SII_T_DI_PCA1_5-GH_CALIB_T_DI_PCA1_5-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,19.232996868451437,35.00183204486685,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0299_2023M03_Base-GH_SII_T_DI_PCA1_6-GH_CALIB_T_DI_PCA1_6-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,18.296464763869523,34.35993571366957,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0300_2023M03_Base-GH_SII_T_DI_PCA1_7-GH_CALIB_T_DI_PCA1_7-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,16.269025765651506,32.964307222917576,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0301_2023M03_Base-GH_SII_T_DI_PCA1_8-GH_CALIB_T_DI_PCA1_8-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,15.106829246339949,32.160769232406004,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0302_2023M03_Base-GH_SII_T_DI_PCA2_1-GH_CALIB_T_DI_PCA2_1-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,18.563305114455748,34.71670580401916,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0303_2023M03_Base-GH_SII_T_DI_PCA2_2-GH_CALIB_T_DI_PCA2_2-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,18.89308199152651,34.905560672774754,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0304_2023M03_Base-GH_SII_T_DI_PCA2_3-GH_CALIB_T_DI_PCA2_3-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,19.501409717599472,35.252554084579,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0305_2023M03_Base-GH_SII_T_DI_PCA2_4-GH_CALIB_T_DI_PCA2_4-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,19.79895240602709,35.421491454100995,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0306_2023M03_Base-GH_SII_T_DI_PCA2_5-GH_CALIB_T_DI_PCA2_5-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,20.36435767637037,35.74074016076142,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0307_2023M03_Base-GH_SII_T_DI_PCA2_6-GH_CALIB_T_DI_PCA2_6-LV20Y_T_DI_shock-Base-SII_T_DU_FI_RefCurve,61.05,20.64854993848607,35.900150942728054,38.31,9.89,27.12,23.05,9.89,1.0,1.0,1.0,27.12,33.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.31,18.79,9.89,14.4,14.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
