keyfield,postid,product,group,kstvlgnr,kstcd,ksttotbd,kstvbgjr,kstvbgmd,chgperiod,recordno
608488400,608488400,CHARGE,chg,1,1.0,227.64,2007,11,43.0,1630
608488400,608488400,CHARGE,chg,2,1.0,35.04,2007,11,43.0,1631
608488460,608488460,CHARGE,chg,2,1.0,23.64,2007,11,44.0,1632
608488460,608488460,CHARGE,chg,1,1.0,154.08,2007,11,44.0,1633
608488490,608488490,CHARGE,chg,1,1.0,199.56,2007,11,45.0,1634
608488490,608488490,CHARGE,chg,2,1.0,30.72,2007,11,45.0,1635
608488590,608488590,CHARGE,chg,1,1.0,116.88,2007,11,43.0,1636
608488590,608488590,CHARGE,chg,2,1.0,18.0,2007,11,43.0,1637
608488730,608488730,CHARGE,chg,1,1.0,35.28,2007,11,44.0,1638
608488730,608488730,CHARGE,chg,2,1.0,5.4,2007,11,44.0,1639
608488890,608488890,CHARGE,chg,1,1.0,55.8,2007,11,43.0,1640
608488890,608488890,CHARGE,chg,2,1.0,8.64,2007,11,43.0,1641
608489110,608489110,CHARGE,chg,4,1.0,0.6,2008,1,120.0,1642
608489110,608489110,CHARGE,chg,3,1.0,23.76,2007,11,44.0,1643
608489110,608489110,CHARGE,chg,1,1.0,154.8,2007,11,44.0,1644
608489110,608489110,CHARGE,chg,2,1.0,4.32,2008,1,120.0,1645
608489250,608489250,CHARGE,chg,1,1.0,105.24,2007,11,44.0,1646
608489250,608489250,CHARGE,chg,2,1.0,16.2,2007,11,44.0,1647
608489260,608489260,CHARGE,chg,1,1.0,95.16,2007,11,44.0,1648
608489260,608489260,CHARGE,chg,2,1.0,14.64,2007,11,44.0,1649
608489460,608489460,CHARGE,chg,1,1.0,35.04,2007,11,44.0,1650
608489460,608489460,CHARGE,chg,2,1.0,5.4,2007,11,44.0,1651
608489510,608489510,CHARGE,chg,1,1.0,173.76,2007,11,45.0,1652
608489510,608489510,CHARGE,chg,2,1.0,26.76,2007,11,45.0,1653
608489540,608489540,CHARGE,chg,1,1.0,106.68,2007,11,44.0,1654
608489540,608489540,CHARGE,chg,2,1.0,16.44,2007,11,44.0,1655
608489820,608489820,CHARGE,chg,2,1.0,17.88,2007,11,44.0,1656
608489820,608489820,CHARGE,chg,1,1.0,116.52,2007,11,44.0,1657
608489920,608489920,CHARGE,chg,1,1.0,123.24,2007,11,44.0,1658
608489920,608489920,CHARGE,chg,2,1.0,18.96,2007,11,44.0,1659
608490130,608490130,CHARGE,chg,1,1.0,105.24,2007,11,44.0,1660
608490130,608490130,CHARGE,chg,2,1.0,16.2,2007,11,44.0,1661
608490210,608490210,CHARGE,chg,1,1.0,148.2,2007,11,44.0,1662
608490210,608490210,CHARGE,chg,2,1.0,22.8,2007,11,44.0,1663
608490360,608490360,CHARGE,chg,1,1.0,208.92,2007,11,44.0,1664
608490360,608490360,CHARGE,chg,2,1.0,32.16,2007,11,44.0,1665
608490510,608490510,CHARGE,chg,1,1.0,96.24,2007,11,45.0,1666
608490510,608490510,CHARGE,chg,2,1.0,14.76,2007,11,45.0,1667
608490800,608490800,CHARGE,chg,2,1.0,16.92,2007,11,44.0,1668
608490800,608490800,CHARGE,chg,1,1.0,110.04,2007,11,44.0,1669
608490830,608490830,CHARGE,chg,1,1.0,121.8,2007,11,44.0,1670
608490830,608490830,CHARGE,chg,2,1.0,18.72,2007,11,44.0,1671
608490840,608490840,CHARGE,chg,1,1.0,151.92,2007,11,44.0,1672
608490840,608490840,CHARGE,chg,2,1.0,23.4,2007,11,44.0,1673
608490880,608490880,CHARGE,chg,1,1.0,78.0,2007,11,44.0,1674
608490880,608490880,CHARGE,chg,2,1.0,12.0,2007,11,44.0,1675
608490930,608490930,CHARGE,chg,1,1.0,118.56,2007,11,44.0,1676
608490930,608490930,CHARGE,chg,2,1.0,18.24,2007,11,44.0,1677
608490970,608490970,CHARGE,chg,1,1.0,276.6,2007,11,44.0,1678
608490970,608490970,CHARGE,chg,2,1.0,42.48,2007,11,44.0,1679
608491110,608491110,CHARGE,chg,1,1.0,107.64,2007,11,44.0,1680
608491110,608491110,CHARGE,chg,2,1.0,16.56,2007,11,44.0,1681
608491240,608491240,CHARGE,chg,2,1.0,49.56,2007,11,44.0,1682
608491240,608491240,CHARGE,chg,1,1.0,322.92,2007,11,44.0,1683
608491560,608491560,CHARGE,chg,1,1.0,59.04,2007,11,44.0,1684
608491560,608491560,CHARGE,chg,2,1.0,9.12,2007,11,44.0,1685
608491610,608491610,CHARGE,chg,1,1.0,57.96,2007,11,44.0,1686
608491610,608491610,CHARGE,chg,2,1.0,8.88,2007,11,44.0,1687
608492220,608492220,CHARGE,chg,1,1.0,52.8,2007,11,44.0,1688
608492220,608492220,CHARGE,chg,2,1.0,8.16,2007,11,44.0,1689
608492270,608492270,CHARGE,chg,1,1.0,24.48,2007,11,44.0,1690
608492270,608492270,CHARGE,chg,2,1.0,3.72,2007,11,44.0,1691
608492330,608492330,CHARGE,chg,1,1.0,107.52,2007,11,44.0,1692
608492330,608492330,CHARGE,chg,2,1.0,16.56,2007,11,44.0,1693
608492460,608492460,CHARGE,chg,2,1.0,17.88,2007,11,44.0,1694
608492460,608492460,CHARGE,chg,1,1.0,116.04,2007,11,44.0,1695
608492480,608492480,CHARGE,chg,1,1.0,99.72,2007,11,44.0,1696
608492480,608492480,CHARGE,chg,2,1.0,15.36,2007,11,44.0,1697
608492540,608492540,CHARGE,chg,1,1.0,105.84,2007,11,44.0,1698
608492540,608492540,CHARGE,chg,2,1.0,16.2,2007,11,44.0,1699
608492680,608492680,CHARGE,chg,1,1.0,93.36,2007,11,44.0,1700
608492680,608492680,CHARGE,chg,2,1.0,14.4,2007,11,44.0,1701
608492720,608492720,CHARGE,chg,1,1.0,142.92,2007,11,47.0,1702
608492720,608492720,CHARGE,chg,2,1.0,21.96,2007,11,47.0,1703
608493050,608493050,CHARGE,chg,1,1.0,24.72,2007,11,45.0,1704
608493050,608493050,CHARGE,chg,2,1.0,3.84,2007,11,45.0,1705
608493190,608493190,CHARGE,chg,1,1.0,30.0,2007,11,45.0,1706
608493190,608493190,CHARGE,chg,2,1.0,4.56,2007,11,45.0,1707
608493340,608493340,CHARGE,chg,2,1.0,24.84,2007,11,45.0,1708
608493340,608493340,CHARGE,chg,1,1.0,161.64,2007,11,45.0,1709
608493370,608493370,CHARGE,chg,1,1.0,138.6,2007,11,45.0,1710
608493370,608493370,CHARGE,chg,2,1.0,21.24,2007,11,45.0,1711
608493450,608493450,CHARGE,chg,1,1.0,116.52,2007,11,45.0,1712
608493450,608493450,CHARGE,chg,2,1.0,17.88,2007,11,45.0,1713
608493670,608493670,CHARGE,chg,1,1.0,74.28,2007,11,44.0,1714
608493670,608493670,CHARGE,chg,2,1.0,11.4,2007,11,44.0,1715
608494560,608494560,CHARGE,chg,1,1.0,165.96,2007,11,44.0,1716
608494560,608494560,CHARGE,chg,2,1.0,25.56,2007,11,44.0,1717
608494700,608494700,CHARGE,chg,1,1.0,39.72,2007,11,44.0,1718
608494700,608494700,CHARGE,chg,2,1.0,6.12,2007,11,44.0,1719
608494730,608494730,CHARGE,chg,2,1.0,22.92,2007,11,45.0,1720
608494730,608494730,CHARGE,chg,1,1.0,148.92,2007,11,45.0,1721
608494820,608494820,CHARGE,chg,1,1.0,26.16,2007,11,44.0,1722
608494820,608494820,CHARGE,chg,2,1.0,3.96,2007,11,44.0,1723
608494930,608494930,CHARGE,chg,1,1.0,113.88,2007,11,44.0,1724
608494930,608494930,CHARGE,chg,2,1.0,17.52,2007,11,44.0,1725
608495340,608495340,CHARGE,chg,1,1.0,164.64,2007,11,45.0,1726
608495340,608495340,CHARGE,chg,2,1.0,25.32,2007,11,45.0,1727
608495430,608495430,CHARGE,chg,1,1.0,118.32,2007,11,45.0,1728
608495430,608495430,CHARGE,chg,2,1.0,18.12,2007,11,45.0,1729
608495780,608495780,CHARGE,chg,1,1.0,119.28,2007,11,45.0,1730
608495780,608495780,CHARGE,chg,2,1.0,18.36,2007,11,45.0,1731
608495800,608495800,CHARGE,chg,2,1.0,21.24,2007,11,45.0,1732
608495800,608495800,CHARGE,chg,1,1.0,137.88,2007,11,45.0,1733
608495980,608495980,CHARGE,chg,2,1.0,13.32,2007,11,45.0,1734
608495980,608495980,CHARGE,chg,1,1.0,87.0,2007,11,45.0,1735
608496080,608496080,CHARGE,chg,1,1.0,8.52,2007,11,45.0,1736
608496080,608496080,CHARGE,chg,2,1.0,1.32,2007,11,45.0,1737
608496250,608496250,CHARGE,chg,1,1.0,132.24,2007,11,45.0,1738
608496250,608496250,CHARGE,chg,2,1.0,20.28,2007,11,45.0,1739
608496490,608496490,CHARGE,chg,1,1.0,120.72,2007,11,45.0,1740
608496490,608496490,CHARGE,chg,2,1.0,18.6,2007,11,45.0,1741
608496770,608496770,CHARGE,chg,1,1.0,50.16,2007,11,45.0,1742
608496770,608496770,CHARGE,chg,2,1.0,7.68,2007,11,45.0,1743
608496780,608496780,CHARGE,chg,1,1.0,52.56,2007,11,45.0,1744
608496780,608496780,CHARGE,chg,2,1.0,8.04,2007,11,45.0,1745
608496930,608496930,CHARGE,chg,2,1.0,17.4,2007,11,45.0,1746
608496930,608496930,CHARGE,chg,1,1.0,113.04,2007,11,45.0,1747
608497070,608497070,CHARGE,chg,1,1.0,22.32,2007,11,45.0,1748
608497070,608497070,CHARGE,chg,2,1.0,3.48,2007,11,45.0,1749
608497170,608497170,CHARGE,chg,1,1.0,91.68,2007,11,45.0,1750
608497170,608497170,CHARGE,chg,2,1.0,14.04,2007,11,45.0,1751
608497300,608497300,CHARGE,chg,1,1.0,191.04,2007,11,45.0,1752
608497300,608497300,CHARGE,chg,2,1.0,29.4,2007,11,45.0,1753
608497550,608497550,CHARGE,chg,1,1.0,38.4,2007,11,45.0,1754
608497550,608497550,CHARGE,chg,2,1.0,5.88,2007,11,45.0,1755
608497630,608497630,CHARGE,chg,2,1.0,26.28,2007,11,45.0,1756
608497630,608497630,CHARGE,chg,1,1.0,170.64,2007,11,45.0,1757
608497710,608497710,CHARGE,chg,3,1.0,8.04,2007,11,45.0,1758
608497710,608497710,CHARGE,chg,4,1.0,5.4,2007,11,65.0,1759
608497710,608497710,CHARGE,chg,1,1.0,51.96,2007,11,45.0,1760
608497710,608497710,CHARGE,chg,2,1.0,35.52,2007,11,65.0,1761
608497750,608497750,CHARGE,chg,1,1.0,95.28,2007,11,45.0,1762
608497750,608497750,CHARGE,chg,2,1.0,14.64,2007,11,45.0,1763
608497930,608497930,CHARGE,chg,1,1.0,188.64,2007,11,45.0,1764
608497930,608497930,CHARGE,chg,2,1.0,28.92,2007,11,45.0,1765
608498830,608498830,CHARGE,chg,1,1.0,161.28,2007,11,45.0,1766
608498830,608498830,CHARGE,chg,2,1.0,83.88,2007,11,104.0,1767
608498830,608498830,CHARGE,chg,3,1.0,24.72,2007,11,45.0,1768
608498830,608498830,CHARGE,chg,4,1.0,12.84,2007,11,104.0,1769
608498900,608498900,CHARGE,chg,1,1.0,37.32,2007,11,45.0,1770
608498900,608498900,CHARGE,chg,2,1.0,5.76,2007,11,45.0,1771
608498950,608498950,CHARGE,chg,2,1.0,9.0,2007,11,46.0,1772
608498950,608498950,CHARGE,chg,1,1.0,58.44,2007,11,46.0,1773
608499030,608499030,CHARGE,chg,1,1.0,168.0,2007,11,46.0,1774
608499030,608499030,CHARGE,chg,2,1.0,25.8,2007,11,46.0,1775
608499120,608499120,CHARGE,chg,1,1.0,104.76,2007,11,45.0,1776
608499120,608499120,CHARGE,chg,2,1.0,93.48,2007,11,109.0,1777
608499120,608499120,CHARGE,chg,3,1.0,16.08,2007,11,45.0,1778
608499120,608499120,CHARGE,chg,4,1.0,14.4,2007,11,109.0,1779
608499160,608499160,CHARGE,chg,1,1.0,35.52,2007,11,46.0,1780
608499160,608499160,CHARGE,chg,2,1.0,5.52,2007,11,46.0,1781
608499240,608499240,CHARGE,chg,1,1.0,61.32,2007,11,45.0,1782
608499240,608499240,CHARGE,chg,2,1.0,9.48,2007,11,45.0,1783
608499430,608499430,CHARGE,chg,2,1.0,5.88,2007,11,45.0,1784
608499430,608499430,CHARGE,chg,1,1.0,37.92,2007,11,45.0,1785
608499480,608499480,CHARGE,chg,2,1.0,15.0,2007,11,45.0,1786
608499480,608499480,CHARGE,chg,1,1.0,97.2,2007,11,45.0,1787
608499580,608499580,CHARGE,chg,1,1.0,184.2,2007,11,45.0,1788
608499580,608499580,CHARGE,chg,2,1.0,28.32,2007,11,45.0,1789
608499670,608499670,CHARGE,chg,1,1.0,114.36,2007,11,45.0,1790
608499670,608499670,CHARGE,chg,2,1.0,17.52,2007,11,45.0,1791
608499920,608499920,CHARGE,chg,1,1.0,92.4,2007,11,46.0,1792
608499920,608499920,CHARGE,chg,2,1.0,14.16,2007,11,46.0,1793
608499930,608499930,CHARGE,chg,1,1.0,168.84,2007,11,46.0,1794
608499930,608499930,CHARGE,chg,2,1.0,25.92,2007,11,46.0,1795
608500170,608500170,CHARGE,chg,1,1.0,146.28,2007,11,46.0,1796
608500170,608500170,CHARGE,chg,2,1.0,22.44,2007,11,46.0,1797
608500280,608500280,CHARGE,chg,1,1.0,92.16,2007,11,46.0,1798
608500280,608500280,CHARGE,chg,2,1.0,14.16,2007,11,46.0,1799
608500420,608500420,CHARGE,chg,2,1.0,10.92,2007,11,46.0,1800
608500420,608500420,CHARGE,chg,1,1.0,71.52,2007,11,46.0,1801
608500520,608500520,CHARGE,chg,1,1.0,28.8,2007,11,45.0,1802
608500520,608500520,CHARGE,chg,2,1.0,4.44,2007,11,45.0,1803
608500540,608500540,CHARGE,chg,1,1.0,34.92,2007,11,104.0,1804
608500540,608500540,CHARGE,chg,2,1.0,5.4,2007,11,104.0,1805
608500590,608500590,CHARGE,chg,1,1.0,127.8,2007,11,46.0,1806
608500590,608500590,CHARGE,chg,2,1.0,19.68,2007,11,46.0,1807
608500600,608500600,CHARGE,chg,1,1.0,122.64,2007,11,46.0,1808
608500600,608500600,CHARGE,chg,2,1.0,18.84,2007,11,46.0,1809
608500640,608500640,CHARGE,chg,1,1.0,128.52,2007,11,45.0,1810
608500640,608500640,CHARGE,chg,2,1.0,19.8,2007,11,45.0,1811
608500690,608500690,CHARGE,chg,2,1.0,9.6,2007,11,45.0,1812
608500690,608500690,CHARGE,chg,1,1.0,62.28,2007,11,45.0,1813
608500790,608500790,CHARGE,chg,1,1.0,25.44,2007,11,46.0,1814
608500790,608500790,CHARGE,chg,2,1.0,3.96,2007,11,46.0,1815
608500830,608500830,CHARGE,chg,1,1.0,294.12,2007,11,46.0,1816
608500830,608500830,CHARGE,chg,2,1.0,45.24,2007,11,46.0,1817
608500930,608500930,CHARGE,chg,1,1.0,28.44,2007,11,45.0,1818
608500930,608500930,CHARGE,chg,2,1.0,4.32,2007,11,45.0,1819
608501000,608501000,CHARGE,chg,1,1.0,82.68,2007,11,45.0,1820
608501000,608501000,CHARGE,chg,2,1.0,12.72,2007,11,45.0,1821
608501040,608501040,CHARGE,chg,1,1.0,29.16,2007,11,45.0,1822
608501040,608501040,CHARGE,chg,2,1.0,4.44,2007,11,45.0,1823
608501240,608501240,CHARGE,chg,2,1.0,16.8,2007,11,47.0,1824
608501240,608501240,CHARGE,chg,1,1.0,108.96,2007,11,47.0,1825
608501300,608501300,CHARGE,chg,1,1.0,68.16,2007,11,46.0,1826
608501300,608501300,CHARGE,chg,2,1.0,10.44,2007,11,46.0,1827
608501420,608501420,CHARGE,chg,1,1.0,207.6,2007,11,46.0,1828
608501420,608501420,CHARGE,chg,2,1.0,31.92,2007,11,46.0,1829
608501560,608501560,CHARGE,chg,1,1.0,130.08,2007,11,46.0,1830
608501560,608501560,CHARGE,chg,2,1.0,19.92,2007,11,46.0,1831
608501580,608501580,CHARGE,chg,1,1.0,210.6,2007,11,46.0,1832
608501580,608501580,CHARGE,chg,2,1.0,32.4,2007,11,46.0,1833
608501810,608501810,CHARGE,chg,2,1.0,20.52,2007,11,46.0,1834
608501810,608501810,CHARGE,chg,1,1.0,133.68,2007,11,46.0,1835
608501940,608501940,CHARGE,chg,2,1.0,25.56,2007,11,45.0,1836
608501940,608501940,CHARGE,chg,1,1.0,166.08,2007,11,45.0,1837
608502010,608502010,CHARGE,chg,1,1.0,116.4,2007,11,46.0,1838
608502010,608502010,CHARGE,chg,2,1.0,17.88,2007,11,46.0,1839
608502080,608502080,CHARGE,chg,1,1.0,167.76,2007,11,47.0,1840
608502080,608502080,CHARGE,chg,2,1.0,25.8,2007,11,47.0,1841
608502190,608502190,CHARGE,chg,1,1.0,61.8,2007,11,46.0,1842
608502190,608502190,CHARGE,chg,2,1.0,9.48,2007,11,46.0,1843
608502200,608502200,CHARGE,chg,1,1.0,65.76,2007,11,46.0,1844
608502200,608502200,CHARGE,chg,2,1.0,10.08,2007,11,46.0,1845
608502310,608502310,CHARGE,chg,1,1.0,83.88,2007,11,45.0,1846
608502310,608502310,CHARGE,chg,2,1.0,12.84,2007,11,45.0,1847
608502330,608502330,CHARGE,chg,2,1.0,6.6,2007,11,46.0,1848
608502330,608502330,CHARGE,chg,1,1.0,42.96,2007,11,46.0,1849
608502510,608502510,CHARGE,chg,1,1.0,50.52,2007,11,47.0,1850
608502510,608502510,CHARGE,chg,2,1.0,7.8,2007,11,47.0,1851
608502710,608502710,CHARGE,chg,1,1.0,33.24,2007,11,46.0,1852
608502710,608502710,CHARGE,chg,2,1.0,5.16,2007,11,46.0,1853
608502970,608502970,CHARGE,chg,1,1.0,207.36,2007,11,46.0,1854
608502970,608502970,CHARGE,chg,2,1.0,31.92,2007,11,46.0,1855
608503000,608503000,CHARGE,chg,1,1.0,69.72,2007,11,46.0,1856
608503000,608503000,CHARGE,chg,2,1.0,10.68,2007,11,46.0,1857
608503460,608503460,CHARGE,chg,1,1.0,32.76,2007,11,46.0,1858
608503460,608503460,CHARGE,chg,2,1.0,5.04,2007,11,46.0,1859
608503500,608503500,CHARGE,chg,2,1.0,17.52,2007,11,46.0,1860
608503500,608503500,CHARGE,chg,1,1.0,114.24,2007,11,46.0,1861
608503870,608503870,CHARGE,chg,1,1.0,126.96,2007,11,47.0,1862
608503870,608503870,CHARGE,chg,2,1.0,19.44,2007,11,47.0,1863
608503880,608503880,CHARGE,chg,1,1.0,122.4,2007,11,47.0,1864
608503880,608503880,CHARGE,chg,2,1.0,18.84,2007,11,47.0,1865
608504240,608504240,CHARGE,chg,1,1.0,60.48,2007,11,46.0,1866
608504240,608504240,CHARGE,chg,2,1.0,9.36,2007,11,46.0,1867
608504310,608504310,CHARGE,chg,1,1.0,135.48,2007,11,46.0,1868
608504310,608504310,CHARGE,chg,2,1.0,20.88,2007,11,46.0,1869
608504490,608504490,CHARGE,chg,1,1.0,20.28,2007,11,46.0,1870
608504490,608504490,CHARGE,chg,2,1.0,3.12,2007,11,46.0,1871
608504550,608504550,CHARGE,chg,2,1.0,9.48,2007,11,46.0,1872
608504550,608504550,CHARGE,chg,1,1.0,61.8,2007,11,46.0,1873
608504560,608504560,CHARGE,chg,1,1.0,66.24,2007,11,46.0,1874
608504560,608504560,CHARGE,chg,2,1.0,10.2,2007,11,46.0,1875
608504570,608504570,CHARGE,chg,1,1.0,124.32,2007,11,47.0,1876
608504570,608504570,CHARGE,chg,2,1.0,19.08,2007,11,47.0,1877
608504800,608504800,CHARGE,chg,1,1.0,49.92,2007,11,46.0,1878
608504800,608504800,CHARGE,chg,2,1.0,7.68,2007,11,46.0,1879
608504840,608504840,CHARGE,chg,1,1.0,53.52,2007,11,46.0,1880
608504840,608504840,CHARGE,chg,2,1.0,8.28,2007,11,46.0,1881
608504850,608504850,CHARGE,chg,1,1.0,100.44,2007,11,46.0,1882
608504850,608504850,CHARGE,chg,2,1.0,15.48,2007,11,46.0,1883
608504900,608504900,CHARGE,chg,1,1.0,209.16,2007,11,46.0,1884
608504900,608504900,CHARGE,chg,2,1.0,32.16,2007,11,46.0,1885
608505020,608505020,CHARGE,chg,2,1.0,4.56,2007,11,46.0,1886
608505020,608505020,CHARGE,chg,1,1.0,29.28,2007,11,46.0,1887
608505610,608505610,CHARGE,chg,1,1.0,100.32,2007,11,51.0,1888
608505610,608505610,CHARGE,chg,2,1.0,15.36,2007,11,51.0,1889
608505650,608505650,CHARGE,chg,1,1.0,81.6,2007,11,47.0,1890
608505650,608505650,CHARGE,chg,2,1.0,12.6,2007,11,47.0,1891
608505690,608505690,CHARGE,chg,1,1.0,79.2,2007,11,47.0,1892
608505690,608505690,CHARGE,chg,2,1.0,12.12,2007,11,47.0,1893
608505750,608505750,CHARGE,chg,1,1.0,187.32,2007,11,46.0,1894
608505750,608505750,CHARGE,chg,2,1.0,28.8,2007,11,46.0,1895
608505760,608505760,CHARGE,chg,1,1.0,140.16,2007,11,47.0,1896
608505760,608505760,CHARGE,chg,2,1.0,21.6,2007,11,47.0,1897
608505930,608505930,CHARGE,chg,2,1.0,7.32,2007,11,47.0,1898
608505930,608505930,CHARGE,chg,1,1.0,47.88,2007,11,47.0,1899
608506060,608506060,CHARGE,chg,1,1.0,31.8,2007,11,46.0,1900
608506060,608506060,CHARGE,chg,2,1.0,4.92,2007,11,46.0,1901
608506150,608506150,CHARGE,chg,1,1.0,139.56,2007,11,47.0,1902
608506150,608506150,CHARGE,chg,2,1.0,21.48,2007,11,47.0,1903
608506170,608506170,CHARGE,chg,1,1.0,69.48,2007,11,47.0,1904
608506170,608506170,CHARGE,chg,2,1.0,10.68,2007,11,47.0,1905
608506280,608506280,CHARGE,chg,1,1.0,57.24,2007,11,47.0,1906
608506280,608506280,CHARGE,chg,2,1.0,8.76,2007,11,47.0,1907
608506480,608506480,CHARGE,chg,1,1.0,112.32,2007,11,47.0,1908
608506480,608506480,CHARGE,chg,2,1.0,17.28,2007,11,47.0,1909
608506550,608506550,CHARGE,chg,1,1.0,165.48,2007,11,47.0,1910
608506550,608506550,CHARGE,chg,2,1.0,25.44,2007,11,47.0,1911
608506720,608506720,CHARGE,chg,2,1.0,17.64,2007,11,47.0,1912
608506720,608506720,CHARGE,chg,1,1.0,115.08,2007,11,47.0,1913
608507260,608507260,CHARGE,chg,1,1.0,78.24,2007,11,47.0,1914
608507260,608507260,CHARGE,chg,2,1.0,12.0,2007,11,47.0,1915
608507330,608507330,CHARGE,chg,1,1.0,84.84,2007,11,47.0,1916
608507330,608507330,CHARGE,chg,2,1.0,13.08,2007,11,47.0,1917
608507680,608507680,CHARGE,chg,1,1.0,20.64,2007,11,47.0,1918
608507680,608507680,CHARGE,chg,2,1.0,3.12,2007,11,47.0,1919
608507720,608507720,CHARGE,chg,1,1.0,113.28,2007,11,48.0,1920
608507720,608507720,CHARGE,chg,2,1.0,17.4,2007,11,48.0,1921
608507970,608507970,CHARGE,chg,1,1.0,107.88,2007,11,47.0,1922
608507970,608507970,CHARGE,chg,2,1.0,16.56,2007,11,47.0,1923
608508090,608508090,CHARGE,chg,2,1.0,7.44,2007,11,48.0,1924
608508090,608508090,CHARGE,chg,1,1.0,48.6,2007,11,48.0,1925
608508280,608508280,CHARGE,chg,1,1.0,108.0,2007,11,48.0,1926
608508280,608508280,CHARGE,chg,2,1.0,16.56,2007,11,48.0,1927
608508290,608508290,CHARGE,chg,1,1.0,102.12,2007,11,48.0,1928
608508290,608508290,CHARGE,chg,2,1.0,15.72,2007,11,48.0,1929
608508450,608508450,CHARGE,chg,1,1.0,111.24,2007,11,47.0,1930
608508450,608508450,CHARGE,chg,2,1.0,17.04,2007,11,47.0,1931
608508570,608508570,CHARGE,chg,1,1.0,4.92,2007,11,120.0,1932
608508570,608508570,CHARGE,chg,2,1.0,0.72,2007,11,120.0,1933
608508760,608508760,CHARGE,chg,1,1.0,156.24,2007,11,48.0,1934
608508760,608508760,CHARGE,chg,2,1.0,24.0,2007,11,48.0,1935
608508940,608508940,CHARGE,chg,1,1.0,81.12,2007,11,48.0,1936
608508940,608508940,CHARGE,chg,2,1.0,12.48,2007,11,48.0,1937
608508980,608508980,CHARGE,chg,2,1.0,10.92,2007,11,47.0,1938
608508980,608508980,CHARGE,chg,1,1.0,71.16,2007,11,47.0,1939
608509000,608509000,CHARGE,chg,1,1.0,50.88,2007,11,47.0,1940
608509000,608509000,CHARGE,chg,2,1.0,7.8,2007,11,47.0,1941
608509290,608509290,CHARGE,chg,1,1.0,179.88,2007,11,47.0,1942
608509290,608509290,CHARGE,chg,2,1.0,27.6,2007,11,47.0,1943
608509650,608509650,CHARGE,chg,1,1.0,230.52,2007,11,47.0,1944
608509650,608509650,CHARGE,chg,2,1.0,35.4,2007,11,47.0,1945
608509690,608509690,CHARGE,chg,1,1.0,81.84,2007,11,47.0,1946
608509690,608509690,CHARGE,chg,2,1.0,12.6,2007,11,47.0,1947
608509750,608509750,CHARGE,chg,1,1.0,111.48,2007,11,48.0,1948
608509750,608509750,CHARGE,chg,2,1.0,17.16,2007,11,48.0,1949
608510180,608510180,CHARGE,chg,2,1.0,28.44,2007,11,48.0,1950
608510180,608510180,CHARGE,chg,1,1.0,184.8,2007,11,48.0,1951
608510270,608510270,CHARGE,chg,1,1.0,119.76,2007,11,48.0,1952
608510270,608510270,CHARGE,chg,2,1.0,18.36,2007,11,48.0,1953
608510340,608510340,CHARGE,chg,1,1.0,142.2,2007,11,48.0,1954
608510340,608510340,CHARGE,chg,2,1.0,21.84,2007,11,48.0,1955
608510390,608510390,CHARGE,chg,1,1.0,111.84,2007,11,48.0,1956
608510390,608510390,CHARGE,chg,2,1.0,17.16,2007,11,48.0,1957
608510450,608510450,CHARGE,chg,1,1.0,148.2,2007,11,48.0,1958
608510450,608510450,CHARGE,chg,2,1.0,22.8,2007,11,48.0,1959
608510480,608510480,CHARGE,chg,1,1.0,174.48,2007,11,47.0,1960
608510480,608510480,CHARGE,chg,2,1.0,26.76,2007,11,47.0,1961
608510490,608510490,CHARGE,chg,2,1.0,5.76,2007,11,48.0,1962
608510490,608510490,CHARGE,chg,1,1.0,37.92,2007,11,48.0,1963
608510550,608510550,CHARGE,chg,1,1.0,42.24,2007,11,48.0,1964
608510550,608510550,CHARGE,chg,2,1.0,6.48,2007,11,48.0,1965
608510720,608510720,CHARGE,chg,1,1.0,100.2,2007,11,48.0,1966
608510720,608510720,CHARGE,chg,2,1.0,15.36,2007,11,48.0,1967
608510870,608510870,CHARGE,chg,1,1.0,106.44,2007,11,48.0,1968
608510870,608510870,CHARGE,chg,2,1.0,16.32,2007,11,48.0,1969
608511190,608511190,CHARGE,chg,1,1.0,28.2,2007,11,50.0,1970
608511190,608511190,CHARGE,chg,2,1.0,4.32,2007,11,50.0,1971
608511830,608511830,CHARGE,chg,1,1.0,166.56,2007,11,49.0,1972
608511830,608511830,CHARGE,chg,2,1.0,25.56,2007,11,49.0,1973
608511880,608511880,CHARGE,chg,2,1.0,15.72,2007,11,48.0,1974
608511880,608511880,CHARGE,chg,1,1.0,102.36,2007,11,48.0,1975
608512020,608512020,CHARGE,chg,1,1.0,37.68,2007,11,48.0,1976
608512020,608512020,CHARGE,chg,2,1.0,5.76,2007,11,48.0,1977
608512040,608512040,CHARGE,chg,1,1.0,100.8,2007,11,48.0,1978
608512040,608512040,CHARGE,chg,2,1.0,15.48,2007,11,48.0,1979
608512120,608512120,CHARGE,chg,1,1.0,52.44,2007,11,48.0,1980
608512120,608512120,CHARGE,chg,2,1.0,8.04,2007,11,48.0,1981
608512520,608512520,CHARGE,chg,1,1.0,111.48,2007,11,48.0,1982
608512520,608512520,CHARGE,chg,2,1.0,17.16,2007,11,48.0,1983
608512680,608512680,CHARGE,chg,1,1.0,212.28,2007,11,48.0,1984
608512680,608512680,CHARGE,chg,2,1.0,32.64,2007,11,48.0,1985
608512780,608512780,CHARGE,chg,2,1.0,8.76,2007,11,48.0,1986
