keyfield,postid,product,group,fondscd,unitaant,garkap,belegprc,prodboomcd,tarcd,unitsavprt,unitsrv_pp,unitext_bp,recordno
608430420,608430420,FUND,AXENT,003,166.00650000000002,4570,100.0,SCHAKELSPAAR,SCHAKELSPAAR,164.835,1.1715,0.0,2579
608430430,608430430,FUND,AXENT,003,470.9558,15483,100.0,SCHAKELSPAAR,SCHAKELSPAAR,468.9002,2.0556,0.0,2580
608430530,608430530,FUND,AXENT,003,161.7593,2687,100.0,SCHAKELSPAAR,SCHAKELSPAAR,161.0333,0.726,0.0,2581
608430540,608430540,FUND,AXENT,003,401.2609,13555,100.0,SCHAKELSPAAR,SCHAKELSPAAR,399.8905,1.3704,0.0,2582
608430630,608430630,FUND,AXENT,003,64.1529,1111,100.0,SCHAKELSPAAR,SCHAKELSPAAR,62.5432,1.6097,0.0,2583
608430660,608430660,FUND,AXENT,003,37.0096,700,50.0,SCHAKELSPAAR,SCHAKELSPAAR,36.0603,0.9493,0.0,2584
608430660,608430660,FUND,AXENT,012,71.2783,0,50.0,SCHAKELSPAAR,SCHAKELSPAAR,69.4478,1.8305,0.0,2585
608430770,608430770,FUND,AXENT,012,282.1684,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,275.3294,6.839,0.0,2586
608430900,608430900,FUND,AXENT,002,77.73010000000001,1787,40.0,SCHAKELSPAAR,SCHAKELSPAAR,75.5811,2.149,0.0,2587
608430900,608430900,FUND,AXENT,003,52.4603,1066,40.0,SCHAKELSPAAR,SCHAKELSPAAR,51.0083,1.452,0.0,2588
608430900,608430900,FUND,AXENT,012,36.0973,0,20.0,SCHAKELSPAAR,SCHAKELSPAAR,35.0961,1.0012,0.0,2589
608430930,608430930,FUND,AXENT,003,35.4105,2073,100.0,SCHAKELSPAAR,SCHAKELSPAAR,34.3473,1.0632,0.0,2590
608430950,608430950,FUND,AXENT,012,638.9109000000001,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,623.8975,15.0134,0.0,2591
608431000,608431000,FUND,AXENT,002,468.81780000000003,19368,100.0,SCHAKELSPAAR,SCHAKELSPAAR,463.555,5.2628,0.0,2592
608431050,608431050,FUND,AXENT,003,66.2393,1165,100.0,SCHAKELSPAAR,SCHAKELSPAAR,65.6277,0.6116,0.0,2593
608431060,608431060,FUND,AXENT,003,435.96909999999997,12408,100.0,SCHAKELSPAAR,SCHAKELSPAAR,429.6953,6.2738,0.0,2594
608431160,608431160,FUND,AXENT,003,301.03720000000004,8315,100.0,SCHAKELSPAAR,SCHAKELSPAAR,291.9288,9.1084,0.0,2595
608431240,608431240,FUND,AXENT,003,46.3796,1381,100.0,SCHAKELSPAAR,SCHAKELSPAAR,45.5439,0.8357,0.0,2596
608431300,608431300,FUND,AXENT,003,748.3194000000001,17497,100.0,SCHAKELSPAAR,SCHAKELSPAAR,741.3427,6.9767,0.0,2597
608431330,608431330,FUND,AXENT,003,733.5557,16566,100.0,SCHAKELSPAAR,SCHAKELSPAAR,722.6358,10.9199,0.0,2598
608431360,608431360,FUND,AXENT,012,155.0774,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,150.2622,4.8152,0.0,2599
608431370,608431370,FUND,AXENT,012,688.7846000000001,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,679.0013,9.7833,0.0,2600
608431380,608431380,FUND,AXENT,012,988.0242000000001,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,948.7136,39.3106,0.0,2601
608431400,608431400,FUND,AXENT,003,430.69039999999995,11744,100.0,SCHAKELSPAAR,SCHAKELSPAAR,417.5961,13.0943,0.0,2602
608431410,608431410,FUND,AXENT,003,682.2084,15830,100.0,SCHAKELSPAAR,SCHAKELSPAAR,665.3033,16.9051,0.0,2603
608431590,608431590,FUND,AXENT,012,178.79340000000002,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,175.1235,3.6699,0.0,2604
608431630,608431630,FUND,AXENT,003,283.9248,5525,100.0,SCHAKELSPAAR,SCHAKELSPAAR,274.2378,9.687,0.0,2605
608431670,608431670,FUND,AXENT,003,404.1981,11917,100.0,SCHAKELSPAAR,SCHAKELSPAAR,402.3467,1.8514,0.0,2606
608431730,608431730,FUND,AXENT,002,259.8995,7910,50.0,SCHAKELSPAAR,SCHAKELSPAAR,242.7369,17.1626,0.0,2607
608431730,608431730,FUND,AXENT,003,107.84020000000001,2741,25.0,SCHAKELSPAAR,SCHAKELSPAAR,100.5399,7.3003,0.0,2608
608431730,608431730,FUND,AXENT,012,242.674,0,25.0,SCHAKELSPAAR,SCHAKELSPAAR,225.9941,16.6799,0.0,2609
608431780,608431780,FUND,AXENT,002,163.7807,7129,50.0,SCHAKELSPAAR,SCHAKELSPAAR,161.557,2.2237,0.0,2610
608431780,608431780,FUND,AXENT,003,67.81649999999999,2292,25.0,SCHAKELSPAAR,SCHAKELSPAAR,66.871,0.9455,0.0,2611
608431780,608431780,FUND,AXENT,012,152.95680000000002,0,25.0,SCHAKELSPAAR,SCHAKELSPAAR,150.7818,2.175,0.0,2612
608431810,608431810,FUND,AXENT,003,348.9125,10288,100.0,SCHAKELSPAAR,SCHAKELSPAAR,347.3326,1.5799,0.0,2613
608431850,608431850,FUND,AXENT,003,59.9374,1042,100.0,SCHAKELSPAAR,SCHAKELSPAAR,59.0233,0.9141,0.0,2614
608431920,608431920,FUND,AXENT,003,140.0457,2500,100.0,SCHAKELSPAAR,SCHAKELSPAAR,132.329,7.7167,0.0,2615
608432120,608432120,FUND,AXENT,002,174.1575,7641,50.0,SCHAKELSPAAR,SCHAKELSPAAR,173.0435,1.114,0.0,2616
608432120,608432120,FUND,AXENT,003,72.1136,2457,25.0,SCHAKELSPAAR,SCHAKELSPAAR,71.6395,0.4741,0.0,2617
608432120,608432120,FUND,AXENT,012,162.5973,0,25.0,SCHAKELSPAAR,SCHAKELSPAAR,161.5134,1.0839,0.0,2618
608432130,608432130,FUND,AXENT,003,465.0096,15335,100.0,SCHAKELSPAAR,SCHAKELSPAAR,462.5168,2.4928,0.0,2619
608432140,608432140,FUND,AXENT,003,93.487,1737,100.0,SCHAKELSPAAR,SCHAKELSPAAR,87.9918,5.4952,0.0,2620
608432160,608432160,FUND,AXENT,003,230.2426,4039,100.0,SCHAKELSPAAR,SCHAKELSPAAR,220.4422,9.8004,0.0,2621
608432190,608432190,FUND,AXENT,003,438.3365,13640,100.0,SCHAKELSPAAR,SCHAKELSPAAR,433.9204,4.4161,0.0,2622
608432230,608432230,FUND,AXENT,002,353.66769999999997,12632,100.0,SCHAKELSPAAR,SCHAKELSPAAR,351.5481,2.1196,0.0,2623
608432250,608432250,FUND,AXENT,003,371.4685,11081,100.0,SCHAKELSPAAR,SCHAKELSPAAR,366.4701,4.9984,0.0,2624
608432450,608432450,FUND,AXENT,012,452.1838,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,443.8483,8.3355,0.0,2625
608432460,608432460,FUND,AXENT,003,400.32750000000004,11899,100.0,SCHAKELSPAAR,SCHAKELSPAAR,394.8396,5.4879,0.0,2626
608432480,608432480,FUND,AXENT,003,79.9085,1471,50.0,SCHAKELSPAAR,SCHAKELSPAAR,79.3173,0.5912,0.0,2627
608432480,608432480,FUND,AXENT,012,164.5573,0,50.0,SCHAKELSPAAR,SCHAKELSPAAR,163.3415,1.2158,0.0,2628
608432500,608432500,FUND,AXENT,003,56.1477,1606,100.0,SCHAKELSPAAR,SCHAKELSPAAR,55.3458,0.8019,0.0,2629
608432530,608432530,FUND,AXENT,003,49.803599999999996,1750,100.0,SCHAKELSPAAR,SCHAKELSPAAR,48.7118,1.0918,0.0,2630
608432560,608432560,FUND,AXENT,003,71.864,2633,100.0,SCHAKELSPAAR,SCHAKELSPAAR,67.4058,4.4582,0.0,2631
608432600,608432600,FUND,AXENT,003,22.0058,2232,100.0,SCHAKELSPAAR,SCHAKELSPAAR,21.8012,0.2046,0.0,2632
608432630,608432630,FUND,AXENT,003,279.4958,9517,75.0,SCHAKELSPAAR,SCHAKELSPAAR,276.7523,2.7435,0.0,2633
608432630,608432630,FUND,AXENT,012,210.3352,0,25.0,SCHAKELSPAAR,SCHAKELSPAAR,208.2376,2.0976,0.0,2634
608432660,608432660,FUND,AXENT,003,191.56300000000002,6573,50.0,SCHAKELSPAAR,SCHAKELSPAAR,190.3845,1.1785,0.0,2635
608432660,608432660,FUND,AXENT,012,432.5692,0,50.0,SCHAKELSPAAR,SCHAKELSPAAR,429.8577,2.7115,0.0,2636
608432700,608432700,FUND,AXENT,003,422.50350000000003,14472,75.0,SCHAKELSPAAR,SCHAKELSPAAR,420.5083,1.9952,0.0,2637
608432700,608432700,FUND,AXENT,012,317.9548,0,25.0,SCHAKELSPAAR,SCHAKELSPAAR,316.4248,1.53,0.0,2638
608432730,608432730,FUND,AXENT,003,274.1961,8154,50.0,SCHAKELSPAAR,SCHAKELSPAAR,269.6818,4.5143,0.0,2639
608432730,608432730,FUND,AXENT,012,617.9612,0,50.0,SCHAKELSPAAR,SCHAKELSPAAR,607.596,10.3652,0.0,2640
608432770,608432770,FUND,AXENT,003,556.3988,18715,100.0,SCHAKELSPAAR,SCHAKELSPAAR,549.8952,6.5036,0.0,2641
608432870,608432870,FUND,AXENT,003,157.01069999999999,4132,100.0,SCHAKELSPAAR,SCHAKELSPAAR,154.0135,2.9972,0.0,2642
608433060,608433060,FUND,AXENT,003,750.7112999999999,18904,100.0,SCHAKELSPAAR,SCHAKELSPAAR,733.7401,16.9712,0.0,2643
608433080,608433080,FUND,AXENT,003,372.4505,12536,100.0,SCHAKELSPAAR,SCHAKELSPAAR,368.2949,4.1556,0.0,2644
608433220,608433220,FUND,AXENT,003,61.2295,989,50.0,SCHAKELSPAAR,SCHAKELSPAAR,59.904,1.3255,0.0,2645
608433220,608433220,FUND,AXENT,012,122.7163,0,50.0,SCHAKELSPAAR,SCHAKELSPAAR,120.0561,2.6602,0.0,2646
608433260,608433260,FUND,AXENT,003,488.3046,14865,100.0,SCHAKELSPAAR,SCHAKELSPAAR,481.0518,7.2528,0.0,2647
608433380,608433380,FUND,AXENT,002,282.9705,12458,60.0,SCHAKELSPAAR,SCHAKELSPAAR,281.687,1.2835,0.0,2648
608433380,608433380,FUND,AXENT,012,352.0074,0,40.0,SCHAKELSPAAR,SCHAKELSPAAR,350.3381,1.6693,0.0,2649
608433420,608433420,FUND,AXENT,002,240.6304,17057,40.0,SCHAKELSPAAR,SCHAKELSPAAR,239.6252,1.0052,0.0,2650
608433420,608433420,FUND,AXENT,003,291.15319999999997,3207,60.0,SCHAKELSPAAR,SCHAKELSPAAR,289.9403,1.2129,0.0,2651
608433430,608433430,FUND,AXENT,003,13.9847,240,100.0,SCHAKELSPAAR,SCHAKELSPAAR,13.8809,0.1038,0.0,2652
608433440,608433440,FUND,AXENT,003,70.6224,1997,100.0,SCHAKELSPAAR,SCHAKELSPAAR,70.1716,0.4508,0.0,2653
608433620,608433620,FUND,AXENT,003,100.3862,1732,100.0,SCHAKELSPAAR,SCHAKELSPAAR,97.4473,2.9389,0.0,2654
608433640,608433640,FUND,AXENT,003,558.9968,16147,80.0,SCHAKELSPAAR,SCHAKELSPAAR,556.4823,2.5145,0.0,2655
608433640,608433640,FUND,AXENT,012,285.8334,0,20.0,SCHAKELSPAAR,SCHAKELSPAAR,284.5577,1.2757,0.0,2656
608433650,608433650,FUND,AXENT,003,151.6177,2601,100.0,SCHAKELSPAAR,SCHAKELSPAAR,144.9583,6.6594,0.0,2657
608433660,608433660,FUND,AXENT,003,158.8795,2722,100.0,SCHAKELSPAAR,SCHAKELSPAAR,155.4555,3.424,0.0,2658
608433750,608433750,FUND,AXENT,003,199.0883,3343,100.0,SCHAKELSPAAR,SCHAKELSPAAR,194.9663,4.122,0.0,2659
608433760,608433760,FUND,AXENT,003,673.5776000000001,19911,100.0,SCHAKELSPAAR,SCHAKELSPAAR,663.97,9.6076,0.0,2660
608433810,608433810,FUND,AXENT,002,82.822,4050,100.0,SCHAKELSPAAR,SCHAKELSPAAR,80.5078,2.3142,0.0,2661
608433890,608433890,FUND,AXENT,003,58.3489,951,50.0,SCHAKELSPAAR,SCHAKELSPAAR,56.4958,1.8531,0.0,2662
608433890,608433890,FUND,AXENT,012,116.6568,0,50.0,SCHAKELSPAAR,SCHAKELSPAAR,112.9525,3.7043,0.0,2663
608433930,608433930,FUND,AXENT,012,13.873800000000001,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,13.6346,0.2392,0.0,2664
608433980,608433980,FUND,AXENT,003,171.8144,5840,100.0,SCHAKELSPAAR,SCHAKELSPAAR,170.5375,1.2769,0.0,2665
608434060,608434060,FUND,AXENT,012,1251.6388000000002,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,1237.6463,13.9925,0.0,2666
608434110,608434110,FUND,AXENT,003,92.4965,1499,100.0,SCHAKELSPAAR,SCHAKELSPAAR,87.8456,4.6509,0.0,2667
608434120,608434120,FUND,AXENT,002,910.2618,28812,100.0,SCHAKELSPAAR,SCHAKELSPAAR,900.1629,10.0989,0.0,2668
608434160,608434160,FUND,AXENT,012,98.06259999999999,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,96.579,1.4836,0.0,2669
608434180,608434180,FUND,AXENT,002,336.47209999999995,10966,100.0,SCHAKELSPAAR,SCHAKELSPAAR,332.0257,4.4464,0.0,2670
608434230,608434230,FUND,AXENT,003,550.6237,18712,100.0,SCHAKELSPAAR,SCHAKELSPAAR,546.3417,4.282,0.0,2671
608434240,608434240,FUND,AXENT,003,96.6863,1558,100.0,SCHAKELSPAAR,SCHAKELSPAAR,94.9539,1.7324,0.0,2672
608434270,608434270,FUND,AXENT,012,418.65659999999997,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,414.2718,4.3848,0.0,2673
608434300,608434300,FUND,AXENT,003,292.8456,6561,100.0,SCHAKELSPAAR,SCHAKELSPAAR,291.4565,1.3891,0.0,2674
608434380,608434380,FUND,AXENT,003,115.58099999999999,2067,75.0,SCHAKELSPAAR,SCHAKELSPAAR,114.8783,0.7027,0.0,2675
608434380,608434380,FUND,AXENT,012,75.5765,0,25.0,SCHAKELSPAAR,SCHAKELSPAAR,75.1186,0.4579,0.0,2676
608434560,608434560,FUND,AXENT,003,363.565,6084,75.0,SCHAKELSPAAR,SCHAKELSPAAR,349.2966,14.2684,0.0,2677
608434560,608434560,FUND,AXENT,012,256.9097,0,25.0,SCHAKELSPAAR,SCHAKELSPAAR,246.8244,10.0853,0.0,2678
608434640,608434640,FUND,AXENT,003,175.9735,3394,100.0,SCHAKELSPAAR,SCHAKELSPAAR,170.5534,5.4201,0.0,2679
608434700,608434700,FUND,AXENT,003,495.61629999999997,16828,100.0,SCHAKELSPAAR,SCHAKELSPAAR,493.662,1.9543,0.0,2680
608434720,608434720,FUND,AXENT,012,413.97319999999996,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,409.349,4.6242,0.0,2681
608434740,608434740,FUND,AXENT,012,238.6618,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,237.52,1.1418,0.0,2682
608434760,608434760,FUND,AXENT,003,124.3014,2201,100.0,SCHAKELSPAAR,SCHAKELSPAAR,121.1401,3.1613,0.0,2683
608434780,608434780,FUND,AXENT,002,765.4316,30830,100.0,SCHAKELSPAAR,SCHAKELSPAAR,749.6661,15.7655,0.0,2684
608434900,608434900,FUND,AXENT,003,502.4601,13176,100.0,SCHAKELSPAAR,SCHAKELSPAAR,497.0885,5.3716,0.0,2685
608434950,608434950,FUND,AXENT,003,60.3439,1391,100.0,SCHAKELSPAAR,SCHAKELSPAAR,59.7392,0.6047,0.0,2686
608435000,608435000,FUND,AXENT,003,27.3141,547,100.0,SCHAKELSPAAR,SCHAKELSPAAR,26.9986,0.3155,0.0,2687
608435010,608435010,FUND,AXENT,003,336.69210000000004,6890,50.0,SCHAKELSPAAR,SCHAKELSPAAR,325.8326,10.8595,0.0,2688
608435010,608435010,FUND,AXENT,012,678.4924,0,50.0,SCHAKELSPAAR,SCHAKELSPAAR,656.7656,21.7268,0.0,2689
608435030,608435030,FUND,AXENT,003,80.7544,1955,100.0,SCHAKELSPAAR,SCHAKELSPAAR,77.4612,3.2932,0.0,2690
608435110,608435110,FUND,AXENT,003,321.7524,5454,100.0,SCHAKELSPAAR,SCHAKELSPAAR,315.0317,6.7207,0.0,2691
608435140,608435140,FUND,AXENT,003,145.5496,2780,100.0,SCHAKELSPAAR,SCHAKELSPAAR,140.1673,5.3823,0.0,2692
608435150,608435150,FUND,AXENT,003,416.22729999999996,14620,80.0,SCHAKELSPAAR,SCHAKELSPAAR,414.9822,1.2451,0.0,2693
608435150,608435150,FUND,AXENT,012,235.1003,0,20.0,SCHAKELSPAAR,SCHAKELSPAAR,234.3777,0.7226,0.0,2694
608435230,608435230,FUND,AXENT,012,417.0944,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,397.459,19.6354,0.0,2695
608435310,608435310,FUND,AXENT,003,249.8151,5963,100.0,SCHAKELSPAAR,SCHAKELSPAAR,232.1157,17.6994,0.0,2696
608435420,608435420,FUND,AXENT,003,77.7642,1290,100.0,SCHAKELSPAAR,SCHAKELSPAAR,75.1404,2.6238,0.0,2697
608435530,608435530,FUND,AXENT,012,1575.3246,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,1553.0319,22.2927,0.0,2698
608435590,608435590,FUND,AXENT,012,1036.2509,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,1025.8542,10.3967,0.0,2699
608435600,608435600,FUND,AXENT,003,133.1852,3052,50.0,SCHAKELSPAAR,SCHAKELSPAAR,132.1103,1.0749,0.0,2700
608435600,608435600,FUND,AXENT,012,289.9198,0,50.0,SCHAKELSPAAR,SCHAKELSPAAR,287.5677,2.3521,0.0,2701
608435610,608435610,FUND,AXENT,003,159.49259999999998,3037,100.0,SCHAKELSPAAR,SCHAKELSPAAR,157.6599,1.8327,0.0,2702
608435620,608435620,FUND,AXENT,003,150.43470000000002,2623,100.0,SCHAKELSPAAR,SCHAKELSPAAR,147.7821,2.6526,0.0,2703
608435690,608435690,FUND,AXENT,002,69.0422,2130,40.0,SCHAKELSPAAR,SCHAKELSPAAR,66.6327,2.4095,0.0,2704
608435690,608435690,FUND,AXENT,003,57.351600000000005,1489,40.0,SCHAKELSPAAR,SCHAKELSPAAR,55.3012,2.0504,0.0,2705
608435690,608435690,FUND,AXENT,012,64.5484,0,20.0,SCHAKELSPAAR,SCHAKELSPAAR,62.2006,2.3478,0.0,2706
608435720,608435720,FUND,AXENT,002,38.2904,1195,100.0,SCHAKELSPAAR,SCHAKELSPAAR,37.6766,0.6138,0.0,2707
608435730,608435730,FUND,AXENT,002,40.6425,1016,100.0,SCHAKELSPAAR,SCHAKELSPAAR,38.3792,2.2633,0.0,2708
608435740,608435740,FUND,AXENT,002,125.2665,5235,100.0,SCHAKELSPAAR,SCHAKELSPAAR,123.1159,2.1506,0.0,2709
608435830,608435830,FUND,AXENT,003,175.5993,5386,100.0,SCHAKELSPAAR,SCHAKELSPAAR,171.1923,4.407,0.0,2710
608435860,608435860,FUND,AXENT,012,399.7057,0,50.0,SCHAKELSPAAR,SCHAKELSPAAR,394.2647,5.441,0.0,2712
608435860,608435860,FUND,AXENT,003,171.6776,6189,50.0,SCHAKELSPAAR,SCHAKELSPAAR,169.3084,2.3692,0.0,2711
608436020,608436020,FUND,AXENT,003,679.4144,14742,100.0,SCHAKELSPAAR,SCHAKELSPAAR,647.2652,32.1492,0.0,2713
608436100,608436100,FUND,AXENT,003,467.731,11757,100.0,SCHAKELSPAAR,SCHAKELSPAAR,460.8121,6.9189,0.0,2714
608436110,608436110,FUND,AXENT,012,579.9041000000001,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,560.7381,19.166,0.0,2715
608436160,608436160,FUND,AXENT,003,359.94379999999995,10792,100.0,SCHAKELSPAAR,SCHAKELSPAAR,358.6201,1.3237,0.0,2716
608436200,608436200,FUND,AXENT,012,1337.1378,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,1326.8351,10.3027,0.0,2717
608436270,608436270,FUND,AXENT,003,411.6886,10191,100.0,SCHAKELSPAAR,SCHAKELSPAAR,406.6043,5.0843,0.0,2718
608436300,608436300,FUND,AXENT,012,426.174,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,422.9158,3.2582,0.0,2719
608436560,608436560,FUND,AXENT,003,750.3766999999999,28745,100.0,SCHAKELSPAAR,SCHAKELSPAAR,745.7044,4.6723,0.0,2720
608436570,608436570,FUND,AXENT,003,167.9893,2764,100.0,SCHAKELSPAAR,SCHAKELSPAAR,166.0828,1.9065,0.0,2721
608436710,608436710,FUND,AXENT,003,114.60409999999999,3760,100.0,SCHAKELSPAAR,SCHAKELSPAAR,113.5722,1.0319,0.0,2722
608436860,608436860,FUND,AXENT,003,192.81949999999998,6050,100.0,SCHAKELSPAAR,SCHAKELSPAAR,188.3506,4.4689,0.0,2723
608436880,608436880,FUND,AXENT,012,677.5269,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,669.7511,7.7758,0.0,2724
608436930,608436930,FUND,AXENT,003,584.0391999999999,17163,100.0,SCHAKELSPAAR,SCHAKELSPAAR,569.7647,14.2745,0.0,2725
608436960,608436960,FUND,AXENT,003,43.7038,749,100.0,SCHAKELSPAAR,SCHAKELSPAAR,41.9241,1.7797,0.0,2726
608437030,608437030,FUND,AXENT,003,536.9155000000001,17059,100.0,SCHAKELSPAAR,SCHAKELSPAAR,527.4419,9.4736,0.0,2727
608437170,608437170,FUND,AXENT,003,369.52840000000003,7398,100.0,SCHAKELSPAAR,SCHAKELSPAAR,355.2914,14.237,0.0,2728
608437210,608437210,FUND,AXENT,003,172.7896,1848,50.0,SCHAKELSPAAR,SCHAKELSPAAR,167.1747,5.6149,0.0,2730
608437210,608437210,FUND,AXENT,002,200.5977,10022,50.0,SCHAKELSPAAR,SCHAKELSPAAR,194.0639,6.5338,0.0,2729
608437220,608437220,FUND,AXENT,003,8.4793,940,30.0,SCHAKELSPAAR,SCHAKELSPAAR,8.3388,0.1405,0.0,2731
608437220,608437220,FUND,AXENT,012,0.0001,0,70.0,SCHAKELSPAAR,SCHAKELSPAAR,0.0001,0.0,0.0,2732
608437280,608437280,FUND,AXENT,012,455.8277,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,449.3121,6.5156,0.0,2733
608437300,608437300,FUND,AXENT,003,333.842,8667,70.0,SCHAKELSPAAR,SCHAKELSPAAR,332.8132,1.0288,0.0,2734
608437300,608437300,FUND,AXENT,012,325.0661,0,30.0,SCHAKELSPAAR,SCHAKELSPAAR,324.0552,1.0109,0.0,2735
608437370,608437370,FUND,AXENT,003,578.4656,13684,100.0,SCHAKELSPAAR,SCHAKELSPAAR,563.3046,15.161,0.0,2736
608437430,608437430,FUND,AXENT,012,1305.1018,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,1265.7666,39.3352,0.0,2737
608437490,608437490,FUND,AXENT,003,728.767,13657,100.0,SCHAKELSPAAR,SCHAKELSPAAR,688.8997,39.8673,0.0,2738
608437570,608437570,FUND,AXENT,003,370.58750000000003,9764,100.0,SCHAKELSPAAR,SCHAKELSPAAR,365.1664,5.4211,0.0,2739
608437580,608437580,FUND,AXENT,002,40.282199999999996,1767,50.0,SCHAKELSPAAR,SCHAKELSPAAR,39.8938,0.3884,0.0,2740
608437580,608437580,FUND,AXENT,003,34.3367,794,50.0,SCHAKELSPAAR,SCHAKELSPAAR,34.0055,0.3312,0.0,2741
608437590,608437590,FUND,AXENT,003,167.6194,3823,100.0,SCHAKELSPAAR,SCHAKELSPAAR,162.3752,5.2442,0.0,2742
608437610,608437610,FUND,AXENT,002,95.4037,3045,40.0,SCHAKELSPAAR,SCHAKELSPAAR,94.6933,0.7104,0.0,2743
608437610,608437610,FUND,AXENT,003,72.3014,1381,40.0,SCHAKELSPAAR,SCHAKELSPAAR,71.762,0.5394,0.0,2744
608437610,608437610,FUND,AXENT,012,76.9436,0,20.0,SCHAKELSPAAR,SCHAKELSPAAR,76.3683,0.5753,0.0,2745
608437660,608437660,FUND,AXENT,003,232.2913,7291,100.0,SCHAKELSPAAR,SCHAKELSPAAR,229.1462,3.1451,0.0,2746
608437720,608437720,FUND,AXENT,002,350.21,10149,40.0,SCHAKELSPAAR,SCHAKELSPAAR,337.0095,13.2005,0.0,2747
608437720,608437720,FUND,AXENT,003,277.3584,6616,40.0,SCHAKELSPAAR,SCHAKELSPAAR,266.8055,10.5529,0.0,2748
608437720,608437720,FUND,AXENT,012,285.0923,0,20.0,SCHAKELSPAAR,SCHAKELSPAAR,274.2975,10.7948,0.0,2749
608437730,608437730,FUND,AXENT,002,28.6161,831,50.0,SCHAKELSPAAR,SCHAKELSPAAR,27.7155,0.9006,0.0,2750
608437730,608437730,FUND,AXENT,012,34.4948,0,50.0,SCHAKELSPAAR,SCHAKELSPAAR,33.4172,1.0776,0.0,2751
608437780,608437780,FUND,AXENT,003,454.571,13519,100.0,SCHAKELSPAAR,SCHAKELSPAAR,444.8247,9.7463,0.0,2752
608437790,608437790,FUND,AXENT,003,234.5382,3990,100.0,SCHAKELSPAAR,SCHAKELSPAAR,226.7002,7.838,0.0,2753
608437850,608437850,FUND,AXENT,012,27.7575,0,25.0,SCHAKELSPAAR,SCHAKELSPAAR,27.1016,0.6559,0.0,2755
608437850,608437850,FUND,AXENT,003,48.7123,817,75.0,SCHAKELSPAAR,SCHAKELSPAAR,47.5608,1.1515,0.0,2754
608437900,608437900,FUND,AXENT,002,173.24579999999997,5989,50.0,SCHAKELSPAAR,SCHAKELSPAAR,170.2308,3.015,0.0,2756
608437900,608437900,FUND,AXENT,003,143.69,4086,50.0,SCHAKELSPAAR,SCHAKELSPAAR,141.1259,2.5641,0.0,2757
608437950,608437950,FUND,AXENT,003,213.8343,6931,100.0,SCHAKELSPAAR,SCHAKELSPAAR,211.764,2.0703,0.0,2758
608437960,608437960,FUND,AXENT,002,150.1479,14878,25.0,SCHAKELSPAAR,SCHAKELSPAAR,147.9836,2.1643,0.0,2759
608437960,608437960,FUND,AXENT,003,263.8329,3060,50.0,SCHAKELSPAAR,SCHAKELSPAAR,260.0452,3.7877,0.0,2760
608437960,608437960,FUND,AXENT,012,305.7972,0,25.0,SCHAKELSPAAR,SCHAKELSPAAR,301.4654,4.3318,0.0,2761
608437970,608437970,FUND,AXENT,012,74.9764,0,20.0,SCHAKELSPAAR,SCHAKELSPAAR,72.986,1.9904,0.0,2764
608437970,608437970,FUND,AXENT,003,70.9909,1217,40.0,SCHAKELSPAAR,SCHAKELSPAAR,69.1064,1.8845,0.0,2763
608437970,608437970,FUND,AXENT,002,87.2555,2689,40.0,SCHAKELSPAAR,SCHAKELSPAAR,84.9403,2.3152,0.0,2762
608438130,608438130,FUND,AXENT,012,67.45219999999999,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,65.7708,1.6814,0.0,2765
608438160,608438160,FUND,AXENT,003,723.2071,20239,100.0,SCHAKELSPAAR,SCHAKELSPAAR,711.2581,11.949,0.0,2766
608438340,608438340,FUND,AXENT,012,29.764400000000002,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,28.7279,1.0365,0.0,2767
608438440,608438440,FUND,AXENT,012,688.2137,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,680.6566,7.5571,0.0,2768
608438500,608438500,FUND,AXENT,012,399.03720000000004,0,100.0,SCHAKELSPAAR,SCHAKELSPAAR,392.5683,6.4689,0.0,2769
608438510,608438510,FUND,AXENT,002,363.22470000000004,9574,88.0,SCHAKELSPAAR,SCHAKELSPAAR,353.9184,9.3063,0.0,2770
