postid,product,prodbm_cd,group,nb_if,recordno,paid_uppol,no_pol,no_ins,sales_chan,intermed,leg_entity,riderprem,rid_pay_mt,rid_prm_fr,iss_yr,iss_mth,sex_1,age_iss_1,dob_yr_1,dob_mth_1,age_adj_1,sex_2,age_iss_2,dob_yr_2,dob_mth_2,age_adj_2,perstpcd,profit_grp,tarcd,kas,ben_term_k,rid_cd,acc_cov_cd,acc_prem,acc_pay_mt,ris_res,rid_ibnr,rid_age_rs
608389540,SPAARKAS,SCHAKELSPAAR,11,IF,3772,N,1,1,ASB,,C,0.0,0.0,M,1999,10,M,30.75,1968,12,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608560190,SPAARKAS,SCHAKELSPAAR,11,IF,3773,Y,1,1,ASB,,C,0.0,0.0,M,2002,10,M,43.67,1959,1,0.0,,,,,,N,F,SCHAKELSPAAR,F,264.0,0,0,0.0,0.0,,,
609379870,SPAARKAS,BUDGETFOND,11,IF,3774,N,1,1,ASB,,C,46.2,373.0,M,1991,12,M,27.0,1964,11,0.0,,,,,,N,F,BUDGETFONDS,F,373.0,1,0,0.0,0.0,,,
609385220,SPAARKAS,BUDGETFOND,11,IF,3775,Y,1,1,ASB,,C,0.0,0.0,M,1984,10,M,19.5,1965,3,0.0,,,,,,N,F,BUDGETFONDS,F,471.0,0,0,0.0,0.0,,,
608454930,SPAARKAS,SCHAKELSPAAR,11,IF,3776,Y,1,1,ASB,,C,0.0,0.0,M,2001,2,F,35.25,1965,10,0.0,,,,,,N,F,SCHAKELSPAAR,F,356.0,0,0,0.0,0.0,,,
608392190,SPAARKAS,SCHAKELSPAAR,11,IF,3777,Y,1,1,ASB,,C,0.0,0.0,M,1999,11,M,29.17,1970,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608323020,SPAARKAS,SCHAKELSPAAR,11,IF,3778,Y,1,1,ASB,,C,0.0,0.0,M,1997,12,M,22.25,1975,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608373680,SPAARKAS,SCHAKELSPAAR,11,IF,3779,N,1,1,ASB,,C,0.0,0.0,M,1999,6,M,15.42,1983,12,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608365720,SPAARKAS,SCHAKELSPAAR,11,IF,3780,N,1,1,ASB,,C,0.0,0.0,M,1999,3,M,29.92,1969,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608360430,SPAARKAS,SCHAKELSPAAR,11,IF,3781,N,1,1,ASB,,C,0.0,0.0,M,1998,12,F,21.42,1977,6,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608564440,SPAARKAS,SCHAKELSPAAR,11,IF,3782,N,1,1,ASB,,C,0.0,0.0,M,2002,11,F,45.08,1957,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,238.0,0,0,0.0,0.0,,,
608396470,SPAARKAS,SCHAKELSPAAR,11,IF,3783,Y,1,1,ASB,,C,0.0,0.0,M,1999,12,F,39.42,1960,6,0.0,,,,,,N,F,SCHAKELSPAAR,F,306.0,0,0,0.0,0.0,,,
608464820,SPAARKAS,SCHAKELSPAAR,11,IF,3784,Y,1,1,ASB,,C,0.0,0.0,M,2001,3,F,35.33,1965,10,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608314090,SPAARKAS,SCHAKELSPAAR,11,IF,3785,Y,1,1,ASB,,C,0.0,0.0,M,1997,10,M,34.42,1963,4,0.0,,,,,,N,F,SCHAKELSPAAR,F,312.0,0,0,0.0,0.0,,,
608523650,SPAARKAS,SCHAKELSPAAR,11,IF,3786,Y,1,1,ASB,,C,0.0,0.0,M,2002,2,F,33.08,1968,12,0.0,,,,,,N,F,SCHAKELSPAAR,F,334.0,0,0,0.0,0.0,,,
608499070,SPAARKAS,SCHAKELSPAAR,11,IF,3787,N,1,1,ASB,,C,0.0,0.0,M,2001,8,F,48.08,1953,6,0.0,,,,,,N,F,SCHAKELSPAAR,F,250.0,0,0,0.0,0.0,,,
608359570,SPAARKAS,SCHAKELSPAAR,11,IF,3788,N,1,1,ASB,,C,0.0,0.0,M,1999,1,M,38.33,1960,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,319.0,0,0,0.0,0.0,,,
608325230,SPAARKAS,SCHAKELSPAAR,11,IF,3789,N,1,1,ASB,,C,0.0,0.0,M,1997,12,M,35.33,1962,7,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608553820,SPAARKAS,SCHAKELSPAAR,11,IF,3790,N,1,1,ASB,,C,0.0,0.0,M,2002,8,M,39.83,1962,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,301.0,0,0,0.0,0.0,,,
608451980,SPAARKAS,SCHAKELSPAAR,11,IF,3791,Y,1,1,ASB,,C,0.0,0.0,M,2001,1,M,30.92,1970,1,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608337290,SPAARKAS,SCHAKELSPAAR,11,IF,3792,N,1,1,MVI,,C,0.0,0.0,M,1998,4,F,23.25,1974,12,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608332200,SPAARKAS,SCHAKELSPAAR,11,IF,3793,Y,1,1,ASB,,C,0.0,0.0,M,1998,3,F,36.17,1961,12,0.0,,,,,,N,F,SCHAKELSPAAR,F,345.0,0,0,0.0,0.0,,,
608342070,SPAARKAS,SCHAKELSPAAR,11,IF,3794,N,1,1,ASB,,C,0.0,0.0,M,1998,6,F,42.17,1956,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,342.0,0,0,0.0,0.0,,,
608565490,SPAARKAS,SCHAKELSPAAR,11,IF,3795,Y,1,1,ASB,,C,0.0,0.0,M,2002,12,M,22.33,1980,7,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608397540,SPAARKAS,SCHAKELSPAAR,11,IF,3796,Y,1,1,ASB,,C,0.0,0.0,M,1999,12,M,30.83,1969,1,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608450730,SPAARKAS,SCHAKELSPAAR,11,IF,3797,Y,1,1,MVI,,C,0.0,0.0,M,2001,1,M,39.08,1961,11,0.0,,,,,,N,F,SCHAKELSPAAR,F,310.0,0,0,0.0,0.0,,,
609376720,SPAARKAS,BUDGETFOND,11,IF,3798,Y,1,1,ASB,,C,0.0,0.0,M,1985,3,M,21.33,1963,10,0.0,,,,,,N,F,BUDGETFONDS,F,442.0,0,0,0.0,0.0,,,
608497930,SPAARKAS,SCHAKELSPAAR,11,IF,3799,N,1,1,ASB,,C,66.7,360.0,M,2001,8,F,35.08,1966,7,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,1,0,0.0,0.0,,,
609377050,SPAARKAS,BUDGETFOND,11,IF,3800,Y,1,1,ASB,,C,0.0,0.0,M,1985,12,M,22.67,1963,3,0.0,,,,,,N,F,BUDGETFONDS,F,433.0,0,0,0.0,0.0,,,
608452930,SPAARKAS,SCHAKELSPAAR,11,IF,3801,N,1,1,ASB,,C,0.0,0.0,M,2001,1,M,19.67,1981,4,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608385830,SPAARKAS,SCHAKELSPAAR,11,IF,3802,Y,1,1,ASB,,C,0.0,0.0,M,1999,9,F,27.42,1972,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608500170,SPAARKAS,SCHAKELSPAAR,11,IF,3803,N,1,1,ASB,,C,0.0,0.0,M,2001,9,F,36.92,1964,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,336.0,0,0,0.0,0.0,,,
608463090,SPAARKAS,SCHAKELSPAAR,11,IF,3804,N,1,1,MVI,,C,0.0,0.0,M,2001,3,F,44.0,1957,2,0.0,,,,,,N,F,SCHAKELSPAAR,F,252.0,0,0,0.0,0.0,,,
608521230,SPAARKAS,SCHAKELSPAAR,11,IF,3805,N,1,1,ASB,,C,0.0,0.0,M,2002,1,M,41.25,1960,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,248.0,0,0,0.0,0.0,,,
609384850,SPAARKAS,BUDGETFOND,11,IF,3806,Y,1,1,ASB,,C,0.0,0.0,M,1985,8,M,20.25,1965,4,0.0,,,,,,N,F,BUDGETFONDS,F,461.0,0,0,0.0,0.0,,,
608555070,SPAARKAS,SCHAKELSPAAR,11,IF,3807,Y,1,1,MVI,,C,0.0,0.0,M,2002,8,M,30.42,1972,2,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608511840,SPAARKAS,SCHAKELSPAAR,11,IF,3808,Y,1,1,ASB,,C,0.0,0.0,M,2001,12,F,43.58,1958,4,0.0,,,,,,N,F,SCHAKELSPAAR,F,256.0,0,0,0.0,0.0,,,
608393180,SPAARKAS,SCHAKELSPAAR,11,IF,3809,N,1,1,ASB,,C,0.0,0.0,M,1999,11,M,41.75,1958,1,0.0,,,,,,N,F,SCHAKELSPAAR,F,288.0,0,0,0.0,0.0,,,
609378100,SPAARKAS,BUDGETFOND,11,IF,3810,Y,1,1,ASB,,C,0.0,0.0,M,1982,4,M,18.75,1963,6,0.0,,,,,,N,F,BUDGETFONDS,F,477.0,0,0,0.0,0.0,,,
608521830,SPAARKAS,SCHAKELSPAAR,11,IF,3811,Y,1,1,ASB,,C,0.0,0.0,M,2002,1,M,30.42,1971,7,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608500930,SPAARKAS,SCHAKELSPAAR,11,IF,3812,N,1,1,ASB,,C,0.0,0.0,M,2001,8,F,29.17,1972,5,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608562940,SPAARKAS,SCHAKELSPAAR,11,IF,3813,N,1,1,MVI,,C,0.0,0.0,M,2002,11,M,44.92,1957,11,0.0,,,,,,N,F,SCHAKELSPAAR,F,240.0,0,0,0.0,0.0,,,
608454030,SPAARKAS,SCHAKELSPAAR,11,IF,3814,Y,1,1,ASB,,C,0.0,0.0,M,2001,1,M,35.83,1965,2,0.0,,,,,,N,F,SCHAKELSPAAR,F,349.0,0,0,0.0,0.0,,,
608343800,SPAARKAS,SCHAKELSPAAR,11,IF,3815,Y,1,1,ASB,,C,0.0,0.0,M,1998,7,M,22.58,1975,11,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608394470,SPAARKAS,SCHAKELSPAAR,11,IF,3816,Y,1,1,ASB,,C,0.0,0.0,M,1999,12,M,27.92,1971,12,0.0,,,,,,N,F,SCHAKELSPAAR,F,312.0,0,0,0.0,0.0,,,
608376890,SPAARKAS,SCHAKELSPAAR,11,IF,3817,N,1,1,ASB,,C,0.0,0.0,M,1999,7,M,20.42,1979,1,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609377760,SPAARKAS,BUDGETFOND,11,IF,3818,Y,1,1,ASB,,C,0.0,0.0,M,1983,6,F,19.92,1963,6,0.0,,,,,,N,F,BUDGETFONDS,F,463.0,0,0,0.0,0.0,,,
608463960,SPAARKAS,SCHAKELSPAAR,11,IF,3819,N,1,1,ASB,,C,0.0,0.0,M,2001,2,M,21.92,1979,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609380910,SPAARKAS,BUDGETFOND,11,IF,3820,N,1,1,ASB,,C,2.22,453.0,M,1985,4,F,21.17,1964,1,0.0,,,,,,N,F,BUDGETFONDS,F,453.0,1,0,0.0,0.0,,,
608563760,SPAARKAS,SCHAKELSPAAR,11,IF,3821,N,1,1,ASB,,C,0.0,0.0,M,2002,11,M,20.5,1982,4,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609385700,SPAARKAS,BUDGETFOND,11,IF,3822,Y,1,1,ASB,,C,0.0,0.0,M,1983,10,M,18.42,1965,4,0.0,,,,,,N,F,BUDGETFONDS,F,483.0,0,0,0.0,0.0,,,
609384290,SPAARKAS,BUDGETFOND,11,IF,3823,Y,1,1,ASB,,C,0.0,0.0,M,1988,8,M,23.42,1965,2,0.0,,,,,,N,F,BUDGETFONDS,F,425.0,0,0,0.0,0.0,,,
608395250,SPAARKAS,SCHAKELSPAAR,11,IF,3824,Y,1,1,MVI,,C,0.0,0.0,M,1999,12,M,35.08,1964,10,0.0,,,,,,N,F,SCHAKELSPAAR,F,359.0,0,0,0.0,0.0,,,
608554310,SPAARKAS,SCHAKELSPAAR,11,IF,3825,Y,1,1,ASB,,C,0.0,0.0,M,2002,8,F,30.67,1971,11,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608523070,SPAARKAS,SCHAKELSPAAR,11,IF,3826,N,1,1,ASB,,C,0.0,0.0,M,2002,2,M,38.25,1963,10,0.0,,,,,,N,F,SCHAKELSPAAR,F,324.0,0,0,0.0,0.0,,,
608506350,SPAARKAS,SCHAKELSPAAR,11,IF,3827,Y,1,1,ASB,,C,0.0,0.0,M,2001,10,F,29.42,1972,4,0.0,,,,,,N,F,SCHAKELSPAAR,F,306.0,0,0,0.0,0.0,,,
608308880,SPAARKAS,SCHAKELSPAAR,11,IF,3828,N,1,1,ASB,,C,0.0,0.0,M,1999,1,M,25.08,1973,11,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608572760,SPAARKAS,SCHAKELSPAAR,11,IF,3829,Y,1,1,ASB,,C,0.0,0.0,M,2004,3,F,38.5,1965,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,243.0,0,0,0.0,0.0,,,
608350890,SPAARKAS,SCHAKELSPAAR,11,IF,3830,Y,1,1,ASB,,C,0.0,0.0,M,1998,9,F,29.75,1968,11,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608371520,SPAARKAS,SCHAKELSPAAR,11,IF,3831,Y,1,1,ASB,,C,0.0,0.0,M,1999,5,M,31.92,1967,5,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608381360,SPAARKAS,SCHAKELSPAAR,11,IF,3832,Y,1,1,ASB,,C,0.0,0.0,M,1999,8,F,31.0,1968,7,0.0,,,,,,N,F,SCHAKELSPAAR,F,300.0,0,0,0.0,0.0,,,
608484780,SPAARKAS,SCHAKELSPAAR,11,IF,3833,Y,1,1,ASB,,C,0.0,0.0,M,2001,6,M,29.08,1972,4,0.0,,,,,,N,F,SCHAKELSPAAR,F,358.0,0,0,0.0,0.0,,,
609232310,SPAARKAS,PLUSFOND,11,IF,3834,Y,1,1,ASB,,C,0.0,0.0,M,1997,3,F,30.42,1966,9,0.0,,,,,,N,F,PENSIOENPLUS,F,346.0,0,0,0.0,0.0,,,
608435110,SPAARKAS,SCHAKELSPAAR,11,IF,3835,Y,1,1,ASB,,C,0.0,0.0,M,2000,10,F,38.17,1962,7,0.0,,,,,,N,F,SCHAKELSPAAR,F,261.0,0,0,0.0,0.0,,,
608369610,SPAARKAS,SCHAKELSPAAR,11,IF,3836,N,1,1,ASB,,C,0.0,0.0,M,1999,4,F,20.58,1978,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609226860,SPAARKAS,PLUSFOND,11,IF,3837,Y,1,1,ASB,,C,0.0,0.0,M,1996,7,M,36.67,1959,10,0.0,,,,,,N,F,2040PLUSFONDS,F,306.0,0,0,0.0,0.0,,,
609383230,SPAARKAS,BUDGETFOND,11,IF,3838,Y,1,1,ASB,,C,0.0,0.0,M,1992,4,M,26.75,1965,6,0.0,,,,,,N,F,BUDGETFONDS,F,381.0,0,0,0.0,0.0,,,
608476520,SPAARKAS,SCHAKELSPAAR,11,IF,3839,Y,1,1,ASB,,C,0.0,0.0,M,2001,4,M,27.33,1973,11,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608420480,SPAARKAS,SCHAKELSPAAR,11,IF,3840,N,1,1,ASB,,C,0.0,0.0,M,2000,7,M,33.42,1967,1,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608536620,SPAARKAS,SCHAKELSPAAR,11,IF,3841,Y,1,1,ASB,,C,0.0,0.0,M,2002,4,F,33.75,1968,6,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608419600,SPAARKAS,SCHAKELSPAAR,11,IF,3842,Y,1,1,ASB,,C,0.0,0.0,M,2000,6,M,31.92,1968,6,0.0,,,,,,N,F,SCHAKELSPAAR,F,336.0,0,0,0.0,0.0,,,
608327560,SPAARKAS,SCHAKELSPAAR,11,IF,3843,Y,1,1,ASB,,C,0.0,0.0,M,1998,1,M,37.08,1960,12,0.0,,,,,,N,F,SCHAKELSPAAR,F,300.0,0,0,0.0,0.0,,,
608544130,SPAARKAS,SCHAKELSPAAR,11,IF,3844,Y,1,1,ASB,,C,0.0,0.0,M,2002,6,M,40.17,1962,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,261.0,0,0,0.0,0.0,,,
608483940,SPAARKAS,SCHAKELSPAAR,11,IF,3845,Y,1,1,ASB,,C,0.0,0.0,M,2001,5,M,28.5,1972,10,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608319960,SPAARKAS,SCHAKELSPAAR,11,IF,3846,Y,1,1,MVI,,C,0.0,0.0,M,1997,11,M,21.75,1976,1,0.0,,,,,,N,F,SCHAKELSPAAR,F,300.0,0,0,0.0,0.0,,,
608421410,SPAARKAS,SCHAKELSPAAR,11,IF,3847,N,1,1,ASB,,C,0.0,0.0,M,2000,7,F,21.75,1978,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608340670,SPAARKAS,SCHAKELSPAAR,11,IF,3848,N,1,1,ASB,,C,0.0,0.0,M,1998,6,F,22.17,1976,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608318030,SPAARKAS,SCHAKELSPAAR,11,IF,3849,Y,1,1,ASB,,C,0.0,0.0,M,1997,11,F,20.58,1977,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608375160,SPAARKAS,SCHAKELSPAAR,11,IF,3850,N,1,1,ASB,,C,0.0,0.0,Q,1999,6,F,24.08,1975,4,0.0,,,,,,N,F,SCHAKELSPAAR,F,300.0,0,0,0.0,0.0,,,
609389400,SPAARKAS,BUDGETFOND,11,IF,3851,Y,1,1,ASB,,C,0.0,0.0,M,1985,1,M,17.83,1967,2,0.0,,,,,,N,F,BUDGETFONDS,F,492.0,0,0,0.0,0.0,,,
609231550,SPAARKAS,PLUSFOND,11,IF,3852,N,1,1,ASB,,C,0.0,0.0,M,1995,11,M,35.67,1960,2,0.0,,,,,,N,F,PENSIOENPLUS,F,350.0,0,0,0.0,0.0,,,
608434120,SPAARKAS,SCHAKELSPAAR,11,IF,3853,N,1,1,MVI,,C,0.0,0.0,Y,2000,10,F,34.25,1966,6,0.0,,,,,,N,F,SCHAKELSPAAR,F,308.0,0,0,0.0,0.0,,,
609227310,SPAARKAS,PLUSFOND,11,IF,3854,Y,1,1,ASB,,C,0.0,0.0,M,1996,11,M,37.67,1959,2,0.0,,,,,,N,F,2040PLUSFONDS,F,302.0,0,0,0.0,0.0,,,
609231860,SPAARKAS,PLUSFOND,11,IF,3855,Y,1,1,ASB,,C,0.0,0.0,M,1997,3,F,32.83,1964,4,0.0,,,,,,N,F,PENSIOENPLUS,F,334.0,0,0,0.0,0.0,,,
608537550,SPAARKAS,SCHAKELSPAAR,11,IF,3856,Y,1,1,ASB,,C,0.0,0.0,M,2002,5,F,22.92,1979,5,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608362590,SPAARKAS,SCHAKELSPAAR,11,IF,3857,Y,1,1,ASB,,C,0.0,0.0,M,1999,1,M,47.33,1951,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,276.0,0,0,0.0,0.0,,,
608535840,SPAARKAS,SCHAKELSPAAR,11,IF,3858,N,1,1,ASB,,C,0.0,0.0,M,2002,5,F,40.5,1961,10,0.0,,,,,,N,F,SCHAKELSPAAR,F,292.0,0,0,0.0,0.0,,,
608602630,SPAARKAS,SCHAKELSPAAR,11,IF,3859,Y,1,1,MVI,,C,0.0,0.0,M,2003,7,M,0.5,2002,12,0.0,,,,,,N,F,SCHAKELSPAAR,F,293.0,0,0,0.0,0.0,,,
608357300,SPAARKAS,SCHAKELSPAAR,11,IF,3860,N,1,1,ASB,,C,0.0,0.0,M,1998,12,M,24.0,1974,11,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608486430,SPAARKAS,SCHAKELSPAAR,11,IF,3861,N,1,1,ASB,,C,0.0,0.0,M,2001,7,F,35.42,1966,1,0.0,,,,,,N,F,SCHAKELSPAAR,F,354.0,0,0,0.0,0.0,,,
608372890,SPAARKAS,SCHAKELSPAAR,11,IF,3862,N,1,1,MVI,,C,0.0,0.0,M,1999,5,M,30.5,1968,10,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608416510,SPAARKAS,SCHAKELSPAAR,11,IF,3863,N,1,1,ASB,,C,0.0,0.0,M,2000,5,F,29.67,1970,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608437570,SPAARKAS,SCHAKELSPAAR,11,IF,3864,N,1,1,ASB,,C,0.0,0.0,M,2000,10,M,31.0,1969,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608507840,SPAARKAS,SCHAKELSPAAR,11,IF,3865,Y,1,1,ASB,,C,0.0,0.0,M,2001,10,F,27.5,1974,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609233410,SPAARKAS,PLUSFOND,11,IF,3866,N,1,1,ASB,,C,0.0,0.0,M,1996,4,M,34.17,1962,1,0.0,,,,,,N,F,PENSIOENPLUS,F,381.0,0,0,0.0,0.0,,,
608349060,SPAARKAS,SCHAKELSPAAR,11,IF,3867,N,1,1,ASB,,C,0.0,0.0,M,1998,9,M,24.08,1974,7,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608545800,SPAARKAS,SCHAKELSPAAR,11,IF,3868,Y,1,1,ASB,,C,0.0,0.0,M,2002,6,M,32.17,1970,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,273.0,0,0,0.0,0.0,,,
608535040,SPAARKAS,SCHAKELSPAAR,11,IF,3869,Y,1,1,ASB,,C,0.0,0.0,M,2002,4,M,22.75,1979,6,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608545040,SPAARKAS,SCHAKELSPAAR,11,IF,3870,Y,1,1,ASB,,C,0.0,0.0,M,2002,6,M,34.17,1968,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,240.0,0,0,0.0,0.0,,,
608515900,SPAARKAS,SCHAKELSPAAR,11,IF,3871,N,1,1,MVI,,C,0.0,0.0,M,2001,12,F,32.42,1969,6,0.0,,,,,,N,F,SCHAKELSPAAR,F,354.0,0,0,0.0,0.0,,,
608343080,SPAARKAS,SCHAKELSPAAR,11,IF,3872,N,1,1,ASB,,C,0.0,0.0,Y,1998,6,M,29.25,1969,2,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609232930,SPAARKAS,PLUSFOND,11,IF,3873,N,1,1,ASB,,C,0.0,0.0,Y,1996,12,M,30.25,1966,8,0.0,,,,,,N,F,PENSIOENPLUS,F,361.0,0,0,0.0,0.0,,,
609226050,SPAARKAS,PLUSFOND,11,IF,3874,Y,1,1,ASB,,C,0.0,0.0,M,1996,1,M,22.5,1973,6,0.0,,,,,,N,F,2040PLUSFONDS,F,312.0,0,0,0.0,0.0,,,
608509700,SPAARKAS,SCHAKELSPAAR,11,IF,3875,Y,1,1,ASB,,C,0.0,0.0,M,2001,11,M,24.08,1977,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608485590,SPAARKAS,SCHAKELSPAAR,11,IF,3876,Y,1,1,ASB,,C,0.0,0.0,M,2001,6,F,38.0,1963,5,0.0,,,,,,N,F,SCHAKELSPAAR,F,300.0,0,0,0.0,0.0,,,
608436160,SPAARKAS,SCHAKELSPAAR,11,IF,3877,Y,1,1,ASB,,C,0.0,0.0,M,2000,9,F,21.33,1979,5,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608475800,SPAARKAS,SCHAKELSPAAR,11,IF,3878,Y,1,1,ASB,,C,0.0,0.0,M,2001,4,M,42.0,1959,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,275.0,0,0,0.0,0.0,,,
608418560,SPAARKAS,SCHAKELSPAAR,11,IF,3879,Y,1,1,ASB,,C,0.0,0.0,M,2000,6,M,27.83,1972,7,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608346210,SPAARKAS,SCHAKELSPAAR,11,IF,3880,N,1,1,ASB,,C,0.0,0.0,M,1998,8,F,27.0,1971,7,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609232640,SPAARKAS,PLUSFOND,11,IF,3881,N,1,1,ASB,,C,0.0,0.0,M,1999,4,F,37.67,1961,7,0.0,,,,,,N,F,PENSIOENPLUS,F,321.0,0,0,0.0,0.0,,,
609226440,SPAARKAS,PLUSFOND,11,IF,3882,Y,1,1,ASB,,C,0.0,0.0,M,1996,4,M,21.25,1974,12,0.0,,,,,,N,F,2040PLUSFONDS,F,309.0,0,0,0.0,0.0,,,
608417420,SPAARKAS,SCHAKELSPAAR,11,IF,3883,N,1,1,ASB,,C,0.0,0.0,M,2000,5,M,25.83,1974,6,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609386400,SPAARKAS,BUDGETFOND,11,IF,3884,Y,1,1,ASB,,C,0.0,0.0,M,1993,11,M,27.67,1966,2,0.0,,,,,,N,F,BUDGETFONDS,F,374.0,0,0,0.0,0.0,,,
608477370,SPAARKAS,SCHAKELSPAAR,11,IF,3885,N,1,1,MVI,,C,0.0,0.0,M,2001,5,F,40.92,1960,5,0.0,,,,,,N,F,SCHAKELSPAAR,F,288.0,0,0,0.0,0.0,,,
608379500,SPAARKAS,SCHAKELSPAAR,11,IF,3886,N,1,1,ASB,,C,38.11,360.0,M,1999,8,F,32.67,1966,11,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,1,0,0.0,0.0,,,
609386770,SPAARKAS,BUDGETFOND,11,IF,3887,N,1,1,ASB,,C,0.0,0.0,M,1991,3,F,25.08,1966,1,0.0,,,,,,N,F,BUDGETFONDS,F,406.0,0,0,0.0,0.0,,,
608425490,SPAARKAS,SCHAKELSPAAR,11,IF,3888,N,1,1,ASB,,C,0.0,0.0,M,2000,8,M,32.08,1968,7,0.0,,,,,,N,F,SCHAKELSPAAR,F,359.0,0,0,0.0,0.0,,,
608354420,SPAARKAS,SCHAKELSPAAR,11,IF,3889,N,1,1,ASB,,C,0.0,0.0,M,1998,11,M,33.33,1965,6,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
