postid,product,prodbm_cd,group,nb_if,recordno,paid_uppol,no_pol,no_ins,sales_chan,intermed,leg_entity,riderprem,rid_pay_mt,rid_prm_fr,iss_yr,iss_mth,sex_1,age_iss_1,dob_yr_1,dob_mth_1,age_adj_1,sex_2,age_iss_2,dob_yr_2,dob_mth_2,age_adj_2,perstpcd,profit_grp,tarcd,kas,ben_term_k,rid_cd,acc_cov_cd,acc_prem,acc_pay_mt,ris_res,rid_ibnr,rid_age_rs
608423950,SPAARKAS,SCHAKELSPAAR,2,IF,530,N,1,1,ASB,,C,0.0,0.0,M,2000,8,M,36.67,1963,11,0.0,,,,,,N,F,SCHAKELSPAAR,F,339.0,0,0,0.0,0.0,,,
608424970,SPAARKAS,SCHAKELSPAAR,2,IF,531,Y,1,1,ASB,,C,0.0,0.0,M,2000,7,M,34.17,1966,4,0.0,,,,,,N,F,SCHAKELSPAAR,F,322.0,0,0,0.0,0.0,,,
609382670,SPAARKAS,BUDGETFOND,2,IF,532,Y,1,1,ASB,,C,0.0,0.0,M,1982,11,M,17.92,1964,11,0.0,,,,,,N,F,BUDGETFONDS,F,482.0,0,0,0.0,0.0,,,
608426350,SPAARKAS,SCHAKELSPAAR,2,IF,533,Y,1,1,ASB,,C,0.0,0.0,M,2000,8,F,28.92,1971,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,336.0,0,0,0.0,0.0,,,
608347670,SPAARKAS,SCHAKELSPAAR,2,IF,534,Y,1,1,ASB,,C,0.0,0.0,M,1998,9,M,41.08,1957,7,0.0,,,,,,N,F,SCHAKELSPAAR,F,288.0,0,0,0.0,0.0,,,
608310670,SPAARKAS,SCHAKELSPAAR,2,IF,535,N,1,1,ASB,,C,0.0,0.0,M,2002,7,M,42.25,1960,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,240.0,0,0,0.0,0.0,,,
608427240,SPAARKAS,SCHAKELSPAAR,2,IF,536,N,1,1,ASB,,C,0.0,0.0,M,2000,8,F,38.42,1962,2,0.0,,,,,,N,F,SCHAKELSPAAR,F,324.0,0,0,0.0,0.0,,,
608428190,SPAARKAS,SCHAKELSPAAR,2,IF,537,Y,1,1,ASB,,C,0.0,0.0,M,2000,8,F,45.58,1954,12,0.0,,,,,,N,F,SCHAKELSPAAR,F,292.0,0,0,0.0,0.0,,,
608348570,SPAARKAS,SCHAKELSPAAR,2,IF,538,N,1,1,ASB,,C,0.0,0.0,M,1998,8,F,38.42,1960,2,0.0,,,,,,N,F,SCHAKELSPAAR,F,300.0,0,0,0.0,0.0,,,
608429340,SPAARKAS,SCHAKELSPAAR,2,IF,539,Y,1,1,ASB,,C,0.0,0.0,M,2000,9,M,42.08,1958,7,0.0,,,,,,N,F,SCHAKELSPAAR,F,264.0,0,0,0.0,0.0,,,
608430430,SPAARKAS,SCHAKELSPAAR,2,IF,540,N,1,1,ASB,,C,0.0,0.0,M,2000,8,F,25.42,1975,2,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608431410,SPAARKAS,SCHAKELSPAAR,2,IF,541,N,1,1,ASB,,C,0.0,0.0,M,2000,9,M,36.5,1964,2,0.0,,,,,,N,F,SCHAKELSPAAR,F,276.0,0,0,0.0,0.0,,,
608432530,SPAARKAS,SCHAKELSPAAR,2,IF,542,Y,1,1,ASB,,C,0.0,0.0,M,2000,9,M,33.5,1967,2,0.0,,,,,,N,F,SCHAKELSPAAR,F,330.0,0,0,0.0,0.0,,,
608346940,SPAARKAS,SCHAKELSPAAR,2,IF,543,N,1,1,ASB,,C,0.0,0.0,Y,1998,8,M,32.83,1965,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609381890,SPAARKAS,BUDGETFOND,2,IF,544,N,1,1,ASB,,C,1.54,479.0,M,1983,2,F,18.92,1964,2,0.0,,,,,,N,F,BUDGETFONDS,F,479.0,1,0,0.0,0.0,,,
608433660,SPAARKAS,SCHAKELSPAAR,2,IF,545,Y,1,1,ASB,,C,0.0,0.0,M,2000,9,F,38.33,1962,4,0.0,,,,,,N,F,SCHAKELSPAAR,F,319.0,0,0,0.0,0.0,,,
608434720,SPAARKAS,SCHAKELSPAAR,2,IF,546,N,1,1,ASB,,C,0.0,0.0,M,2000,10,M,29.5,1971,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609381580,SPAARKAS,BUDGETFOND,2,IF,547,N,1,1,ASB,,C,2.17,459.0,Y,1984,10,F,20.17,1964,7,0.0,,,,,,N,F,BUDGETFONDS,F,459.0,1,0,0.0,0.0,,,
608435690,SPAARKAS,SCHAKELSPAAR,2,IF,548,N,1,1,ASB,,C,0.0,0.0,M,2000,10,M,40.5,1960,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,293.0,0,0,0.0,0.0,,,
608437030,SPAARKAS,SCHAKELSPAAR,2,IF,549,N,1,1,ASB,,C,0.0,0.0,Y,2000,10,M,33.83,1966,11,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608437950,SPAARKAS,SCHAKELSPAAR,2,IF,550,N,1,1,ASB,,C,0.0,0.0,M,2000,10,M,28.08,1972,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609381190,SPAARKAS,BUDGETFOND,2,IF,551,N,1,1,MVI,,C,1.48,447.0,M,1985,10,M,21.25,1964,6,0.0,,,,,,N,F,BUDGETFONDS,F,447.0,1,0,0.0,0.0,,,
608438830,SPAARKAS,SCHAKELSPAAR,2,IF,552,Y,1,1,ASB,,C,0.0,0.0,M,2000,10,F,35.75,1964,12,0.0,,,,,,N,F,SCHAKELSPAAR,F,290.0,0,0,0.0,0.0,,,
609382310,SPAARKAS,BUDGETFOND,2,IF,553,N,1,1,ASB,,C,3.15,492.0,M,1982,1,F,17.83,1964,2,0.0,,,,,,N,F,BUDGETFONDS,F,492.0,1,0,0.0,0.0,,,
608420060,SPAARKAS,SCHAKELSPAAR,2,IF,554,N,1,1,ASB,,C,0.0,0.0,M,2000,6,F,33.25,1967,2,0.0,,,,,,N,F,SCHAKELSPAAR,F,355.0,0,0,0.0,0.0,,,
608419220,SPAARKAS,SCHAKELSPAAR,2,IF,555,Y,1,1,ASB,,C,0.0,0.0,M,2000,6,M,30.25,1970,2,0.0,,,,,,N,F,SCHAKELSPAAR,F,356.0,0,0,0.0,0.0,,,
608417860,SPAARKAS,SCHAKELSPAAR,2,IF,556,Y,1,1,ASB,,C,0.0,0.0,M,2000,7,M,40.92,1959,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,300.0,0,0,0.0,0.0,,,
608398710,SPAARKAS,SCHAKELSPAAR,2,IF,557,Y,1,1,ASB,,C,0.0,0.0,M,2000,1,M,35.5,1964,6,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609385890,SPAARKAS,BUDGETFOND,2,IF,558,Y,1,1,ASB,,C,0.0,0.0,M,1995,5,F,28.83,1966,6,0.0,,,,,,N,F,BUDGETFONDS,F,356.0,0,0,0.0,0.0,,,
608399580,SPAARKAS,SCHAKELSPAAR,2,IF,559,N,1,1,MVI,,C,0.0,0.0,M,2000,1,M,31.83,1968,2,0.0,,,,,,N,F,SCHAKELSPAAR,F,337.0,0,0,0.0,0.0,,,
608400760,SPAARKAS,SCHAKELSPAAR,2,IF,560,N,1,1,ASB,,C,0.0,0.0,M,2000,1,M,22.75,1977,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608351570,SPAARKAS,SCHAKELSPAAR,2,IF,561,Y,1,1,ASB,,C,0.0,0.0,M,1998,10,M,32.5,1966,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,336.0,0,0,0.0,0.0,,,
609385450,SPAARKAS,BUDGETFOND,2,IF,562,Y,1,1,ASB,,C,0.0,0.0,M,1983,1,F,17.17,1965,10,0.0,,,,,,N,F,BUDGETFONDS,F,492.0,0,0,0.0,0.0,,,
608401700,SPAARKAS,SCHAKELSPAAR,2,IF,563,N,1,1,ASB,,C,0.0,0.0,M,2000,3,M,27.08,1973,1,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608402690,SPAARKAS,SCHAKELSPAAR,2,IF,564,Y,1,1,MVI,,C,0.0,0.0,M,2000,2,M,36.08,1963,12,0.0,,,,,,N,F,SCHAKELSPAAR,F,334.0,0,0,0.0,0.0,,,
608404010,SPAARKAS,SCHAKELSPAAR,2,IF,565,Y,1,1,ASB,,C,0.0,0.0,M,2000,3,M,33.0,1967,2,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609385100,SPAARKAS,BUDGETFOND,2,IF,566,N,1,1,ASB,,C,3.08,476.0,M,1984,5,M,19.17,1965,2,0.0,,,,,,N,F,BUDGETFONDS,F,476.0,1,0,0.0,0.0,,,
608405090,SPAARKAS,SCHAKELSPAAR,2,IF,567,N,1,1,ASB,,C,0.0,0.0,Y,2000,3,M,40.5,1959,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,293.0,0,0,0.0,0.0,,,
608406210,SPAARKAS,SCHAKELSPAAR,2,IF,568,Y,1,1,ASB,,C,0.0,0.0,M,2000,3,M,21.08,1979,1,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608407090,SPAARKAS,SCHAKELSPAAR,2,IF,569,N,1,1,ASB,,C,0.0,0.0,M,2000,3,M,32.42,1967,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,312.0,0,0,0.0,0.0,,,
608350740,SPAARKAS,SCHAKELSPAAR,2,IF,570,N,1,1,ASB,,C,0.0,0.0,Y,1998,10,F,12.0,1986,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609384720,SPAARKAS,BUDGETFOND,2,IF,571,N,1,1,ASB,,C,2.11,463.0,M,1985,6,F,20.25,1965,2,0.0,,,,,,N,F,BUDGETFONDS,F,463.0,1,0,0.0,0.0,,,
608408010,SPAARKAS,SCHAKELSPAAR,2,IF,572,N,1,1,ASB,,C,0.0,0.0,M,2000,3,M,30.0,1970,2,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608310030,SPAARKAS,SCHAKELSPAAR,2,IF,573,N,1,1,ASB,,C,2.31,360.0,M,2001,1,M,27.92,1973,1,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,1,0,0.0,0.0,,,
608409340,SPAARKAS,SCHAKELSPAAR,2,IF,574,Y,1,1,ASB,,C,0.0,0.0,M,2000,4,F,27.83,1972,5,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608410200,SPAARKAS,SCHAKELSPAAR,2,IF,575,N,1,1,MVI,,C,0.0,0.0,M,2000,4,M,24.08,1976,2,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608411360,SPAARKAS,SCHAKELSPAAR,2,IF,576,N,1,1,MVI,,C,0.0,0.0,M,2000,4,M,34.5,1965,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609384420,SPAARKAS,BUDGETFOND,2,IF,577,Y,1,1,ASB,,C,0.0,0.0,M,1987,8,M,22.0,1965,7,0.0,,,,,,N,F,BUDGETFONDS,F,437.0,0,0,0.0,0.0,,,
608412200,SPAARKAS,SCHAKELSPAAR,2,IF,578,N,1,1,ASB,,C,0.0,0.0,M,2000,5,M,29.67,1970,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608413200,SPAARKAS,SCHAKELSPAAR,2,IF,579,N,1,1,ASB,,C,0.0,0.0,M,2000,5,M,37.5,1962,10,0.0,,,,,,N,F,SCHAKELSPAAR,F,269.0,0,0,0.0,0.0,,,
608349630,SPAARKAS,SCHAKELSPAAR,2,IF,580,N,1,1,ASB,,C,0.0,0.0,M,1998,8,M,24.67,1973,11,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609384120,SPAARKAS,BUDGETFOND,2,IF,581,Y,1,1,ASB,,C,0.0,0.0,M,1990,12,F,25.83,1965,1,0.0,,,,,,N,F,BUDGETFONDS,F,397.0,0,0,0.0,0.0,,,
608414890,SPAARKAS,SCHAKELSPAAR,2,IF,582,N,1,1,ASB,,C,0.0,0.0,M,2000,5,M,21.25,1979,1,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608415660,SPAARKAS,SCHAKELSPAAR,2,IF,583,N,1,1,ASB,,C,0.0,0.0,M,2000,5,F,25.92,1974,5,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608417000,SPAARKAS,SCHAKELSPAAR,2,IF,584,N,1,1,ASB,,C,0.0,0.0,Y,2000,6,M,33.17,1967,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,264.0,0,0,0.0,0.0,,,
609383830,SPAARKAS,BUDGETFOND,2,IF,585,N,1,1,ASB,,C,19.8,407.0,M,1990,2,F,25.0,1965,1,0.0,,,,,,N,F,BUDGETFONDS,F,407.0,1,0,0.0,0.0,,,
608397010,SPAARKAS,SCHAKELSPAAR,2,IF,586,Y,1,1,ASB,,C,0.0,0.0,M,2000,1,M,25.33,1974,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608493050,SPAARKAS,SCHAKELSPAAR,2,IF,587,N,1,1,MVI,,C,0.0,0.0,Y,2001,8,M,43.08,1958,6,0.0,,,,,,N,F,SCHAKELSPAAR,F,262.0,0,0,0.0,0.0,,,
608341050,SPAARKAS,SCHAKELSPAAR,2,IF,588,N,1,1,ASB,,C,0.0,0.0,M,1998,7,M,27.17,1971,4,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608494580,SPAARKAS,SCHAKELSPAAR,2,IF,589,N,1,1,ASB,,C,0.0,0.0,M,2001,7,F,47.58,1953,11,0.0,,,,,,N,F,SCHAKELSPAAR,F,269.0,0,0,0.0,0.0,,,
608530150,SPAARKAS,SCHAKELSPAAR,2,IF,590,Y,1,1,ASB,,C,0.0,0.0,M,2002,4,M,37.33,1964,11,0.0,,,,,,N,F,SCHAKELSPAAR,F,330.0,0,0,0.0,0.0,,,
608531000,SPAARKAS,SCHAKELSPAAR,2,IF,591,N,1,1,ASB,,C,0.0,0.0,M,2002,3,M,28.08,1974,1,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608330460,SPAARKAS,SCHAKELSPAAR,2,IF,592,N,1,1,ASB,,C,0.0,0.0,M,1998,2,M,25.17,1972,11,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609231300,SPAARKAS,PLUSFOND,2,IF,593,N,1,1,ASB,,C,0.0,0.0,M,1997,6,M,37.67,1959,9,0.0,,,,,,N,F,PENSIOENPLUS,F,319.0,0,0,0.0,0.0,,,
608531990,SPAARKAS,SCHAKELSPAAR,2,IF,594,N,1,1,ASB,,C,0.0,0.0,M,2002,3,M,21.42,1980,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608533090,SPAARKAS,SCHAKELSPAAR,2,IF,595,Y,1,1,ASB,,C,0.0,0.0,M,2002,4,M,45.08,1957,1,0.0,,,,,,N,F,SCHAKELSPAAR,F,240.0,0,0,0.0,0.0,,,
608534070,SPAARKAS,SCHAKELSPAAR,2,IF,596,N,1,1,ASB,,C,0.0,0.0,M,2002,6,F,25.08,1977,4,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609231040,SPAARKAS,PLUSFOND,2,IF,597,N,1,1,ASB,,C,0.0,0.0,M,1996,8,M,37.5,1959,1,0.0,,,,,,N,F,PENSIOENPLUS,F,329.0,0,0,0.0,0.0,,,
608535450,SPAARKAS,SCHAKELSPAAR,2,IF,598,Y,1,1,ASB,,C,0.0,0.0,M,2002,4,M,25.58,1976,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608536380,SPAARKAS,SCHAKELSPAAR,2,IF,599,Y,1,1,ASB,,C,0.0,0.0,M,2002,4,F,42.25,1959,12,0.0,,,,,,N,F,SCHAKELSPAAR,F,272.0,0,0,0.0,0.0,,,
609230640,SPAARKAS,PLUSFOND,2,IF,600,N,1,1,ASB,,C,0.0,0.0,Y,1997,7,M,39.42,1958,1,0.0,,,,,,N,F,PENSIOENPLUS,F,306.0,0,0,0.0,0.0,,,
609231710,SPAARKAS,PLUSFOND,2,IF,601,Y,1,1,ASB,,C,0.0,0.0,M,1996,11,M,36.67,1960,2,0.0,,,,,,N,F,PENSIOENPLUS,F,338.0,0,0,0.0,0.0,,,
608329200,SPAARKAS,SCHAKELSPAAR,2,IF,602,N,1,1,ASB,,C,0.0,0.0,M,1998,2,M,27.17,1970,11,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608318540,SPAARKAS,SCHAKELSPAAR,2,IF,603,Y,1,1,ASB,,C,0.0,0.0,M,1997,11,F,29.08,1968,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608537980,SPAARKAS,SCHAKELSPAAR,2,IF,604,Y,1,1,ASB,,C,0.0,0.0,M,2002,5,M,43.5,1958,10,0.0,,,,,,N,F,SCHAKELSPAAR,F,257.0,0,0,0.0,0.0,,,
608539220,SPAARKAS,SCHAKELSPAAR,2,IF,605,Y,1,1,ASB,,C,0.0,0.0,M,2002,5,M,37.58,1964,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,268.0,0,0,0.0,0.0,,,
608540080,SPAARKAS,SCHAKELSPAAR,2,IF,606,Y,1,1,ASB,,C,0.0,0.0,M,2002,5,M,40.0,1962,4,0.0,,,,,,N,F,SCHAKELSPAAR,F,299.0,0,0,0.0,0.0,,,
609230310,SPAARKAS,PLUSFOND,2,IF,607,N,1,1,ASB,,C,0.0,0.0,M,1996,1,M,37.83,1958,2,0.0,,,,,,N,F,PENSIOENPLUS,F,324.0,0,0,0.0,0.0,,,
608541050,SPAARKAS,SCHAKELSPAAR,2,IF,608,N,1,1,ASB,,C,0.0,0.0,M,2002,5,M,37.25,1965,1,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608541670,SPAARKAS,SCHAKELSPAAR,2,IF,609,Y,1,1,ASB,,C,0.0,0.0,M,2002,6,F,27.92,1974,6,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608328100,SPAARKAS,SCHAKELSPAAR,2,IF,610,Y,1,1,ASB,,C,0.0,0.0,M,1998,1,M,29.5,1968,6,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
609229990,SPAARKAS,PLUSFOND,2,IF,611,N,1,1,ASB,,C,0.0,0.0,M,1997,7,F,39.42,1958,1,0.0,,,,,,N,F,2040PLUSFONDS,F,306.0,0,0,0.0,0.0,,,
608542370,SPAARKAS,SCHAKELSPAAR,2,IF,612,Y,1,1,ASB,,C,0.0,0.0,M,2002,6,F,43.83,1958,7,0.0,,,,,,N,F,SCHAKELSPAAR,F,253.0,0,0,0.0,0.0,,,
608543130,SPAARKAS,SCHAKELSPAAR,2,IF,613,N,1,1,ASB,,C,0.0,0.0,M,2002,5,F,16.92,1985,5,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608537120,SPAARKAS,SCHAKELSPAAR,2,IF,614,N,1,1,ASB,,C,0.0,0.0,M,2002,5,F,32.58,1969,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,328.0,0,0,0.0,0.0,,,
608543910,SPAARKAS,SCHAKELSPAAR,2,IF,615,Y,1,1,ASB,,C,0.0,0.0,M,2002,6,M,24.67,1977,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608529410,SPAARKAS,SCHAKELSPAAR,2,IF,616,N,1,1,ASB,,C,0.0,0.0,M,2002,2,F,19.25,1982,10,0.0,,,,,,N,F,SCHAKELSPAAR,F,313.0,0,0,0.0,0.0,,,
608527370,SPAARKAS,SCHAKELSPAAR,2,IF,617,N,1,1,MVI,,C,0.0,0.0,H,2002,2,M,38.58,1963,6,0.0,,,,,,N,F,SCHAKELSPAAR,F,324.0,0,0,0.0,0.0,,,
609233920,SPAARKAS,PLUSFOND,2,IF,618,Y,1,1,ASB,,C,0.0,0.0,M,1999,6,M,36.17,1963,3,0.0,,,,,,N,F,PENSIOENPLUS,F,343.0,0,0,0.0,0.0,,,
608516230,SPAARKAS,SCHAKELSPAAR,2,IF,619,Y,1,1,ASB,,C,0.0,0.0,M,2001,12,M,39.67,1962,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,303.0,0,0,0.0,0.0,,,
608333990,SPAARKAS,SCHAKELSPAAR,2,IF,620,N,1,1,ASB,,C,0.0,0.0,M,1998,3,M,22.0,1976,1,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608517100,SPAARKAS,SCHAKELSPAAR,2,IF,621,Y,1,1,MVI,,C,0.0,0.0,M,2002,1,F,43.0,1958,12,0.0,,,,,,N,F,SCHAKELSPAAR,F,263.0,0,0,0.0,0.0,,,
609233620,SPAARKAS,PLUSFOND,2,IF,622,N,1,1,ASB,,C,0.0,0.0,M,1997,4,M,25.08,1972,2,0.0,,,,,,N,F,PENSIOENPLUS,F,369.0,0,0,0.0,0.0,,,
608517980,SPAARKAS,SCHAKELSPAAR,2,IF,623,Y,1,1,ASB,,C,0.0,0.0,M,2002,1,M,37.5,1964,6,0.0,,,,,,N,F,SCHAKELSPAAR,F,336.0,0,0,0.0,0.0,,,
608519060,SPAARKAS,SCHAKELSPAAR,2,IF,624,N,1,1,ASB,,C,0.0,0.0,M,2001,12,F,20.92,1980,12,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608519690,SPAARKAS,SCHAKELSPAAR,2,IF,625,Y,1,1,ASB,,C,0.0,0.0,M,2002,1,M,33.83,1968,2,0.0,,,,,,N,F,SCHAKELSPAAR,F,325.0,0,0,0.0,0.0,,,
609233150,SPAARKAS,PLUSFOND,2,IF,626,N,1,1,ASB,,C,0.0,0.0,M,1997,9,F,35.75,1961,11,0.0,,,,,,N,F,PENSIOENPLUS,F,352.0,0,0,0.0,0.0,,,
608520430,SPAARKAS,SCHAKELSPAAR,2,IF,627,Y,1,1,ASB,,C,0.0,0.0,M,2001,12,F,21.58,1980,4,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608521080,SPAARKAS,SCHAKELSPAAR,2,IF,628,N,1,1,ASB,,C,0.0,0.0,M,2002,1,F,24.25,1977,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608528390,SPAARKAS,SCHAKELSPAAR,2,IF,629,Y,1,1,ASB,,C,0.0,0.0,M,2002,3,F,35.33,1966,10,0.0,,,,,,N,F,SCHAKELSPAAR,F,348.0,0,0,0.0,0.0,,,
608332800,SPAARKAS,SCHAKELSPAAR,2,IF,630,Y,1,1,ASB,,C,0.0,0.0,M,1998,3,M,34.5,1963,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608521520,SPAARKAS,SCHAKELSPAAR,2,IF,631,N,1,1,ASB,,C,0.0,0.0,M,2002,1,M,27.75,1974,3,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608522580,SPAARKAS,SCHAKELSPAAR,2,IF,632,Y,1,1,MVI,,C,0.0,0.0,M,2002,2,M,38.5,1963,7,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608317600,SPAARKAS,SCHAKELSPAAR,2,IF,633,N,1,1,ASB,,C,0.0,0.0,M,1997,11,M,25.5,1972,4,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608523350,SPAARKAS,SCHAKELSPAAR,2,IF,634,Y,1,1,MVI,,C,0.0,0.0,M,2002,1,M,31.17,1970,10,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608524220,SPAARKAS,SCHAKELSPAAR,2,IF,635,N,1,1,MVI,,C,0.0,0.0,M,2002,3,F,41.83,1960,4,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608525170,SPAARKAS,SCHAKELSPAAR,2,IF,636,N,1,1,ASB,,C,0.0,0.0,M,2002,2,F,29.42,1972,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,300.0,0,0,0.0,0.0,,,
609232470,SPAARKAS,PLUSFOND,2,IF,637,N,1,1,ASB,,C,0.0,0.0,M,1997,8,M,36.17,1961,5,0.0,,,,,,N,F,PENSIOENPLUS,F,341.0,0,0,0.0,0.0,,,
608526070,SPAARKAS,SCHAKELSPAAR,2,IF,638,N,1,1,ASB,,C,0.0,0.0,M,2002,2,M,31.5,1970,7,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608331750,SPAARKAS,SCHAKELSPAAR,2,IF,639,Y,1,1,ASB,,C,0.0,0.0,M,1998,3,M,30.42,1967,9,0.0,,,,,,N,F,SCHAKELSPAAR,F,300.0,0,0,0.0,0.0,,,
608526570,SPAARKAS,SCHAKELSPAAR,2,IF,640,Y,1,1,ASB,,C,0.0,0.0,M,2002,3,M,35.5,1966,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,293.0,0,0,0.0,0.0,,,
609232120,SPAARKAS,PLUSFOND,2,IF,641,Y,1,1,ASB,,C,0.0,0.0,M,1995,12,M,33.25,1962,8,0.0,,,,,,N,F,PENSIOENPLUS,F,361.0,0,0,0.0,0.0,,,
609232820,SPAARKAS,PLUSFOND,2,IF,642,N,1,1,ASB,,C,0.0,0.0,M,1996,8,M,34.75,1961,10,0.0,,,,,,N,F,PENSIOENPLUS,F,365.0,0,0,0.0,0.0,,,
609229500,SPAARKAS,PLUSFOND,2,IF,643,N,1,1,ASB,,C,0.0,0.0,M,1997,5,F,27.0,1970,4,0.0,,,,,,N,F,2040PLUSFONDS,F,308.0,0,0,0.0,0.0,,,
608544500,SPAARKAS,SCHAKELSPAAR,2,IF,644,N,1,1,ASB,,C,0.0,0.0,M,2002,6,F,24.75,1977,8,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608545560,SPAARKAS,SCHAKELSPAAR,2,IF,645,N,1,1,ASB,,C,0.0,0.0,M,2002,7,F,39.5,1962,12,0.0,,,,,,N,F,SCHAKELSPAAR,F,306.0,0,0,0.0,0.0,,,
608560960,SPAARKAS,SCHAKELSPAAR,2,IF,646,Y,1,1,ASB,,C,0.0,0.0,M,2002,10,F,34.42,1968,4,0.0,,,,,,N,F,SCHAKELSPAAR,F,360.0,0,0,0.0,0.0,,,
608323790,SPAARKAS,SCHAKELSPAAR,2,IF,647,Y,1,1,ASB,,C,0.0,0.0,M,1997,12,F,38.58,1959,4,0.0,,,,,,N,F,SCHAKELSPAAR,F,324.0,0,0,0.0,0.0,,,
608561880,SPAARKAS,SCHAKELSPAAR,2,IF,648,Y,1,1,ASB,,C,0.0,0.0,M,2002,10,F,28.25,1974,6,0.0,,,,,,N,F,SCHAKELSPAAR,F,356.0,0,0,0.0,0.0,,,
