POSTID,KEYFIELD,PRODUCT,GROUP,KSTVLGNR,KSTCD,KSTTOTBD,KSTVBGJR,KSTVBGMD,CHGPERIOD
614389030,614389030,CHARGE,chg,1,1,2.40,2008,7,120.00
614389040,614389040,CHARGE,chg,1,1,0.12,2012,8,120.00
614389350,614389350,CHARGE,chg,1,1,0.24,2012,8,120.00
614390080,614390080,CHARGE,chg,1,1,2.76,2005,5,120.00
614390370,614390370,CHARGE,chg,1,1,5.52,2004,4,120.00
614391560,614391560,CHARGE,chg,1,1,0.84,2004,6,120.00
614392060,614392060,CHARGE,chg,1,1,0.60,2005,1,120.00
614392060,614392060,CHARGE,chg,2,1,0.60,2004,11,120.00
614392710,614392710,CHARGE,chg,1,1,84.48,2005,9,120.00
614393420,614393420,CHARGE,chg,1,1,0.60,2003,12,120.00
614393630,614393630,CHARGE,chg,1,1,2.40,2004,4,120.00
614394820,614394820,CHARGE,chg,1,1,108.72,2004,7,120.00
614394820,614394820,CHARGE,chg,2,1,24.36,2004,7,120.00
614396270,614396270,CHARGE,chg,1,1,0.60,2006,8,120.00
614396270,614396270,CHARGE,chg,2,1,0.60,2007,8,120.00
614397510,614397510,CHARGE,chg,1,1,3.60,2008,6,120.00
614397510,614397510,CHARGE,chg,2,1,35.40,2008,9,120.00
614397550,614397550,CHARGE,chg,1,1,1.08,2004,6,120.00
614397610,614397610,CHARGE,chg,1,1,0.24,2004,1,120.00
614397660,614397660,CHARGE,chg,1,1,1.80,2003,12,120.00
614397660,614397660,CHARGE,chg,2,1,0.72,2006,9,120.00
614397660,614397660,CHARGE,chg,3,1,1.20,2007,5,120.00
614397790,614397790,CHARGE,chg,1,1,12.72,2007,9,120.00
614397890,614397890,CHARGE,chg,1,1,0.12,2004,7,120.00
614397990,614397990,CHARGE,chg,1,1,0.12,2004,1,120.00
614397990,614397990,CHARGE,chg,2,1,2.52,2004,1,120.00
614398320,614398320,CHARGE,chg,1,1,40.20,2004,3,120.00
614399740,614399740,CHARGE,chg,1,1,27.48,2003,12,120.00
614399860,614399860,CHARGE,chg,1,1,7.20,2004,1,120.00
614399900,614399900,CHARGE,chg,1,1,1.08,2004,4,120.00
614400220,614400220,CHARGE,chg,1,1,1.20,2006,1,120.00
614400220,614400220,CHARGE,chg,2,1,6.00,2007,1,120.00
614400280,614400280,CHARGE,chg,1,1,27.48,2004,1,120.00
614401670,614401670,CHARGE,chg,1,1,9.60,2004,6,120.00
614401690,614401690,CHARGE,chg,1,1,0.72,2004,6,120.00
614402460,614402460,CHARGE,chg,1,1,0.84,2004,6,120.00
614402930,614402930,CHARGE,chg,1,1,3.12,2009,3,120.00
614402930,614402930,CHARGE,chg,2,1,2.40,2011,9,120.00
614403480,614403480,CHARGE,chg,1,1,0.12,2005,1,120.00
614403480,614403480,CHARGE,chg,2,1,2.16,2007,9,120.00
614403480,614403480,CHARGE,chg,3,1,3.36,2009,1,120.00
614403960,614403960,CHARGE,chg,1,1,2.04,2010,10,120.00
614405010,614405010,CHARGE,chg,1,1,24.00,2004,6,120.00
614405170,614405170,CHARGE,chg,1,1,0.72,2004,12,120.00
614406220,614406220,CHARGE,chg,1,1,22.32,2005,7,120.00
614406800,614406800,CHARGE,chg,1,1,0.24,2004,4,120.00
614406810,614406810,CHARGE,chg,1,1,0.24,2004,4,120.00
614406980,614406980,CHARGE,chg,1,1,0.12,2003,12,120.00
614406980,614406980,CHARGE,chg,2,1,0.12,2004,1,120.00
614406980,614406980,CHARGE,chg,3,1,0.12,2004,2,120.00
614406980,614406980,CHARGE,chg,4,1,0.12,2004,3,120.00
614407000,614407000,CHARGE,chg,1,1,14.40,2015,7,120.00
614407230,614407230,CHARGE,chg,1,1,0.36,2003,12,120.00
614407230,614407230,CHARGE,chg,2,1,10.32,2004,7,120.00
614408080,614408080,CHARGE,chg,1,1,0.72,2005,6,120.00
614408080,614408080,CHARGE,chg,2,1,0.84,2006,9,120.00
614408080,614408080,CHARGE,chg,3,1,0.12,2008,12,120.00
614409160,614409160,CHARGE,chg,1,1,0.24,2003,12,120.00
614409160,614409160,CHARGE,chg,2,1,0.48,2004,10,120.00
614409160,614409160,CHARGE,chg,3,1,0.48,2005,6,120.00
614409160,614409160,CHARGE,chg,4,1,0.24,2006,9,120.00
614409160,614409160,CHARGE,chg,5,1,0.48,2007,5,120.00
614409550,614409550,CHARGE,chg,1,1,35.04,2007,7,120.00
614410030,614410030,CHARGE,chg,1,1,0.60,2004,2,120.00
614410030,614410030,CHARGE,chg,2,1,0.48,2004,12,120.00
614410050,614410050,CHARGE,chg,1,1,1.92,2007,5,120.00
614410050,614410050,CHARGE,chg,2,1,2.40,2008,12,120.00
614410130,614410130,CHARGE,chg,1,1,1.80,2004,5,120.00
614410250,614410250,CHARGE,chg,1,1,21.72,2006,7,120.00
614410250,614410250,CHARGE,chg,2,1,87.00,2006,7,120.00
614410250,614410250,CHARGE,chg,3,1,14.76,2006,7,120.00
614411030,614411030,CHARGE,chg,1,1,48.96,2008,3,120.00
614411030,614411030,CHARGE,chg,2,1,0.24,2008,12,120.00
614411100,614411100,CHARGE,chg,1,1,6.00,2006,7,120.00
614411110,614411110,CHARGE,chg,1,1,0.36,2008,1,120.00
614411340,614411340,CHARGE,chg,1,1,2.52,2003,12,120.00
614411790,614411790,CHARGE,chg,1,1,40.56,2006,7,120.00
614412170,614412170,CHARGE,chg,1,1,1.20,2006,1,120.00
614412170,614412170,CHARGE,chg,2,1,1.20,2007,1,120.00
614412500,614412500,CHARGE,chg,1,1,0.12,2004,4,120.00
614412520,614412520,CHARGE,chg,1,1,89.04,2006,1,120.00
614415360,614415360,CHARGE,chg,1,1,0.24,2004,3,120.00
614416720,614416720,CHARGE,chg,1,1,3.12,2004,11,120.00
614416860,614416860,CHARGE,chg,1,1,26.76,2004,3,120.00
614417050,614417050,CHARGE,chg,1,1,0.60,2004,5,120.00
614417550,614417550,CHARGE,chg,1,1,15.36,2004,9,120.00
614417620,614417620,CHARGE,chg,1,1,0.60,2004,8,120.00
614417630,614417630,CHARGE,chg,1,1,5.16,2005,1,120.00
614417890,614417890,CHARGE,chg,1,1,1.44,2004,5,120.00
614417890,614417890,CHARGE,chg,2,1,90.12,2005,11,120.00
614417900,614417900,CHARGE,chg,1,1,59.76,2006,10,120.00
614418290,614418290,CHARGE,chg,1,1,42.12,2010,8,120.00
614418780,614418780,CHARGE,chg,1,1,26.40,2004,2,120.00
614419110,614419110,CHARGE,chg,1,1,70.80,2006,8,120.00
614419110,614419110,CHARGE,chg,2,1,0.12,2006,8,120.00
614419110,614419110,CHARGE,chg,3,1,0.36,2007,3,120.00
614420190,614420190,CHARGE,chg,1,1,3.12,2004,1,120.00
614420190,614420190,CHARGE,chg,2,1,1.56,2005,11,120.00
614420190,614420190,CHARGE,chg,3,1,64.80,2007,10,120.00
614420190,614420190,CHARGE,chg,4,1,2.40,2009,12,120.00
614420800,614420800,CHARGE,chg,1,1,0.96,2004,5,120.00
614420840,614420840,CHARGE,chg,1,1,78.00,2004,2,120.00
614420850,614420850,CHARGE,chg,1,1,0.48,2004,10,120.00
614420850,614420850,CHARGE,chg,2,1,0.48,2005,6,120.00
614420850,614420850,CHARGE,chg,3,1,0.48,2006,9,120.00
614420850,614420850,CHARGE,chg,4,1,0.48,2007,5,120.00
614420950,614420950,CHARGE,chg,1,1,86.52,2004,5,120.00
614420950,614420950,CHARGE,chg,2,1,0.60,2007,7,120.00
614421050,614421050,CHARGE,chg,1,1,0.36,2006,9,120.00
614421050,614421050,CHARGE,chg,2,1,0.60,2007,5,120.00
614421050,614421050,CHARGE,chg,3,1,10.92,2010,9,120.00
614421800,614421800,CHARGE,chg,1,1,3.96,2007,5,120.00
614421930,614421930,CHARGE,chg,1,1,0.24,2004,8,120.00
614421930,614421930,CHARGE,chg,2,1,0.24,2004,9,120.00
614421930,614421930,CHARGE,chg,3,1,0.48,2005,2,120.00
614422120,614422120,CHARGE,chg,1,1,10.08,2015,4,120.00
614422600,614422600,CHARGE,chg,1,1,0.96,2004,5,120.00
614422600,614422600,CHARGE,chg,2,1,0.12,2004,7,120.00
614422770,614422770,CHARGE,chg,1,1,0.12,2004,6,120.00
614423180,614423180,CHARGE,chg,1,1,3.96,2004,12,120.00
614423400,614423400,CHARGE,chg,1,1,0.72,2004,7,120.00
614423400,614423400,CHARGE,chg,2,1,0.60,2005,2,120.00
614423530,614423530,CHARGE,chg,1,1,71.16,2004,4,120.00
614423620,614423620,CHARGE,chg,1,1,0.36,2004,4,120.00
614423620,614423620,CHARGE,chg,2,1,5.16,2004,5,120.00
614423620,614423620,CHARGE,chg,3,1,75.60,2004,6,120.00
614423930,614423930,CHARGE,chg,1,1,214.32,2007,3,120.00
614424090,614424090,CHARGE,chg,1,1,6.48,2010,5,120.00
614424110,614424110,CHARGE,chg,1,1,15.96,2005,9,120.00
614424190,614424190,CHARGE,chg,1,1,0.36,2007,11,120.00
614424300,614424300,CHARGE,chg,1,1,1.32,2005,9,120.00
614424770,614424770,CHARGE,chg,1,1,11.52,2004,3,120.00
614424770,614424770,CHARGE,chg,2,1,2.40,2004,3,120.00
614424770,614424770,CHARGE,chg,3,1,81.12,2005,6,120.00
614425270,614425270,CHARGE,chg,1,1,0.48,2004,9,120.00
614425270,614425270,CHARGE,chg,2,1,79.80,2007,4,120.00
614425700,614425700,CHARGE,chg,1,1,7.20,2004,1,120.00
614425700,614425700,CHARGE,chg,2,1,2.28,2005,5,120.00
614425700,614425700,CHARGE,chg,3,1,2.28,2006,5,120.00
614425700,614425700,CHARGE,chg,4,1,2.28,2007,5,120.00
614425700,614425700,CHARGE,chg,5,1,2.28,2008,5,120.00
614425740,614425740,CHARGE,chg,1,1,7.44,2004,1,120.00
614425750,614425750,CHARGE,chg,1,1,1.20,2003,12,120.00
614425780,614425780,CHARGE,chg,1,1,0.12,2004,5,120.00
614426070,614426070,CHARGE,chg,1,1,2.40,2006,4,120.00
614426080,614426080,CHARGE,chg,1,1,84.48,2006,8,120.00
614426210,614426210,CHARGE,chg,1,1,36.72,2009,6,120.00
614426460,614426460,CHARGE,chg,1,1,4.68,2003,12,120.00
614426550,614426550,CHARGE,chg,1,1,0.96,2004,2,120.00
614426570,614426570,CHARGE,chg,1,1,0.36,2004,9,120.00
614426810,614426810,CHARGE,chg,1,1,0.60,2004,8,120.00
614426860,614426860,CHARGE,chg,1,1,0.60,2004,6,120.00
614426860,614426860,CHARGE,chg,2,1,0.60,2005,6,120.00
614426910,614426910,CHARGE,chg,1,1,2.64,2006,4,120.00
614426910,614426910,CHARGE,chg,2,1,3.72,2007,3,120.00
614427030,614427030,CHARGE,chg,1,1,0.96,2004,8,120.00
614427630,614427630,CHARGE,chg,1,1,1.20,2006,3,120.00
614427630,614427630,CHARGE,chg,2,1,4.56,2008,4,120.00
614427650,614427650,CHARGE,chg,1,1,53.04,2007,3,120.00
614427840,614427840,CHARGE,chg,1,1,0.96,2004,8,120.00
614428240,614428240,CHARGE,chg,1,1,0.36,2003,12,120.00
614428430,614428430,CHARGE,chg,1,1,0.12,2006,3,120.00
614428430,614428430,CHARGE,chg,2,1,1.56,2007,7,120.00
614428820,614428820,CHARGE,chg,1,1,2.28,2004,6,120.00
614429560,614429560,CHARGE,chg,1,1,74.04,2006,2,120.00
614430010,614430010,CHARGE,chg,1,1,13.80,2005,5,120.00
614430010,614430010,CHARGE,chg,2,1,0.48,2005,5,120.00
614430140,614430140,CHARGE,chg,1,1,0.72,2005,1,120.00
614430300,614430300,CHARGE,chg,1,1,0.12,2007,10,120.00
614430550,614430550,CHARGE,chg,1,1,48.00,2004,4,120.00
614430550,614430550,CHARGE,chg,2,1,0.96,2004,4,120.00
614430590,614430590,CHARGE,chg,1,1,57.60,2004,7,120.00
614430590,614430590,CHARGE,chg,2,1,0.36,2005,6,120.00
614430590,614430590,CHARGE,chg,3,1,1.08,2005,8,120.00
614430620,614430620,CHARGE,chg,1,1,48.96,2004,9,120.00
614430620,614430620,CHARGE,chg,2,1,0.96,2004,9,120.00
614430630,614430630,CHARGE,chg,1,1,49.20,2004,11,120.00
614430690,614430690,CHARGE,chg,1,1,83.28,2005,2,120.00
614430690,614430690,CHARGE,chg,2,1,0.12,2005,2,120.00
614430740,614430740,CHARGE,chg,1,1,48.96,2005,5,120.00
614430740,614430740,CHARGE,chg,2,1,2.40,2005,5,120.00
614430750,614430750,CHARGE,chg,1,1,51.36,2005,12,120.00
614430750,614430750,CHARGE,chg,2,1,2.04,2005,12,120.00
614485770,614485770,CHARGE,chg,1,1,48.12,2006,12,120.00
614491320,614491320,CHARGE,chg,1,1,7.56,2004,8,120.00
614494610,614494610,CHARGE,chg,1,1,12.12,2006,1,120.00
614494930,614494930,CHARGE,chg,1,1,8.28,2015,8,120.00
614498240,614498240,CHARGE,chg,1,1,14.88,2005,3,120.00
614499540,614499540,CHARGE,chg,1,1,77.16,2007,6,120.00
614502540,614502540,CHARGE,chg,1,1,48.96,2005,9,120.00
614502540,614502540,CHARGE,chg,2,1,28.44,2007,11,120.00
614504910,614504910,CHARGE,chg,1,1,5.04,2004,8,120.00
614508180,614508180,CHARGE,chg,1,1,26.88,2005,11,120.00
614512240,614512240,CHARGE,chg,1,1,61.92,2005,6,120.00
614513030,614513030,CHARGE,chg,1,1,54.72,2006,1,120.00
614515600,614515600,CHARGE,chg,1,1,28.56,2006,3,120.00
614522330,614522330,CHARGE,chg,1,1,2.52,2003,12,120.00
614526440,614526440,CHARGE,chg,1,1,39.36,2004,5,120.00
614529520,614529520,CHARGE,chg,1,1,23.88,2007,6,120.00
614540080,614540080,CHARGE,chg,1,1,40.20,2004,7,120.00
614543460,614543460,CHARGE,chg,1,1,18.00,2004,7,120.00
614547000,614547000,CHARGE,chg,1,1,9.72,2005,5,120.00
614547430,614547430,CHARGE,chg,1,1,1.08,2004,3,120.00
614548050,614548050,CHARGE,chg,1,1,1.56,2003,12,120.00
614551780,614551780,CHARGE,chg,1,1,19.80,2004,12,120.00
614552310,614552310,CHARGE,chg,1,1,29.40,2004,5,120.00
614552640,614552640,CHARGE,chg,1,1,3.24,2005,4,120.00
614553620,614553620,CHARGE,chg,1,1,19.56,2005,4,120.00
614553800,614553800,CHARGE,chg,1,1,42.96,2005,4,120.00
614553800,614553800,CHARGE,chg,2,1,26.04,2005,5,120.00
614553800,614553800,CHARGE,chg,3,1,39.72,2005,5,120.00
614560810,614560810,CHARGE,chg,1,1,12.96,2007,2,101.00
614562770,614562770,CHARGE,chg,1,1,8.28,2004,10,120.00
614565580,614565580,CHARGE,chg,1,1,28.92,2004,10,120.00
614565680,614565680,CHARGE,chg,1,1,41.04,2005,3,120.00
614570300,614570300,CHARGE,chg,1,1,167.52,2004,6,120.00
614573910,614573910,CHARGE,chg,1,1,57.24,2006,2,120.00
614574200,614574200,CHARGE,chg,1,1,40.32,2010,2,120.00
614577200,614577200,CHARGE,chg,1,1,39.96,2003,12,120.00
614580470,614580470,CHARGE,chg,1,1,0.60,2007,6,120.00
614581120,614581120,CHARGE,chg,1,1,51.24,2017,3,120.00
614582840,614582840,CHARGE,chg,1,1,43.08,2006,2,120.00
614584320,614584320,CHARGE,chg,1,1,25.08,2017,10,75.00
614585850,614585850,CHARGE,chg,1,1,53.52,2008,10,120.00
614590740,614590740,CHARGE,chg,1,1,25.32,2006,4,120.00
614591240,614591240,CHARGE,chg,1,1,2.76,2004,1,120.00
614591350,614591350,CHARGE,chg,1,1,1.80,2005,2,120.00
614593120,614593120,CHARGE,chg,1,1,2.64,2005,1,120.00
614593240,614593240,CHARGE,chg,1,1,30.60,2006,1,120.00
614595420,614595420,CHARGE,chg,1,1,47.16,2006,12,120.00
614595510,614595510,CHARGE,chg,1,1,3.12,2004,11,120.00
614596790,614596790,CHARGE,chg,1,1,56.16,2006,1,120.00
614602200,614602200,CHARGE,chg,1,1,20.88,2004,3,120.00
614602490,614602490,CHARGE,chg,1,1,13.80,2004,8,120.00
614603750,614603750,CHARGE,chg,1,1,40.56,2004,9,120.00
614603750,614603750,CHARGE,chg,2,1,32.40,2007,7,120.00
614605050,614605050,CHARGE,chg,1,1,120.00,2007,8,120.00
614606160,614606160,CHARGE,chg,1,1,14.16,2006,8,120.00
614608490,614608490,CHARGE,chg,1,1,15.36,2007,9,120.00
614613690,614613690,CHARGE,chg,1,1,17.52,2004,10,120.00
614615580,614615580,CHARGE,chg,1,1,8.52,2005,5,120.00
614621940,614621940,CHARGE,chg,1,1,2.76,2008,2,120.00
614622780,614622780,CHARGE,chg,1,1,65.52,2004,5,120.00
614623560,614623560,CHARGE,chg,1,1,2.88,2004,2,120.00
614624270,614624270,CHARGE,chg,1,1,35.64,2004,6,120.00
614624400,614624400,CHARGE,chg,1,1,65.16,2005,4,120.00
614624400,614624400,CHARGE,chg,2,1,9.12,2012,1,120.00
614632270,614632270,CHARGE,chg,1,1,22.80,2006,6,120.00
614632360,614632360,CHARGE,chg,1,1,50.64,2004,8,120.00
614634230,614634230,CHARGE,chg,1,1,84.00,2005,1,120.00
614635100,614635100,CHARGE,chg,1,1,55.08,2004,10,120.00
614637320,614637320,CHARGE,chg,1,1,36.60,2007,4,120.00
614637490,614637490,CHARGE,chg,1,1,123.72,2007,1,120.00
614637640,614637640,CHARGE,chg,1,1,49.80,2007,3,120.00
614639600,614639600,CHARGE,chg,1,1,99.36,2004,12,120.00
614644340,614644340,CHARGE,chg,1,1,20.64,2006,5,120.00
614644630,614644630,CHARGE,chg,1,1,38.16,2005,4,120.00
614646740,614646740,CHARGE,chg,1,1,13.44,2006,2,120.00
614646740,614646740,CHARGE,chg,2,1,9.48,2007,1,120.00
614647550,614647550,CHARGE,chg,1,1,73.32,2005,2,120.00
614649260,614649260,CHARGE,chg,1,1,13.92,2007,3,120.00
614649410,614649410,CHARGE,chg,1,1,46.92,2004,4,120.00
614649590,614649590,CHARGE,chg,1,1,36.48,2006,3,120.00
614653440,614653440,CHARGE,chg,1,1,8.52,2004,2,120.00
614653460,614653460,CHARGE,chg,1,1,22.32,2008,1,120.00
614654010,614654010,CHARGE,chg,1,1,35.04,2005,4,120.00
614654060,614654060,CHARGE,chg,1,1,11.64,2004,6,120.00
614655100,614655100,CHARGE,chg,1,1,3.36,2005,10,120.00
614655420,614655420,CHARGE,chg,1,1,33.84,2007,6,120.00
614655450,614655450,CHARGE,chg,1,1,85.32,2006,3,120.00
614657090,614657090,CHARGE,chg,1,1,126.84,2007,11,120.00
614657250,614657250,CHARGE,chg,1,1,364.56,2006,11,120.00
614657460,614657460,CHARGE,chg,1,1,192.84,2005,4,120.00
614658380,614658380,CHARGE,chg,1,1,27.00,2004,2,120.00
614658450,614658450,CHARGE,chg,1,1,22.80,2003,12,120.00
614658460,614658460,CHARGE,chg,1,1,147.84,2003,12,120.00
614658500,614658500,CHARGE,chg,1,1,24.00,2003,12,120.00
614658510,614658510,CHARGE,chg,1,1,30.00,2003,12,120.00
614658680,614658680,CHARGE,chg,1,1,40.80,2004,4,120.00
614658770,614658770,CHARGE,chg,1,1,126.00,2004,6,120.00
614658780,614658780,CHARGE,chg,1,1,83.28,2004,7,119.00
614658790,614658790,CHARGE,chg,1,1,88.20,2004,7,120.00
614658820,614658820,CHARGE,chg,1,1,63.36,2004,8,120.00
614658910,614658910,CHARGE,chg,1,1,72.00,2004,11,120.00
614658960,614658960,CHARGE,chg,1,1,130.56,2004,11,120.00
614658980,614658980,CHARGE,chg,1,1,56.28,2005,2,120.00
614658990,614658990,CHARGE,chg,1,1,90.60,2005,2,120.00
614659060,614659060,CHARGE,chg,1,1,36.24,2005,2,120.00
614659070,614659070,CHARGE,chg,1,1,99.96,2005,3,120.00
614659090,614659090,CHARGE,chg,1,1,66.12,2005,3,120.00
614659100,614659100,CHARGE,chg,1,1,41.40,2005,4,120.00
614659100,614659100,CHARGE,chg,2,1,37.56,2007,5,120.00
614659150,614659150,CHARGE,chg,1,1,44.40,2005,6,120.00
614659160,614659160,CHARGE,chg,1,1,41.16,2005,6,120.00
614659210,614659210,CHARGE,chg,1,1,85.80,2005,9,120.00
614708630,614708630,CHARGE,chg,1,1,9.12,2006,6,120.00
614718070,614718070,CHARGE,chg,1,1,29.40,2004,8,120.00
614718110,614718110,CHARGE,chg,1,1,79.56,2004,12,120.00
614723320,614723320,CHARGE,chg,1,1,15.36,2004,6,120.00
614723340,614723340,CHARGE,chg,1,1,11.16,2004,6,120.00
614728520,614728520,CHARGE,chg,1,1,27.48,2015,8,120.00
614729940,614729940,CHARGE,chg,1,1,43.68,2006,1,120.00
614729940,614729940,CHARGE,chg,2,1,17.40,2006,2,120.00
614729940,614729940,CHARGE,chg,3,1,8.40,2006,2,120.00
614730310,614730310,CHARGE,chg,1,1,18.48,2007,6,120.00
614734100,614734100,CHARGE,chg,1,1,23.52,2008,10,120.00
614735950,614735950,CHARGE,chg,1,1,136.08,2009,7,120.00
614735950,614735950,CHARGE,chg,2,1,102.96,2004,2,120.00
614745320,614745320,CHARGE,chg,1,1,19.32,2005,9,120.00
614754740,614754740,CHARGE,chg,1,1,1.68,2004,4,120.00
614756630,614756630,CHARGE,chg,1,1,34.08,2013,6,120.00
614758380,614758380,CHARGE,chg,1,1,31.08,2004,6,120.00
614760430,614760430,CHARGE,chg,1,1,33.36,2009,1,120.00
614762380,614762380,CHARGE,chg,1,1,23.52,2006,9,120.00
614763390,614763390,CHARGE,chg,1,1,11.76,2006,11,120.00
614765500,614765500,CHARGE,chg,1,1,14.04,2007,6,120.00
614768530,614768530,CHARGE,chg,1,1,28.20,2006,5,120.00
614771820,614771820,CHARGE,chg,1,1,139.32,2005,11,120.00
614773060,614773060,CHARGE,chg,1,1,5.16,2004,9,120.00
614773460,614773460,CHARGE,chg,1,1,23.64,2008,8,120.00
614773500,614773500,CHARGE,chg,1,1,22.56,2020,11,120.00
614778310,614778310,CHARGE,chg,1,1,23.04,2005,3,120.00
614779960,614779960,CHARGE,chg,1,1,28.44,2007,7,120.00
614780220,614780220,CHARGE,chg,1,1,29.52,2007,4,120.00
614780750,614780750,CHARGE,chg,1,1,67.32,2005,3,120.00
614782590,614782590,CHARGE,chg,1,1,39.60,2004,7,120.00
614788930,614788930,CHARGE,chg,1,1,1.08,2005,2,120.00
614789260,614789260,CHARGE,chg,1,1,12.60,2006,7,120.00
614791140,614791140,CHARGE,chg,1,1,32.16,2007,5,120.00
614793520,614793520,CHARGE,chg,1,1,47.52,2006,3,120.00
614796340,614796340,CHARGE,chg,1,1,42.24,2004,9,120.00
614797270,614797270,CHARGE,chg,1,1,6.72,2004,12,120.00
614797270,614797270,CHARGE,chg,2,1,18.12,2004,12,120.00
614797270,614797270,CHARGE,chg,3,1,61.80,2004,12,120.00
614798650,614798650,CHARGE,chg,1,1,58.08,2005,9,120.00
614800280,614800280,CHARGE,chg,1,1,2.40,2004,12,120.00
614803150,614803150,CHARGE,chg,1,1,5.88,2007,2,120.00
614803190,614803190,CHARGE,chg,1,1,36.60,2005,12,120.00
614804090,614804090,CHARGE,chg,1,1,28.32,2006,5,120.00
614805030,614805030,CHARGE,chg,1,1,52.68,2004,3,120.00
614806930,614806930,CHARGE,chg,1,1,49.92,2004,4,120.00
614806930,614806930,CHARGE,chg,2,1,31.32,2009,9,120.00
614809980,614809980,CHARGE,chg,1,1,24.84,2005,11,120.00
614812150,614812150,CHARGE,chg,1,1,3.24,2005,3,120.00
614820540,614820540,CHARGE,chg,1,1,4.56,2011,5,120.00
614820620,614820620,CHARGE,chg,1,1,91.20,2005,4,120.00
614820820,614820820,CHARGE,chg,1,1,2.76,2004,5,120.00
614823220,614823220,CHARGE,chg,1,1,2.64,2004,12,120.00
614826280,614826280,CHARGE,chg,1,1,38.04,2005,7,120.00
614827490,614827490,CHARGE,chg,1,1,2.04,2005,7,120.00
614827500,614827500,CHARGE,chg,1,1,7.32,2005,4,120.00
614827500,614827500,CHARGE,chg,2,1,4.08,2005,4,120.00
614827500,614827500,CHARGE,chg,3,1,107.64,2005,4,120.00
614830620,614830620,CHARGE,chg,1,1,6.84,2004,11,120.00
614831610,614831610,CHARGE,chg,1,1,10.56,2006,10,120.00
614831740,614831740,CHARGE,chg,1,1,25.92,2005,8,120.00
614833960,614833960,CHARGE,chg,1,1,33.00,2004,10,120.00
614836810,614836810,CHARGE,chg,1,1,33.60,2006,8,120.00
614839710,614839710,CHARGE,chg,1,1,110.76,2005,2,120.00
614842840,614842840,CHARGE,chg,1,1,123.12,2005,5,120.00
614842840,614842840,CHARGE,chg,2,1,71.76,2006,6,120.00
614843880,614843880,CHARGE,chg,1,1,273.72,2005,1,120.00
614846300,614846300,CHARGE,chg,1,1,19.56,2006,11,120.00
614846400,614846400,CHARGE,chg,1,1,3.60,2005,6,120.00
614848570,614848570,CHARGE,chg,1,1,36.72,2005,3,120.00
614849490,614849490,CHARGE,chg,1,1,170.76,2005,11,120.00
614850860,614850860,CHARGE,chg,1,1,2.88,2004,2,120.00
614852160,614852160,CHARGE,chg,1,1,8.64,2007,1,120.00
614855750,614855750,CHARGE,chg,1,1,48.24,2005,2,120.00
614862480,614862480,CHARGE,chg,1,1,9.24,2004,8,120.00
614867560,614867560,CHARGE,chg,1,1,183.60,2005,6,120.00
614867610,614867610,CHARGE,chg,1,1,32.88,2010,1,51.00
614868750,614868750,CHARGE,chg,1,1,15.72,2005,7,120.00
614871530,614871530,CHARGE,chg,1,1,36.60,2004,4,120.00
614872300,614872300,CHARGE,chg,1,1,3.96,2005,5,120.00
614872970,614872970,CHARGE,chg,1,1,29.16,2007,9,120.00
614873130,614873130,CHARGE,chg,1,1,61.20,2004,1,120.00
614873150,614873150,CHARGE,chg,1,1,53.88,2004,5,120.00
614874770,614874770,CHARGE,chg,1,1,29.64,2009,5,120.00
614875350,614875350,CHARGE,chg,1,1,6.12,2005,1,120.00
614876550,614876550,CHARGE,chg,1,1,30.72,2005,7,120.00
614876590,614876590,CHARGE,chg,1,1,60.84,2004,1,120.00
614877500,614877500,CHARGE,chg,1,1,27.60,2020,9,120.00
614878210,614878210,CHARGE,chg,1,1,226.20,2005,1,120.00
614878270,614878270,CHARGE,chg,1,1,41.64,2004,6,120.00
614880040,614880040,CHARGE,chg,1,1,51.48,2006,10,120.00
614880040,614880040,CHARGE,chg,2,1,71.40,2008,9,120.00
614881010,614881010,CHARGE,chg,1,1,7.08,2006,1,120.00
614881250,614881250,CHARGE,chg,1,1,29.52,2005,10,120.00
614883890,614883890,CHARGE,chg,1,1,18.72,2005,11,120.00
614884030,614884030,CHARGE,chg,1,1,5.76,2015,1,120.00
614885130,614885130,CHARGE,chg,1,1,46.56,2005,2,120.00
614885940,614885940,CHARGE,chg,1,1,53.88,2004,2,120.00
614885960,614885960,CHARGE,chg,1,1,90.60,2004,2,120.00
614886010,614886010,CHARGE,chg,1,1,85.80,2004,3,120.00
614886020,614886020,CHARGE,chg,1,1,53.88,2004,3,120.00
614886060,614886060,CHARGE,chg,1,1,139.20,2004,5,120.00
614886080,614886080,CHARGE,chg,1,1,85.68,2004,5,120.00
614886120,614886120,CHARGE,chg,1,1,71.04,2004,6,120.00
614886150,614886150,CHARGE,chg,1,1,91.20,2004,7,120.00
614886170,614886170,CHARGE,chg,1,1,81.60,2004,7,120.00
614886280,614886280,CHARGE,chg,1,1,43.20,2004,10,120.00
614886380,614886380,CHARGE,chg,1,1,100.44,2005,2,120.00
614886400,614886400,CHARGE,chg,1,1,86.64,2005,2,120.00
614886420,614886420,CHARGE,chg,1,1,51.36,2005,3,120.00
614886530,614886530,CHARGE,chg,1,1,80.88,2005,5,120.00
614886560,614886560,CHARGE,chg,1,1,100.80,2005,8,120.00
614886930,614886930,CHARGE,chg,1,1,1.68,2004,12,120.00
614890330,614890330,CHARGE,chg,1,1,3.96,2004,6,120.00
