POSTID,KEYFIELD,PRODUCT,GROUP,KSTVLGNR,KSTCD,KSTTOTBD,KSTVBGJR,KSTVBGMD,CHGPERIOD
614217860,614217860,CHARGE,chg,2,1,0.12,2004,7,120.00
614217860,614217860,CHARGE,chg,3,1,0.12,2004,8,120.00
614217860,614217860,CHARGE,chg,4,1,0.12,2004,9,120.00
614218240,614218240,CHARGE,chg,1,1,1.92,2004,6,120.00
614218240,614218240,CHARGE,chg,2,1,1.56,2005,2,120.00
614221200,614221200,CHARGE,chg,1,1,22.32,2005,10,120.00
614221510,614221510,CHARGE,chg,1,1,0.24,2008,2,120.00
614221530,614221530,CHARGE,chg,1,1,35.04,2004,7,120.00
614222140,614222140,CHARGE,chg,1,1,19.68,2007,5,120.00
614222140,614222140,CHARGE,chg,2,1,2.16,2012,12,120.00
614223240,614223240,CHARGE,chg,1,1,15.24,2005,8,120.00
614223240,614223240,CHARGE,chg,2,1,4.68,2006,12,120.00
614224120,614224120,CHARGE,chg,1,1,0.12,2006,8,120.00
614224130,614224130,CHARGE,chg,1,1,2.52,2004,2,120.00
614224520,614224520,CHARGE,chg,1,1,0.12,2012,8,120.00
614227360,614227360,CHARGE,chg,1,1,0.36,2004,11,120.00
614227360,614227360,CHARGE,chg,2,1,5.76,2005,10,120.00
614228000,614228000,CHARGE,chg,1,1,0.84,2004,11,120.00
614228100,614228100,CHARGE,chg,1,1,0.36,2005,12,120.00
614228100,614228100,CHARGE,chg,2,1,2.16,2006,9,120.00
614228100,614228100,CHARGE,chg,3,1,1.92,2007,5,120.00
614228570,614228570,CHARGE,chg,1,1,1.44,2007,9,120.00
614229480,614229480,CHARGE,chg,1,1,17.16,2006,12,120.00
614229770,614229770,CHARGE,chg,1,1,1.68,2007,12,120.00
614232340,614232340,CHARGE,chg,1,1,17.28,2005,1,120.00
614232380,614232380,CHARGE,chg,1,1,21.48,2008,3,120.00
614232400,614232400,CHARGE,chg,1,1,22.80,2007,1,120.00
614233170,614233170,CHARGE,chg,1,1,0.36,2004,4,120.00
614233230,614233230,CHARGE,chg,1,1,178.80,2011,7,120.00
614233600,614233600,CHARGE,chg,1,1,1.44,2003,12,120.00
614234700,614234700,CHARGE,chg,1,1,0.36,2007,5,120.00
614235430,614235430,CHARGE,chg,1,1,2.16,2006,9,120.00
614235930,614235930,CHARGE,chg,1,1,0.48,2004,4,120.00
614236320,614236320,CHARGE,chg,1,1,0.12,2012,7,120.00
614238060,614238060,CHARGE,chg,1,1,0.12,2004,10,120.00
614238540,614238540,CHARGE,chg,1,1,0.12,2004,9,120.00
614238860,614238860,CHARGE,chg,1,1,5.28,2004,1,120.00
614239150,614239150,CHARGE,chg,1,1,0.60,2005,12,120.00
614241160,614241160,CHARGE,chg,1,1,0.12,2005,4,120.00
614241640,614241640,CHARGE,chg,1,1,49.44,2004,10,120.00
614241640,614241640,CHARGE,chg,2,1,0.12,2004,10,120.00
614242680,614242680,CHARGE,chg,1,1,137.04,2007,7,120.00
614243460,614243460,CHARGE,chg,1,1,48.60,2015,6,120.00
614243640,614243640,CHARGE,chg,1,1,10.68,2016,5,86.00
614243820,614243820,CHARGE,chg,1,1,0.48,2004,3,120.00
614244300,614244300,CHARGE,chg,1,1,40.68,2003,12,120.00
614244300,614244300,CHARGE,chg,2,1,21.36,2006,4,120.00
614244640,614244640,CHARGE,chg,1,1,0.72,2004,1,120.00
614244930,614244930,CHARGE,chg,1,1,7.92,2004,5,120.00
614246090,614246090,CHARGE,chg,1,1,32.52,2005,11,120.00
614246670,614246670,CHARGE,chg,1,1,0.12,2006,12,120.00
614246690,614246690,CHARGE,chg,1,1,1.32,2004,9,120.00
614247070,614247070,CHARGE,chg,1,1,0.72,2005,3,120.00
614247240,614247240,CHARGE,chg,1,1,1.92,2004,7,120.00
614247420,614247420,CHARGE,chg,1,1,0.96,2007,7,120.00
614247870,614247870,CHARGE,chg,1,1,0.24,2004,5,120.00
614247870,614247870,CHARGE,chg,2,1,0.12,2004,11,120.00
614248270,614248270,CHARGE,chg,1,1,0.12,2012,8,120.00
614249410,614249410,CHARGE,chg,1,1,4.32,2006,11,120.00
614249610,614249610,CHARGE,chg,1,1,0.48,2004,4,120.00
614249610,614249610,CHARGE,chg,2,1,12.12,2004,11,120.00
614250150,614250150,CHARGE,chg,1,1,35.16,2003,12,120.00
614250150,614250150,CHARGE,chg,2,1,33.12,2005,12,120.00
614250160,614250160,CHARGE,chg,1,1,33.12,2008,2,120.00
614250160,614250160,CHARGE,chg,2,1,36.84,2009,3,120.00
614250440,614250440,CHARGE,chg,1,1,4.08,2012,1,120.00
614251400,614251400,CHARGE,chg,1,1,1.44,2003,12,120.00
614251530,614251530,CHARGE,chg,1,1,0.36,2004,1,120.00
614252000,614252000,CHARGE,chg,1,1,6.00,2004,1,120.00
614252080,614252080,CHARGE,chg,1,1,24.48,2007,1,120.00
614252080,614252080,CHARGE,chg,2,1,0.48,2008,7,120.00
614253320,614253320,CHARGE,chg,1,1,9.84,2022,10,63.00
614253500,614253500,CHARGE,chg,1,1,2.40,2009,12,120.00
614253500,614253500,CHARGE,chg,2,1,1.32,2010,9,120.00
614253500,614253500,CHARGE,chg,3,1,44.88,2010,9,120.00
614254420,614254420,CHARGE,chg,1,1,0.24,2004,6,120.00
614254420,614254420,CHARGE,chg,2,1,0.24,2004,7,120.00
614254420,614254420,CHARGE,chg,3,1,0.24,2004,8,120.00
614254420,614254420,CHARGE,chg,4,1,0.24,2004,9,120.00
614254630,614254630,CHARGE,chg,1,1,45.24,2005,8,120.00
614255510,614255510,CHARGE,chg,1,1,1.92,2004,4,120.00
614257200,614257200,CHARGE,chg,1,1,0.36,2004,2,120.00
614257380,614257380,CHARGE,chg,1,1,144.00,2006,6,120.00
614257560,614257560,CHARGE,chg,1,1,0.60,2007,3,120.00
614258480,614258480,CHARGE,chg,1,1,0.36,2004,1,120.00
614258530,614258530,CHARGE,chg,1,1,2.04,2006,10,120.00
614258770,614258770,CHARGE,chg,1,1,0.36,2007,4,120.00
614258770,614258770,CHARGE,chg,2,1,27.96,2014,4,120.00
614259200,614259200,CHARGE,chg,1,1,16.80,2005,4,120.00
614259440,614259440,CHARGE,chg,1,1,0.60,2004,4,120.00
614260220,614260220,CHARGE,chg,1,1,4.08,2004,4,120.00
614260240,614260240,CHARGE,chg,1,1,0.48,2005,2,120.00
614261310,614261310,CHARGE,chg,1,1,7.92,2004,4,120.00
614261310,614261310,CHARGE,chg,2,1,2.28,2004,11,120.00
614261310,614261310,CHARGE,chg,3,1,3.96,2005,4,120.00
614262050,614262050,CHARGE,chg,1,1,32.88,2007,6,120.00
614262480,614262480,CHARGE,chg,1,1,4.44,2008,12,120.00
614262650,614262650,CHARGE,chg,1,1,6.00,2003,12,120.00
614262650,614262650,CHARGE,chg,2,1,35.88,2004,11,120.00
614262650,614262650,CHARGE,chg,3,1,3.12,2004,12,120.00
614263090,614263090,CHARGE,chg,1,1,0.60,2006,5,120.00
614263420,614263420,CHARGE,chg,1,1,0.12,2004,3,120.00
614263740,614263740,CHARGE,chg,1,1,104.52,2005,1,120.00
614263740,614263740,CHARGE,chg,2,1,58.80,2006,1,120.00
614263900,614263900,CHARGE,chg,1,1,3.12,2005,9,120.00
614264030,614264030,CHARGE,chg,1,1,0.12,2004,2,120.00
614264420,614264420,CHARGE,chg,1,1,2.28,2005,6,120.00
614264420,614264420,CHARGE,chg,2,1,70.80,2005,6,120.00
614264420,614264420,CHARGE,chg,3,1,2.40,2006,9,120.00
614264420,614264420,CHARGE,chg,4,1,2.40,2007,5,120.00
614264910,614264910,CHARGE,chg,1,1,23.76,2007,5,120.00
614265180,614265180,CHARGE,chg,1,1,3.12,2006,4,120.00
614265800,614265800,CHARGE,chg,1,1,3.84,2004,6,120.00
614265800,614265800,CHARGE,chg,2,1,7.92,2004,8,120.00
614265800,614265800,CHARGE,chg,3,1,13.08,2004,11,120.00
614265800,614265800,CHARGE,chg,4,1,14.52,2005,12,120.00
614266200,614266200,CHARGE,chg,1,1,0.12,2012,8,120.00
614266580,614266580,CHARGE,chg,1,1,19.32,2007,1,120.00
614266580,614266580,CHARGE,chg,2,1,19.32,2007,12,120.00
614266800,614266800,CHARGE,chg,1,1,0.48,2004,9,120.00
614267070,614267070,CHARGE,chg,1,1,0.84,2009,6,120.00
614267180,614267180,CHARGE,chg,1,1,1.56,2005,3,120.00
614267370,614267370,CHARGE,chg,1,1,0.84,2004,4,120.00
614268610,614268610,CHARGE,chg,1,1,1.32,2004,10,120.00
614268610,614268610,CHARGE,chg,2,1,1.08,2005,2,120.00
614268610,614268610,CHARGE,chg,3,1,2.16,2005,6,120.00
614268610,614268610,CHARGE,chg,4,1,4.92,2006,9,120.00
614268610,614268610,CHARGE,chg,5,1,4.92,2007,5,120.00
614269110,614269110,CHARGE,chg,1,1,0.36,2007,3,120.00
614269420,614269420,CHARGE,chg,1,1,34.20,2014,5,120.00
614269980,614269980,CHARGE,chg,1,1,0.12,2005,6,120.00
614269980,614269980,CHARGE,chg,2,1,0.24,2006,9,120.00
614269980,614269980,CHARGE,chg,3,1,0.24,2007,5,120.00
614270660,614270660,CHARGE,chg,1,1,0.60,2011,1,120.00
614271490,614271490,CHARGE,chg,1,1,3.12,2006,3,120.00
614271490,614271490,CHARGE,chg,2,1,1.68,2006,3,120.00
614271490,614271490,CHARGE,chg,3,1,3.12,2007,2,120.00
614272210,614272210,CHARGE,chg,1,1,3.00,2004,12,120.00
614272210,614272210,CHARGE,chg,2,1,153.84,2006,7,120.00
614272830,614272830,CHARGE,chg,1,1,12.12,2007,4,120.00
614273570,614273570,CHARGE,chg,1,1,4.32,2005,4,120.00
614274460,614274460,CHARGE,chg,1,1,1.32,2004,5,120.00
614274460,614274460,CHARGE,chg,2,1,1.20,2007,5,120.00
614275170,614275170,CHARGE,chg,1,1,3.96,2004,1,120.00
614275170,614275170,CHARGE,chg,2,1,6.00,2005,2,120.00
614277380,614277380,CHARGE,chg,1,1,0.84,2004,8,120.00
614277380,614277380,CHARGE,chg,2,1,0.72,2012,9,120.00
614278640,614278640,CHARGE,chg,1,1,2.40,2009,10,120.00
614278870,614278870,CHARGE,chg,1,1,6.00,2005,3,120.00
614279660,614279660,CHARGE,chg,1,1,33.36,2009,3,120.00
614279770,614279770,CHARGE,chg,1,1,39.36,2008,6,120.00
614280750,614280750,CHARGE,chg,1,1,27.48,2003,12,120.00
614281210,614281210,CHARGE,chg,1,1,0.12,2006,12,120.00
614281650,614281650,CHARGE,chg,1,1,18.48,2008,2,120.00
614281650,614281650,CHARGE,chg,2,1,5.40,2011,4,120.00
614282110,614282110,CHARGE,chg,1,1,9.36,2008,12,120.00
614286270,614286270,CHARGE,chg,1,1,0.24,2007,8,120.00
614286410,614286410,CHARGE,chg,1,1,2.40,2006,6,120.00
614286540,614286540,CHARGE,chg,1,1,16.20,2006,2,120.00
614286540,614286540,CHARGE,chg,2,1,13.08,2006,2,120.00
614286630,614286630,CHARGE,chg,1,1,0.96,2006,9,120.00
614286630,614286630,CHARGE,chg,2,1,2.40,2007,5,120.00
614286820,614286820,CHARGE,chg,1,1,5.04,2004,5,120.00
614287180,614287180,CHARGE,chg,1,1,0.12,2012,1,120.00
614287190,614287190,CHARGE,chg,1,1,0.48,2004,7,120.00
614287520,614287520,CHARGE,chg,1,1,1.80,2004,5,120.00
614287590,614287590,CHARGE,chg,1,1,15.96,2010,3,120.00
614287640,614287640,CHARGE,chg,1,1,10.92,2004,6,120.00
614287920,614287920,CHARGE,chg,1,1,55.08,2006,12,120.00
614287940,614287940,CHARGE,chg,1,1,15.36,2004,6,120.00
614287940,614287940,CHARGE,chg,2,1,1.44,2006,8,120.00
614288260,614288260,CHARGE,chg,1,1,14.88,2004,11,120.00
614288260,614288260,CHARGE,chg,2,1,0.12,2004,6,120.00
614288260,614288260,CHARGE,chg,3,1,0.96,2004,8,120.00
614288290,614288290,CHARGE,chg,1,1,4.56,2005,6,120.00
614288400,614288400,CHARGE,chg,1,1,0.72,2004,6,120.00
614288410,614288410,CHARGE,chg,1,1,59.76,2004,10,120.00
614288730,614288730,CHARGE,chg,1,1,2.64,2004,11,120.00
614288730,614288730,CHARGE,chg,2,1,2.40,2005,1,120.00
614289560,614289560,CHARGE,chg,1,1,0.36,2004,4,120.00
614289560,614289560,CHARGE,chg,2,1,0.24,2004,5,120.00
614289560,614289560,CHARGE,chg,3,1,0.24,2004,6,120.00
614290500,614290500,CHARGE,chg,1,1,2.76,2008,12,120.00
614290950,614290950,CHARGE,chg,1,1,0.12,2012,7,120.00
614291020,614291020,CHARGE,chg,1,1,0.48,2004,2,120.00
614291040,614291040,CHARGE,chg,1,1,180.00,2004,5,120.00
614291550,614291550,CHARGE,chg,1,1,0.24,2003,12,120.00
614291630,614291630,CHARGE,chg,1,1,3.48,2003,12,120.00
614291630,614291630,CHARGE,chg,2,1,90.60,2005,2,120.00
614292630,614292630,CHARGE,chg,1,1,1.20,2004,1,120.00
614292630,614292630,CHARGE,chg,2,1,0.60,2005,3,120.00
614292630,614292630,CHARGE,chg,3,1,0.12,2005,9,120.00
614292950,614292950,CHARGE,chg,1,1,0.12,2007,3,120.00
614293420,614293420,CHARGE,chg,1,1,18.72,2006,12,120.00
614293420,614293420,CHARGE,chg,2,1,2.40,2006,12,120.00
614293420,614293420,CHARGE,chg,3,1,4.68,2007,12,120.00
614293420,614293420,CHARGE,chg,4,1,73.56,2007,12,120.00
614293420,614293420,CHARGE,chg,5,1,4.56,2008,12,120.00
614294020,614294020,CHARGE,chg,1,1,0.12,2012,8,120.00
614294180,614294180,CHARGE,chg,1,1,1.68,2004,10,120.00
614294180,614294180,CHARGE,chg,2,1,0.48,2005,3,120.00
614294180,614294180,CHARGE,chg,3,1,0.36,2006,9,120.00
614294270,614294270,CHARGE,chg,1,1,2.52,2005,3,120.00
614294270,614294270,CHARGE,chg,2,1,5.40,2006,3,120.00
614294270,614294270,CHARGE,chg,3,1,5.88,2007,4,120.00
614294270,614294270,CHARGE,chg,4,1,1.08,2008,4,120.00
614294270,614294270,CHARGE,chg,5,1,0.96,2009,3,120.00
614294450,614294450,CHARGE,chg,1,1,4.92,2004,3,120.00
614294450,614294450,CHARGE,chg,2,1,4.44,2005,3,120.00
614294560,614294560,CHARGE,chg,1,1,0.36,2004,3,120.00
614294560,614294560,CHARGE,chg,2,1,42.24,2005,2,120.00
614295040,614295040,CHARGE,chg,1,1,53.16,2006,4,120.00
614295040,614295040,CHARGE,chg,2,1,48.72,2007,11,120.00
614295280,614295280,CHARGE,chg,1,1,0.60,2006,3,120.00
614295280,614295280,CHARGE,chg,2,1,0.60,2007,3,120.00
614295620,614295620,CHARGE,chg,1,1,26.88,2012,7,120.00
614295910,614295910,CHARGE,chg,1,1,2.04,2005,4,120.00
614295910,614295910,CHARGE,chg,2,1,1.92,2006,5,120.00
614295910,614295910,CHARGE,chg,3,1,1.92,2007,4,120.00
614295910,614295910,CHARGE,chg,4,1,0.36,2009,4,120.00
614295910,614295910,CHARGE,chg,5,1,1.92,2010,4,120.00
614295910,614295910,CHARGE,chg,6,1,52.68,2011,4,120.00
614296020,614296020,CHARGE,chg,1,1,0.60,2004,3,120.00
614296020,614296020,CHARGE,chg,2,1,2.76,2005,12,120.00
614296040,614296040,CHARGE,chg,1,1,2.88,2007,4,120.00
614296140,614296140,CHARGE,chg,1,1,0.12,2004,5,120.00
614296670,614296670,CHARGE,chg,1,1,0.12,2004,2,120.00
614297140,614297140,CHARGE,chg,1,1,1.20,2006,2,120.00
614297860,614297860,CHARGE,chg,1,1,75.72,2007,3,120.00
614298100,614298100,CHARGE,chg,1,1,0.12,2007,5,120.00
614298130,614298130,CHARGE,chg,1,1,4.44,2004,8,120.00
614298250,614298250,CHARGE,chg,1,1,0.60,2004,10,120.00
614298480,614298480,CHARGE,chg,1,1,0.12,2004,4,120.00
614298990,614298990,CHARGE,chg,1,1,0.36,2004,4,120.00
614299000,614299000,CHARGE,chg,1,1,37.92,2004,9,120.00
614299290,614299290,CHARGE,chg,1,1,0.60,2005,2,120.00
614299300,614299300,CHARGE,chg,1,1,1.44,2004,12,120.00
614299330,614299330,CHARGE,chg,1,1,0.12,2006,12,120.00
614299780,614299780,CHARGE,chg,1,1,5.16,2007,2,120.00
614299970,614299970,CHARGE,chg,1,1,33.00,2006,7,120.00
614300100,614300100,CHARGE,chg,1,1,34.20,2004,9,120.00
614300100,614300100,CHARGE,chg,2,1,23.04,2007,3,120.00
614300140,614300140,CHARGE,chg,1,1,0.60,2004,8,120.00
614300550,614300550,CHARGE,chg,1,1,33.48,2004,8,120.00
614300550,614300550,CHARGE,chg,2,1,2.88,2005,3,120.00
614300590,614300590,CHARGE,chg,1,1,24.00,2014,5,120.00
614300790,614300790,CHARGE,chg,1,1,78.24,2003,12,120.00
614300790,614300790,CHARGE,chg,2,1,5.04,2003,12,120.00
614300790,614300790,CHARGE,chg,3,1,2.76,2004,1,120.00
614300790,614300790,CHARGE,chg,4,1,0.12,2004,5,120.00
614300820,614300820,CHARGE,chg,1,1,83.28,2004,3,120.00
614300840,614300840,CHARGE,chg,1,1,75.84,2004,4,120.00
614300840,614300840,CHARGE,chg,2,1,19.92,2004,4,120.00
614300840,614300840,CHARGE,chg,3,1,0.24,2004,10,120.00
614300840,614300840,CHARGE,chg,4,1,3.72,2006,9,120.00
614300840,614300840,CHARGE,chg,5,1,2.40,2007,5,120.00
614300840,614300840,CHARGE,chg,6,1,2.40,2008,12,120.00
614300860,614300860,CHARGE,chg,1,1,46.44,2004,4,120.00
614300860,614300860,CHARGE,chg,2,1,12.00,2004,4,120.00
614300870,614300870,CHARGE,chg,1,1,51.48,2004,4,120.00
614300870,614300870,CHARGE,chg,2,1,1.44,2004,4,120.00
614300910,614300910,CHARGE,chg,1,1,53.52,2004,6,120.00
614300910,614300910,CHARGE,chg,2,1,2.04,2008,4,120.00
614300960,614300960,CHARGE,chg,1,1,83.64,2004,9,120.00
614300960,614300960,CHARGE,chg,2,1,14.04,2004,10,120.00
614301060,614301060,CHARGE,chg,1,1,1.56,2004,12,120.00
614301060,614301060,CHARGE,chg,2,1,100.44,2004,12,120.00
614301090,614301090,CHARGE,chg,1,1,12.00,2005,3,120.00
614301090,614301090,CHARGE,chg,2,1,83.52,2005,3,120.00
614301110,614301110,CHARGE,chg,1,1,67.20,2005,4,120.00
614301110,614301110,CHARGE,chg,2,1,0.24,2007,2,120.00
614301180,614301180,CHARGE,chg,1,1,7.92,2007,5,120.00
614301180,614301180,CHARGE,chg,2,1,7.92,2013,1,120.00
614301180,614301180,CHARGE,chg,3,1,8.04,2014,1,120.00
614301190,614301190,CHARGE,chg,1,1,67.20,2005,10,120.00
614301190,614301190,CHARGE,chg,2,1,0.60,2005,10,120.00
614301200,614301200,CHARGE,chg,1,1,44.04,2005,12,120.00
614301200,614301200,CHARGE,chg,2,1,2.16,2005,12,120.00
614310680,614310680,CHARGE,chg,1,1,9.72,2012,2,120.00
614332190,614332190,CHARGE,chg,1,1,9.96,2006,3,120.00
614332190,614332190,CHARGE,chg,2,1,1.20,2006,3,120.00
614332900,614332900,CHARGE,chg,1,1,1.32,2006,4,120.00
614332900,614332900,CHARGE,chg,2,1,1.32,2007,4,120.00
614332900,614332900,CHARGE,chg,3,1,1.32,2008,4,120.00
614332900,614332900,CHARGE,chg,4,1,20.40,2009,3,120.00
614332990,614332990,CHARGE,chg,1,1,11.76,2004,6,120.00
614332990,614332990,CHARGE,chg,2,1,0.96,2005,5,120.00
614332990,614332990,CHARGE,chg,3,1,6.96,2006,9,120.00
614332990,614332990,CHARGE,chg,4,1,2.76,2007,4,120.00
614332990,614332990,CHARGE,chg,5,1,6.96,2008,12,120.00
614332990,614332990,CHARGE,chg,6,1,2.76,2009,3,120.00
614334430,614334430,CHARGE,chg,1,1,0.12,2005,2,120.00
614334440,614334440,CHARGE,chg,1,1,0.72,2004,8,120.00
614334440,614334440,CHARGE,chg,2,1,12.00,2005,5,120.00
614335770,614335770,CHARGE,chg,1,1,0.48,2004,9,120.00
614336420,614336420,CHARGE,chg,1,1,19.92,2006,1,120.00
614337130,614337130,CHARGE,chg,1,1,0.48,2005,11,120.00
614337320,614337320,CHARGE,chg,1,1,0.36,2007,8,120.00
614337670,614337670,CHARGE,chg,1,1,36.96,2006,5,120.00
614337670,614337670,CHARGE,chg,2,1,126.12,2006,5,120.00
614337670,614337670,CHARGE,chg,3,1,75.96,2006,5,120.00
614338340,614338340,CHARGE,chg,1,1,3.96,2011,4,120.00
614338370,614338370,CHARGE,chg,1,1,14.52,2021,5,15.00
614338370,614338370,CHARGE,chg,2,1,14.52,2022,5,15.00
614338590,614338590,CHARGE,chg,1,1,2.88,2007,3,120.00
614338800,614338800,CHARGE,chg,1,1,0.12,2012,11,120.00
614339910,614339910,CHARGE,chg,1,1,0.36,2004,11,120.00
614341310,614341310,CHARGE,chg,1,1,3.12,2005,4,120.00
614342060,614342060,CHARGE,chg,1,1,55.20,2004,1,120.00
614342060,614342060,CHARGE,chg,2,1,0.24,2006,10,120.00
614342060,614342060,CHARGE,chg,3,1,0.36,2007,5,120.00
614342580,614342580,CHARGE,chg,1,1,10.32,2006,9,120.00
614345240,614345240,CHARGE,chg,1,1,18.60,2007,2,120.00
614345810,614345810,CHARGE,chg,1,1,15.12,2013,7,120.00
614347420,614347420,CHARGE,chg,1,1,6.72,2004,1,120.00
614347420,614347420,CHARGE,chg,2,1,1.20,2005,5,120.00
614347420,614347420,CHARGE,chg,3,1,1.92,2007,3,120.00
614347530,614347530,CHARGE,chg,1,1,3.48,2009,4,120.00
614347530,614347530,CHARGE,chg,2,1,3.48,2010,4,120.00
614348400,614348400,CHARGE,chg,1,1,0.36,2008,12,120.00
614349060,614349060,CHARGE,chg,1,1,31.68,2006,1,120.00
614349060,614349060,CHARGE,chg,2,1,36.36,2006,1,120.00
614349060,614349060,CHARGE,chg,3,1,33.84,2006,1,120.00
614349060,614349060,CHARGE,chg,4,1,2.16,2006,11,120.00
614349090,614349090,CHARGE,chg,1,1,3.60,2004,4,120.00
614353890,614353890,CHARGE,chg,1,1,3.12,2008,11,120.00
614354000,614354000,CHARGE,chg,1,1,0.48,2006,6,120.00
614354000,614354000,CHARGE,chg,2,1,0.48,2007,7,120.00
614354830,614354830,CHARGE,chg,1,1,1.20,2004,8,120.00
614356840,614356840,CHARGE,chg,1,1,9.12,2005,3,120.00
614359010,614359010,CHARGE,chg,1,1,2.28,2004,3,120.00
614359530,614359530,CHARGE,chg,1,1,12.24,2006,12,120.00
614360040,614360040,CHARGE,chg,1,1,0.48,2008,12,120.00
614360040,614360040,CHARGE,chg,2,1,2.52,2004,5,120.00
614360040,614360040,CHARGE,chg,3,1,0.72,2006,2,120.00
614360790,614360790,CHARGE,chg,1,1,0.36,2004,4,120.00
614361130,614361130,CHARGE,chg,1,1,91.56,2007,1,120.00
614361130,614361130,CHARGE,chg,2,1,3.48,2007,1,120.00
614361680,614361680,CHARGE,chg,1,1,3.36,2005,2,120.00
614361680,614361680,CHARGE,chg,2,1,6.36,2006,1,120.00
614361760,614361760,CHARGE,chg,1,1,0.12,2006,4,120.00
614361760,614361760,CHARGE,chg,2,1,0.84,2009,1,120.00
614361760,614361760,CHARGE,chg,3,1,0.48,2009,12,120.00
614361760,614361760,CHARGE,chg,4,1,0.12,2011,1,120.00
614361760,614361760,CHARGE,chg,5,1,0.48,2011,1,120.00
614361760,614361760,CHARGE,chg,6,1,0.48,2012,1,120.00
614361760,614361760,CHARGE,chg,7,1,6.00,2013,1,120.00
614362690,614362690,CHARGE,chg,1,1,6.00,2004,8,120.00
614362690,614362690,CHARGE,chg,2,1,7.20,2006,12,120.00
614364170,614364170,CHARGE,chg,1,1,3.60,2007,2,120.00
614364180,614364180,CHARGE,chg,1,1,3.12,2007,2,120.00
614364420,614364420,CHARGE,chg,1,1,52.80,2006,3,120.00
614365480,614365480,CHARGE,chg,1,1,72.60,2005,1,120.00
614365480,614365480,CHARGE,chg,2,1,1.92,2005,1,120.00
614365480,614365480,CHARGE,chg,3,1,6.00,2014,8,120.00
614365600,614365600,CHARGE,chg,1,1,57.84,2006,3,120.00
614365600,614365600,CHARGE,chg,2,1,14.52,2007,10,120.00
614366200,614366200,CHARGE,chg,1,1,0.24,2004,8,120.00
614367600,614367600,CHARGE,chg,1,1,1.44,2004,4,120.00
614367600,614367600,CHARGE,chg,2,1,0.96,2005,4,120.00
614367600,614367600,CHARGE,chg,3,1,1.08,2006,4,120.00
614367600,614367600,CHARGE,chg,4,1,1.20,2007,4,120.00
614367610,614367610,CHARGE,chg,1,1,0.12,2012,8,120.00
614367930,614367930,CHARGE,chg,1,1,1.68,2005,5,120.00
614368430,614368430,CHARGE,chg,1,1,13.32,2006,9,120.00
614369420,614369420,CHARGE,chg,1,1,30.72,2012,7,120.00
614369710,614369710,CHARGE,chg,1,1,6.60,2004,7,120.00
614370070,614370070,CHARGE,chg,1,1,5.64,2005,1,120.00
614370140,614370140,CHARGE,chg,1,1,0.60,2007,1,120.00
614370140,614370140,CHARGE,chg,2,1,0.60,2011,1,120.00
614370780,614370780,CHARGE,chg,1,1,1.56,2004,10,120.00
614372040,614372040,CHARGE,chg,1,1,127.44,2006,7,120.00
614372140,614372140,CHARGE,chg,1,1,0.12,2012,8,120.00
614373300,614373300,CHARGE,chg,1,1,12.00,2006,12,120.00
614373490,614373490,CHARGE,chg,1,1,100.20,2006,6,120.00
614374040,614374040,CHARGE,chg,1,1,6.60,2003,12,120.00
614374040,614374040,CHARGE,chg,2,1,0.12,2003,12,120.00
614374080,614374080,CHARGE,chg,1,1,0.48,2004,5,120.00
614374930,614374930,CHARGE,chg,1,1,45.84,2005,10,120.00
614375620,614375620,CHARGE,chg,1,1,6.00,2004,5,120.00
614376380,614376380,CHARGE,chg,1,1,17.04,2007,3,120.00
614376400,614376400,CHARGE,chg,1,1,0.84,2004,6,120.00
614377360,614377360,CHARGE,chg,1,1,131.76,2006,5,120.00
614377370,614377370,CHARGE,chg,1,1,2.52,2003,12,120.00
614377720,614377720,CHARGE,chg,1,1,12.96,2007,11,120.00
614378210,614378210,CHARGE,chg,1,1,0.84,2005,6,120.00
614378210,614378210,CHARGE,chg,2,1,9.72,2006,1,120.00
614378420,614378420,CHARGE,chg,1,1,0.60,2006,1,120.00
614378800,614378800,CHARGE,chg,1,1,5.40,2005,1,120.00
614378800,614378800,CHARGE,chg,2,1,4.44,2005,1,120.00
614378800,614378800,CHARGE,chg,3,1,10.56,2005,1,120.00
614378800,614378800,CHARGE,chg,4,1,9.48,2006,4,120.00
614378800,614378800,CHARGE,chg,5,1,13.80,2007,4,120.00
614378890,614378890,CHARGE,chg,1,1,0.84,2005,11,120.00
614379920,614379920,CHARGE,chg,1,1,4.08,2005,10,120.00
614380230,614380230,CHARGE,chg,1,1,0.72,2004,9,120.00
614380990,614380990,CHARGE,chg,1,1,12.72,2004,4,120.00
614381820,614381820,CHARGE,chg,1,1,61.56,2006,4,120.00
614383210,614383210,CHARGE,chg,1,1,82.44,2005,4,120.00
614383500,614383500,CHARGE,chg,1,1,0.24,2007,9,120.00
614383500,614383500,CHARGE,chg,2,1,17.40,2009,7,120.00
614383530,614383530,CHARGE,chg,1,1,62.52,2004,1,120.00
614383530,614383530,CHARGE,chg,2,1,0.12,2012,7,120.00
614383730,614383730,CHARGE,chg,1,1,0.36,2007,1,120.00
614383980,614383980,CHARGE,chg,1,1,0.12,2007,2,120.00
614384910,614384910,CHARGE,chg,1,1,28.92,2005,12,120.00
614384930,614384930,CHARGE,chg,1,1,7.32,2006,3,120.00
614385180,614385180,CHARGE,chg,1,1,0.48,2003,12,120.00
614388160,614388160,CHARGE,chg,1,1,2.40,2005,1,120.00
