POSTID,PRODUCT,PRODBM_CD,GROUP,NB_IF,RECORDNO,PAID_UPPOL,NO_POL,NO_INS,SALES_CHAN,INTERMED,LEG_ENTITY,RIDERPREM,RID_PAY_MT,RID_PRM_FR,ISS_YR,ISS_MTH,SEX_1,AGE_ISS_1,DOB_YR_1,DOB_MTH_1,AGE_ADJ_1,SEX_2,AGE_ISS_2,DOB_YR_2,DOB_MTH_2,AGE_ADJ_2,PERSTPCD,PROFIT_GRP,TARCD,KAS,BEN_TERM_K,RID_CD,ACC_COV_CD,ACC_PREM,ACC_PAY_MT,RIS_RES,RID_IBNR,RID_AGE_RS
613453950,SPAARKAS,KOERSPLAN,1,IF,7000513,N,1,1,MVI,,B,2.35,360,M,1993,10,M,35.25,1958,6,0,,,,,,N,F,KOERSPLAN,G,360,2,0,0,0,,,
