POSTID,KEYFIELD,PRODUCT,GROUP,FONDSCD,UNITAANT,GARKAP,BELEGPRC,PRODBOOMCD,TARCD,UNITSAVPRT,UNITSRV_PP,UNITEXT_BP
614503320,614503320,FUND,F,1,233.8817,0.00,100.000000,KOERSPLAN,KOERSPLAN,230.8986,2.9831,0.0000
614503350,614503350,FUND,F,1,182.8380,0.00,100.000000,KOERSPLAN,KOERSPLAN,177.5195,5.3185,0.0000
614503560,614503560,FUND,F,3,299.5728,6840.00,100.000000,KOERSPLAN,AOWPRIVEPLAN,295.3049,4.2679,0.0000
614503590,614503590,FUND,F,1,257.3689,0.00,100.000000,KOERSPLAN,KOERSPLAN,256.7340,0.6349,0.0000
614503600,614503600,FUND,F,1,476.9969,0.00,100.000000,KOERSPLAN,KOERSPLAN,470.7010,6.2959,0.0000
614503610,614503610,FUND,F,1,338.1957,0.00,100.000000,KOERSPLAN,KOERSPLAN,334.3385,3.8572,0.0000
614503620,614503620,FUND,F,1,31.0552,0.00,100.000000,KOERSPLAN,KOERSPLAN,30.7836,0.2716,0.0000
614503660,614503660,FUND,F,1,46.4859,0.00,100.000000,KOERSPLAN,KOERSPLAN,45.6396,0.8463,0.0000
614503730,614503730,FUND,F,32,5019.3578,13192.00,100.000000,KOERSPLAN,AOWPRIVEPLAN,4682.1499,337.2079,0.0000
614503740,614503740,FUND,F,1,456.3607,0.00,100.000000,KOERSPLAN,KOERSPLAN,451.6726,4.6881,0.0000
614503800,614503800,FUND,F,1,242.8605,0.00,100.000000,KOERSPLAN,KOERSPLAN,240.4843,2.3762,0.0000
614503810,614503810,FUND,F,1,459.3828,0.00,100.000000,KOERSPLAN,KOERSPLAN,444.3507,15.0321,0.0000
614503830,614503830,FUND,F,1,422.1774,0.00,100.000000,KOERSPLAN,KOERSPLAN,406.8102,15.3672,0.0000
614503840,614503840,FUND,F,1,222.9070,0.00,100.000000,KOERSPLAN,KOERSPLAN,218.9834,3.9236,0.0000
614504020,614504020,FUND,F,1,67.6855,0.00,100.000000,KOERSPLAN,KOERSPLAN,66.7410,0.9445,0.0000
614504050,614504050,FUND,F,1,7.0437,0.00,100.000000,KOERSPLAN,KOERSPLAN,6.8967,0.1470,0.0000
614504180,614504180,FUND,F,1,60.5474,0.00,100.000000,KOERSPLAN,KOERSPLAN,58.2683,2.2791,0.0000
614504350,614504350,FUND,F,1,159.6107,0.00,100.000000,KOERSPLAN,KOERSPLAN,148.6092,11.0015,0.0000
614504470,614504470,FUND,F,1,262.5277,0.00,100.000000,KOERSPLAN,KOERSPLAN,257.8180,4.7097,0.0000
614504480,614504480,FUND,F,1,451.5190,0.00,100.000000,KOERSPLAN,KOERSPLAN,447.3710,4.1480,0.0000
614504490,614504490,FUND,F,1,75.8299,0.00,100.000000,KOERSPLAN,KOERSPLAN,74.6295,1.2004,0.0000
614504500,614504500,FUND,F,1,253.5824,0.00,100.000000,KOERSPLAN,KOERSPLAN,246.8339,6.7485,0.0000
614504570,614504570,FUND,F,1,234.8656,0.00,100.000000,KOERSPLAN,KOERSPLAN,225.8070,9.0586,0.0000
614504580,614504580,FUND,F,1,436.8361,0.00,100.000000,KOERSPLAN,KOERSPLAN,428.9378,7.8983,0.0000
614504600,614504600,FUND,F,1,446.1054,0.00,100.000000,KOERSPLAN,KOERSPLAN,435.0784,11.0270,0.0000
614504680,614504680,FUND,F,1,119.4904,0.00,100.000000,KOERSPLAN,KOERSPLAN,111.0974,8.3930,0.0000
614504830,614504830,FUND,F,1,158.3944,0.00,100.000000,KOERSPLAN,KOERSPLAN,154.2937,4.1007,0.0000
614504910,614504910,FUND,F,1,729.3766,0.00,100.000000,KOERSPLAN,KOERSPLAN,716.2848,13.0918,0.0000
614504960,614504960,FUND,F,1,62.9628,0.00,100.000000,KOERSPLAN,KOERSPLAN,61.3945,1.5683,0.0000
614504990,614504990,FUND,F,3,96.1928,2299.00,100.000000,KOERSPLAN,AOWPRIVEPLAN,94.8397,1.3531,0.0000
614505090,614505090,FUND,F,1,58.7300,0.00,100.000000,KOERSPLAN,KOERSPLAN,57.5285,1.2015,0.0000
614505190,614505190,FUND,F,1,134.8564,0.00,100.000000,KOERSPLAN,KOERSPLAN,126.4297,8.4267,0.0000
614505340,614505340,FUND,F,1,176.9489,0.00,100.000000,KOERSPLAN,KOERSPLAN,175.7277,1.2212,0.0000
614505350,614505350,FUND,F,1,275.0410,0.00,100.000000,KOERSPLAN,KOERSPLAN,267.1953,7.8457,0.0000
614505360,614505360,FUND,F,1,239.0883,0.00,100.000000,KOERSPLAN,KOERSPLAN,234.6253,4.4630,0.0000
614505700,614505700,FUND,F,1,128.9307,0.00,100.000000,KOERSPLAN,KOERSPLAN,121.1186,7.8121,0.0000
614505710,614505710,FUND,F,1,333.9935,0.00,100.000000,KOERSPLAN,KOERSPLAN,323.7855,10.2080,0.0000
614505930,614505930,FUND,F,1,503.0111,0.00,100.000000,KOERSPLAN,KOERSPLAN,497.5672,5.4439,0.0000
614505960,614505960,FUND,F,1,152.7495,0.00,100.000000,KOERSPLAN,KOERSPLAN,140.6826,12.0669,0.0000
614506080,614506080,FUND,F,1,324.2142,0.00,100.000000,KOERSPLAN,KOERSPLAN,313.2509,10.9633,0.0000
614506260,614506260,FUND,F,1,95.1993,0.00,100.000000,KOERSPLAN,KOERSPLAN,94.1767,1.0226,0.0000
614506270,614506270,FUND,F,1,312.9340,0.00,100.000000,KOERSPLAN,KOERSPLAN,298.8063,14.1277,0.0000
614506370,614506370,FUND,F,31,20457.7770,65348.00,100.000000,KOERSPLAN,AOWPRIVEPLAN,20100.0681,357.7089,0.0000
614506600,614506600,FUND,F,1,69.1694,0.00,100.000000,KOERSPLAN,KOERSPLAN,68.9416,0.2278,0.0000
614506790,614506790,FUND,F,1,95.9996,0.00,100.000000,KOERSPLAN,KOERSPLAN,91.8297,4.1699,0.0000
614506810,614506810,FUND,F,1,247.2454,0.00,100.000000,KOERSPLAN,KOERSPLAN,243.1560,4.0894,0.0000
614506820,614506820,FUND,F,1,253.3045,0.00,100.000000,KOERSPLAN,KOERSPLAN,251.0709,2.2336,0.0000
614506920,614506920,FUND,F,1,243.9595,0.00,100.000000,KOERSPLAN,KOERSPLAN,238.1497,5.8098,0.0000
614506930,614506930,FUND,F,3,292.8831,6962.00,100.000000,KOERSPLAN,AOWPRIVEPLAN,286.8819,6.0012,0.0000
614507050,614507050,FUND,F,1,131.4700,0.00,100.000000,KOERSPLAN,KOERSPLAN,128.4465,3.0235,0.0000
614507150,614507150,FUND,F,1,16.1852,0.00,100.000000,KOERSPLAN,KOERSPLAN,15.8226,0.3626,0.0000
614507170,614507170,FUND,F,1,452.0229,0.00,100.000000,KOERSPLAN,KOERSPLAN,440.6989,11.3240,0.0000
614507200,614507200,FUND,F,1,488.5699,0.00,100.000000,KOERSPLAN,KOERSPLAN,483.3311,5.2388,0.0000
614507290,614507290,FUND,F,1,171.8940,0.00,100.000000,KOERSPLAN,KOERSPLAN,171.0759,0.8181,0.0000
614507480,614507480,FUND,F,1,604.1958,0.00,100.000000,KOERSPLAN,KOERSPLAN,590.6178,13.5780,0.0000
614507530,614507530,FUND,F,1,906.4214,0.00,100.000000,KOERSPLAN,KOERSPLAN,894.8449,11.5765,0.0000
614507560,614507560,FUND,F,1,601.3078,0.00,100.000000,KOERSPLAN,KOERSPLAN,578.0248,23.2830,0.0000
614507590,614507590,FUND,F,1,398.3976,0.00,100.000000,KOERSPLAN,KOERSPLAN,380.1978,18.1998,0.0000
614507600,614507600,FUND,F,1,411.7615,0.00,100.000000,KOERSPLAN,KOERSPLAN,400.5545,11.2070,0.0000
614507750,614507750,FUND,F,1,166.4539,0.00,100.000000,KOERSPLAN,KOERSPLAN,164.3028,2.1511,0.0000
614507780,614507780,FUND,F,1,81.0768,0.00,100.000000,KOERSPLAN,KOERSPLAN,75.5395,5.5373,0.0000
614507850,614507850,FUND,F,1,69.3812,0.00,100.000000,KOERSPLAN,KOERSPLAN,66.1213,3.2599,0.0000
614507860,614507860,FUND,F,1,456.6105,0.00,100.000000,KOERSPLAN,KOERSPLAN,439.1695,17.4410,0.0000
614507880,614507880,FUND,F,1,653.4175,0.00,100.000000,KOERSPLAN,KOERSPLAN,639.3607,14.0568,0.0000
614508110,614508110,FUND,F,1,474.7243,0.00,100.000000,KOERSPLAN,KOERSPLAN,449.9879,24.7364,0.0000
614508180,614508180,FUND,F,1,657.7413,0.00,100.000000,KOERSPLAN,KOERSPLAN,631.9119,25.8294,0.0000
614508220,614508220,FUND,F,1,440.4961,0.00,100.000000,KOERSPLAN,KOERSPLAN,422.8871,17.6090,0.0000
614508420,614508420,FUND,F,1,989.2610,0.00,100.000000,KOERSPLAN,KOERSPLAN,974.1206,15.1404,0.0000
614508470,614508470,FUND,F,1,301.0441,0.00,100.000000,KOERSPLAN,KOERSPLAN,298.7623,2.2818,0.0000
614508550,614508550,FUND,F,1,490.1198,0.00,100.000000,KOERSPLAN,KOERSPLAN,480.7292,9.3906,0.0000
614508640,614508640,FUND,F,1,486.9030,0.00,100.000000,KOERSPLAN,KOERSPLAN,476.9566,9.9464,0.0000
614508650,614508650,FUND,F,1,17.7788,0.00,100.000000,KOERSPLAN,KOERSPLAN,17.5120,0.2668,0.0000
614509160,614509160,FUND,F,1,233.7599,0.00,100.000000,KOERSPLAN,KOERSPLAN,222.2317,11.5282,0.0000
614509220,614509220,FUND,F,1,527.1958,0.00,100.000000,KOERSPLAN,KOERSPLAN,512.5396,14.6562,0.0000
614509230,614509230,FUND,F,1,250.6851,0.00,100.000000,KOERSPLAN,KOERSPLAN,248.2592,2.4259,0.0000
614509260,614509260,FUND,F,1,249.4653,0.00,100.000000,KOERSPLAN,KOERSPLAN,246.5316,2.9337,0.0000
614509460,614509460,FUND,F,31,13712.2004,33220.00,100.000000,KOERSPLAN,AOWPRIVEPLAN,13433.2332,278.9672,0.0000
614509470,614509470,FUND,F,1,110.3471,0.00,100.000000,KOERSPLAN,KOERSPLAN,103.2322,7.1149,0.0000
614509650,614509650,FUND,F,1,464.6565,0.00,100.000000,KOERSPLAN,KOERSPLAN,448.7980,15.8585,0.0000
614510060,614510060,FUND,F,1,539.4612,0.00,100.000000,KOERSPLAN,KOERSPLAN,528.5659,10.8953,0.0000
614510110,614510110,FUND,F,1,248.3359,0.00,100.000000,KOERSPLAN,KOERSPLAN,242.4180,5.9179,0.0000
614510440,614510440,FUND,F,1,247.1365,0.00,100.000000,KOERSPLAN,KOERSPLAN,244.0419,3.0946,0.0000
614510450,614510450,FUND,F,1,272.2297,0.00,100.000000,KOERSPLAN,KOERSPLAN,267.3469,4.8828,0.0000
614510520,614510520,FUND,F,1,588.8652,0.00,100.000000,KOERSPLAN,KOERSPLAN,567.6376,21.2276,0.0000
614510530,614510530,FUND,F,1,33.3441,0.00,100.000000,KOERSPLAN,KOERSPLAN,31.9677,1.3764,0.0000
614510640,614510640,FUND,F,1,184.6920,0.00,100.000000,KOERSPLAN,KOERSPLAN,182.0688,2.6232,0.0000
614510720,614510720,FUND,F,1,127.3386,0.00,100.000000,KOERSPLAN,KOERSPLAN,124.2591,3.0795,0.0000
614510840,614510840,FUND,F,1,626.4121,0.00,100.000000,KOERSPLAN,KOERSPLAN,618.5172,7.8949,0.0000
614510930,614510930,FUND,F,1,440.3428,0.00,100.000000,KOERSPLAN,KOERSPLAN,422.1626,18.1802,0.0000
614510950,614510950,FUND,F,1,599.4518,0.00,100.000000,KOERSPLAN,KOERSPLAN,570.1952,29.2566,0.0000
614510980,614510980,FUND,F,1,652.2099,0.00,100.000000,KOERSPLAN,KOERSPLAN,642.7594,9.4505,0.0000
614511210,614511210,FUND,F,1,484.3801,0.00,100.000000,KOERSPLAN,KOERSPLAN,480.3419,4.0382,0.0000
614511310,614511310,FUND,F,1,333.8048,0.00,100.000000,KOERSPLAN,KOERSPLAN,328.3177,5.4871,0.0000
614511490,614511490,FUND,F,1,244.6671,0.00,100.000000,KOERSPLAN,KOERSPLAN,240.4671,4.2000,0.0000
614511590,614511590,FUND,F,1,214.1347,0.00,100.000000,KOERSPLAN,KOERSPLAN,199.1620,14.9727,0.0000
614511700,614511700,FUND,F,1,319.3966,0.00,100.000000,KOERSPLAN,KOERSPLAN,314.1227,5.2739,0.0000
614511730,614511730,FUND,F,1,461.4146,0.00,100.000000,KOERSPLAN,KOERSPLAN,457.5960,3.8186,0.0000
614512150,614512150,FUND,F,1,270.3779,0.00,100.000000,KOERSPLAN,KOERSPLAN,266.1350,4.2429,0.0000
614512170,614512170,FUND,F,5,1251.0335,0.00,100.000000,KOERSPLAN,KOERSPLAN,1224.3334,26.7001,0.0000
614512180,614512180,FUND,F,1,694.5125,0.00,100.000000,KOERSPLAN,KOERSPLAN,679.6672,14.8453,0.0000
614512210,614512210,FUND,F,1,38.6219,0.00,100.000000,KOERSPLAN,KOERSPLAN,38.3416,0.2803,0.0000
614512240,614512240,FUND,F,1,630.8989,0.00,100.000000,KOERSPLAN,KOERSPLAN,625.3242,5.5747,0.0000
614512360,614512360,FUND,F,1,262.2969,0.00,100.000000,KOERSPLAN,KOERSPLAN,254.9285,7.3684,0.0000
614512510,614512510,FUND,F,1,130.4151,0.00,100.000000,KOERSPLAN,KOERSPLAN,124.9315,5.4836,0.0000
614512530,614512530,FUND,F,1,53.1594,0.00,100.000000,KOERSPLAN,KOERSPLAN,52.0451,1.1143,0.0000
614512600,614512600,FUND,F,1,261.0928,0.00,100.000000,KOERSPLAN,KOERSPLAN,259.2372,1.8556,0.0000
614512810,614512810,FUND,F,1,33.4638,0.00,100.000000,KOERSPLAN,KOERSPLAN,33.3520,0.1118,0.0000
614512860,614512860,FUND,F,1,487.1672,0.00,100.000000,KOERSPLAN,KOERSPLAN,483.6350,3.5322,0.0000
614512950,614512950,FUND,F,1,645.4807,0.00,100.000000,KOERSPLAN,KOERSPLAN,619.4459,26.0348,0.0000
614512970,614512970,FUND,F,1,663.3439,0.00,100.000000,KOERSPLAN,KOERSPLAN,652.8097,10.5342,0.0000
614513030,614513030,FUND,F,1,790.5089,0.00,100.000000,KOERSPLAN,KOERSPLAN,742.1373,48.3716,0.0000
614513160,614513160,FUND,F,1,504.3282,0.00,100.000000,KOERSPLAN,KOERSPLAN,498.1327,6.1955,0.0000
614513180,614513180,FUND,F,1,768.0043,0.00,100.000000,KOERSPLAN,FISCAALVOORDEELPLAN,749.7767,18.2276,0.0000
614513200,614513200,FUND,F,1,691.4671,0.00,100.000000,KOERSPLAN,KOERSPLAN,683.4295,8.0376,0.0000
614513290,614513290,FUND,F,1,325.0638,0.00,100.000000,KOERSPLAN,KOERSPLAN,318.2554,6.8084,0.0000
614513600,614513600,FUND,F,1,132.2388,0.00,100.000000,KOERSPLAN,KOERSPLAN,126.6987,5.5401,0.0000
614513610,614513610,FUND,F,1,94.9805,0.00,100.000000,KOERSPLAN,KOERSPLAN,93.4367,1.5438,0.0000
614513620,614513620,FUND,F,1,294.3243,0.00,100.000000,KOERSPLAN,KOERSPLAN,289.8594,4.4649,0.0000
614513700,614513700,FUND,F,1,277.1620,0.00,100.000000,KOERSPLAN,KOERSPLAN,262.7002,14.4618,0.0000
614513720,614513720,FUND,F,1,281.2673,0.00,100.000000,KOERSPLAN,KOERSPLAN,272.1030,9.1643,0.0000
614513750,614513750,FUND,F,1,616.2194,0.00,100.000000,KOERSPLAN,KOERSPLAN,605.8047,10.4147,0.0000
614513770,614513770,FUND,F,1,999.1065,0.00,100.000000,KOERSPLAN,KOERSPLAN,988.5634,10.5431,0.0000
614513830,614513830,FUND,F,1,92.6126,0.00,100.000000,KOERSPLAN,KOERSPLAN,88.7799,3.8327,0.0000
614514000,614514000,FUND,F,1,311.2161,0.00,100.000000,KOERSPLAN,KOERSPLAN,307.8524,3.3637,0.0000
614514190,614514190,FUND,F,1,277.8317,0.00,100.000000,KOERSPLAN,KOERSPLAN,262.3379,15.4938,0.0000
614514260,614514260,FUND,F,1,364.1622,0.00,100.000000,KOERSPLAN,KOERSPLAN,358.1016,6.0606,0.0000
614514310,614514310,FUND,F,1,159.8973,0.00,100.000000,KOERSPLAN,KOERSPLAN,156.5028,3.3945,0.0000
614514580,614514580,FUND,F,1,582.6213,0.00,100.000000,KOERSPLAN,KOERSPLAN,560.9122,21.7091,0.0000
614514590,614514590,FUND,F,1,475.6739,0.00,100.000000,KOERSPLAN,KOERSPLAN,446.9960,28.6779,0.0000
614514720,614514720,FUND,F,1,1093.4907,0.00,100.000000,KOERSPLAN,KOERSPLAN,1083.4254,10.0653,0.0000
614514750,614514750,FUND,F,3,676.2209,0.00,100.000000,KOERSPLAN,KOERSPLAN,655.2245,20.9964,0.0000
614514950,614514950,FUND,F,1,210.0375,0.00,100.000000,KOERSPLAN,KOERSPLAN,205.9021,4.1354,0.0000
614514960,614514960,FUND,F,1,242.1967,0.00,100.000000,KOERSPLAN,KOERSPLAN,237.4463,4.7504,0.0000
614515070,614515070,FUND,F,1,400.6041,0.00,100.000000,KOERSPLAN,KOERSPLAN,391.3958,9.2083,0.0000
614515110,614515110,FUND,F,1,475.2057,0.00,100.000000,KOERSPLAN,KOERSPLAN,463.4455,11.7602,0.0000
614515170,614515170,FUND,F,1,583.6159,0.00,100.000000,KOERSPLAN,KOERSPLAN,578.4337,5.1822,0.0000
614515260,614515260,FUND,F,1,174.1842,0.00,100.000000,KOERSPLAN,KOERSPLAN,167.0870,7.0972,0.0000
614515370,614515370,FUND,F,1,234.8333,0.00,100.000000,KOERSPLAN,KOERSPLAN,229.9511,4.8822,0.0000
614515420,614515420,FUND,F,1,261.4770,0.00,100.000000,KOERSPLAN,KOERSPLAN,258.7657,2.7113,0.0000
614515480,614515480,FUND,F,1,104.9377,0.00,100.000000,KOERSPLAN,KOERSPLAN,103.3470,1.5907,0.0000
614515600,614515600,FUND,F,1,382.5328,0.00,100.000000,KOERSPLAN,KOERSPLAN,369.9015,12.6313,0.0000
614515650,614515650,FUND,F,1,784.4094,0.00,100.000000,KOERSPLAN,KOERSPLAN,776.0274,8.3820,0.0000
614515880,614515880,FUND,F,1,241.6346,0.00,100.000000,KOERSPLAN,KOERSPLAN,235.1846,6.4500,0.0000
614516140,614516140,FUND,F,1,250.1488,0.00,100.000000,KOERSPLAN,KOERSPLAN,249.5698,0.5790,0.0000
614516190,614516190,FUND,F,1,27.6511,0.00,100.000000,KOERSPLAN,KOERSPLAN,27.1233,0.5278,0.0000
614516220,614516220,FUND,F,1,102.3756,0.00,100.000000,KOERSPLAN,KOERSPLAN,101.8337,0.5419,0.0000
614516300,614516300,FUND,F,1,363.7768,0.00,100.000000,KOERSPLAN,KOERSPLAN,354.3837,9.3931,0.0000
614516340,614516340,FUND,F,1,161.2887,0.00,100.000000,KOERSPLAN,KOERSPLAN,155.7492,5.5395,0.0000
614516620,614516620,FUND,F,1,239.1921,0.00,100.000000,KOERSPLAN,KOERSPLAN,233.8284,5.3637,0.0000
614516700,614516700,FUND,F,3,68.1096,1581.00,100.000000,KOERSPLAN,AOWPRIVEPLAN,65.9333,2.1763,0.0000
614516740,614516740,FUND,F,1,76.9865,0.00,100.000000,KOERSPLAN,KOERSPLAN,75.4220,1.5645,0.0000
614516750,614516750,FUND,F,1,652.5715,0.00,100.000000,KOERSPLAN,KOERSPLAN,638.1842,14.3873,0.0000
614516770,614516770,FUND,F,1,112.6117,0.00,100.000000,KOERSPLAN,KOERSPLAN,107.0203,5.5914,0.0000
614516980,614516980,FUND,F,1,99.6806,0.00,100.000000,KOERSPLAN,KOERSPLAN,95.9058,3.7748,0.0000
614516990,614516990,FUND,F,1,503.5903,0.00,100.000000,KOERSPLAN,KOERSPLAN,493.9212,9.6691,0.0000
614517000,614517000,FUND,F,1,333.3835,0.00,100.000000,KOERSPLAN,KOERSPLAN,312.0055,21.3780,0.0000
614517100,614517100,FUND,F,1,475.1669,0.00,100.000000,KOERSPLAN,KOERSPLAN,468.0020,7.1649,0.0000
614517280,614517280,FUND,F,1,251.0562,0.00,100.000000,KOERSPLAN,KOERSPLAN,250.4016,0.6546,0.0000
614517300,614517300,FUND,F,1,2537.7222,0.00,100.000000,KOERSPLAN,FISCAALVOORDEELPLAN,2472.2220,65.5002,0.0000
614517520,614517520,FUND,F,1,22.7406,0.00,100.000000,KOERSPLAN,KOERSPLAN,22.2139,0.5267,0.0000
614517530,614517530,FUND,F,1,222.8194,0.00,100.000000,KOERSPLAN,KOERSPLAN,220.4629,2.3565,0.0000
614517740,614517740,FUND,F,1,645.9394,0.00,100.000000,KOERSPLAN,KOERSPLAN,625.7401,20.1993,0.0000
614517800,614517800,FUND,F,3,513.6100,20149.00,100.000000,KOERSPLAN,AOWPRIVEPLAN,502.0096,11.6004,0.0000
614517840,614517840,FUND,F,1,110.7795,0.00,100.000000,KOERSPLAN,KOERSPLAN,106.6850,4.0945,0.0000
614517900,614517900,FUND,F,1,115.8429,0.00,100.000000,KOERSPLAN,KOERSPLAN,114.3379,1.5050,0.0000
614517980,614517980,FUND,F,1,679.9781,0.00,100.000000,KOERSPLAN,KOERSPLAN,653.7054,26.2727,0.0000
614518050,614518050,FUND,F,1,215.0464,0.00,100.000000,KOERSPLAN,KOERSPLAN,211.6494,3.3970,0.0000
614518100,614518100,FUND,F,1,145.0997,0.00,100.000000,KOERSPLAN,KOERSPLAN,142.8687,2.2310,0.0000
614518110,614518110,FUND,F,1,392.9241,0.00,100.000000,KOERSPLAN,KOERSPLAN,376.3745,16.5496,0.0000
614518140,614518140,FUND,F,1,177.4297,0.00,100.000000,KOERSPLAN,KOERSPLAN,173.4696,3.9601,0.0000
614518160,614518160,FUND,F,1,39.2425,0.00,100.000000,KOERSPLAN,KOERSPLAN,38.8048,0.4377,0.0000
614518210,614518210,FUND,F,32,9548.1141,23960.00,100.000000,KOERSPLAN,AOWPRIVEPLAN,8978.1031,570.0110,0.0000
614518290,614518290,FUND,F,1,223.3370,0.00,100.000000,KOERSPLAN,KOERSPLAN,219.3535,3.9835,0.0000
614518300,614518300,FUND,F,1,314.9648,0.00,100.000000,KOERSPLAN,KOERSPLAN,310.2141,4.7507,0.0000
614518310,614518310,FUND,F,1,484.8957,0.00,100.000000,KOERSPLAN,KOERSPLAN,478.8401,6.0556,0.0000
614518320,614518320,FUND,F,1,240.2924,0.00,100.000000,KOERSPLAN,KOERSPLAN,238.5233,1.7691,0.0000
614518330,614518330,FUND,F,1,52.7749,0.00,100.000000,KOERSPLAN,KOERSPLAN,51.7585,1.0164,0.0000
614518360,614518360,FUND,F,1,346.7245,0.00,100.000000,KOERSPLAN,KOERSPLAN,342.0613,4.6632,0.0000
614518500,614518500,FUND,F,1,458.8170,0.00,100.000000,KOERSPLAN,KOERSPLAN,436.8367,21.9803,0.0000
614518570,614518570,FUND,F,1,479.6614,0.00,100.000000,KOERSPLAN,KOERSPLAN,471.6643,7.9971,0.0000
614518580,614518580,FUND,F,1,50.9961,0.00,100.000000,KOERSPLAN,KOERSPLAN,48.0364,2.9597,0.0000
614518590,614518590,FUND,F,1,10.8066,0.00,100.000000,KOERSPLAN,KOERSPLAN,10.6208,0.1858,0.0000
614518600,614518600,FUND,F,1,169.9598,0.00,100.000000,KOERSPLAN,KOERSPLAN,166.5435,3.4163,0.0000
614518760,614518760,FUND,F,1,240.6166,0.00,100.000000,KOERSPLAN,KOERSPLAN,235.8245,4.7921,0.0000
614518800,614518800,FUND,F,1,244.5257,0.00,100.000000,KOERSPLAN,KOERSPLAN,242.1722,2.3535,0.0000
614518920,614518920,FUND,F,1,430.7240,0.00,100.000000,KOERSPLAN,KOERSPLAN,419.0190,11.7050,0.0000
614518940,614518940,FUND,F,1,12.7136,0.00,100.000000,KOERSPLAN,KOERSPLAN,12.5551,0.1585,0.0000
614518950,614518950,FUND,F,1,74.0600,0.00,100.000000,KOERSPLAN,KOERSPLAN,71.9007,2.1593,0.0000
614519010,614519010,FUND,F,1,244.4929,0.00,100.000000,KOERSPLAN,KOERSPLAN,242.4354,2.0575,0.0000
614519030,614519030,FUND,F,3,562.3784,0.00,100.000000,KOERSPLAN,KOERSPLAN,553.4645,8.9139,0.0000
614519040,614519040,FUND,F,1,233.2303,0.00,100.000000,KOERSPLAN,KOERSPLAN,231.0694,2.1609,0.0000
614519140,614519140,FUND,F,1,90.3421,0.00,100.000000,KOERSPLAN,KOERSPLAN,89.4290,0.9131,0.0000
614519410,614519410,FUND,F,1,295.8280,0.00,100.000000,KOERSPLAN,KOERSPLAN,292.6614,3.1666,0.0000
614519430,614519430,FUND,F,1,457.5563,0.00,100.000000,KOERSPLAN,KOERSPLAN,452.4404,5.1159,0.0000
614519620,614519620,FUND,F,1,158.1814,0.00,100.000000,KOERSPLAN,KOERSPLAN,151.6246,6.5568,0.0000
614519790,614519790,FUND,F,1,691.3798,0.00,100.000000,KOERSPLAN,FISCAALVOORDEELPLAN,667.6791,23.7007,0.0000
614519870,614519870,FUND,F,1,88.6644,0.00,100.000000,KOERSPLAN,KOERSPLAN,87.2615,1.4029,0.0000
614519890,614519890,FUND,F,1,453.2534,0.00,100.000000,KOERSPLAN,KOERSPLAN,433.7039,19.5495,0.0000
614519900,614519900,FUND,F,1,687.5723,0.00,100.000000,KOERSPLAN,KOERSPLAN,667.6771,19.8952,0.0000
614520010,614520010,FUND,F,1,49.7447,0.00,100.000000,KOERSPLAN,KOERSPLAN,46.7623,2.9824,0.0000
614520110,614520110,FUND,F,1,29.0112,0.00,100.000000,KOERSPLAN,KOERSPLAN,28.5660,0.4452,0.0000
614520120,614520120,FUND,F,1,743.4122,0.00,100.000000,KOERSPLAN,KOERSPLAN,719.0811,24.3311,0.0000
614520320,614520320,FUND,F,1,213.6082,0.00,100.000000,KOERSPLAN,KOERSPLAN,203.8330,9.7752,0.0000
614520410,614520410,FUND,F,1,98.5689,0.00,100.000000,KOERSPLAN,KOERSPLAN,95.8473,2.7216,0.0000
614520420,614520420,FUND,F,1,173.5045,0.00,100.000000,KOERSPLAN,KOERSPLAN,164.8768,8.6277,0.0000
614520430,614520430,FUND,F,1,288.4999,0.00,100.000000,KOERSPLAN,KOERSPLAN,283.3134,5.1865,0.0000
614520450,614520450,FUND,F,1,464.6123,0.00,100.000000,KOERSPLAN,KOERSPLAN,451.3746,13.2377,0.0000
614520490,614520490,FUND,F,3,593.6458,23172.00,100.000000,KOERSPLAN,AOWPRIVEPLAN,589.2043,4.4415,0.0000
614520550,614520550,FUND,F,31,29718.3686,109508.00,100.000000,KOERSPLAN,AOWPRIVEPLAN,29250.2966,468.0720,0.0000
614520690,614520690,FUND,F,1,117.6797,0.00,100.000000,KOERSPLAN,KOERSPLAN,114.6066,3.0731,0.0000
614520700,614520700,FUND,F,1,393.2437,0.00,100.000000,KOERSPLAN,KOERSPLAN,367.6969,25.5468,0.0000
614520780,614520780,FUND,F,1,5.9299,0.00,100.000000,KOERSPLAN,KOERSPLAN,5.7148,0.2151,0.0000
614520810,614520810,FUND,F,1,267.2260,0.00,100.000000,KOERSPLAN,KOERSPLAN,261.7597,5.4663,0.0000
614520820,614520820,FUND,F,1,501.2225,0.00,100.000000,KOERSPLAN,KOERSPLAN,486.3476,14.8749,0.0000
614520880,614520880,FUND,F,1,232.5239,0.00,100.000000,KOERSPLAN,KOERSPLAN,226.0191,6.5048,0.0000
614520930,614520930,FUND,F,1,231.3340,0.00,100.000000,KOERSPLAN,KOERSPLAN,219.8617,11.4723,0.0000
614520950,614520950,FUND,F,1,246.8271,0.00,100.000000,KOERSPLAN,KOERSPLAN,245.9570,0.8701,0.0000
614520960,614520960,FUND,F,1,231.6058,0.00,100.000000,KOERSPLAN,KOERSPLAN,225.3343,6.2715,0.0000
614520970,614520970,FUND,F,1,244.1633,0.00,100.000000,KOERSPLAN,KOERSPLAN,242.1089,2.0544,0.0000
