POSTID,KEYFIELD,PRODUCT,GROUP,FONDSCD,UNITAANT,GARKAP,BELEGPRC,PRODBOOMCD,TARCD,UNITSAVPRT,UNITSRV_PP,UNITEXT_BP
613638560,613638560,FUND,F,1,25.9369,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,25.0854,0.8515,0.0000
613638660,613638660,FUND,F,1,820.8029,0.00,100.000000,KOERSPLAN,KOERSPLAN,806.1813,14.6216,0.0000
613638710,613638710,FUND,F,1,252.4092,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,244.8290,7.5802,0.0000
613638720,613638720,FUND,F,1,12.6745,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,11.7936,0.8809,0.0000
613638730,613638730,FUND,F,1,1021.3695,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,962.6315,58.7380,0.0000
613638740,613638740,FUND,F,1,309.4843,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,306.1486,3.3357,0.0000
613638760,613638760,FUND,F,1,566.1653,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,546.6350,19.5303,0.0000
613638780,613638780,FUND,F,1,261.4282,0.00,100.000000,KOERSPLAN,KOERSPLAN,259.3552,2.0730,0.0000
613638800,613638800,FUND,F,1,10.7704,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,10.4371,0.3333,0.0000
613638820,613638820,FUND,F,1,206.5477,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,203.8050,2.7427,0.0000
613638830,613638830,FUND,F,1,140.2422,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,131.3226,8.9196,0.0000
613638890,613638890,FUND,F,1,42.2674,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,40.6627,1.6047,0.0000
613638910,613638910,FUND,F,1,220.5576,0.00,100.000000,KOERSPLAN,KOERSPLAN,214.5667,5.9909,0.0000
613639060,613639060,FUND,F,1,572.2017,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,562.1695,10.0322,0.0000
613639540,613639540,FUND,F,1,128.2667,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,126.8868,1.3799,0.0000
613639560,613639560,FUND,F,1,258.9745,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,253.1570,5.8175,0.0000
613639570,613639570,FUND,F,1,91.3480,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,88.7734,2.5746,0.0000
613639600,613639600,FUND,F,1,439.1208,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,432.1659,6.9549,0.0000
613639640,613639640,FUND,F,1,610.9777,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,601.3558,9.6219,0.0000
613639650,613639650,FUND,F,1,99.5618,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,97.3886,2.1732,0.0000
613639690,613639690,FUND,F,1,283.9866,0.00,100.000000,KOERSPLAN,KOERSPLAN,267.7807,16.2059,0.0000
613639760,613639760,FUND,F,1,586.7797,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,572.1742,14.6055,0.0000
613639780,613639780,FUND,F,1,25.0667,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,24.4499,0.6168,0.0000
613639790,613639790,FUND,F,1,26.2800,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,24.4322,1.8478,0.0000
613639810,613639810,FUND,F,1,50.9333,0.00,100.000000,KOERSPLAN,KOERSPLAN,50.3241,0.6092,0.0000
613639830,613639830,FUND,F,1,297.8054,0.00,100.000000,KOERSPLAN,KOERSPLAN,289.6861,8.1193,0.0000
613639840,613639840,FUND,F,1,343.9107,0.00,100.000000,KOERSPLAN,KOERSPLAN,341.3445,2.5662,0.0000
613639980,613639980,FUND,F,1,313.4647,0.00,100.000000,KOERSPLAN,KOERSPLAN,311.1596,2.3051,0.0000
613639990,613639990,FUND,F,1,216.6797,0.00,100.000000,KOERSPLAN,KOERSPLAN,216.1057,0.5740,0.0000
613640010,613640010,FUND,F,1,114.5259,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,112.0400,2.4859,0.0000
613640030,613640030,FUND,F,1,210.0883,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,203.6299,6.4584,0.0000
613640070,613640070,FUND,F,1,22.3202,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,22.0198,0.3004,0.0000
613640120,613640120,FUND,F,1,413.3223,0.00,100.000000,KOERSPLAN,KOERSPLAN,407.2526,6.0697,0.0000
613640130,613640130,FUND,F,1,1076.9520,0.00,100.000000,KOERSPLAN,KOERSPLAN,1052.5519,24.4001,0.0000
613640220,613640220,FUND,F,1,79.4759,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,76.6066,2.8693,0.0000
613640290,613640290,FUND,F,1,180.9310,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,177.1384,3.7926,0.0000
613640320,613640320,FUND,F,1,1082.3455,0.00,100.000000,KOERSPLAN,KOERSPLAN,1062.8305,19.5150,0.0000
613640330,613640330,FUND,F,1,20.0408,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,19.7165,0.3243,0.0000
613640340,613640340,FUND,F,1,570.1999,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,563.2913,6.9086,0.0000
613640350,613640350,FUND,F,1,417.9621,0.00,100.000000,KOERSPLAN,KOERSPLAN,391.8411,26.1210,0.0000
613640540,613640540,FUND,F,1,9.6495,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,9.5051,0.1444,0.0000
613640560,613640560,FUND,F,1,15.6791,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,15.4272,0.2519,0.0000
613640570,613640570,FUND,F,1,327.3897,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,322.1645,5.2252,0.0000
613640580,613640580,FUND,F,1,200.6794,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,193.0891,7.5903,0.0000
613640600,613640600,FUND,F,1,87.9823,0.00,100.000000,KOERSPLAN,KOERSPLAN,86.3551,1.6272,0.0000
613640630,613640630,FUND,F,1,354.3881,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,351.2538,3.1343,0.0000
613640690,613640690,FUND,F,1,30.6976,0.00,100.000000,KOERSPLAN,KOERSPLAN,30.3414,0.3562,0.0000
613640720,613640720,FUND,F,1,183.1740,0.00,100.000000,KOERSPLAN,KOERSPLAN,181.2183,1.9557,0.0000
613640730,613640730,FUND,F,1,30.8005,0.00,100.000000,KOERSPLAN,KOERSPLAN,30.4842,0.3163,0.0000
613640740,613640740,FUND,F,1,498.4708,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,490.6466,7.8242,0.0000
613640770,613640770,FUND,F,1,55.5739,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,54.5853,0.9886,0.0000
613640850,613640850,FUND,F,1,13.1681,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,12.8514,0.3167,0.0000
613640860,613640860,FUND,F,1,40.0522,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,39.3141,0.7381,0.0000
613641070,613641070,FUND,F,1,39.1106,0.00,100.000000,KOERSPLAN,KOERSPLAN,38.5075,0.6031,0.0000
613641090,613641090,FUND,F,3,72.5254,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,71.7428,0.7826,0.0000
613641290,613641290,FUND,F,1,919.6699,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,892.8345,26.8354,0.0000
613641440,613641440,FUND,F,1,12.6830,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,12.2812,0.4018,0.0000
613641450,613641450,FUND,F,1,938.3668,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,909.3897,28.9771,0.0000
613641460,613641460,FUND,F,1,831.1790,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,805.5010,25.6780,0.0000
613641480,613641480,FUND,F,1,37.8067,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,37.4571,0.3496,0.0000
613641500,613641500,FUND,F,1,112.6287,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,111.3745,1.2542,0.0000
613641520,613641520,FUND,F,1,231.2163,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,226.8153,4.4010,0.0000
613641590,613641590,FUND,F,1,213.7888,0.00,100.000000,KOERSPLAN,KOERSPLAN,212.1679,1.6209,0.0000
613641640,613641640,FUND,F,3,426.2398,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,420.3165,5.9233,0.0000
613641780,613641780,FUND,F,1,227.8406,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,214.0124,13.8282,0.0000
613641840,613641840,FUND,F,1,14.3841,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,14.2065,0.1776,0.0000
613641850,613641850,FUND,F,1,567.1741,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,552.4856,14.6885,0.0000
613641860,613641860,FUND,F,1,180.7811,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,179.2030,1.5781,0.0000
613641870,613641870,FUND,F,1,12.7123,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,12.5654,0.1469,0.0000
613642040,613642040,FUND,F,1,61.2012,0.00,100.000000,KOERSPLAN,KOERSPLAN,59.0302,2.1710,0.0000
613642050,613642050,FUND,F,1,197.0716,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,194.9202,2.1514,0.0000
613642080,613642080,FUND,F,1,115.4781,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,114.2826,1.1955,0.0000
613642100,613642100,FUND,F,1,235.7100,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,233.1687,2.5413,0.0000
613642130,613642130,FUND,F,1,164.7966,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,162.7370,2.0596,0.0000
613642150,613642150,FUND,F,1,630.0961,0.00,100.000000,KOERSPLAN,KOERSPLAN,623.0680,7.0281,0.0000
613642250,613642250,FUND,F,1,206.2621,0.00,100.000000,KOERSPLAN,KOERSPLAN,204.5971,1.6650,0.0000
613642280,613642280,FUND,F,1,50.2617,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,49.2773,0.9844,0.0000
613642310,613642310,FUND,F,1,570.5667,0.00,100.000000,KOERSPLAN,KOERSPLAN,562.5731,7.9936,0.0000
613642390,613642390,FUND,F,1,2027.4256,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,1953.8246,73.6010,0.0000
613642530,613642530,FUND,F,1,151.3583,0.00,100.000000,KOERSPLAN,KOERSPLAN,150.2891,1.0692,0.0000
613642620,613642620,FUND,F,1,193.9489,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,189.6399,4.3090,0.0000
613642660,613642660,FUND,F,1,5.8973,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,5.8149,0.0824,0.0000
613642670,613642670,FUND,F,1,66.4101,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,61.9593,4.4508,0.0000
613642680,613642680,FUND,F,1,68.9919,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,58.9686,10.0233,0.0000
613642730,613642730,FUND,F,1,30.2419,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,29.4633,0.7786,0.0000
613642740,613642740,FUND,F,1,371.0963,0.00,100.000000,KOERSPLAN,KOERSPLAN,364.8032,6.2931,0.0000
613642750,613642750,FUND,F,1,21.2412,0.00,100.000000,KOERSPLAN,KOERSPLAN,20.5531,0.6881,0.0000
613642830,613642830,FUND,F,1,328.3678,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,318.1441,10.2237,0.0000
613642910,613642910,FUND,F,1,50.0339,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,48.4895,1.5444,0.0000
613642990,613642990,FUND,F,1,63.3395,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,62.5760,0.7635,0.0000
613643000,613643000,FUND,F,1,24.0679,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,23.6270,0.4409,0.0000
613643090,613643090,FUND,F,1,380.8822,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,352.2906,28.5916,0.0000
613643100,613643100,FUND,F,1,28.9974,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,28.5217,0.4757,0.0000
613643110,613643110,FUND,F,1,211.0703,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,205.5728,5.4975,0.0000
613643120,613643120,FUND,F,1,129.4114,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,124.0098,5.4016,0.0000
613643130,613643130,FUND,F,1,84.3449,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,78.5094,5.8355,0.0000
613643150,613643150,FUND,F,1,204.5389,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,201.6212,2.9177,0.0000
613643160,613643160,FUND,F,1,320.4894,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,310.3117,10.1777,0.0000
613643180,613643180,FUND,F,1,205.8764,0.00,100.000000,KOERSPLAN,KOERSPLAN,202.1838,3.6926,0.0000
613643350,613643350,FUND,F,1,12.1321,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,11.5072,0.6249,0.0000
613643360,613643360,FUND,F,1,483.0241,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,472.8302,10.1939,0.0000
613643410,613643410,FUND,F,1,41.1393,0.00,100.000000,KOERSPLAN,KOERSPLAN,36.9164,4.2229,0.0000
613643440,613643440,FUND,F,1,198.1060,0.00,100.000000,KOERSPLAN,KOERSPLAN,192.7274,5.3786,0.0000
613643450,613643450,FUND,F,1,562.2424,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,552.3453,9.8971,0.0000
613643500,613643500,FUND,F,1,2062.5924,0.00,100.000000,KOERSPLAN,KOERSPLAN,2021.1528,41.4396,0.0000
613643550,613643550,FUND,F,1,234.8379,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,232.4463,2.3916,0.0000
613643580,613643580,FUND,F,1,40.8764,0.00,100.000000,KOERSPLAN,KOERSPLAN,40.2226,0.6538,0.0000
613643840,613643840,FUND,F,1,308.9446,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,293.6260,15.3186,0.0000
613643940,613643940,FUND,F,1,210.9706,0.00,100.000000,KOERSPLAN,KOERSPLAN,208.6242,2.3464,0.0000
613643960,613643960,FUND,F,1,218.3758,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,214.3726,4.0032,0.0000
613643970,613643970,FUND,F,1,13.5255,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,13.3148,0.2107,0.0000
613644100,613644100,FUND,F,1,535.1938,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,529.2382,5.9556,0.0000
613644180,613644180,FUND,F,1,147.8970,0.00,100.000000,KOERSPLAN,KOERSPLAN,146.4945,1.4025,0.0000
613644300,613644300,FUND,F,1,264.7333,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,255.6699,9.0634,0.0000
613644310,613644310,FUND,F,1,574.3002,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,558.8512,15.4490,0.0000
613644340,613644340,FUND,F,1,441.7991,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,435.3222,6.4769,0.0000
613644380,613644380,FUND,F,1,65.2098,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,64.5480,0.6618,0.0000
613644410,613644410,FUND,F,1,15.2695,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,15.0832,0.1863,0.0000
613644540,613644540,FUND,F,1,25.6305,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,25.3371,0.2934,0.0000
613644550,613644550,FUND,F,1,38.6250,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,37.1270,1.4980,0.0000
613644560,613644560,FUND,F,5,1449.6071,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,1365.3074,84.2997,0.0000
613644590,613644590,FUND,F,1,22.2183,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,21.3606,0.8577,0.0000
613644660,613644660,FUND,F,1,62.9170,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,62.0323,0.8847,0.0000
613644670,613644670,FUND,F,1,263.9808,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,243.8664,20.1144,0.0000
613644680,613644680,FUND,F,1,57.4297,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,56.4687,0.9610,0.0000
613644760,613644760,FUND,F,1,284.0175,0.00,100.000000,KOERSPLAN,KOERSPLAN,280.0576,3.9599,0.0000
613644790,613644790,FUND,F,1,203.9408,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,199.8936,4.0472,0.0000
613644890,613644890,FUND,F,1,576.4900,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,569.6764,6.8136,0.0000
613644940,613644940,FUND,F,1,123.2163,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,121.0005,2.2158,0.0000
613644960,613644960,FUND,F,1,82.1393,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,80.7023,1.4370,0.0000
613645020,613645020,FUND,F,1,415.8965,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,411.7078,4.1887,0.0000
613645030,613645030,FUND,F,1,311.1876,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,304.9136,6.2740,0.0000
613645070,613645070,FUND,F,1,79.6173,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,78.1924,1.4249,0.0000
613645090,613645090,FUND,F,1,460.1589,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,446.1785,13.9804,0.0000
613645100,613645100,FUND,F,1,95.8772,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,94.4645,1.4127,0.0000
613645110,613645110,FUND,F,1,201.4766,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,191.5763,9.9003,0.0000
613645120,613645120,FUND,F,1,10.7438,0.00,100.000000,KOERSPLAN,KOERSPLAN,10.2676,0.4762,0.0000
613645150,613645150,FUND,F,1,195.2764,0.00,100.000000,KOERSPLAN,KOERSPLAN,193.6890,1.5874,0.0000
613645200,613645200,FUND,F,1,196.7050,0.00,100.000000,KOERSPLAN,KOERSPLAN,189.4655,7.2395,0.0000
613645210,613645210,FUND,F,1,196.7059,0.00,100.000000,KOERSPLAN,KOERSPLAN,189.4658,7.2401,0.0000
613645230,613645230,FUND,F,1,1266.9479,0.00,100.000000,KOERSPLAN,KOERSPLAN,1253.7614,13.1865,0.0000
613645290,613645290,FUND,F,1,215.7335,0.00,100.000000,KOERSPLAN,KOERSPLAN,213.2441,2.4894,0.0000
613645330,613645330,FUND,F,1,38.3650,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,37.8733,0.4917,0.0000
613645380,613645380,FUND,F,1,543.1867,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,536.2375,6.9492,0.0000
613645460,613645460,FUND,F,1,76.7584,0.00,100.000000,KOERSPLAN,KOERSPLAN,75.6115,1.1469,0.0000
613645480,613645480,FUND,F,1,15.7569,0.00,100.000000,KOERSPLAN,KOERSPLAN,15.2421,0.5148,0.0000
613645530,613645530,FUND,F,1,221.0613,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,217.7040,3.3573,0.0000
613645540,613645540,FUND,F,1,814.4430,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,777.8957,36.5473,0.0000
613645560,613645560,FUND,F,1,232.8484,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,225.5952,7.2532,0.0000
613645620,613645620,FUND,F,1,435.8625,0.00,100.000000,KOERSPLAN,KOERSPLAN,428.6230,7.2395,0.0000
613645730,613645730,FUND,F,3,559.7162,0.00,100.000000,KOERSPLAN,KOERSPLAN,532.1965,27.5197,0.0000
613645810,613645810,FUND,F,1,465.3093,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,449.9189,15.3904,0.0000
613645930,613645930,FUND,F,1,84.5781,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,82.8531,1.7250,0.0000
613645940,613645940,FUND,F,1,571.7908,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,559.2373,12.5535,0.0000
613645970,613645970,FUND,F,1,137.1581,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,132.3953,4.7628,0.0000
613645980,613645980,FUND,F,1,25.2091,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,24.6657,0.5434,0.0000
613645990,613645990,FUND,F,1,91.6602,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,89.5161,2.1441,0.0000
613646000,613646000,FUND,F,1,70.3062,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,69.4358,0.8704,0.0000
613646090,613646090,FUND,F,1,7.8932,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,7.4786,0.4146,0.0000
613646110,613646110,FUND,F,1,61.8417,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,60.6719,1.1698,0.0000
613646260,613646260,FUND,F,1,363.1531,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,354.8334,8.3197,0.0000
613646340,613646340,FUND,F,1,21.1055,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,20.3045,0.8010,0.0000
613646360,613646360,FUND,F,1,649.8490,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,639.6633,10.1857,0.0000
613646380,613646380,FUND,F,1,297.7811,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,292.9147,4.8664,0.0000
613646420,613646420,FUND,F,1,27.6712,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,26.4471,1.2241,0.0000
613646430,613646430,FUND,F,1,5.1751,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,5.1186,0.0565,0.0000
613646450,613646450,FUND,F,1,30.7027,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,29.9000,0.8027,0.0000
613646470,613646470,FUND,F,1,422.6044,0.00,100.000000,KOERSPLAN,KOERSPLAN,419.0390,3.5654,0.0000
613646480,613646480,FUND,F,1,257.6105,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,253.1515,4.4590,0.0000
613646500,613646500,FUND,F,1,45.3322,0.00,100.000000,KOERSPLAN,KOERSPLAN,44.9146,0.4176,0.0000
613646510,613646510,FUND,F,1,45.5106,0.00,100.000000,KOERSPLAN,KOERSPLAN,45.0236,0.4870,0.0000
613646530,613646530,FUND,F,1,38.1978,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,37.7389,0.4589,0.0000
613646600,613646600,FUND,F,1,241.3579,0.00,100.000000,KOERSPLAN,KOERSPLAN,240.7130,0.6449,0.0000
613646650,613646650,FUND,F,1,213.4655,0.00,100.000000,KOERSPLAN,KOERSPLAN,209.4746,3.9909,0.0000
613646790,613646790,FUND,F,1,37.6389,0.00,100.000000,KOERSPLAN,KOERSPLAN,37.0155,0.6234,0.0000
613646830,613646830,FUND,F,1,563.6158,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,556.5278,7.0880,0.0000
613646990,613646990,FUND,F,1,200.1121,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,192.5344,7.5777,0.0000
613647030,613647030,FUND,F,3,26.5012,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,26.1594,0.3418,0.0000
613647040,613647040,FUND,F,1,43.2870,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,41.0899,2.1971,0.0000
613647050,613647050,FUND,F,1,378.1438,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,355.0274,23.1164,0.0000
613647060,613647060,FUND,F,1,829.0056,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,795.7669,33.2387,0.0000
613647070,613647070,FUND,F,1,95.9622,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,94.8800,1.0822,0.0000
613647080,613647080,FUND,F,1,122.9977,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,121.5177,1.4800,0.0000
613647090,613647090,FUND,F,1,574.8689,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,570.2821,4.5868,0.0000
613647110,613647110,FUND,F,1,195.8822,0.00,100.000000,KOERSPLAN,KOERSPLAN,189.4503,6.4319,0.0000
613647170,613647170,FUND,F,1,215.0416,0.00,100.000000,KOERSPLAN,KOERSPLAN,213.7410,1.3006,0.0000
613647180,613647180,FUND,F,1,167.6877,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,155.6912,11.9965,0.0000
613647270,613647270,FUND,F,1,278.7768,0.00,100.000000,KOERSPLAN,KOERSPLAN,274.3736,4.4032,0.0000
613647370,613647370,FUND,F,1,5.9738,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,5.7644,0.2094,0.0000
613647380,613647380,FUND,F,1,308.7403,0.00,100.000000,KOERSPLAN,KOERSPLAN,304.7544,3.9859,0.0000
613647420,613647420,FUND,F,1,9.5503,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,9.3878,0.1625,0.0000
613647480,613647480,FUND,F,1,328.8790,0.00,100.000000,KOERSPLAN,KOERSPLAN,328.3254,0.5536,0.0000
613647510,613647510,FUND,F,1,502.4500,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,486.6561,15.7939,0.0000
613647580,613647580,FUND,F,1,103.1357,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,100.8204,2.3153,0.0000
613647610,613647610,FUND,F,1,99.3295,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,95.4227,3.9068,0.0000
613647640,613647640,FUND,F,1,3.0941,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,3.0432,0.0509,0.0000
613647650,613647650,FUND,F,1,3.0956,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,3.0450,0.0506,0.0000
613647950,613647950,FUND,F,1,190.8297,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,189.4586,1.3711,0.0000
613648050,613648050,FUND,F,1,221.0416,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,216.8749,4.1667,0.0000
613648070,613648070,FUND,F,1,13.6878,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,13.4614,0.2264,0.0000
613648080,613648080,FUND,F,1,19.6579,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,19.4523,0.2056,0.0000
613648090,613648090,FUND,F,1,118.4246,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,113.4302,4.9944,0.0000
613648100,613648100,FUND,F,1,1351.9763,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,1343.3463,8.6300,0.0000
613648120,613648120,FUND,F,1,392.2364,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,380.4486,11.7878,0.0000
613648170,613648170,FUND,F,1,1245.2119,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,1229.3129,15.8990,0.0000
613648260,613648260,FUND,F,1,28.6664,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,27.0822,1.5842,0.0000
613648270,613648270,FUND,F,1,29.5681,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,29.2522,0.3159,0.0000
613648320,613648320,FUND,F,1,331.0049,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,323.9114,7.0935,0.0000
613648330,613648330,FUND,F,1,161.8593,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,155.6330,6.2263,0.0000
613648550,613648550,FUND,F,1,112.5755,0.00,100.000000,KOERSPLAN,TOEKOMSTPLAN,105.9561,6.6194,0.0000
